iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
01/03/2021,28/01/2020,14
01/03/2021,29/01/2020,20
01/03/2021,30/01/2020,24
01/03/2021,31/01/2020,27
01/03/2021,01/02/2020,54
01/03/2021,02/02/2020,37
01/03/2021,03/02/2020,24
01/03/2021,04/02/2020,24
01/03/2021,05/02/2020,31
01/03/2021,06/02/2020,26
01/03/2021,07/02/2020,17
01/03/2021,08/02/2020,21
01/03/2021,09/02/2020,18
01/03/2021,10/02/2020,62
01/03/2021,11/02/2020,24
01/03/2021,12/02/2020,56
01/03/2021,13/02/2020,46
01/03/2021,14/02/2020,66
01/03/2021,15/02/2020,144
01/03/2021,16/02/2020,89
01/03/2021,17/02/2020,132
01/03/2021,18/02/2020,155
01/03/2021,19/02/2020,134
01/03/2021,20/02/2020,388
01/03/2021,21/02/2020,298
01/03/2021,22/02/2020,369
01/03/2021,23/02/2020,475
01/03/2021,24/02/2020,622
01/03/2021,25/02/2020,784
01/03/2021,26/02/2020,694
01/03/2021,27/02/2020,803
01/03/2021,28/02/2020,1137
01/03/2021,29/02/2020,1004
01/03/2021,01/03/2020,2257
01/03/2021,02/03/2020,1805
01/03/2021,03/03/2020,2040
01/03/2021,04/03/2020,1758
01/03/2021,05/03/2020,2392
01/03/2021,06/03/2020,2664
01/03/2021,07/03/2020,2858
01/03/2021,08/03/2020,3345
01/03/2021,09/03/2020,3951
01/03/2021,10/03/2020,5480
01/03/2021,11/03/2020,3730
01/03/2021,12/03/2020,4243
01/03/2021,13/03/2020,4739
01/03/2021,14/03/2020,4110
01/03/2021,15/03/2020,5210
01/03/2021,16/03/2020,4715
01/03/2021,17/03/2020,4031
01/03/2021,18/03/2020,4227
01/03/2021,19/03/2020,3758
01/03/2021,20/03/2020,5355
01/03/2021,21/03/2020,3319
01/03/2021,22/03/2020,3332
01/03/2021,23/03/2020,3806
01/03/2021,24/03/2020,3045
01/03/2021,25/03/2020,3239
01/03/2021,26/03/2020,2784
01/03/2021,27/03/2020,3010
01/03/2021,28/03/2020,2687
01/03/2021,29/03/2020,2090
01/03/2021,30/03/2020,3061
01/03/2021,31/03/2020,2143
01/03/2021,01/04/2020,3355
01/03/2021,02/04/2020,2160
01/03/2021,03/04/2020,2253
01/03/2021,04/04/2020,1875
01/03/2021,05/04/2020,1699
01/03/2021,06/04/2020,1958
01/03/2021,07/04/2020,1809
01/03/2021,08/04/2020,1803
01/03/2021,09/04/2020,1621
01/03/2021,10/04/2020,2197
01/03/2021,11/04/2020,1294
01/03/2021,12/04/2020,1437
01/03/2021,13/04/2020,1315
01/03/2021,14/04/2020,1546
01/03/2021,15/04/2020,1727
01/03/2021,16/04/2020,1371
01/03/2021,17/04/2020,1344
01/03/2021,18/04/2020,1123
