iss_date,DATARICOVERO1,RICOVERI
01/03/2021,20/02/2020,94
01/03/2021,21/02/2020,121
01/03/2021,22/02/2020,106
01/03/2021,23/02/2020,152
01/03/2021,24/02/2020,191
01/03/2021,25/02/2020,268
01/03/2021,26/02/2020,274
01/03/2021,27/02/2020,320
01/03/2021,28/02/2020,378
01/03/2021,29/02/2020,371
01/03/2021,01/03/2020,444
01/03/2021,02/03/2020,664
01/03/2021,03/03/2020,814
01/03/2021,04/03/2020,914
01/03/2021,05/03/2020,1090
01/03/2021,06/03/2020,1231
01/03/2021,07/03/2020,1200
01/03/2021,08/03/2020,1159
01/03/2021,09/03/2020,1451
01/03/2021,10/03/2020,1593
01/03/2021,11/03/2020,1752
01/03/2021,12/03/2020,1904
01/03/2021,13/03/2020,2325
01/03/2021,14/03/2020,1995
01/03/2021,15/03/2020,1902
01/03/2021,16/03/2020,2487
01/03/2021,17/03/2020,2665
01/03/2021,18/03/2020,2705
01/03/2021,19/03/2020,2781
01/03/2021,20/03/2020,2852
01/03/2021,21/03/2020,2536
01/03/2021,22/03/2020,2191
01/03/2021,23/03/2020,2702
01/03/2021,24/03/2020,2609
01/03/2021,25/03/2020,2315
01/03/2021,26/03/2020,2117
01/03/2021,27/03/2020,2212
01/03/2021,28/03/2020,1735
01/03/2021,29/03/2020,1421
01/03/2021,30/03/2020,1676
01/03/2021,31/03/2020,1563
01/03/2021,01/04/2020,1480
01/03/2021,02/04/2020,1446
01/03/2021,03/04/2020,1253
01/03/2021,04/04/2020,1011
01/03/2021,05/04/2020,835
01/03/2021,06/04/2020,1009
01/03/2021,07/04/2020,1012
01/03/2021,08/04/2020,1031
01/03/2021,09/04/2020,981
01/03/2021,10/04/2020,894
01/03/2021,11/04/2020,791
01/03/2021,12/04/2020,655
01/03/2021,13/04/2020,617
01/03/2021,14/04/2020,825
01/03/2021,15/04/2020,682
01/03/2021,16/04/2020,686
01/03/2021,17/04/2020,697
01/03/2021,18/04/2020,569
01/03/2021,19/04/2020,456
01/03/2021,20/04/2020,637
01/03/2021,21/04/2020,574
01/03/2021,22/04/2020,582
01/03/2021,23/04/2020,572
01/03/2021,24/04/2020,535
01/03/2021,25/04/2020,424
01/03/2021,26/04/2020,345
01/03/2021,27/04/2020,407
01/03/2021,28/04/2020,410
01/03/2021,29/04/2020,396
01/03/2021,30/04/2020,345
01/03/2021,01/05/2020,264
01/03/2021,02/05/2020,231
01/03/2021,03/05/2020,177
01/03/2021,04/05/2020,280
01/03/2021,05/05/2020,261
01/03/2021,06/05/2020,272
01/03/2021,07/05/2020,257
01/03/2021,08/05/2020,271
01/03/2021,09/05/2020,157
01/03/2021,10/05/2020,153
01/03/2021,11/05/2020,228
01/03/2021,12/05/2020,174
01/03/2021,13/05/2020,178
01/03/2021,14/05/2020,182
01/03/2021,15/05/2020,188
01/03/2021,16/05/2020,131
01/03/2021,17/05/2020,111
01/03/2021,18/05/2020,143
01/03/2021,19/05/2020,138
01/03/2021,20/05/2020,133
01/03/2021,21/05/2020,104
01/03/2021,22/05/2020,110
01/03/2021,23/05/2020,84
01/03/2021,24/05/2020,78
01/03/2021,25/05/2020,127
01/03/2021,26/05/2020,95
01/03/2021,27/05/2020,92
01/03/2021,28/05/2020,72
01/03/2021,29/05/2020,91
01/03/2021,30/05/2020,76
01/03/2021,31/05/2020,45
01/03/2021,01/06/2020,94
01/03/2021,02/06/2020,57
01/03/2021,03/06/2020,75
01/03/2021,04/06/2020,68
01/03/2021,05/06/2020,71
01/03/2021,06/06/2020,47
01/03/2021,07/06/2020,40
01/03/2021,08/06/2020,87
01/03/2021,09/06/2020,58
01/03/2021,10/06/2020,65
01/03/2021,11/06/2020,48
01/03/2021,12/06/2020,59
01/03/2021,13/06/2020,57
01/03/2021,14/06/2020,47
01/03/2021,15/06/2020,62
01/03/2021,16/06/2020,45
01/03/2021,17/06/2020,51
01/03/2021,18/06/2020,59
01/03/2021,19/06/2020,63
01/03/2021,20/06/2020,32
01/03/2021,21/06/2020,38
01/03/2021,22/06/2020,64
01/03/2021,23/06/2020,47
01/03/2021,24/06/2020,61
01/03/2021,25/06/2020,63
01/03/2021,26/06/2020,64
01/03/2021,27/06/2020,36
01/03/2021,28/06/2020,28
01/03/2021,29/06/2020,60
01/03/2021,30/06/2020,55
01/03/2021,01/07/2020,45
01/03/2021,02/07/2020,60
01/03/2021,03/07/2020,66
01/03/2021,04/07/2020,36
01/03/2021,05/07/2020,46
01/03/2021,06/07/2020,54
01/03/2021,07/07/2020,43
01/03/2021,08/07/2020,52
01/03/2021,09/07/2020,42
01/03/2021,10/07/2020,57
01/03/2021,11/07/2020,43
01/03/2021,12/07/2020,33
01/03/2021,13/07/2020,51
01/03/2021,14/07/2020,44
01/03/2021,15/07/2020,48
01/03/2021,16/07/2020,48
01/03/2021,17/07/2020,68
01/03/2021,18/07/2020,40
01/03/2021,19/07/2020,35
01/03/2021,20/07/2020,53
01/03/2021,21/07/2020,61
01/03/2021,22/07/2020,53
01/03/2021,23/07/2020,59
01/03/2021,24/07/2020,55
01/03/2021,25/07/2020,54
01/03/2021,26/07/2020,41
01/03/2021,27/07/2020,47
01/03/2021,28/07/2020,54
01/03/2021,29/07/2020,49
01/03/2021,30/07/2020,51
01/03/2021,31/07/2020,70
01/03/2021,01/08/2020,65
01/03/2021,02/08/2020,48
01/03/2021,03/08/2020,68
01/03/2021,04/08/2020,57
01/03/2021,05/08/2020,70
01/03/2021,06/08/2020,51
01/03/2021,07/08/2020,60
01/03/2021,08/08/2020,56
01/03/2021,09/08/2020,59
01/03/2021,10/08/2020,74
01/03/2021,11/08/2020,56
01/03/2021,12/08/2020,86
01/03/2021,13/08/2020,75
01/03/2021,14/08/2020,78
01/03/2021,15/08/2020,59
01/03/2021,16/08/2020,62
01/03/2021,17/08/2020,80
01/03/2021,18/08/2020,95
01/03/2021,19/08/2020,124
01/03/2021,20/08/2020,76
01/03/2021,21/08/2020,90
01/03/2021,22/08/2020,111
01/03/2021,23/08/2020,90
01/03/2021,24/08/2020,112
01/03/2021,25/08/2020,138
01/03/2021,26/08/2020,139
01/03/2021,27/08/2020,133
01/03/2021,28/08/2020,133
01/03/2021,29/08/2020,104
01/03/2021,30/08/2020,112
01/03/2021,31/08/2020,119
01/03/2021,01/09/2020,148
01/03/2021,02/09/2020,163
01/03/2021,03/09/2020,176
01/03/2021,04/09/2020,162
01/03/2021,05/09/2020,146
01/03/2021,06/09/2020,118
01/03/2021,07/09/2020,199
01/03/2021,08/09/2020,164
01/03/2021,09/09/2020,181
01/03/2021,10/09/2020,198
01/03/2021,11/09/2020,183
01/03/2021,12/09/2020,181
01/03/2021,13/09/2020,173
01/03/2021,14/09/2020,205
01/03/2021,15/09/2020,223
01/03/2021,16/09/2020,222
01/03/2021,17/09/2020,232
01/03/2021,18/09/2020,235
01/03/2021,19/09/2020,191
01/03/2021,20/09/2020,167
01/03/2021,21/09/2020,238
01/03/2021,22/09/2020,244
01/03/2021,23/09/2020,238
01/03/2021,24/09/2020,232
01/03/2021,25/09/2020,260
01/03/2021,26/09/2020,218
01/03/2021,27/09/2020,191
01/03/2021,28/09/2020,254
01/03/2021,29/09/2020,275
01/03/2021,30/09/2020,240
01/03/2021,01/10/2020,316
01/03/2021,02/10/2020,338
01/03/2021,03/10/2020,354
01/03/2021,04/10/2020,320
01/03/2021,05/10/2020,420
