iss_date,DATARICOVERO1,RICOVERI
02/04/2022,20/02/2020,92
02/04/2022,21/02/2020,123
02/04/2022,22/02/2020,107
02/04/2022,23/02/2020,151
02/04/2022,24/02/2020,191
02/04/2022,25/02/2020,267
02/04/2022,26/02/2020,273
02/04/2022,27/02/2020,317
02/04/2022,28/02/2020,380
02/04/2022,29/02/2020,374
02/04/2022,01/03/2020,441
02/04/2022,02/03/2020,669
02/04/2022,03/03/2020,816
02/04/2022,04/03/2020,915
02/04/2022,05/03/2020,1097
02/04/2022,06/03/2020,1228
02/04/2022,07/03/2020,1203
02/04/2022,08/03/2020,1161
02/04/2022,09/03/2020,1458
02/04/2022,10/03/2020,1586
02/04/2022,11/03/2020,1757
02/04/2022,12/03/2020,1909
02/04/2022,13/03/2020,2334
02/04/2022,14/03/2020,1996
02/04/2022,15/03/2020,1909
02/04/2022,16/03/2020,2489
02/04/2022,17/03/2020,2669
02/04/2022,18/03/2020,2711
02/04/2022,19/03/2020,2787
02/04/2022,20/03/2020,2861
02/04/2022,21/03/2020,2546
02/04/2022,22/03/2020,2196
02/04/2022,23/03/2020,2715
02/04/2022,24/03/2020,2624
02/04/2022,25/03/2020,2319
02/04/2022,26/03/2020,2128
02/04/2022,27/03/2020,2241
02/04/2022,28/03/2020,1750
02/04/2022,29/03/2020,1440
02/04/2022,30/03/2020,1686
02/04/2022,31/03/2020,1589
02/04/2022,01/04/2020,1507
02/04/2022,02/04/2020,1464
02/04/2022,03/04/2020,1268
02/04/2022,04/04/2020,1029
02/04/2022,05/04/2020,842
02/04/2022,06/04/2020,1028
02/04/2022,07/04/2020,1035
02/04/2022,08/04/2020,1049
02/04/2022,09/04/2020,1003
02/04/2022,10/04/2020,927
02/04/2022,11/04/2020,823
02/04/2022,12/04/2020,669
02/04/2022,13/04/2020,625
02/04/2022,14/04/2020,866
02/04/2022,15/04/2020,713
02/04/2022,16/04/2020,711
02/04/2022,17/04/2020,724
02/04/2022,18/04/2020,574
02/04/2022,19/04/2020,469
02/04/2022,20/04/2020,665
02/04/2022,21/04/2020,608
02/04/2022,22/04/2020,609
02/04/2022,23/04/2020,590
02/04/2022,24/04/2020,554
02/04/2022,25/04/2020,430
02/04/2022,26/04/2020,362
02/04/2022,27/04/2020,444
02/04/2022,28/04/2020,440
02/04/2022,29/04/2020,417
02/04/2022,30/04/2020,372
02/04/2022,01/05/2020,277
02/04/2022,02/05/2020,245
02/04/2022,03/05/2020,187
02/04/2022,04/05/2020,301
02/04/2022,05/05/2020,290
02/04/2022,06/05/2020,295
02/04/2022,07/05/2020,288
02/04/2022,08/05/2020,287
02/04/2022,09/05/2020,176
02/04/2022,10/05/2020,164
02/04/2022,11/05/2020,248
02/04/2022,12/05/2020,183
02/04/2022,13/05/2020,199
02/04/2022,14/05/2020,204
02/04/2022,15/05/2020,211
02/04/2022,16/05/2020,139
02/04/2022,17/05/2020,126
02/04/2022,18/05/2020,165
02/04/2022,19/05/2020,153
02/04/2022,20/05/2020,148
02/04/2022,21/05/2020,121
02/04/2022,22/05/2020,124
02/04/2022,23/05/2020,97
02/04/2022,24/05/2020,94
02/04/2022,25/05/2020,152
02/04/2022,26/05/2020,118
02/04/2022,27/05/2020,111
02/04/2022,28/05/2020,83
02/04/2022,29/05/2020,106
02/04/2022,30/05/2020,86
02/04/2022,31/05/2020,56
02/04/2022,01/06/2020,118
02/04/2022,02/06/2020,67
02/04/2022,03/06/2020,90
02/04/2022,04/06/2020,85
02/04/2022,05/06/2020,95
02/04/2022,06/06/2020,53
02/04/2022,07/06/2020,44
02/04/2022,08/06/2020,114
02/04/2022,09/06/2020,78
02/04/2022,10/06/2020,73
02/04/2022,11/06/2020,62
02/04/2022,12/06/2020,82
02/04/2022,13/06/2020,64
02/04/2022,14/06/2020,53
02/04/2022,15/06/2020,80
02/04/2022,16/06/2020,59
02/04/2022,17/06/2020,79
02/04/2022,18/06/2020,80
02/04/2022,19/06/2020,88
02/04/2022,20/06/2020,37
02/04/2022,21/06/2020,50
02/04/2022,22/06/2020,95
02/04/2022,23/06/2020,65
02/04/2022,24/06/2020,84
02/04/2022,25/06/2020,72
02/04/2022,26/06/2020,89
02/04/2022,27/06/2020,42
02/04/2022,28/06/2020,30
02/04/2022,29/06/2020,92
02/04/2022,30/06/2020,68
02/04/2022,01/07/2020,59
02/04/2022,02/07/2020,71
02/04/2022,03/07/2020,81
02/04/2022,04/07/2020,37
02/04/2022,05/07/2020,50
02/04/2022,06/07/2020,76
02/04/2022,07/07/2020,64
02/04/2022,08/07/2020,69
02/04/2022,09/07/2020,61
02/04/2022,10/07/2020,72
02/04/2022,11/07/2020,52
02/04/2022,12/07/2020,42
02/04/2022,13/07/2020,72
02/04/2022,14/07/2020,65
02/04/2022,15/07/2020,67
02/04/2022,16/07/2020,59
02/04/2022,17/07/2020,88
02/04/2022,18/07/2020,49
02/04/2022,19/07/2020,38
02/04/2022,20/07/2020,84
02/04/2022,21/07/2020,80
02/04/2022,22/07/2020,73
02/04/2022,23/07/2020,65
02/04/2022,24/07/2020,66
02/04/2022,25/07/2020,62
02/04/2022,26/07/2020,45
02/04/2022,27/07/2020,67
02/04/2022,28/07/2020,68
02/04/2022,29/07/2020,65
02/04/2022,30/07/2020,65
02/04/2022,31/07/2020,81
02/04/2022,01/08/2020,68
02/04/2022,02/08/2020,53
02/04/2022,03/08/2020,96
02/04/2022,04/08/2020,63
02/04/2022,05/08/2020,87
02/04/2022,06/08/2020,64
02/04/2022,07/08/2020,73
02/04/2022,08/08/2020,58
02/04/2022,09/08/2020,61
02/04/2022,10/08/2020,96
02/04/2022,11/08/2020,60
02/04/2022,12/08/2020,99
02/04/2022,13/08/2020,81
02/04/2022,14/08/2020,83
02/04/2022,15/08/2020,64
02/04/2022,16/08/2020,67
02/04/2022,17/08/2020,100
02/04/2022,18/08/2020,111
02/04/2022,19/08/2020,136
02/04/2022,20/08/2020,88
02/04/2022,21/08/2020,96
02/04/2022,22/08/2020,120
02/04/2022,23/08/2020,92
02/04/2022,24/08/2020,129
02/04/2022,25/08/2020,148
02/04/2022,26/08/2020,148
02/04/2022,27/08/2020,148
02/04/2022,28/08/2020,144
02/04/2022,29/08/2020,112
02/04/2022,30/08/2020,116
02/04/2022,31/08/2020,138
02/04/2022,01/09/2020,155
02/04/2022,02/09/2020,181
02/04/2022,03/09/2020,182
02/04/2022,04/09/2020,174
02/04/2022,05/09/2020,149
02/04/2022,06/09/2020,127
02/04/2022,07/09/2020,212
02/04/2022,08/09/2020,175
02/04/2022,09/09/2020,188
02/04/2022,10/09/2020,210
02/04/2022,11/09/2020,201
02/04/2022,12/09/2020,184
02/04/2022,13/09/2020,174
02/04/2022,14/09/2020,226
02/04/2022,15/09/2020,244
02/04/2022,16/09/2020,232
02/04/2022,17/09/2020,243
02/04/2022,18/09/2020,238
02/04/2022,19/09/2020,188
02/04/2022,20/09/2020,168
02/04/2022,21/09/2020,258
02/04/2022,22/09/2020,258
02/04/2022,23/09/2020,255
02/04/2022,24/09/2020,250
02/04/2022,25/09/2020,274
02/04/2022,26/09/2020,219
02/04/2022,27/09/2020,193
02/04/2022,28/09/2020,277
02/04/2022,29/09/2020,282
02/04/2022,30/09/2020,254
02/04/2022,01/10/2020,337
02/04/2022,02/10/2020,352
02/04/2022,03/10/2020,360
02/04/2022,04/10/2020,326
02/04/2022,05/10/2020,436
02/04/2022,06/10/2020,488
02/04/2022,07/10/2020,477
02/04/2022,08/10/2020,523
02/04/2022,09/10/2020,566
02/04/2022,10/10/2020,577
02/04/2022,11/10/2020,593
02/04/2022,12/10/2020,756
02/04/2022,13/10/2020,814
02/04/2022,14/10/2020,842
02/04/2022,15/10/2020,950
02/04/2022,16/10/2020,969
02/04/2022,17/10/2020,1114
02/04/2022,18/10/2020,1035
02/04/2022,19/10/2020,1308
02/04/2022,20/10/2020,1405
02/04/2022,21/10/2020,1416
02/04/2022,22/10/2020,1524
02/04/2022,23/10/2020,1727
02/04/2022,24/10/2020,1581
02/04/2022,25/10/2020,1660
02/04/2022,26/10/2020,1994
02/04/2022,27/10/2020,1966
02/04/2022,28/10/2020,2013
02/04/2022,29/10/2020,2113
02/04/2022,30/10/2020,2297
02/04/2022,31/10/2020,2070
02/04/2022,01/11/2020,1931
02/04/2022,02/11/2020,2436
02/04/2022,03/11/2020,2486
02/04/2022,04/11/2020,2612
02/04/2022,05/11/2020,2622
02/04/2022,06/11/2020,2576
02/04/2022,07/11/2020,2433
02/04/2022,08/11/2020,2184
02/04/2022,09/11/2020,2503
02/04/2022,10/11/2020,2536
02/04/2022,11/11/2020,2636
02/04/2022,12/11/2020,2536
02/04/2022,13/11/2020,2556
02/04/2022,14/11/2020,2331
02/04/2022,15/11/2020,2023
02/04/2022,16/11/2020,2490
02/04/2022,17/11/2020,2474
02/04/2022,18/11/2020,2321
02/04/2022,19/11/2020,2313
02/04/2022,20/11/2020,2218
02/04/2022,21/11/2020,1826
02/04/2022,22/11/2020,1610
02/04/2022,23/11/2020,2018
02/04/2022,24/11/2020,1959
02/04/2022,25/11/2020,1856
02/04/2022,26/11/2020,1783
02/04/2022,27/11/2020,1786
02/04/2022,28/11/2020,1610
02/04/2022,29/11/2020,1381
02/04/2022,30/11/2020,1604
02/04/2022,01/12/2020,1619
02/04/2022,02/12/2020,1626
02/04/2022,03/12/2020,1582
02/04/2022,04/12/2020,1546
02/04/2022,05/12/2020,1436
02/04/2022,06/12/2020,1266
02/04/2022,07/12/2020,1415
02/04/2022,08/12/2020,1302
02/04/2022,09/12/2020,1435
02/04/2022,10/12/2020,1398
02/04/2022,11/12/2020,1441
02/04/2022,12/12/2020,1271
02/04/2022,13/12/2020,1046
02/04/2022,14/12/2020,1357
02/04/2022,15/12/2020,1276
02/04/2022,16/12/2020,1254
02/04/2022,17/12/2020,1291
02/04/2022,18/12/2020,1271
02/04/2022,19/12/2020,1205
02/04/2022,20/12/2020,1049
02/04/2022,21/12/2020,1255
02/04/2022,22/12/2020,1287
02/04/2022,23/12/2020,1242
02/04/2022,24/12/2020,1261
02/04/2022,25/12/2020,992
02/04/2022,26/12/2020,1148
02/04/2022,27/12/2020,1200
02/04/2022,28/12/2020,1362
02/04/2022,29/12/2020,1409
02/04/2022,30/12/2020,1344
02/04/2022,31/12/2020,1372
02/04/2022,01/01/2021,1153
02/04/2022,02/01/2021,1415
02/04/2022,03/01/2021,1214
02/04/2022,04/01/2021,1432
02/04/2022,05/01/2021,1460
