iss_date,DATARICOVERO1,RICOVERI
04/12/2021,20/02/2020,92
04/12/2021,21/02/2020,123
04/12/2021,22/02/2020,106
04/12/2021,23/02/2020,151
04/12/2021,24/02/2020,191
04/12/2021,25/02/2020,267
04/12/2021,26/02/2020,273
04/12/2021,27/02/2020,318
04/12/2021,28/02/2020,378
04/12/2021,29/02/2020,374
04/12/2021,01/03/2020,441
04/12/2021,02/03/2020,668
04/12/2021,03/03/2020,816
04/12/2021,04/03/2020,914
04/12/2021,05/03/2020,1096
04/12/2021,06/03/2020,1226
04/12/2021,07/03/2020,1201
04/12/2021,08/03/2020,1162
04/12/2021,09/03/2020,1458
04/12/2021,10/03/2020,1585
04/12/2021,11/03/2020,1756
04/12/2021,12/03/2020,1906
04/12/2021,13/03/2020,2329
04/12/2021,14/03/2020,1996
04/12/2021,15/03/2020,1904
04/12/2021,16/03/2020,2488
04/12/2021,17/03/2020,2664
04/12/2021,18/03/2020,2702
04/12/2021,19/03/2020,2784
04/12/2021,20/03/2020,2858
04/12/2021,21/03/2020,2541
04/12/2021,22/03/2020,2195
04/12/2021,23/03/2020,2711
04/12/2021,24/03/2020,2620
04/12/2021,25/03/2020,2310
04/12/2021,26/03/2020,2118
04/12/2021,27/03/2020,2228
04/12/2021,28/03/2020,1745
04/12/2021,29/03/2020,1438
04/12/2021,30/03/2020,1678
04/12/2021,31/03/2020,1584
04/12/2021,01/04/2020,1498
04/12/2021,02/04/2020,1458
04/12/2021,03/04/2020,1259
04/12/2021,04/04/2020,1016
04/12/2021,05/04/2020,837
04/12/2021,06/04/2020,1013
04/12/2021,07/04/2020,1014
04/12/2021,08/04/2020,1032
04/12/2021,09/04/2020,993
04/12/2021,10/04/2020,909
04/12/2021,11/04/2020,812
04/12/2021,12/04/2020,662
04/12/2021,13/04/2020,622
04/12/2021,14/04/2020,835
04/12/2021,15/04/2020,691
04/12/2021,16/04/2020,693
04/12/2021,17/04/2020,704
04/12/2021,18/04/2020,567
04/12/2021,19/04/2020,466
04/12/2021,20/04/2020,647
04/12/2021,21/04/2020,585
04/12/2021,22/04/2020,586
04/12/2021,23/04/2020,574
04/12/2021,24/04/2020,546
04/12/2021,25/04/2020,423
04/12/2021,26/04/2020,355
04/12/2021,27/04/2020,422
04/12/2021,28/04/2020,425
04/12/2021,29/04/2020,403
04/12/2021,30/04/2020,362
04/12/2021,01/05/2020,272
04/12/2021,02/05/2020,235
04/12/2021,03/05/2020,181
04/12/2021,04/05/2020,283
04/12/2021,05/05/2020,279
04/12/2021,06/05/2020,280
04/12/2021,07/05/2020,269
04/12/2021,08/05/2020,274
04/12/2021,09/05/2020,162
04/12/2021,10/05/2020,155
04/12/2021,11/05/2020,226
04/12/2021,12/05/2020,173
04/12/2021,13/05/2020,178
04/12/2021,14/05/2020,190
04/12/2021,15/05/2020,191
04/12/2021,16/05/2020,134
04/12/2021,17/05/2020,117
04/12/2021,18/05/2020,150
04/12/2021,19/05/2020,140
04/12/2021,20/05/2020,138
04/12/2021,21/05/2020,110
04/12/2021,22/05/2020,111
04/12/2021,23/05/2020,88
04/12/2021,24/05/2020,83
04/12/2021,25/05/2020,137
04/12/2021,26/05/2020,105
04/12/2021,27/05/2020,98
04/12/2021,28/05/2020,76
04/12/2021,29/05/2020,95
04/12/2021,30/05/2020,78
04/12/2021,31/05/2020,48
04/12/2021,01/06/2020,100
04/12/2021,02/06/2020,59
04/12/2021,03/06/2020,82
04/12/2021,04/06/2020,72
04/12/2021,05/06/2020,77
04/12/2021,06/06/2020,46
04/12/2021,07/06/2020,42
04/12/2021,08/06/2020,93
04/12/2021,09/06/2020,64
04/12/2021,10/06/2020,69
04/12/2021,11/06/2020,55
04/12/2021,12/06/2020,66
04/12/2021,13/06/2020,58
04/12/2021,14/06/2020,48
04/12/2021,15/06/2020,64
04/12/2021,16/06/2020,49
04/12/2021,17/06/2020,57
04/12/2021,18/06/2020,63
04/12/2021,19/06/2020,70
04/12/2021,20/06/2020,34
04/12/2021,21/06/2020,41
04/12/2021,22/06/2020,72
04/12/2021,23/06/2020,50
04/12/2021,24/06/2020,65
04/12/2021,25/06/2020,64
04/12/2021,26/06/2020,70
04/12/2021,27/06/2020,37
04/12/2021,28/06/2020,29
04/12/2021,29/06/2020,71
04/12/2021,30/06/2020,60
04/12/2021,01/07/2020,49
04/12/2021,02/07/2020,64
04/12/2021,03/07/2020,70
04/12/2021,04/07/2020,36
04/12/2021,05/07/2020,47
04/12/2021,06/07/2020,56
04/12/2021,07/07/2020,45
04/12/2021,08/07/2020,58
04/12/2021,09/07/2020,44
04/12/2021,10/07/2020,60
04/12/2021,11/07/2020,46
04/12/2021,12/07/2020,36
04/12/2021,13/07/2020,59
