iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
04/12/2021,28/01/2020,12
04/12/2021,29/01/2020,17
04/12/2021,30/01/2020,24
04/12/2021,31/01/2020,26
04/12/2021,01/02/2020,42
04/12/2021,02/02/2020,35
04/12/2021,03/02/2020,23
04/12/2021,04/02/2020,22
04/12/2021,05/02/2020,28
04/12/2021,06/02/2020,23
04/12/2021,07/02/2020,19
04/12/2021,08/02/2020,16
04/12/2021,09/02/2020,16
04/12/2021,10/02/2020,55
04/12/2021,11/02/2020,22
04/12/2021,12/02/2020,50
04/12/2021,13/02/2020,44
04/12/2021,14/02/2020,63
04/12/2021,15/02/2020,140
04/12/2021,16/02/2020,77
04/12/2021,17/02/2020,136
04/12/2021,18/02/2020,151
04/12/2021,19/02/2020,135
04/12/2021,20/02/2020,383
04/12/2021,21/02/2020,299
04/12/2021,22/02/2020,380
04/12/2021,23/02/2020,467
04/12/2021,24/02/2020,614
04/12/2021,25/02/2020,771
04/12/2021,26/02/2020,688
04/12/2021,27/02/2020,809
04/12/2021,28/02/2020,1135
04/12/2021,29/02/2020,1007
04/12/2021,01/03/2020,2263
04/12/2021,02/03/2020,1795
04/12/2021,03/03/2020,2038
04/12/2021,04/03/2020,1762
04/12/2021,05/03/2020,2383
04/12/2021,06/03/2020,2663
04/12/2021,07/03/2020,2852
04/12/2021,08/03/2020,3372
04/12/2021,09/03/2020,3967
04/12/2021,10/03/2020,5469
04/12/2021,11/03/2020,3747
04/12/2021,12/03/2020,4255
04/12/2021,13/03/2020,4746
04/12/2021,14/03/2020,4094
04/12/2021,15/03/2020,5205
04/12/2021,16/03/2020,4722
04/12/2021,17/03/2020,4040
04/12/2021,18/03/2020,4188
04/12/2021,19/03/2020,3742
04/12/2021,20/03/2020,5401
04/12/2021,21/03/2020,3339
04/12/2021,22/03/2020,3365
04/12/2021,23/03/2020,3811
04/12/2021,24/03/2020,3050
04/12/2021,25/03/2020,3234
04/12/2021,26/03/2020,2787
04/12/2021,27/03/2020,2997
04/12/2021,28/03/2020,2663
04/12/2021,29/03/2020,2080
04/12/2021,30/03/2020,3067
04/12/2021,31/03/2020,2158
04/12/2021,01/04/2020,3383
04/12/2021,02/04/2020,2187
04/12/2021,03/04/2020,2242
04/12/2021,04/04/2020,1901
04/12/2021,05/04/2020,1723
04/12/2021,06/04/2020,1936
04/12/2021,07/04/2020,1830
04/12/2021,08/04/2020,1805
04/12/2021,09/04/2020,1658
04/12/2021,10/04/2020,2179
04/12/2021,11/04/2020,1286
04/12/2021,12/04/2020,1432
04/12/2021,13/04/2020,1309
04/12/2021,14/04/2020,1573
04/12/2021,15/04/2020,1752
04/12/2021,16/04/2020,1400
04/12/2021,17/04/2020,1367
04/12/2021,18/04/2020,1150
04/12/2021,19/04/2020,909
04/12/2021,20/04/2020,1620
04/12/2021,21/04/2020,1017
04/12/2021,22/04/2020,1047
04/12/2021,23/04/2020,960
04/12/2021,24/04/2020,842
04/12/2021,25/04/2020,743
04/12/2021,26/04/2020,588
04/12/2021,27/04/2020,916
04/12/2021,28/04/2020,662
04/12/2021,29/04/2020,626
04/12/2021,30/04/2020,570
04/12/2021,01/05/2020,561
04/12/2021,02/05/2020,415
04/12/2021,03/05/2020,329
04/12/2021,04/05/2020,453
04/12/2021,05/05/2020,470
04/12/2021,06/05/2020,392
04/12/2021,07/05/2020,368
04/12/2021,08/05/2020,417
04/12/2021,09/05/2020,226
