iss_date,DATA_INIZIO_SINTOMI,CASI
04/12/2021,28/01/2020,15
04/12/2021,29/01/2020,20
04/12/2021,30/01/2020,27
04/12/2021,31/01/2020,31
04/12/2021,01/02/2020,51
04/12/2021,02/02/2020,41
04/12/2021,03/02/2020,25
04/12/2021,04/02/2020,24
04/12/2021,05/02/2020,29
04/12/2021,06/02/2020,26
04/12/2021,07/02/2020,22
04/12/2021,08/02/2020,16
04/12/2021,09/02/2020,17
04/12/2021,10/02/2020,61
04/12/2021,11/02/2020,31
04/12/2021,12/02/2020,54
04/12/2021,13/02/2020,51
04/12/2021,14/02/2020,68
04/12/2021,15/02/2020,151
04/12/2021,16/02/2020,83
04/12/2021,17/02/2020,146
04/12/2021,18/02/2020,163
04/12/2021,19/02/2020,145
04/12/2021,20/02/2020,406
04/12/2021,21/02/2020,317
04/12/2021,22/02/2020,401
04/12/2021,23/02/2020,503
04/12/2021,24/02/2020,676
04/12/2021,25/02/2020,815
04/12/2021,26/02/2020,740
04/12/2021,27/02/2020,896
04/12/2021,28/02/2020,1206
04/12/2021,29/02/2020,1078
04/12/2021,01/03/2020,2475
04/12/2021,02/03/2020,1941
04/12/2021,03/03/2020,2245
04/12/2021,04/03/2020,1949
04/12/2021,05/03/2020,2623
04/12/2021,06/03/2020,2966
04/12/2021,07/03/2020,3120
04/12/2021,08/03/2020,3691
04/12/2021,09/03/2020,4448
04/12/2021,10/03/2020,6127
04/12/2021,11/03/2020,4234
04/12/2021,12/03/2020,4800
04/12/2021,13/03/2020,5362
04/12/2021,14/03/2020,4688
04/12/2021,15/03/2020,5856
04/12/2021,16/03/2020,5332
04/12/2021,17/03/2020,4539
04/12/2021,18/03/2020,4784
04/12/2021,19/03/2020,4263
04/12/2021,20/03/2020,6185
04/12/2021,21/03/2020,3839
04/12/2021,22/03/2020,3794
04/12/2021,23/03/2020,4380
04/12/2021,24/03/2020,3573
04/12/2021,25/03/2020,3814
04/12/2021,26/03/2020,3311
04/12/2021,27/03/2020,3529
04/12/2021,28/03/2020,3144
04/12/2021,29/03/2020,2370
04/12/2021,30/03/2020,3672
04/12/2021,31/03/2020,2592
04/12/2021,01/04/2020,4109
04/12/2021,02/04/2020,2695
04/12/2021,03/04/2020,2709
04/12/2021,04/04/2020,2347
04/12/2021,05/04/2020,2058
04/12/2021,06/04/2020,2449
04/12/2021,07/04/2020,2266
04/12/2021,08/04/2020,2139
04/12/2021,09/04/2020,2058
04/12/2021,10/04/2020,2717
04/12/2021,11/04/2020,1612
04/12/2021,12/04/2020,1632
04/12/2021,13/04/2020,1505
04/12/2021,14/04/2020,1848
04/12/2021,15/04/2020,2162
04/12/2021,16/04/2020,1663
04/12/2021,17/04/2020,1637
04/12/2021,18/04/2020,1298
04/12/2021,19/04/2020,1039
04/12/2021,20/04/2020,1898
04/12/2021,21/04/2020,1189
04/12/2021,22/04/2020,1226
04/12/2021,23/04/2020,1246
04/12/2021,24/04/2020,1116
04/12/2021,25/04/2020,884
04/12/2021,26/04/2020,673
04/12/2021,27/04/2020,1122
04/12/2021,28/04/2020,868
04/12/2021,29/04/2020,923
04/12/2021,30/04/2020,865
04/12/2021,01/05/2020,698
04/12/2021,02/05/2020,508
04/12/2021,03/05/2020,410
04/12/2021,04/05/2020,652
04/12/2021,05/05/2020,627
04/12/2021,06/05/2020,565
04/12/2021,07/05/2020,495
04/12/2021,08/05/2020,521
04/12/2021,09/05/2020,300
04/12/2021,10/05/2020,333
04/12/2021,11/05/2020,437
04/12/2021,12/05/2020,445
04/12/2021,13/05/2020,385
04/12/2021,14/05/2020,334
