iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
04/12/2021,29/01/2020,<5
04/12/2021,06/02/2020,<5
04/12/2021,20/02/2020,<5
04/12/2021,21/02/2020,36
04/12/2021,22/02/2020,58
04/12/2021,23/02/2020,77
04/12/2021,24/02/2020,86
04/12/2021,25/02/2020,190
04/12/2021,26/02/2020,278
04/12/2021,27/02/2020,286
04/12/2021,28/02/2020,354
04/12/2021,29/02/2020,373
04/12/2021,01/03/2020,410
04/12/2021,02/03/2020,629
04/12/2021,03/03/2020,805
04/12/2021,04/03/2020,1076
04/12/2021,05/03/2020,1301
04/12/2021,06/03/2020,1528
04/12/2021,07/03/2020,1477
04/12/2021,08/03/2020,1451
04/12/2021,09/03/2020,2241
04/12/2021,10/03/2020,2452
04/12/2021,11/03/2020,2778
04/12/2021,12/03/2020,3143
04/12/2021,13/03/2020,4105
04/12/2021,14/03/2020,3537
04/12/2021,15/03/2020,2849
04/12/2021,16/03/2020,4815
04/12/2021,17/03/2020,5342
04/12/2021,18/03/2020,5690
04/12/2021,19/03/2020,5679
04/12/2021,20/03/2020,6254
04/12/2021,21/03/2020,4920
04/12/2021,22/03/2020,3925
04/12/2021,23/03/2020,6101
04/12/2021,24/03/2020,5916
04/12/2021,25/03/2020,5803
04/12/2021,26/03/2020,5706
04/12/2021,27/03/2020,5795
04/12/2021,28/03/2020,4528
04/12/2021,29/03/2020,3013
04/12/2021,30/03/2020,5085
04/12/2021,31/03/2020,5363
04/12/2021,01/04/2020,5026
04/12/2021,02/04/2020,4775
04/12/2021,03/04/2020,4449
04/12/2021,04/04/2020,3660
04/12/2021,05/04/2020,2602
04/12/2021,06/04/2020,4088
04/12/2021,07/04/2020,4140
04/12/2021,08/04/2020,4798
04/12/2021,09/04/2020,4686
04/12/2021,10/04/2020,5132
04/12/2021,11/04/2020,3430
04/12/2021,12/04/2020,1921
04/12/2021,13/04/2020,2267
04/12/2021,14/04/2020,3278
04/12/2021,15/04/2020,3950
04/12/2021,16/04/2020,3706
04/12/2021,17/04/2020,3504
04/12/2021,18/04/2020,2640
04/12/2021,19/04/2020,1388
04/12/2021,20/04/2020,3006
04/12/2021,21/04/2020,3077
04/12/2021,22/04/2020,2606
04/12/2021,23/04/2020,2813
04/12/2021,24/04/2020,2739
04/12/2021,25/04/2020,1667
04/12/2021,26/04/2020,1018
04/12/2021,27/04/2020,1981
04/12/2021,28/04/2020,2241
04/12/2021,29/04/2020,2328
04/12/2021,30/04/2020,2269
04/12/2021,01/05/2020,1086
04/12/2021,02/05/2020,1021
04/12/2021,03/05/2020,506
04/12/2021,04/05/2020,1457
04/12/2021,05/05/2020,1537
04/12/2021,06/05/2020,1442
04/12/2021,07/05/2020,1389
04/12/2021,08/05/2020,1379
04/12/2021,09/05/2020,731
04/12/2021,10/05/2020,337
04/12/2021,11/05/2020,872
04/12/2021,12/05/2020,915
04/12/2021,13/05/2020,889
04/12/2021,14/05/2020,902
04/12/2021,15/05/2020,791
04/12/2021,16/05/2020,606
04/12/2021,17/05/2020,298
04/12/2021,18/05/2020,655
04/12/2021,19/05/2020,720
04/12/2021,20/05/2020,674
04/12/2021,21/05/2020,622
04/12/2021,22/05/2020,685
04/12/2021,23/05/2020,356
04/12/2021,24/05/2020,147
04/12/2021,25/05/2020,513
04/12/2021,26/05/2020,541
04/12/2021,27/05/2020,524
04/12/2021,28/05/2020,516
04/12/2021,29/05/2020,387
04/12/2021,30/05/2020,285
04/12/2021,31/05/2020,89
04/12/2021,01/06/2020,377
04/12/2021,02/06/2020,87
04/12/2021,03/06/2020,358
04/12/2021,04/06/2020,361
04/12/2021,05/06/2020,385
04/12/2021,06/06/2020,203
04/12/2021,07/06/2020,84
04/12/2021,08/06/2020,300
04/12/2021,09/06/2020,368
04/12/2021,10/06/2020,394
04/12/2021,11/06/2020,449
04/12/2021,12/06/2020,369
04/12/2021,13/06/2020,215
04/12/2021,14/06/2020,68
04/12/2021,15/06/2020,276
04/12/2021,16/06/2020,280
04/12/2021,17/06/2020,302
04/12/2021,18/06/2020,233
04/12/2021,19/06/2020,291
04/12/2021,20/06/2020,165
04/12/2021,21/06/2020,62
04/12/2021,22/06/2020,338
04/12/2021,23/06/2020,288
04/12/2021,24/06/2020,206
04/12/2021,25/06/2020,202
04/12/2021,26/06/2020,184
04/12/2021,27/06/2020,124
04/12/2021,28/06/2020,66
04/12/2021,29/06/2020,230
04/12/2021,30/06/2020,199
04/12/2021,01/07/2020,235
04/12/2021,02/07/2020,247
04/12/2021,03/07/2020,241
04/12/2021,04/07/2020,222
04/12/2021,05/07/2020,76
04/12/2021,06/07/2020,235
04/12/2021,07/07/2020,223
04/12/2021,08/07/2020,285
04/12/2021,09/07/2020,220
04/12/2021,10/07/2020,249
04/12/2021,11/07/2020,163
04/12/2021,12/07/2020,62
04/12/2021,13/07/2020,186
04/12/2021,14/07/2020,238
04/12/2021,15/07/2020,238
04/12/2021,16/07/2020,256
04/12/2021,17/07/2020,284
04/12/2021,18/07/2020,167
04/12/2021,19/07/2020,110
04/12/2021,20/07/2020,317
04/12/2021,21/07/2020,279
04/12/2021,22/07/2020,276
04/12/2021,23/07/2020,269
04/12/2021,24/07/2020,305
