iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
17/11/2021,28/01/2020,12
17/11/2021,29/01/2020,17
17/11/2021,30/01/2020,23
17/11/2021,31/01/2020,25
17/11/2021,01/02/2020,42
17/11/2021,02/02/2020,35
17/11/2021,03/02/2020,24
17/11/2021,04/02/2020,22
17/11/2021,05/02/2020,29
17/11/2021,06/02/2020,23
17/11/2021,07/02/2020,18
17/11/2021,08/02/2020,15
17/11/2021,09/02/2020,15
17/11/2021,10/02/2020,56
17/11/2021,11/02/2020,20
17/11/2021,12/02/2020,49
17/11/2021,13/02/2020,44
17/11/2021,14/02/2020,63
17/11/2021,15/02/2020,139
17/11/2021,16/02/2020,81
17/11/2021,17/02/2020,131
17/11/2021,18/02/2020,155
17/11/2021,19/02/2020,129
17/11/2021,20/02/2020,383
17/11/2021,21/02/2020,303
17/11/2021,22/02/2020,369
17/11/2021,23/02/2020,479
17/11/2021,24/02/2020,623
17/11/2021,25/02/2020,783
17/11/2021,26/02/2020,692
17/11/2021,27/02/2020,814
17/11/2021,28/02/2020,1143
17/11/2021,29/02/2020,1008
17/11/2021,01/03/2020,2268
17/11/2021,02/03/2020,1806
17/11/2021,03/03/2020,2045
17/11/2021,04/03/2020,1753
17/11/2021,05/03/2020,2390
17/11/2021,06/03/2020,2672
17/11/2021,07/03/2020,2851
17/11/2021,08/03/2020,3355
17/11/2021,09/03/2020,3943
17/11/2021,10/03/2020,5462
17/11/2021,11/03/2020,3715
17/11/2021,12/03/2020,4242
17/11/2021,13/03/2020,4726
17/11/2021,14/03/2020,4104
17/11/2021,15/03/2020,5221
17/11/2021,16/03/2020,4721
17/11/2021,17/03/2020,4038
17/11/2021,18/03/2020,4215
17/11/2021,19/03/2020,3764
17/11/2021,20/03/2020,5362
17/11/2021,21/03/2020,3316
17/11/2021,22/03/2020,3359
17/11/2021,23/03/2020,3814
17/11/2021,24/03/2020,3068
17/11/2021,25/03/2020,3246
17/11/2021,26/03/2020,2785
17/11/2021,27/03/2020,3008
17/11/2021,28/03/2020,2684
17/11/2021,29/03/2020,2098
17/11/2021,30/03/2020,3084
17/11/2021,31/03/2020,2156
17/11/2021,01/04/2020,3363
17/11/2021,02/04/2020,2171
17/11/2021,03/04/2020,2240
17/11/2021,04/04/2020,1873
17/11/2021,05/04/2020,1699
17/11/2021,06/04/2020,1967
17/11/2021,07/04/2020,1811
17/11/2021,08/04/2020,1809
17/11/2021,09/04/2020,1613
17/11/2021,10/04/2020,2181
17/11/2021,11/04/2020,1291
17/11/2021,12/04/2020,1437
17/11/2021,13/04/2020,1305
17/11/2021,14/04/2020,1555
17/11/2021,15/04/2020,1729
17/11/2021,16/04/2020,1374
17/11/2021,17/04/2020,1335
17/11/2021,18/04/2020,1121
17/11/2021,19/04/2020,888
17/11/2021,20/04/2020,1597
17/11/2021,21/04/2020,1011
17/11/2021,22/04/2020,1031
17/11/2021,23/04/2020,953
17/11/2021,24/04/2020,834
17/11/2021,25/04/2020,735
