iss_date,DATARICOVERO1,RICOVERI
17/11/2021,20/02/2020,92
17/11/2021,21/02/2020,122
17/11/2021,22/02/2020,106
17/11/2021,23/02/2020,152
17/11/2021,24/02/2020,191
17/11/2021,25/02/2020,269
17/11/2021,26/02/2020,276
17/11/2021,27/02/2020,319
17/11/2021,28/02/2020,378
17/11/2021,29/02/2020,372
17/11/2021,01/03/2020,444
17/11/2021,02/03/2020,665
17/11/2021,03/03/2020,818
17/11/2021,04/03/2020,914
17/11/2021,05/03/2020,1091
17/11/2021,06/03/2020,1234
17/11/2021,07/03/2020,1204
17/11/2021,08/03/2020,1160
17/11/2021,09/03/2020,1455
17/11/2021,10/03/2020,1596
17/11/2021,11/03/2020,1754
17/11/2021,12/03/2020,1903
17/11/2021,13/03/2020,2329
17/11/2021,14/03/2020,1994
17/11/2021,15/03/2020,1903
17/11/2021,16/03/2020,2490
17/11/2021,17/03/2020,2670
17/11/2021,18/03/2020,2704
17/11/2021,19/03/2020,2780
17/11/2021,20/03/2020,2857
17/11/2021,21/03/2020,2539
17/11/2021,22/03/2020,2192
17/11/2021,23/03/2020,2710
17/11/2021,24/03/2020,2617
17/11/2021,25/03/2020,2325
17/11/2021,26/03/2020,2117
17/11/2021,27/03/2020,2223
17/11/2021,28/03/2020,1740
17/11/2021,29/03/2020,1441
17/11/2021,30/03/2020,1683
17/11/2021,31/03/2020,1578
17/11/2021,01/04/2020,1501
17/11/2021,02/04/2020,1461
17/11/2021,03/04/2020,1254
17/11/2021,04/04/2020,1014
17/11/2021,05/04/2020,837
17/11/2021,06/04/2020,1013
17/11/2021,07/04/2020,1015
17/11/2021,08/04/2020,1034
17/11/2021,09/04/2020,994
17/11/2021,10/04/2020,905
17/11/2021,11/04/2020,805
17/11/2021,12/04/2020,661
17/11/2021,13/04/2020,623
17/11/2021,14/04/2020,836
17/11/2021,15/04/2020,687
17/11/2021,16/04/2020,696
17/11/2021,17/04/2020,708
17/11/2021,18/04/2020,569
17/11/2021,19/04/2020,461
17/11/2021,20/04/2020,647
17/11/2021,21/04/2020,580
17/11/2021,22/04/2020,584
17/11/2021,23/04/2020,577
17/11/2021,24/04/2020,542
17/11/2021,25/04/2020,424
17/11/2021,26/04/2020,350
17/11/2021,27/04/2020,423
17/11/2021,28/04/2020,418
17/11/2021,29/04/2020,402
17/11/2021,30/04/2020,355
17/11/2021,01/05/2020,271
17/11/2021,02/05/2020,236
17/11/2021,03/05/2020,181
17/11/2021,04/05/2020,284
17/11/2021,05/05/2020,276
17/11/2021,06/05/2020,281
17/11/2021,07/05/2020,265
17/11/2021,08/05/2020,274
17/11/2021,09/05/2020,163
17/11/2021,10/05/2020,155
17/11/2021,11/05/2020,227
17/11/2021,12/05/2020,174
17/11/2021,13/05/2020,178
17/11/2021,14/05/2020,190
17/11/2021,15/05/2020,191
17/11/2021,16/05/2020,132
17/11/2021,17/05/2020,115
17/11/2021,18/05/2020,150
17/11/2021,19/05/2020,143
17/11/2021,20/05/2020,138
17/11/2021,21/05/2020,109
17/11/2021,22/05/2020,111
17/11/2021,23/05/2020,88
17/11/2021,24/05/2020,83
17/11/2021,25/05/2020,137
17/11/2021,26/05/2020,104
17/11/2021,27/05/2020,97
17/11/2021,28/05/2020,77
17/11/2021,29/05/2020,94
17/11/2021,30/05/2020,79
17/11/2021,31/05/2020,47
17/11/2021,01/06/2020,100
17/11/2021,02/06/2020,59
17/11/2021,03/06/2020,80
17/11/2021,04/06/2020,72
17/11/2021,05/06/2020,78
17/11/2021,06/06/2020,46
17/11/2021,07/06/2020,42
17/11/2021,08/06/2020,93
17/11/2021,09/06/2020,64
17/11/2021,10/06/2020,69
17/11/2021,11/06/2020,55
17/11/2021,12/06/2020,66
17/11/2021,13/06/2020,58
17/11/2021,14/06/2020,48
17/11/2021,15/06/2020,64
17/11/2021,16/06/2020,49
17/11/2021,17/06/2020,57
17/11/2021,18/06/2020,62
17/11/2021,19/06/2020,70
17/11/2021,20/06/2020,34
17/11/2021,21/06/2020,41
17/11/2021,22/06/2020,72
17/11/2021,23/06/2020,50
17/11/2021,24/06/2020,65
17/11/2021,25/06/2020,64
17/11/2021,26/06/2020,70
17/11/2021,27/06/2020,36
17/11/2021,28/06/2020,29
17/11/2021,29/06/2020,71
17/11/2021,30/06/2020,60
17/11/2021,01/07/2020,49
17/11/2021,02/07/2020,64
17/11/2021,03/07/2020,69
17/11/2021,04/07/2020,36
17/11/2021,05/07/2020,47
17/11/2021,06/07/2020,56
17/11/2021,07/07/2020,45
17/11/2021,08/07/2020,55
17/11/2021,09/07/2020,44
17/11/2021,10/07/2020,60
