iss_date,DATA_INIZIO_SINTOMI,CASI
17/11/2021,28/01/2020,15
17/11/2021,29/01/2020,20
17/11/2021,30/01/2020,26
17/11/2021,31/01/2020,30
17/11/2021,01/02/2020,51
17/11/2021,02/02/2020,41
17/11/2021,03/02/2020,26
17/11/2021,04/02/2020,24
17/11/2021,05/02/2020,30
17/11/2021,06/02/2020,26
17/11/2021,07/02/2020,21
17/11/2021,08/02/2020,15
17/11/2021,09/02/2020,17
17/11/2021,10/02/2020,62
17/11/2021,11/02/2020,29
17/11/2021,12/02/2020,53
17/11/2021,13/02/2020,51
17/11/2021,14/02/2020,68
17/11/2021,15/02/2020,150
17/11/2021,16/02/2020,87
17/11/2021,17/02/2020,141
17/11/2021,18/02/2020,167
17/11/2021,19/02/2020,139
17/11/2021,20/02/2020,406
17/11/2021,21/02/2020,322
17/11/2021,22/02/2020,392
17/11/2021,23/02/2020,515
17/11/2021,24/02/2020,685
17/11/2021,25/02/2020,827
17/11/2021,26/02/2020,744
17/11/2021,27/02/2020,902
17/11/2021,28/02/2020,1216
17/11/2021,29/02/2020,1079
17/11/2021,01/03/2020,2481
17/11/2021,02/03/2020,1954
17/11/2021,03/03/2020,2252
17/11/2021,04/03/2020,1941
17/11/2021,05/03/2020,2632
17/11/2021,06/03/2020,2977
17/11/2021,07/03/2020,3124
17/11/2021,08/03/2020,3684
17/11/2021,09/03/2020,4428
17/11/2021,10/03/2020,6126
17/11/2021,11/03/2020,4207
17/11/2021,12/03/2020,4793
17/11/2021,13/03/2020,5347
17/11/2021,14/03/2020,4707
17/11/2021,15/03/2020,5879
17/11/2021,16/03/2020,5335
17/11/2021,17/03/2020,4546
17/11/2021,18/03/2020,4819
17/11/2021,19/03/2020,4288
17/11/2021,20/03/2020,6148
17/11/2021,21/03/2020,3825
17/11/2021,22/03/2020,3799
17/11/2021,23/03/2020,4390
17/11/2021,24/03/2020,3594
17/11/2021,25/03/2020,3830
17/11/2021,26/03/2020,3314
17/11/2021,27/03/2020,3542
17/11/2021,28/03/2020,3170
17/11/2021,29/03/2020,2394
17/11/2021,30/03/2020,3691
17/11/2021,31/03/2020,2609
17/11/2021,01/04/2020,4090
17/11/2021,02/04/2020,2681
17/11/2021,03/04/2020,2713
17/11/2021,04/04/2020,2320
17/11/2021,05/04/2020,2038
17/11/2021,06/04/2020,2482
17/11/2021,07/04/2020,2252
17/11/2021,08/04/2020,2148
17/11/2021,09/04/2020,2017
17/11/2021,10/04/2020,2722
17/11/2021,11/04/2020,1619
17/11/2021,12/04/2020,1640
17/11/2021,13/04/2020,1504
17/11/2021,14/04/2020,1832
17/11/2021,15/04/2020,2142
17/11/2021,16/04/2020,1640
17/11/2021,17/04/2020,1608
17/11/2021,18/04/2020,1272
17/11/2021,19/04/2020,1019
17/11/2021,20/04/2020,1877
17/11/2021,21/04/2020,1183
17/11/2021,22/04/2020,1211
17/11/2021,23/04/2020,1240
17/11/2021,24/04/2020,1116
17/11/2021,25/04/2020,876
17/11/2021,26/04/2020,661
17/11/2021,27/04/2020,1115
17/11/2021,28/04/2020,862
17/11/2021,29/04/2020,918
17/11/2021,30/04/2020,857
17/11/2021,01/05/2020,692
17/11/2021,02/05/2020,504
17/11/2021,03/05/2020,415
17/11/2021,04/05/2020,650
17/11/2021,05/05/2020,616
17/11/2021,06/05/2020,561
17/11/2021,07/05/2020,487
17/11/2021,08/05/2020,517
17/11/2021,09/05/2020,296
17/11/2021,10/05/2020,340
17/11/2021,11/05/2020,438
17/11/2021,12/05/2020,446
17/11/2021,13/05/2020,379
17/11/2021,14/05/2020,332
17/11/2021,15/05/2020,339
17/11/2021,16/05/2020,234
17/11/2021,17/05/2020,178
17/11/2021,18/05/2020,309
17/11/2021,19/05/2020,255
17/11/2021,20/05/2020,295
17/11/2021,21/05/2020,226
17/11/2021,22/05/2020,191
17/11/2021,23/05/2020,133
17/11/2021,24/05/2020,100
17/11/2021,25/05/2020,227
17/11/2021,26/05/2020,180
17/11/2021,27/05/2020,209
17/11/2021,28/05/2020,165
17/11/2021,29/05/2020,139
17/11/2021,30/05/2020,121
17/11/2021,31/05/2020,66
17/11/2021,01/06/2020,172
17/11/2021,02/06/2020,66
17/11/2021,03/06/2020,134
17/11/2021,04/06/2020,127
17/11/2021,05/06/2020,165
17/11/2021,06/06/2020,97
17/11/2021,07/06/2020,73
17/11/2021,08/06/2020,137
17/11/2021,09/06/2020,124
17/11/2021,10/06/2020,117
17/11/2021,11/06/2020,107
17/11/2021,12/06/2020,121
17/11/2021,13/06/2020,74
17/11/2021,14/06/2020,83
17/11/2021,15/06/2020,123
17/11/2021,16/06/2020,105
17/11/2021,17/06/2020,99
17/11/2021,18/06/2020,93
17/11/2021,19/06/2020,92
17/11/2021,20/06/2020,68
17/11/2021,21/06/2020,66
17/11/2021,22/06/2020,92
17/11/2021,23/06/2020,76
17/11/2021,24/06/2020,99
17/11/2021,25/06/2020,91
17/11/2021,26/06/2020,103
17/11/2021,27/06/2020,78
17/11/2021,28/06/2020,59
17/11/2021,29/06/2020,100
17/11/2021,30/06/2020,72
17/11/2021,01/07/2020,118
17/11/2021,02/07/2020,90
17/11/2021,03/07/2020,74
17/11/2021,04/07/2020,83
17/11/2021,05/07/2020,67
17/11/2021,06/07/2020,103
17/11/2021,07/07/2020,107
17/11/2021,08/07/2020,104
17/11/2021,09/07/2020,84
17/11/2021,10/07/2020,117
17/11/2021,11/07/2020,83
17/11/2021,12/07/2020,79
17/11/2021,13/07/2020,108
17/11/2021,14/07/2020,115
17/11/2021,15/07/2020,101
17/11/2021,16/07/2020,95
17/11/2021,17/07/2020,103
17/11/2021,18/07/2020,96
17/11/2021,19/07/2020,92
17/11/2021,20/07/2020,144
17/11/2021,21/07/2020,129
17/11/2021,22/07/2020,122
17/11/2021,23/07/2020,139
17/11/2021,24/07/2020,119
17/11/2021,25/07/2020,132
17/11/2021,26/07/2020,100
17/11/2021,27/07/2020,139
17/11/2021,28/07/2020,142
17/11/2021,29/07/2020,138
17/11/2021,30/07/2020,125
17/11/2021,31/07/2020,127
17/11/2021,01/08/2020,161
17/11/2021,02/08/2020,127
17/11/2021,03/08/2020,224
17/11/2021,04/08/2020,199
17/11/2021,05/08/2020,219
17/11/2021,06/08/2020,211
17/11/2021,07/08/2020,217
17/11/2021,08/08/2020,263
17/11/2021,09/08/2020,208
17/11/2021,10/08/2020,296
17/11/2021,11/08/2020,277
17/11/2021,12/08/2020,282
17/11/2021,13/08/2020,314
17/11/2021,14/08/2020,310
17/11/2021,15/08/2020,355
17/11/2021,16/08/2020,371
17/11/2021,17/08/2020,576
17/11/2021,18/08/2020,634
17/11/2021,19/08/2020,584
17/11/2021,20/08/2020,593
17/11/2021,21/08/2020,637
17/11/2021,22/08/2020,595
17/11/2021,23/08/2020,613
17/11/2021,24/08/2020,699
17/11/2021,25/08/2020,650
17/11/2021,26/08/2020,635
17/11/2021,27/08/2020,588
17/11/2021,28/08/2020,593
17/11/2021,29/08/2020,448
17/11/2021,30/08/2020,447
17/11/2021,31/08/2020,588
17/11/2021,01/09/2020,749
17/11/2021,02/09/2020,645
17/11/2021,03/09/2020,595
17/11/2021,04/09/2020,652
17/11/2021,05/09/2020,556
17/11/2021,06/09/2020,536
17/11/2021,07/09/2020,822
17/11/2021,08/09/2020,694
17/11/2021,09/09/2020,691
17/11/2021,10/09/2020,777
17/11/2021,11/09/2020,670
17/11/2021,12/09/2020,661
17/11/2021,13/09/2020,621
17/11/2021,14/09/2020,904
17/11/2021,15/09/2020,920
17/11/2021,16/09/2020,843
17/11/2021,17/09/2020,857
17/11/2021,18/09/2020,872
17/11/2021,19/09/2020,853
17/11/2021,20/09/2020,836
17/11/2021,21/09/2020,988
17/11/2021,22/09/2020,963
17/11/2021,23/09/2020,907
17/11/2021,24/09/2020,865
17/11/2021,25/09/2020,1007
17/11/2021,26/09/2020,968
17/11/2021,27/09/2020,1014
17/11/2021,28/09/2020,1381
17/11/2021,29/09/2020,1292
17/11/2021,30/09/2020,1711
17/11/2021,01/10/2020,2343
17/11/2021,02/10/2020,2266
17/11/2021,03/10/2020,2372
17/11/2021,04/10/2020,2352
17/11/2021,05/10/2020,3362
17/11/2021,06/10/2020,3186
17/11/2021,07/10/2020,3718
17/11/2021,08/10/2020,4046
17/11/2021,09/10/2020,4536
17/11/2021,10/10/2020,4999
17/11/2021,11/10/2020,4380
17/11/2021,12/10/2020,7031
17/11/2021,13/10/2020,6717
17/11/2021,14/10/2020,7436
17/11/2021,15/10/2020,8295
17/11/2021,16/10/2020,9380
17/11/2021,17/10/2020,9126
17/11/2021,18/10/2020,9208
17/11/2021,19/10/2020,12960
17/11/2021,20/10/2020,13972
17/11/2021,21/10/2020,13304
17/11/2021,22/10/2020,13440
17/11/2021,23/10/2020,15201
17/11/2021,24/10/2020,13877
17/11/2021,25/10/2020,14097
17/11/2021,26/10/2020,19348
17/11/2021,27/10/2020,17130
17/11/2021,28/10/2020,18142
17/11/2021,29/10/2020,18380
17/11/2021,30/10/2020,17880
17/11/2021,31/10/2020,14633
17/11/2021,01/11/2020,17654
17/11/2021,02/11/2020,20828
17/11/2021,03/11/2020,17383
17/11/2021,04/11/2020,19746
17/11/2021,05/11/2020,17854
17/11/2021,06/11/2020,18230
17/11/2021,07/11/2020,16717
17/11/2021,08/11/2020,15570
17/11/2021,09/11/2020,18930
17/11/2021,10/11/2020,18295
17/11/2021,11/11/2020,15918
17/11/2021,12/11/2020,15944
17/11/2021,13/11/2020,16482
17/11/2021,14/11/2020,15647
17/11/2021,15/11/2020,13822
17/11/2021,16/11/2020,16309
17/11/2021,17/11/2020,13088
17/11/2021,18/11/2020,13943
17/11/2021,19/11/2020,12201
17/11/2021,20/11/2020,12972
17/11/2021,21/11/2020,10446
17/11/2021,22/11/2020,8860
17/11/2021,23/11/2020,11441
17/11/2021,24/11/2020,10340
17/11/2021,25/11/2020,10051
17/11/2021,26/11/2020,9521
17/11/2021,27/11/2020,9318
17/11/2021,28/11/2020,8901
17/11/2021,29/11/2020,6954
17/11/2021,30/11/2020,9891
17/11/2021,01/12/2020,10465
17/11/2021,02/12/2020,9110
17/11/2021,03/12/2020,8351
17/11/2021,04/12/2020,8912
17/11/2021,05/12/2020,7616
17/11/2021,06/12/2020,6397
17/11/2021,07/12/2020,8747
17/11/2021,08/12/2020,7116
17/11/2021,09/12/2020,8222
