iss_date,DATARICOVERO1,RICOVERI
12/05/2021,20/02/2020,92
12/05/2021,21/02/2020,121
12/05/2021,22/02/2020,106
12/05/2021,23/02/2020,152
12/05/2021,24/02/2020,191
12/05/2021,25/02/2020,268
12/05/2021,26/02/2020,276
12/05/2021,27/02/2020,319
12/05/2021,28/02/2020,379
12/05/2021,29/02/2020,373
12/05/2021,01/03/2020,444
12/05/2021,02/03/2020,666
12/05/2021,03/03/2020,818
12/05/2021,04/03/2020,915
12/05/2021,05/03/2020,1092
12/05/2021,06/03/2020,1233
12/05/2021,07/03/2020,1202
12/05/2021,08/03/2020,1161
12/05/2021,09/03/2020,1453
12/05/2021,10/03/2020,1595
12/05/2021,11/03/2020,1754
12/05/2021,12/03/2020,1905
12/05/2021,13/03/2020,2327
12/05/2021,14/03/2020,1993
12/05/2021,15/03/2020,1905
12/05/2021,16/03/2020,2488
12/05/2021,17/03/2020,2669
12/05/2021,18/03/2020,2707
12/05/2021,19/03/2020,2783
12/05/2021,20/03/2020,2854
12/05/2021,21/03/2020,2538
12/05/2021,22/03/2020,2191
12/05/2021,23/03/2020,2703
12/05/2021,24/03/2020,2610
12/05/2021,25/03/2020,2319
12/05/2021,26/03/2020,2119
12/05/2021,27/03/2020,2214
12/05/2021,28/03/2020,1732
12/05/2021,29/03/2020,1423
12/05/2021,30/03/2020,1685
12/05/2021,31/03/2020,1569
12/05/2021,01/04/2020,1485
12/05/2021,02/04/2020,1451
12/05/2021,03/04/2020,1255
12/05/2021,04/04/2020,1013
12/05/2021,05/04/2020,835
12/05/2021,06/04/2020,1011
12/05/2021,07/04/2020,1013
12/05/2021,08/04/2020,1032
12/05/2021,09/04/2020,989
12/05/2021,10/04/2020,899
12/05/2021,11/04/2020,799
12/05/2021,12/04/2020,660
12/05/2021,13/04/2020,619
12/05/2021,14/04/2020,834
12/05/2021,15/04/2020,687
12/05/2021,16/04/2020,693
12/05/2021,17/04/2020,705
12/05/2021,18/04/2020,568
12/05/2021,19/04/2020,461
12/05/2021,20/04/2020,645
12/05/2021,21/04/2020,576
12/05/2021,22/04/2020,583
12/05/2021,23/04/2020,575
12/05/2021,24/04/2020,541
12/05/2021,25/04/2020,426
12/05/2021,26/04/2020,348
12/05/2021,27/04/2020,418
12/05/2021,28/04/2020,415
12/05/2021,29/04/2020,401
12/05/2021,30/04/2020,351
12/05/2021,01/05/2020,269
12/05/2021,02/05/2020,234
12/05/2021,03/05/2020,180
12/05/2021,04/05/2020,284
12/05/2021,05/05/2020,271
12/05/2021,06/05/2020,280
12/05/2021,07/05/2020,263
12/05/2021,08/05/2020,274
12/05/2021,09/05/2020,162
12/05/2021,10/05/2020,154
12/05/2021,11/05/2020,225
12/05/2021,12/05/2020,176
12/05/2021,13/05/2020,178
12/05/2021,14/05/2020,186
12/05/2021,15/05/2020,190
12/05/2021,16/05/2020,134
12/05/2021,17/05/2020,115
12/05/2021,18/05/2020,147
12/05/2021,19/05/2020,142
12/05/2021,20/05/2020,137
12/05/2021,21/05/2020,107
12/05/2021,22/05/2020,110
12/05/2021,23/05/2020,88
12/05/2021,24/05/2020,81
12/05/2021,25/05/2020,137
12/05/2021,26/05/2020,102
12/05/2021,27/05/2020,95
12/05/2021,28/05/2020,76
12/05/2021,29/05/2020,94
12/05/2021,30/05/2020,79
12/05/2021,31/05/2020,47
12/05/2021,01/06/2020,97
12/05/2021,02/06/2020,59
12/05/2021,03/06/2020,79
12/05/2021,04/06/2020,71
12/05/2021,05/06/2020,78
12/05/2021,06/06/2020,46
12/05/2021,07/06/2020,41
