iss_date,DATA_DECESSO,DECESSI
30/01/2022,20/02/2020,<5
30/01/2022,21/02/2020,<5
30/01/2022,22/02/2020,<5
30/01/2022,23/02/2020,<5
30/01/2022,24/02/2020,5
30/01/2022,25/02/2020,10
30/01/2022,26/02/2020,6
30/01/2022,27/02/2020,9
30/01/2022,28/02/2020,11
30/01/2022,29/02/2020,15
30/01/2022,01/03/2020,26
30/01/2022,02/03/2020,25
30/01/2022,03/03/2020,56
30/01/2022,04/03/2020,56
30/01/2022,05/03/2020,80
30/01/2022,06/03/2020,111
30/01/2022,07/03/2020,169
30/01/2022,08/03/2020,178
30/01/2022,09/03/2020,225
30/01/2022,10/03/2020,284
30/01/2022,11/03/2020,312
30/01/2022,12/03/2020,324
30/01/2022,13/03/2020,379
30/01/2022,14/03/2020,447
30/01/2022,15/03/2020,433
30/01/2022,16/03/2020,511
30/01/2022,17/03/2020,574
30/01/2022,18/03/2020,643
30/01/2022,19/03/2020,656
30/01/2022,20/03/2020,753
30/01/2022,21/03/2020,820
30/01/2022,22/03/2020,814
30/01/2022,23/03/2020,860
30/01/2022,24/03/2020,823
30/01/2022,25/03/2020,871
30/01/2022,26/03/2020,837
30/01/2022,27/03/2020,882
30/01/2022,28/03/2020,926
30/01/2022,29/03/2020,766
30/01/2022,30/03/2020,791
30/01/2022,31/03/2020,710
30/01/2022,01/04/2020,714
30/01/2022,02/04/2020,693
30/01/2022,03/04/2020,677
30/01/2022,04/04/2020,640
30/01/2022,05/04/2020,603
30/01/2022,06/04/2020,594
30/01/2022,07/04/2020,612
30/01/2022,08/04/2020,604
30/01/2022,09/04/2020,547
30/01/2022,10/04/2020,609
30/01/2022,11/04/2020,586
30/01/2022,12/04/2020,580
30/01/2022,13/04/2020,532
30/01/2022,14/04/2020,539
30/01/2022,15/04/2020,511
30/01/2022,16/04/2020,449
30/01/2022,17/04/2020,477
30/01/2022,18/04/2020,463
30/01/2022,19/04/2020,463
30/01/2022,20/04/2020,446
30/01/2022,21/04/2020,366
30/01/2022,22/04/2020,385
30/01/2022,23/04/2020,356
30/01/2022,24/04/2020,386
30/01/2022,25/04/2020,358
30/01/2022,26/04/2020,319
30/01/2022,27/04/2020,330
30/01/2022,28/04/2020,314
30/01/2022,29/04/2020,299
30/01/2022,30/04/2020,261
30/01/2022,01/05/2020,259
30/01/2022,02/05/2020,253
30/01/2022,03/05/2020,243
30/01/2022,04/05/2020,219
30/01/2022,05/05/2020,225
30/01/2022,06/05/2020,218
30/01/2022,07/05/2020,181
30/01/2022,08/05/2020,171
30/01/2022,09/05/2020,200
30/01/2022,10/05/2020,170
30/01/2022,11/05/2020,163
30/01/2022,12/05/2020,160
30/01/2022,13/05/2020,145
30/01/2022,14/05/2020,141
30/01/2022,15/05/2020,155
30/01/2022,16/05/2020,103
30/01/2022,17/05/2020,119
30/01/2022,18/05/2020,100
30/01/2022,19/05/2020,92
30/01/2022,20/05/2020,88
30/01/2022,21/05/2020,78
30/01/2022,22/05/2020,84
30/01/2022,23/05/2020,95
30/01/2022,24/05/2020,85
30/01/2022,25/05/2020,75
30/01/2022,26/05/2020,60
30/01/2022,27/05/2020,51
30/01/2022,28/05/2020,71
30/01/2022,29/05/2020,61
30/01/2022,30/05/2020,49
30/01/2022,31/05/2020,48
30/01/2022,01/06/2020,62
30/01/2022,02/06/2020,56
30/01/2022,03/06/2020,50
30/01/2022,04/06/2020,60
30/01/2022,05/06/2020,67
30/01/2022,06/06/2020,78
30/01/2022,07/06/2020,36
30/01/2022,08/06/2020,43
30/01/2022,09/06/2020,45
30/01/2022,10/06/2020,38
30/01/2022,11/06/2020,39
30/01/2022,12/06/2020,34
30/01/2022,13/06/2020,24
30/01/2022,14/06/2020,22
30/01/2022,15/06/2020,38
30/01/2022,16/06/2020,44
30/01/2022,17/06/2020,35
30/01/2022,18/06/2020,44
30/01/2022,19/06/2020,34
30/01/2022,20/06/2020,19
30/01/2022,21/06/2020,25
30/01/2022,22/06/2020,31
30/01/2022,23/06/2020,51
30/01/2022,24/06/2020,25
30/01/2022,25/06/2020,26
30/01/2022,26/06/2020,20
30/01/2022,27/06/2020,24
30/01/2022,28/06/2020,13
30/01/2022,29/06/2020,18
30/01/2022,30/06/2020,17
30/01/2022,01/07/2020,15
30/01/2022,02/07/2020,15
30/01/2022,03/07/2020,16
30/01/2022,04/07/2020,7
30/01/2022,05/07/2020,11
30/01/2022,06/07/2020,14
30/01/2022,07/07/2020,11
30/01/2022,08/07/2020,10
30/01/2022,09/07/2020,10
30/01/2022,10/07/2020,11
30/01/2022,11/07/2020,7
30/01/2022,12/07/2020,9
30/01/2022,13/07/2020,22
30/01/2022,14/07/2020,7
30/01/2022,15/07/2020,8
30/01/2022,16/07/2020,17
30/01/2022,17/07/2020,6
30/01/2022,18/07/2020,14
30/01/2022,19/07/2020,10
30/01/2022,20/07/2020,8
30/01/2022,21/07/2020,14
30/01/2022,22/07/2020,16
30/01/2022,23/07/2020,<5
30/01/2022,24/07/2020,8
30/01/2022,25/07/2020,5
30/01/2022,26/07/2020,5
30/01/2022,27/07/2020,16
30/01/2022,28/07/2020,8
30/01/2022,29/07/2020,7
30/01/2022,30/07/2020,7
30/01/2022,31/07/2020,<5
30/01/2022,01/08/2020,<5
30/01/2022,02/08/2020,<5
30/01/2022,03/08/2020,7
30/01/2022,04/08/2020,<5
30/01/2022,05/08/2020,7
30/01/2022,06/08/2020,6
30/01/2022,07/08/2020,8
30/01/2022,08/08/2020,6
30/01/2022,09/08/2020,5
30/01/2022,10/08/2020,10
30/01/2022,11/08/2020,7
30/01/2022,12/08/2020,<5
30/01/2022,13/08/2020,8
30/01/2022,14/08/2020,10
30/01/2022,15/08/2020,<5
30/01/2022,16/08/2020,10
30/01/2022,17/08/2020,<5
30/01/2022,18/08/2020,6
30/01/2022,19/08/2020,7
30/01/2022,20/08/2020,11
30/01/2022,21/08/2020,<5
30/01/2022,22/08/2020,6
30/01/2022,23/08/2020,<5
30/01/2022,24/08/2020,7
30/01/2022,25/08/2020,6
30/01/2022,26/08/2020,10
30/01/2022,27/08/2020,6
30/01/2022,29/08/2020,<5
30/01/2022,30/08/2020,7
30/01/2022,31/08/2020,9
30/01/2022,01/09/2020,9
30/01/2022,02/09/2020,11
30/01/2022,03/09/2020,11
30/01/2022,04/09/2020,11
30/01/2022,05/09/2020,14
30/01/2022,06/09/2020,6
30/01/2022,07/09/2020,19
30/01/2022,08/09/2020,<5
30/01/2022,09/09/2020,7
30/01/2022,10/09/2020,9
30/01/2022,11/09/2020,9
30/01/2022,12/09/2020,15
30/01/2022,13/09/2020,14
30/01/2022,14/09/2020,14
30/01/2022,15/09/2020,21
30/01/2022,16/09/2020,16
30/01/2022,17/09/2020,16
30/01/2022,18/09/2020,24
30/01/2022,19/09/2020,16
30/01/2022,20/09/2020,19
30/01/2022,21/09/2020,17
30/01/2022,22/09/2020,13
30/01/2022,23/09/2020,26
30/01/2022,24/09/2020,21
30/01/2022,25/09/2020,29
30/01/2022,26/09/2020,19
30/01/2022,27/09/2020,25
30/01/2022,28/09/2020,21
30/01/2022,29/09/2020,25
30/01/2022,30/09/2020,19
30/01/2022,01/10/2020,26
30/01/2022,02/10/2020,30
30/01/2022,03/10/2020,17
30/01/2022,04/10/2020,20
30/01/2022,05/10/2020,40
30/01/2022,06/10/2020,25
30/01/2022,07/10/2020,33
30/01/2022,08/10/2020,39
30/01/2022,09/10/2020,44
30/01/2022,10/10/2020,52
30/01/2022,11/10/2020,56
30/01/2022,12/10/2020,77
30/01/2022,13/10/2020,70
30/01/2022,14/10/2020,72
30/01/2022,15/10/2020,68
30/01/2022,16/10/2020,104
30/01/2022,17/10/2020,90
30/01/2022,18/10/2020,105
30/01/2022,19/10/2020,108
30/01/2022,20/10/2020,147
30/01/2022,21/10/2020,147
30/01/2022,22/10/2020,162
30/01/2022,23/10/2020,181
30/01/2022,24/10/2020,212
30/01/2022,25/10/2020,200
30/01/2022,26/10/2020,250
30/01/2022,27/10/2020,238
30/01/2022,28/10/2020,306
30/01/2022,29/10/2020,301
30/01/2022,30/10/2020,355
30/01/2022,31/10/2020,380
30/01/2022,01/11/2020,359
30/01/2022,02/11/2020,450
30/01/2022,03/11/2020,437
30/01/2022,04/11/2020,471
30/01/2022,05/11/2020,555
30/01/2022,06/11/2020,522
30/01/2022,07/11/2020,503
30/01/2022,08/11/2020,570
30/01/2022,09/11/2020,607
30/01/2022,10/11/2020,667
30/01/2022,11/11/2020,679
30/01/2022,12/11/2020,729
30/01/2022,13/11/2020,671
30/01/2022,14/11/2020,699
30/01/2022,15/11/2020,725
30/01/2022,16/11/2020,767
30/01/2022,17/11/2020,795
30/01/2022,18/11/2020,804
30/01/2022,19/11/2020,811
30/01/2022,20/11/2020,790
30/01/2022,21/11/2020,680
30/01/2022,22/11/2020,729
30/01/2022,23/11/2020,772
30/01/2022,24/11/2020,771
30/01/2022,25/11/2020,830
30/01/2022,26/11/2020,741
30/01/2022,27/11/2020,774
30/01/2022,28/11/2020,730
30/01/2022,29/11/2020,676
30/01/2022,30/11/2020,695
30/01/2022,01/12/2020,654
30/01/2022,02/12/2020,725
30/01/2022,03/12/2020,662
30/01/2022,04/12/2020,698
30/01/2022,05/12/2020,630
30/01/2022,06/12/2020,652
30/01/2022,07/12/2020,644
30/01/2022,08/12/2020,602
30/01/2022,09/12/2020,693
30/01/2022,10/12/2020,626
30/01/2022,11/12/2020,614
30/01/2022,12/12/2020,596
30/01/2022,13/12/2020,574
30/01/2022,14/12/2020,576
30/01/2022,15/12/2020,585
30/01/2022,16/12/2020,645
30/01/2022,17/12/2020,591
30/01/2022,18/12/2020,559
30/01/2022,19/12/2020,511
30/01/2022,20/12/2020,501
30/01/2022,21/12/2020,509
30/01/2022,22/12/2020,500
30/01/2022,23/12/2020,504
30/01/2022,24/12/2020,494
30/01/2022,25/12/2020,427
30/01/2022,26/12/2020,433
30/01/2022,27/12/2020,423
30/01/2022,28/12/2020,504
30/01/2022,29/12/2020,451
30/01/2022,30/12/2020,477
30/01/2022,31/12/2020,434
30/01/2022,01/01/2021,458
30/01/2022,02/01/2021,431
30/01/2022,03/01/2021,426
30/01/2022,04/01/2021,509
30/01/2022,05/01/2021,500
30/01/2022,06/01/2021,473
30/01/2022,07/01/2021,467
30/01/2022,08/01/2021,449
30/01/2022,09/01/2021,439
30/01/2022,10/01/2021,447
30/01/2022,11/01/2021,476
30/01/2022,12/01/2021,467
30/01/2022,13/01/2021,455
30/01/2022,14/01/2021,431
30/01/2022,15/01/2021,506
30/01/2022,16/01/2021,446
30/01/2022,17/01/2021,448
30/01/2022,18/01/2021,478
30/01/2022,19/01/2021,470
30/01/2022,20/01/2021,439
30/01/2022,21/01/2021,421
30/01/2022,22/01/2021,429
30/01/2022,23/01/2021,410
30/01/2022,24/01/2021,415
30/01/2022,25/01/2021,397
30/01/2022,26/01/2021,442
30/01/2022,27/01/2021,435
30/01/2022,28/01/2021,393
30/01/2022,29/01/2021,359
30/01/2022,30/01/2021,381
30/01/2022,31/01/2021,365
30/01/2022,01/02/2021,356
30/01/2022,02/02/2021,401
30/01/2022,03/02/2021,368
30/01/2022,04/02/2021,335
30/01/2022,05/02/2021,412
30/01/2022,06/02/2021,345
30/01/2022,07/02/2021,302
30/01/2022,08/02/2021,331
30/01/2022,09/02/2021,358
30/01/2022,10/02/2021,288
30/01/2022,11/02/2021,301
30/01/2022,12/02/2021,286
30/01/2022,13/02/2021,255
30/01/2022,14/02/2021,271
30/01/2022,15/02/2021,283
30/01/2022,16/02/2021,288
30/01/2022,17/02/2021,338
30/01/2022,18/02/2021,307
30/01/2022,19/02/2021,294
30/01/2022,20/02/2021,254
30/01/2022,21/02/2021,268
30/01/2022,22/02/2021,356
30/01/2022,23/02/2021,308
30/01/2022,24/02/2021,243
30/01/2022,25/02/2021,271
30/01/2022,26/02/2021,287
30/01/2022,27/02/2021,280
30/01/2022,28/02/2021,241
30/01/2022,01/03/2021,325
30/01/2022,02/03/2021,321
30/01/2022,03/03/2021,326
30/01/2022,04/03/2021,314
30/01/2022,05/03/2021,321
30/01/2022,06/03/2021,289
30/01/2022,07/03/2021,305
30/01/2022,08/03/2021,308
30/01/2022,09/03/2021,322
30/01/2022,10/03/2021,360
30/01/2022,11/03/2021,379
30/01/2022,12/03/2021,396
30/01/2022,13/03/2021,361
30/01/2022,14/03/2021,309
30/01/2022,15/03/2021,372
30/01/2022,16/03/2021,431
30/01/2022,17/03/2021,400
30/01/2022,18/03/2021,417
30/01/2022,19/03/2021,398
30/01/2022,20/03/2021,381
30/01/2022,21/03/2021,407
30/01/2022,22/03/2021,392
30/01/2022,23/03/2021,464
30/01/2022,24/03/2021,448
30/01/2022,25/03/2021,433
30/01/2022,26/03/2021,442
30/01/2022,27/03/2021,376
30/01/2022,28/03/2021,384
30/01/2022,29/03/2021,454
30/01/2022,30/03/2021,417
30/01/2022,31/03/2021,447
30/01/2022,01/04/2021,449
30/01/2022,02/04/2021,444
30/01/2022,03/04/2021,446
30/01/2022,04/04/2021,386
30/01/2022,05/04/2021,406
30/01/2022,06/04/2021,479
30/01/2022,07/04/2021,402
30/01/2022,08/04/2021,425
30/01/2022,09/04/2021,421
30/01/2022,10/04/2021,387
30/01/2022,11/04/2021,381
30/01/2022,12/04/2021,404
30/01/2022,13/04/2021,379
30/01/2022,14/04/2021,341
30/01/2022,15/04/2021,325
30/01/2022,16/04/2021,320
30/01/2022,17/04/2021,331
30/01/2022,18/04/2021,301
30/01/2022,19/04/2021,306
30/01/2022,20/04/2021,321
30/01/2022,21/04/2021,335
30/01/2022,22/04/2021,280
30/01/2022,23/04/2021,321
30/01/2022,24/04/2021,306
30/01/2022,25/04/2021,274
30/01/2022,26/04/2021,304
30/01/2022,27/04/2021,238
30/01/2022,28/04/2021,278
30/01/2022,29/04/2021,239
30/01/2022,30/04/2021,241
30/01/2022,01/05/2021,203
30/01/2022,02/05/2021,220
30/01/2022,03/05/2021,218
30/01/2022,04/05/2021,254
30/01/2022,05/05/2021,212
30/01/2022,06/05/2021,190
30/01/2022,07/05/2021,196
30/01/2022,08/05/2021,174
30/01/2022,09/05/2021,170
30/01/2022,10/05/2021,197
30/01/2022,11/05/2021,197
30/01/2022,12/05/2021,156
30/01/2022,13/05/2021,146
30/01/2022,14/05/2021,147
30/01/2022,15/05/2021,137
30/01/2022,16/05/2021,126
30/01/2022,17/05/2021,141
30/01/2022,18/05/2021,119
30/01/2022,19/05/2021,108
30/01/2022,20/05/2021,126
