iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
30/01/2022,28/01/2020,13
30/01/2022,29/01/2020,17
30/01/2022,30/01/2020,24
30/01/2022,31/01/2020,28
30/01/2022,01/02/2020,43
30/01/2022,02/02/2020,35
30/01/2022,03/02/2020,23
30/01/2022,04/02/2020,22
30/01/2022,05/02/2020,28
30/01/2022,06/02/2020,23
30/01/2022,07/02/2020,19
30/01/2022,08/02/2020,16
30/01/2022,09/02/2020,17
30/01/2022,10/02/2020,55
30/01/2022,11/02/2020,23
30/01/2022,12/02/2020,50
30/01/2022,13/02/2020,44
30/01/2022,14/02/2020,63
30/01/2022,15/02/2020,140
30/01/2022,16/02/2020,77
30/01/2022,17/02/2020,136
30/01/2022,18/02/2020,151
30/01/2022,19/02/2020,135
30/01/2022,20/02/2020,385
30/01/2022,21/02/2020,299
30/01/2022,22/02/2020,381
30/01/2022,23/02/2020,465
30/01/2022,24/02/2020,615
30/01/2022,25/02/2020,772
30/01/2022,26/02/2020,688
30/01/2022,27/02/2020,811
30/01/2022,28/02/2020,1137
30/01/2022,29/02/2020,1008
30/01/2022,01/03/2020,2265
30/01/2022,02/03/2020,1798
30/01/2022,03/03/2020,2037
30/01/2022,04/03/2020,1767
30/01/2022,05/03/2020,2383
30/01/2022,06/03/2020,2662
30/01/2022,07/03/2020,2856
30/01/2022,08/03/2020,3377
30/01/2022,09/03/2020,3970
30/01/2022,10/03/2020,5479
30/01/2022,11/03/2020,3752
30/01/2022,12/03/2020,4263
30/01/2022,13/03/2020,4752
30/01/2022,14/03/2020,4098
30/01/2022,15/03/2020,5210
30/01/2022,16/03/2020,4725
30/01/2022,17/03/2020,4049
30/01/2022,18/03/2020,4194
30/01/2022,19/03/2020,3746
30/01/2022,20/03/2020,5402
30/01/2022,21/03/2020,3343
30/01/2022,22/03/2020,3367
30/01/2022,23/03/2020,3818
30/01/2022,24/03/2020,3053
30/01/2022,25/03/2020,3239
30/01/2022,26/03/2020,2787
30/01/2022,27/03/2020,2996
30/01/2022,28/03/2020,2669
30/01/2022,29/03/2020,2085
30/01/2022,30/03/2020,3065
30/01/2022,31/03/2020,2163
30/01/2022,01/04/2020,3387
30/01/2022,02/04/2020,2190
30/01/2022,03/04/2020,2245
30/01/2022,04/04/2020,1904
30/01/2022,05/04/2020,1722
30/01/2022,06/04/2020,1941
30/01/2022,07/04/2020,1832
30/01/2022,08/04/2020,1805
30/01/2022,09/04/2020,1661
30/01/2022,10/04/2020,2181
30/01/2022,11/04/2020,1290
30/01/2022,12/04/2020,1441
30/01/2022,13/04/2020,1311
30/01/2022,14/04/2020,1578
30/01/2022,15/04/2020,1753
30/01/2022,16/04/2020,1405
30/01/2022,17/04/2020,1369
30/01/2022,18/04/2020,1150
30/01/2022,19/04/2020,911
30/01/2022,20/04/2020,1626
30/01/2022,21/04/2020,1021
30/01/2022,22/04/2020,1048
30/01/2022,23/04/2020,961
30/01/2022,24/04/2020,844
30/01/2022,25/04/2020,743
30/01/2022,26/04/2020,589
30/01/2022,27/04/2020,919
30/01/2022,28/04/2020,663
30/01/2022,29/04/2020,626
30/01/2022,30/04/2020,571
30/01/2022,01/05/2020,563
30/01/2022,02/05/2020,417
30/01/2022,03/05/2020,329
30/01/2022,04/05/2020,453
30/01/2022,05/05/2020,471
30/01/2022,06/05/2020,392
30/01/2022,07/05/2020,370
30/01/2022,08/05/2020,420
30/01/2022,09/05/2020,227
30/01/2022,10/05/2020,270
30/01/2022,11/05/2020,330
30/01/2022,12/05/2020,331
30/01/2022,13/05/2020,292
30/01/2022,14/05/2020,250
30/01/2022,15/05/2020,285
30/01/2022,16/05/2020,194
30/01/2022,17/05/2020,158
30/01/2022,18/05/2020,256
30/01/2022,19/05/2020,208
30/01/2022,20/05/2020,231
30/01/2022,21/05/2020,169
30/01/2022,22/05/2020,155
30/01/2022,23/05/2020,124
30/01/2022,24/05/2020,91
30/01/2022,25/05/2020,190
30/01/2022,26/05/2020,151
30/01/2022,27/05/2020,164
30/01/2022,28/05/2020,127
30/01/2022,29/05/2020,117
30/01/2022,30/05/2020,96
30/01/2022,31/05/2020,64
30/01/2022,01/06/2020,137
30/01/2022,02/06/2020,59
30/01/2022,03/06/2020,116
30/01/2022,04/06/2020,94
30/01/2022,05/06/2020,117
30/01/2022,06/06/2020,79
30/01/2022,07/06/2020,65
30/01/2022,08/06/2020,116
30/01/2022,09/06/2020,103
30/01/2022,10/06/2020,100
30/01/2022,11/06/2020,87
30/01/2022,12/06/2020,105
30/01/2022,13/06/2020,67
30/01/2022,14/06/2020,73
30/01/2022,15/06/2020,101
30/01/2022,16/06/2020,92
30/01/2022,17/06/2020,78
30/01/2022,18/06/2020,79
30/01/2022,19/06/2020,74
30/01/2022,20/06/2020,64
30/01/2022,21/06/2020,60
30/01/2022,22/06/2020,80
30/01/2022,23/06/2020,71
30/01/2022,24/06/2020,91
30/01/2022,25/06/2020,75
30/01/2022,26/06/2020,89
30/01/2022,27/06/2020,61
30/01/2022,28/06/2020,55
30/01/2022,29/06/2020,88
30/01/2022,30/06/2020,66
30/01/2022,01/07/2020,106
30/01/2022,02/07/2020,76
30/01/2022,03/07/2020,67
30/01/2022,04/07/2020,69
30/01/2022,05/07/2020,61
30/01/2022,06/07/2020,93
30/01/2022,07/07/2020,97
30/01/2022,08/07/2020,99
30/01/2022,09/07/2020,80
30/01/2022,10/07/2020,107
30/01/2022,11/07/2020,81
30/01/2022,12/07/2020,74
30/01/2022,13/07/2020,98
30/01/2022,14/07/2020,108
30/01/2022,15/07/2020,97
30/01/2022,16/07/2020,87
30/01/2022,17/07/2020,100
30/01/2022,18/07/2020,93
30/01/2022,19/07/2020,87
30/01/2022,20/07/2020,134
30/01/2022,21/07/2020,120
30/01/2022,22/07/2020,115
30/01/2022,23/07/2020,131
30/01/2022,24/07/2020,111
30/01/2022,25/07/2020,126
30/01/2022,26/07/2020,98
30/01/2022,27/07/2020,129
30/01/2022,28/07/2020,135
30/01/2022,29/07/2020,131
30/01/2022,30/07/2020,117
30/01/2022,31/07/2020,116
30/01/2022,01/08/2020,155
30/01/2022,02/08/2020,120
30/01/2022,03/08/2020,206
30/01/2022,04/08/2020,185
30/01/2022,05/08/2020,209
30/01/2022,06/08/2020,202
30/01/2022,07/08/2020,195
30/01/2022,08/08/2020,244
30/01/2022,09/08/2020,204
30/01/2022,10/08/2020,270
30/01/2022,11/08/2020,254
30/01/2022,12/08/2020,264
30/01/2022,13/08/2020,286
30/01/2022,14/08/2020,291
30/01/2022,15/08/2020,339
30/01/2022,16/08/2020,348
30/01/2022,17/08/2020,555
30/01/2022,18/08/2020,593
30/01/2022,19/08/2020,551
30/01/2022,20/08/2020,549
30/01/2022,21/08/2020,596
30/01/2022,22/08/2020,570
30/01/2022,23/08/2020,589
30/01/2022,24/08/2020,658
30/01/2022,25/08/2020,613
30/01/2022,26/08/2020,585
30/01/2022,27/08/2020,547
30/01/2022,28/08/2020,550
30/01/2022,29/08/2020,431
30/01/2022,30/08/2020,418
30/01/2022,31/08/2020,542
30/01/2022,01/09/2020,706
30/01/2022,02/09/2020,604
30/01/2022,03/09/2020,563
30/01/2022,04/09/2020,625
30/01/2022,05/09/2020,532
30/01/2022,06/09/2020,508
30/01/2022,07/09/2020,779
30/01/2022,08/09/2020,643
30/01/2022,09/09/2020,661
30/01/2022,10/09/2020,726
30/01/2022,11/09/2020,621
30/01/2022,12/09/2020,634
30/01/2022,13/09/2020,592
30/01/2022,14/09/2020,848
30/01/2022,15/09/2020,865
30/01/2022,16/09/2020,789
30/01/2022,17/09/2020,811
30/01/2022,18/09/2020,812
30/01/2022,19/09/2020,811
30/01/2022,20/09/2020,791
30/01/2022,21/09/2020,912
30/01/2022,22/09/2020,894
30/01/2022,23/09/2020,845
30/01/2022,24/09/2020,806
30/01/2022,25/09/2020,937
30/01/2022,26/09/2020,896
30/01/2022,27/09/2020,946
30/01/2022,28/09/2020,1284
30/01/2022,29/09/2020,1202
30/01/2022,30/09/2020,1582
30/01/2022,01/10/2020,2115
30/01/2022,02/10/2020,2043
30/01/2022,03/10/2020,2181
30/01/2022,04/10/2020,2175
30/01/2022,05/10/2020,3034
30/01/2022,06/10/2020,2835
30/01/2022,07/10/2020,3325
30/01/2022,08/10/2020,3596
30/01/2022,09/10/2020,3928
30/01/2022,10/10/2020,4428
30/01/2022,11/10/2020,3821
30/01/2022,12/10/2020,5842
30/01/2022,13/10/2020,5548
30/01/2022,14/10/2020,6013
30/01/2022,15/10/2020,6736
30/01/2022,16/10/2020,7445
30/01/2022,17/10/2020,7351
30/01/2022,18/10/2020,7516
30/01/2022,19/10/2020,9998
30/01/2022,20/10/2020,10840
30/01/2022,21/10/2020,10196
30/01/2022,22/10/2020,10382
30/01/2022,23/10/2020,11285
30/01/2022,24/10/2020,10835
30/01/2022,25/10/2020,11175
30/01/2022,26/10/2020,14145
30/01/2022,27/10/2020,12780
30/01/2022,28/10/2020,13696
30/01/2022,29/10/2020,12864
30/01/2022,30/10/2020,13603
30/01/2022,31/10/2020,11399
30/01/2022,01/11/2020,14115
30/01/2022,02/11/2020,16291
30/01/2022,03/11/2020,13981
30/01/2022,04/11/2020,14554
30/01/2022,05/11/2020,14289
30/01/2022,06/11/2020,14789
30/01/2022,07/11/2020,13234
30/01/2022,08/11/2020,12269
30/01/2022,09/11/2020,15610
30/01/2022,10/11/2020,14937
30/01/2022,11/11/2020,13100
30/01/2022,12/11/2020,12913
30/01/2022,13/11/2020,13423
30/01/2022,14/11/2020,12143
30/01/2022,15/11/2020,11373
30/01/2022,16/11/2020,13161
30/01/2022,17/11/2020,10920
30/01/2022,18/11/2020,11282
30/01/2022,19/11/2020,9340
30/01/2022,20/11/2020,10745
30/01/2022,21/11/2020,8215
30/01/2022,22/11/2020,7421
30/01/2022,23/11/2020,9768
30/01/2022,24/11/2020,8397
30/01/2022,25/11/2020,8601
30/01/2022,26/11/2020,7926
30/01/2022,27/11/2020,8183
30/01/2022,28/11/2020,7646
30/01/2022,29/11/2020,6000
30/01/2022,30/11/2020,8866
30/01/2022,01/12/2020,9314
30/01/2022,02/12/2020,8136
30/01/2022,03/12/2020,7558
30/01/2022,04/12/2020,7933
30/01/2022,05/12/2020,6983
30/01/2022,06/12/2020,5922
30/01/2022,07/12/2020,7900
30/01/2022,08/12/2020,6853
30/01/2022,09/12/2020,7728
30/01/2022,10/12/2020,7781
30/01/2022,11/12/2020,7093
30/01/2022,12/12/2020,6971
30/01/2022,13/12/2020,6138
30/01/2022,14/12/2020,8369
30/01/2022,15/12/2020,7582
30/01/2022,16/12/2020,7337
30/01/2022,17/12/2020,6883
30/01/2022,18/12/2020,7284
30/01/2022,19/12/2020,6703
30/01/2022,20/12/2020,7300
30/01/2022,21/12/2020,8159
30/01/2022,22/12/2020,7991
30/01/2022,23/12/2020,8141
30/01/2022,24/12/2020,8326
30/01/2022,25/12/2020,7330
30/01/2022,26/12/2020,8059
30/01/2022,27/12/2020,8648
30/01/2022,28/12/2020,10716
30/01/2022,29/12/2020,8968
30/01/2022,30/12/2020,8880
30/01/2022,31/12/2020,8434
30/01/2022,01/01/2021,8954
30/01/2022,02/01/2021,8609
30/01/2022,03/01/2021,8205
30/01/2022,04/01/2021,10251
30/01/2022,05/01/2021,9015
30/01/2022,06/01/2021,7417
30/01/2022,07/01/2021,7666
30/01/2022,08/01/2021,7285
30/01/2022,09/01/2021,6519
30/01/2022,10/01/2021,6269
30/01/2022,11/01/2021,7135
30/01/2022,12/01/2021,6283
30/01/2022,13/01/2021,5862
30/01/2022,14/01/2021,5759
30/01/2022,15/01/2021,5964
30/01/2022,16/01/2021,5464
30/01/2022,17/01/2021,5048
30/01/2022,18/01/2021,6517
30/01/2022,19/01/2021,5959
30/01/2022,20/01/2021,6380
30/01/2022,21/01/2021,5629
30/01/2022,22/01/2021,6010
30/01/2022,23/01/2021,5930
30/01/2022,24/01/2021,5447
30/01/2022,25/01/2021,6710
30/01/2022,26/01/2021,5816
30/01/2022,27/01/2021,5797
30/01/2022,28/01/2021,5706
30/01/2022,29/01/2021,5538
30/01/2022,30/01/2021,5403
30/01/2022,31/01/2021,5004
30/01/2022,01/02/2021,7534
30/01/2022,02/02/2021,6284
30/01/2022,03/02/2021,6244
30/01/2022,04/02/2021,5999
30/01/2022,05/02/2021,6203
30/01/2022,06/02/2021,6165
30/01/2022,07/02/2021,5648
30/01/2022,08/02/2021,6989
30/01/2022,09/02/2021,6210
30/01/2022,10/02/2021,6779
30/01/2022,11/02/2021,5878
30/01/2022,12/02/2021,6083
30/01/2022,13/02/2021,5727
30/01/2022,14/02/2021,5773
30/01/2022,15/02/2021,7677
30/01/2022,16/02/2021,7212
30/01/2022,17/02/2021,7911
30/01/2022,18/02/2021,8082
30/01/2022,19/02/2021,8194
30/01/2022,20/02/2021,8865
30/01/2022,21/02/2021,8218
30/01/2022,22/02/2021,10842
30/01/2022,23/02/2021,9789
30/01/2022,24/02/2021,10040
30/01/2022,25/02/2021,9596
30/01/2022,26/02/2021,10148
30/01/2022,27/02/2021,9693
30/01/2022,28/02/2021,9226
30/01/2022,01/03/2021,14277
30/01/2022,02/03/2021,11882
30/01/2022,03/03/2021,11953
30/01/2022,04/03/2021,11552
30/01/2022,05/03/2021,12488
30/01/2022,06/03/2021,11791
30/01/2022,07/03/2021,11263
