iss_date,DATA_INIZIO_SINTOMI,CASI
30/01/2022,28/01/2020,15
30/01/2022,29/01/2020,21
30/01/2022,30/01/2020,27
30/01/2022,31/01/2020,33
30/01/2022,01/02/2020,52
30/01/2022,02/02/2020,41
30/01/2022,03/02/2020,25
30/01/2022,04/02/2020,24
30/01/2022,05/02/2020,29
30/01/2022,06/02/2020,26
30/01/2022,07/02/2020,22
30/01/2022,08/02/2020,16
30/01/2022,09/02/2020,17
30/01/2022,10/02/2020,61
30/01/2022,11/02/2020,32
30/01/2022,12/02/2020,54
30/01/2022,13/02/2020,51
30/01/2022,14/02/2020,68
30/01/2022,15/02/2020,151
30/01/2022,16/02/2020,83
30/01/2022,17/02/2020,146
30/01/2022,18/02/2020,164
30/01/2022,19/02/2020,145
30/01/2022,20/02/2020,408
30/01/2022,21/02/2020,317
30/01/2022,22/02/2020,402
30/01/2022,23/02/2020,502
30/01/2022,24/02/2020,677
30/01/2022,25/02/2020,817
30/01/2022,26/02/2020,740
30/01/2022,27/02/2020,899
30/01/2022,28/02/2020,1209
30/01/2022,29/02/2020,1079
30/01/2022,01/03/2020,2478
30/01/2022,02/03/2020,1944
30/01/2022,03/03/2020,2250
30/01/2022,04/03/2020,1956
30/01/2022,05/03/2020,2625
30/01/2022,06/03/2020,2968
30/01/2022,07/03/2020,3129
30/01/2022,08/03/2020,3698
30/01/2022,09/03/2020,4453
30/01/2022,10/03/2020,6142
30/01/2022,11/03/2020,4241
30/01/2022,12/03/2020,4809
30/01/2022,13/03/2020,5372
30/01/2022,14/03/2020,4696
30/01/2022,15/03/2020,5866
30/01/2022,16/03/2020,5338
30/01/2022,17/03/2020,4557
30/01/2022,18/03/2020,4794
30/01/2022,19/03/2020,4272
30/01/2022,20/03/2020,6187
30/01/2022,21/03/2020,3844
30/01/2022,22/03/2020,3800
30/01/2022,23/03/2020,4391
30/01/2022,24/03/2020,3578
30/01/2022,25/03/2020,3821
30/01/2022,26/03/2020,3313
30/01/2022,27/03/2020,3531
30/01/2022,28/03/2020,3153
30/01/2022,29/03/2020,2377
30/01/2022,30/03/2020,3674
30/01/2022,31/03/2020,2599
30/01/2022,01/04/2020,4115
30/01/2022,02/04/2020,2702
30/01/2022,03/04/2020,2717
30/01/2022,04/04/2020,2354
30/01/2022,05/04/2020,2058
30/01/2022,06/04/2020,2456
30/01/2022,07/04/2020,2269
30/01/2022,08/04/2020,2142
30/01/2022,09/04/2020,2065
30/01/2022,10/04/2020,2722
30/01/2022,11/04/2020,1617
30/01/2022,12/04/2020,1644
30/01/2022,13/04/2020,1509
30/01/2022,14/04/2020,1857
30/01/2022,15/04/2020,2166
30/01/2022,16/04/2020,1670
30/01/2022,17/04/2020,1640
30/01/2022,18/04/2020,1299
30/01/2022,19/04/2020,1045
30/01/2022,20/04/2020,1906
30/01/2022,21/04/2020,1195
30/01/2022,22/04/2020,1229
30/01/2022,23/04/2020,1249
30/01/2022,24/04/2020,1119
30/01/2022,25/04/2020,884
30/01/2022,26/04/2020,676
30/01/2022,27/04/2020,1125
30/01/2022,28/04/2020,870
30/01/2022,29/04/2020,925
30/01/2022,30/04/2020,866
30/01/2022,01/05/2020,700
30/01/2022,02/05/2020,510
30/01/2022,03/05/2020,411
30/01/2022,04/05/2020,653
30/01/2022,05/05/2020,630
30/01/2022,06/05/2020,565
30/01/2022,07/05/2020,497
30/01/2022,08/05/2020,524
30/01/2022,09/05/2020,301
30/01/2022,10/05/2020,334
30/01/2022,11/05/2020,440
30/01/2022,12/05/2020,450
30/01/2022,13/05/2020,387
30/01/2022,14/05/2020,335
30/01/2022,15/05/2020,343
30/01/2022,16/05/2020,242
30/01/2022,17/05/2020,188
30/01/2022,18/05/2020,305
30/01/2022,19/05/2020,254
30/01/2022,20/05/2020,292
30/01/2022,21/05/2020,227
30/01/2022,22/05/2020,193
30/01/2022,23/05/2020,141
30/01/2022,24/05/2020,105
30/01/2022,25/05/2020,236
30/01/2022,26/05/2020,184
30/01/2022,27/05/2020,213
30/01/2022,28/05/2020,173
30/01/2022,29/05/2020,142
30/01/2022,30/05/2020,121
30/01/2022,31/05/2020,69
30/01/2022,01/06/2020,173
30/01/2022,02/06/2020,66
30/01/2022,03/06/2020,138
30/01/2022,04/06/2020,128
30/01/2022,05/06/2020,165
30/01/2022,06/06/2020,98
30/01/2022,07/06/2020,74
30/01/2022,08/06/2020,135
30/01/2022,09/06/2020,125
30/01/2022,10/06/2020,115
30/01/2022,11/06/2020,109
30/01/2022,12/06/2020,126
30/01/2022,13/06/2020,75
30/01/2022,14/06/2020,82
30/01/2022,15/06/2020,120
30/01/2022,16/06/2020,107
30/01/2022,17/06/2020,97
30/01/2022,18/06/2020,96
30/01/2022,19/06/2020,90
30/01/2022,20/06/2020,69
30/01/2022,21/06/2020,66
30/01/2022,22/06/2020,90
30/01/2022,23/06/2020,79
30/01/2022,24/06/2020,99
30/01/2022,25/06/2020,90
30/01/2022,26/06/2020,109
30/01/2022,27/06/2020,77
30/01/2022,28/06/2020,61
30/01/2022,29/06/2020,103
30/01/2022,30/06/2020,71
30/01/2022,01/07/2020,118
30/01/2022,02/07/2020,89
30/01/2022,03/07/2020,75
30/01/2022,04/07/2020,84
30/01/2022,05/07/2020,68
30/01/2022,06/07/2020,102
30/01/2022,07/07/2020,107
30/01/2022,08/07/2020,105
30/01/2022,09/07/2020,84
30/01/2022,10/07/2020,117
30/01/2022,11/07/2020,83
30/01/2022,12/07/2020,80
30/01/2022,13/07/2020,108
30/01/2022,14/07/2020,116
30/01/2022,15/07/2020,101
30/01/2022,16/07/2020,96
30/01/2022,17/07/2020,104
30/01/2022,18/07/2020,97
30/01/2022,19/07/2020,91
30/01/2022,20/07/2020,143
30/01/2022,21/07/2020,130
30/01/2022,22/07/2020,121
30/01/2022,23/07/2020,144
30/01/2022,24/07/2020,118
