iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
29/05/2021,29/01/2020,<5
29/05/2021,06/02/2020,<5
29/05/2021,20/02/2020,<5
29/05/2021,21/02/2020,36
29/05/2021,22/02/2020,57
29/05/2021,23/02/2020,77
29/05/2021,24/02/2020,86
29/05/2021,25/02/2020,191
29/05/2021,26/02/2020,277
29/05/2021,27/02/2020,284
29/05/2021,28/02/2020,354
29/05/2021,29/02/2020,373
29/05/2021,01/03/2020,410
29/05/2021,02/03/2020,631
29/05/2021,03/03/2020,804
29/05/2021,04/03/2020,1077
29/05/2021,05/03/2020,1303
29/05/2021,06/03/2020,1529
29/05/2021,07/03/2020,1413
29/05/2021,08/03/2020,1453
29/05/2021,09/03/2020,2239
29/05/2021,10/03/2020,2457
29/05/2021,11/03/2020,2777
29/05/2021,12/03/2020,3141
29/05/2021,13/03/2020,4106
29/05/2021,14/03/2020,3535
29/05/2021,15/03/2020,2849
29/05/2021,16/03/2020,4809
29/05/2021,17/03/2020,5338
29/05/2021,18/03/2020,5690
29/05/2021,19/03/2020,5689
29/05/2021,20/03/2020,6239
29/05/2021,21/03/2020,4908
29/05/2021,22/03/2020,3934
29/05/2021,23/03/2020,6089
29/05/2021,24/03/2020,5904
29/05/2021,25/03/2020,5771
29/05/2021,26/03/2020,5672
29/05/2021,27/03/2020,5762
29/05/2021,28/03/2020,4509
29/05/2021,29/03/2020,2961
29/05/2021,30/03/2020,5066
29/05/2021,31/03/2020,5341
29/05/2021,01/04/2020,4998
29/05/2021,02/04/2020,4721
29/05/2021,03/04/2020,4441
29/05/2021,04/04/2020,3648
29/05/2021,05/04/2020,2591
29/05/2021,06/04/2020,4079
29/05/2021,07/04/2020,4138
29/05/2021,08/04/2020,4793
29/05/2021,09/04/2020,4671
29/05/2021,10/04/2020,5122
29/05/2021,11/04/2020,3412
29/05/2021,12/04/2020,1917
29/05/2021,13/04/2020,2264
29/05/2021,14/04/2020,3272
29/05/2021,15/04/2020,3953
29/05/2021,16/04/2020,3702
29/05/2021,17/04/2020,3492
29/05/2021,18/04/2020,2637
29/05/2021,19/04/2020,1388
29/05/2021,20/04/2020,3002
29/05/2021,21/04/2020,3073
29/05/2021,22/04/2020,2606
29/05/2021,23/04/2020,2804
29/05/2021,24/04/2020,2735
29/05/2021,25/04/2020,1666
29/05/2021,26/04/2020,1017
29/05/2021,27/04/2020,1971
29/05/2021,28/04/2020,2241
29/05/2021,29/04/2020,2324
29/05/2021,30/04/2020,2261
29/05/2021,01/05/2020,1080
29/05/2021,02/05/2020,1019
29/05/2021,03/05/2020,503
29/05/2021,04/05/2020,1448
29/05/2021,05/05/2020,1535
29/05/2021,06/05/2020,1442
29/05/2021,07/05/2020,1387
29/05/2021,08/05/2020,1380
29/05/2021,09/05/2020,734
29/05/2021,10/05/2020,333
29/05/2021,11/05/2020,871
29/05/2021,12/05/2020,917
29/05/2021,13/05/2020,888
29/05/2021,14/05/2020,899
29/05/2021,15/05/2020,790
29/05/2021,16/05/2020,602
29/05/2021,17/05/2020,299
29/05/2021,18/05/2020,656
29/05/2021,19/05/2020,721
29/05/2021,20/05/2020,674
29/05/2021,21/05/2020,622
29/05/2021,22/05/2020,686
29/05/2021,23/05/2020,354
29/05/2021,24/05/2020,147
29/05/2021,25/05/2020,513
29/05/2021,26/05/2020,538
29/05/2021,27/05/2020,525
29/05/2021,28/05/2020,515
29/05/2021,29/05/2020,388
29/05/2021,30/05/2020,284
29/05/2021,31/05/2020,89
29/05/2021,01/06/2020,376
29/05/2021,02/06/2020,87
29/05/2021,03/06/2020,358
29/05/2021,04/06/2020,363
29/05/2021,05/06/2020,383
29/05/2021,06/06/2020,204
29/05/2021,07/06/2020,83
29/05/2021,08/06/2020,302
29/05/2021,09/06/2020,368
29/05/2021,10/06/2020,392
29/05/2021,11/06/2020,447
29/05/2021,12/06/2020,371
29/05/2021,13/06/2020,215
29/05/2021,14/06/2020,68
29/05/2021,15/06/2020,275
29/05/2021,16/06/2020,277
29/05/2021,17/06/2020,302
29/05/2021,18/06/2020,232
29/05/2021,19/06/2020,291
29/05/2021,20/06/2020,162
29/05/2021,21/06/2020,61
29/05/2021,22/06/2020,330
29/05/2021,23/06/2020,295
