iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
29/05/2021,28/01/2020,13
29/05/2021,29/01/2020,17
29/05/2021,30/01/2020,22
29/05/2021,31/01/2020,26
29/05/2021,01/02/2020,43
29/05/2021,02/02/2020,35
29/05/2021,03/02/2020,24
29/05/2021,04/02/2020,23
29/05/2021,05/02/2020,29
29/05/2021,06/02/2020,23
29/05/2021,07/02/2020,18
29/05/2021,08/02/2020,15
29/05/2021,09/02/2020,14
29/05/2021,10/02/2020,56
29/05/2021,11/02/2020,22
29/05/2021,12/02/2020,49
29/05/2021,13/02/2020,44
29/05/2021,14/02/2020,62
29/05/2021,15/02/2020,139
29/05/2021,16/02/2020,81
29/05/2021,17/02/2020,129
29/05/2021,18/02/2020,154
29/05/2021,19/02/2020,129
29/05/2021,20/02/2020,385
29/05/2021,21/02/2020,302
29/05/2021,22/02/2020,371
29/05/2021,23/02/2020,479
29/05/2021,24/02/2020,621
29/05/2021,25/02/2020,782
29/05/2021,26/02/2020,697
29/05/2021,27/02/2020,810
29/05/2021,28/02/2020,1148
29/05/2021,29/02/2020,1006
29/05/2021,01/03/2020,2268
29/05/2021,02/03/2020,1812
29/05/2021,03/03/2020,2044
29/05/2021,04/03/2020,1751
29/05/2021,05/03/2020,2391
29/05/2021,06/03/2020,2669
29/05/2021,07/03/2020,2857
29/05/2021,08/03/2020,3346
29/05/2021,09/03/2020,3955
29/05/2021,10/03/2020,5475
29/05/2021,11/03/2020,3731
29/05/2021,12/03/2020,4245
29/05/2021,13/03/2020,4731
29/05/2021,14/03/2020,4109
29/05/2021,15/03/2020,5209
29/05/2021,16/03/2020,4721
29/05/2021,17/03/2020,4024
29/05/2021,18/03/2020,4227
29/05/2021,19/03/2020,3754
29/05/2021,20/03/2020,5355
29/05/2021,21/03/2020,3320
29/05/2021,22/03/2020,3325
29/05/2021,23/03/2020,3804
29/05/2021,24/03/2020,3051
29/05/2021,25/03/2020,3245
29/05/2021,26/03/2020,2788
29/05/2021,27/03/2020,3019
29/05/2021,28/03/2020,2674
29/05/2021,29/03/2020,2087
29/05/2021,30/03/2020,3072
29/05/2021,31/03/2020,2149
29/05/2021,01/04/2020,3351
29/05/2021,02/04/2020,2156
29/05/2021,03/04/2020,2245
29/05/2021,04/04/2020,1874
29/05/2021,05/04/2020,1693
29/05/2021,06/04/2020,1972
29/05/2021,07/04/2020,1805
29/05/2021,08/04/2020,1807
29/05/2021,09/04/2020,1616
29/05/2021,10/04/2020,2199
29/05/2021,11/04/2020,1294
29/05/2021,12/04/2020,1437
29/05/2021,13/04/2020,1313
29/05/2021,14/04/2020,1555
29/05/2021,15/04/2020,1737
29/05/2021,16/04/2020,1374
29/05/2021,17/04/2020,1339
29/05/2021,18/04/2020,1121
29/05/2021,19/04/2020,886
29/05/2021,20/04/2020,1603
29/05/2021,21/04/2020,1017
29/05/2021,22/04/2020,1031
29/05/2021,23/04/2020,953
29/05/2021,24/04/2020,835
29/05/2021,25/04/2020,736
29/05/2021,26/04/2020,577
29/05/2021,27/04/2020,906
29/05/2021,28/04/2020,661
29/05/2021,29/04/2020,618
29/05/2021,30/04/2020,560
29/05/2021,01/05/2020,558
29/05/2021,02/05/2020,411
29/05/2021,03/05/2020,332
29/05/2021,04/05/2020,447
29/05/2021,05/05/2020,460
29/05/2021,06/05/2020,390
29/05/2021,07/05/2020,363
29/05/2021,08/05/2020,409
29/05/2021,09/05/2020,221
29/05/2021,10/05/2020,277
29/05/2021,11/05/2020,325
29/05/2021,12/05/2020,332
29/05/2021,13/05/2020,283
29/05/2021,14/05/2020,247
29/05/2021,15/05/2020,281
29/05/2021,16/05/2020,190
29/05/2021,17/05/2020,149
29/05/2021,18/05/2020,262
29/05/2021,19/05/2020,211
29/05/2021,20/05/2020,236
29/05/2021,21/05/2020,170
29/05/2021,22/05/2020,156
29/05/2021,23/05/2020,116
29/05/2021,24/05/2020,85
29/05/2021,25/05/2020,181
29/05/2021,26/05/2020,148
29/05/2021,27/05/2020,162
29/05/2021,28/05/2020,117
29/05/2021,29/05/2020,114
29/05/2021,30/05/2020,95
29/05/2021,31/05/2020,62
29/05/2021,01/06/2020,137
29/05/2021,02/06/2020,58
29/05/2021,03/06/2020,113
29/05/2021,04/06/2020,90
29/05/2021,05/06/2020,119
29/05/2021,06/06/2020,77
29/05/2021,07/06/2020,65
29/05/2021,08/06/2020,120
29/05/2021,09/06/2020,100
29/05/2021,10/06/2020,102
29/05/2021,11/06/2020,85
29/05/2021,12/06/2020,100
29/05/2021,13/06/2020,68
29/05/2021,14/06/2020,75
29/05/2021,15/06/2020,103
29/05/2021,16/06/2020,89
29/05/2021,17/06/2020,80
29/05/2021,18/06/2020,75
29/05/2021,19/06/2020,74
29/05/2021,20/06/2020,62
29/05/2021,21/06/2020,58
29/05/2021,22/06/2020,82
29/05/2021,23/06/2020,69
29/05/2021,24/06/2020,91
29/05/2021,25/06/2020,78
29/05/2021,26/06/2020,83
29/05/2021,27/06/2020,63
29/05/2021,28/06/2020,54
29/05/2021,29/06/2020,86
29/05/2021,30/06/2020,67
29/05/2021,01/07/2020,107
29/05/2021,02/07/2020,78
29/05/2021,03/07/2020,66
29/05/2021,04/07/2020,66
29/05/2021,05/07/2020,61
29/05/2021,06/07/2020,94
29/05/2021,07/07/2020,98
29/05/2021,08/07/2020,100
29/05/2021,09/07/2020,80
29/05/2021,10/07/2020,106
29/05/2021,11/07/2020,83
29/05/2021,12/07/2020,72
29/05/2021,13/07/2020,97
29/05/2021,14/07/2020,108
29/05/2021,15/07/2020,97
29/05/2021,16/07/2020,84
29/05/2021,17/07/2020,101
29/05/2021,18/07/2020,92
29/05/2021,19/07/2020,88
29/05/2021,20/07/2020,135
29/05/2021,21/07/2020,119
29/05/2021,22/07/2020,115
29/05/2021,23/07/2020,125
29/05/2021,24/07/2020,111
29/05/2021,25/07/2020,125
29/05/2021,26/07/2020,96
29/05/2021,27/07/2020,130
29/05/2021,28/07/2020,135
29/05/2021,29/07/2020,132
29/05/2021,30/07/2020,117
29/05/2021,31/07/2020,119
29/05/2021,01/08/2020,156
29/05/2021,02/08/2020,121
29/05/2021,03/08/2020,199
29/05/2021,04/08/2020,188
29/05/2021,05/08/2020,207
29/05/2021,06/08/2020,209
29/05/2021,07/08/2020,195
29/05/2021,08/08/2020,243
29/05/2021,09/08/2020,205
29/05/2021,10/08/2020,270
