iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
23/03/2022,29/01/2020,<5
23/03/2022,06/02/2020,<5
23/03/2022,20/02/2020,<5
23/03/2022,21/02/2020,36
23/03/2022,22/02/2020,58
23/03/2022,23/02/2020,77
23/03/2022,24/02/2020,86
23/03/2022,25/02/2020,190
23/03/2022,26/02/2020,278
23/03/2022,27/02/2020,287
23/03/2022,28/02/2020,354
23/03/2022,29/02/2020,373
23/03/2022,01/03/2020,410
23/03/2022,02/03/2020,629
23/03/2022,03/03/2020,802
23/03/2022,04/03/2020,1077
23/03/2022,05/03/2020,1302
23/03/2022,06/03/2020,1530
23/03/2022,07/03/2020,1424
23/03/2022,08/03/2020,1451
23/03/2022,09/03/2020,2240
23/03/2022,10/03/2020,2450
23/03/2022,11/03/2020,2778
23/03/2022,12/03/2020,3144
23/03/2022,13/03/2020,4104
23/03/2022,14/03/2020,3534
23/03/2022,15/03/2020,2850
23/03/2022,16/03/2020,4819
23/03/2022,17/03/2020,5346
23/03/2022,18/03/2020,5692
23/03/2022,19/03/2020,5687
23/03/2022,20/03/2020,6257
23/03/2022,21/03/2020,4921
23/03/2022,22/03/2020,3925
23/03/2022,23/03/2020,6101
23/03/2022,24/03/2020,5916
23/03/2022,25/03/2020,5804
23/03/2022,26/03/2020,5703
23/03/2022,27/03/2020,5795
23/03/2022,28/03/2020,4530
23/03/2022,29/03/2020,3012
23/03/2022,30/03/2020,5084
23/03/2022,31/03/2020,5360
23/03/2022,01/04/2020,5025
23/03/2022,02/04/2020,4775
23/03/2022,03/04/2020,4448
23/03/2022,04/04/2020,3663
23/03/2022,05/04/2020,2601
23/03/2022,06/04/2020,4090
23/03/2022,07/04/2020,4142
23/03/2022,08/04/2020,4795
23/03/2022,09/04/2020,4688
23/03/2022,10/04/2020,5131
23/03/2022,11/04/2020,3430
23/03/2022,12/04/2020,1918
23/03/2022,13/04/2020,2268
23/03/2022,14/04/2020,3279
23/03/2022,15/04/2020,3948
23/03/2022,16/04/2020,3705
23/03/2022,17/04/2020,3499
23/03/2022,18/04/2020,2640
23/03/2022,19/04/2020,1387
23/03/2022,20/04/2020,3005
23/03/2022,21/04/2020,3080
23/03/2022,22/04/2020,2606
23/03/2022,23/04/2020,2812
23/03/2022,24/04/2020,2740
23/03/2022,25/04/2020,1667
23/03/2022,26/04/2020,1017
23/03/2022,27/04/2020,1982
23/03/2022,28/04/2020,2240
23/03/2022,29/04/2020,2329
23/03/2022,30/04/2020,2269
23/03/2022,01/05/2020,1084
23/03/2022,02/05/2020,1021
23/03/2022,03/05/2020,506
23/03/2022,04/05/2020,1456
23/03/2022,05/05/2020,1536
23/03/2022,06/05/2020,1442
23/03/2022,07/05/2020,1390
23/03/2022,08/05/2020,1380
23/03/2022,09/05/2020,731
23/03/2022,10/05/2020,336
23/03/2022,11/05/2020,874
23/03/2022,12/05/2020,915
23/03/2022,13/05/2020,890
23/03/2022,14/05/2020,901
23/03/2022,15/05/2020,791
23/03/2022,16/05/2020,606
23/03/2022,17/05/2020,298
23/03/2022,18/05/2020,655
23/03/2022,19/05/2020,720
23/03/2022,20/05/2020,676
23/03/2022,21/05/2020,621
23/03/2022,22/05/2020,685
23/03/2022,23/05/2020,356
23/03/2022,24/05/2020,147
23/03/2022,25/05/2020,513
23/03/2022,26/05/2020,541
23/03/2022,27/05/2020,523
23/03/2022,28/05/2020,516
23/03/2022,29/05/2020,386
23/03/2022,30/05/2020,286
23/03/2022,31/05/2020,89
23/03/2022,01/06/2020,377
23/03/2022,02/06/2020,87
23/03/2022,03/06/2020,358
23/03/2022,04/06/2020,361
23/03/2022,05/06/2020,385
23/03/2022,06/06/2020,203
23/03/2022,07/06/2020,84
23/03/2022,08/06/2020,300
23/03/2022,09/06/2020,368
23/03/2022,10/06/2020,394
23/03/2022,11/06/2020,449
23/03/2022,12/06/2020,369
23/03/2022,13/06/2020,214
23/03/2022,14/06/2020,68
23/03/2022,15/06/2020,276
23/03/2022,16/06/2020,280
23/03/2022,17/06/2020,302
23/03/2022,18/06/2020,233
23/03/2022,19/06/2020,290
23/03/2022,20/06/2020,165
23/03/2022,21/06/2020,62
23/03/2022,22/06/2020,338
23/03/2022,23/06/2020,288
23/03/2022,24/06/2020,206
23/03/2022,25/06/2020,202
23/03/2022,26/06/2020,184
23/03/2022,27/06/2020,124
23/03/2022,28/06/2020,66
23/03/2022,29/06/2020,230
23/03/2022,30/06/2020,199
23/03/2022,01/07/2020,235
23/03/2022,02/07/2020,247
23/03/2022,03/07/2020,241
23/03/2022,04/07/2020,222
23/03/2022,05/07/2020,77
23/03/2022,06/07/2020,235
23/03/2022,07/07/2020,223
23/03/2022,08/07/2020,285
23/03/2022,09/07/2020,220
23/03/2022,10/07/2020,249
23/03/2022,11/07/2020,163
23/03/2022,12/07/2020,62
23/03/2022,13/07/2020,186
23/03/2022,14/07/2020,238
23/03/2022,15/07/2020,238
23/03/2022,16/07/2020,256
23/03/2022,17/07/2020,282
23/03/2022,18/07/2020,168
23/03/2022,19/07/2020,110
23/03/2022,20/07/2020,317
23/03/2022,21/07/2020,279
23/03/2022,22/07/2020,277
23/03/2022,23/07/2020,270
23/03/2022,24/07/2020,305
23/03/2022,25/07/2020,194
23/03/2022,26/07/2020,92
23/03/2022,27/07/2020,324
23/03/2022,28/07/2020,317
23/03/2022,29/07/2020,470
23/03/2022,30/07/2020,328
23/03/2022,31/07/2020,321
23/03/2022,01/08/2020,202
23/03/2022,02/08/2020,105
23/03/2022,03/08/2020,420
23/03/2022,04/08/2020,393
23/03/2022,05/08/2020,507
23/03/2022,06/08/2020,398
23/03/2022,07/08/2020,497
23/03/2022,08/08/2020,343
23/03/2022,09/08/2020,195
23/03/2022,10/08/2020,500
23/03/2022,11/08/2020,538
23/03/2022,12/08/2020,625
23/03/2022,13/08/2020,549
23/03/2022,14/08/2020,631
23/03/2022,15/08/2020,323
23/03/2022,16/08/2020,298
23/03/2022,17/08/2020,702
23/03/2022,18/08/2020,924
23/03/2022,19/08/2020,1076
23/03/2022,20/08/2020,1166
23/03/2022,21/08/2020,1420
23/03/2022,22/08/2020,1058
23/03/2022,23/08/2020,719
23/03/2022,24/08/2020,1675
23/03/2022,25/08/2020,1592
23/03/2022,26/08/2020,1542
23/03/2022,27/08/2020,1522
23/03/2022,28/08/2020,1461
23/03/2022,29/08/2020,1075
23/03/2022,30/08/2020,576
23/03/2022,31/08/2020,1428
23/03/2022,01/09/2020,1429
23/03/2022,02/09/2020,1626
23/03/2022,03/09/2020,1605
23/03/2022,04/09/2020,1651
23/03/2022,05/09/2020,1153
23/03/2022,06/09/2020,561
23/03/2022,07/09/2020,1555
23/03/2022,08/09/2020,1614
23/03/2022,09/09/2020,1640
23/03/2022,10/09/2020,1667
23/03/2022,11/09/2020,1622
23/03/2022,12/09/2020,1226
23/03/2022,13/09/2020,597
23/03/2022,14/09/2020,1673
23/03/2022,15/09/2020,1829
23/03/2022,16/09/2020,1614
23/03/2022,17/09/2020,1757
23/03/2022,18/09/2020,1925
23/03/2022,19/09/2020,1337
23/03/2022,20/09/2020,657
23/03/2022,21/09/2020,1978
23/03/2022,22/09/2020,1938
23/03/2022,23/09/2020,2054
23/03/2022,24/09/2020,2016
23/03/2022,25/09/2020,2102
23/03/2022,26/09/2020,1504
23/03/2022,27/09/2020,905
23/03/2022,28/09/2020,2278
23/03/2022,29/09/2020,2327
23/03/2022,30/09/2020,2621
23/03/2022,01/10/2020,3055
23/03/2022,02/10/2020,3339
23/03/2022,03/10/2020,2613
23/03/2022,04/10/2020,1764
23/03/2022,05/10/2020,4706
23/03/2022,06/10/2020,4956
23/03/2022,07/10/2020,5484
23/03/2022,08/10/2020,6202
23/03/2022,09/10/2020,6995
23/03/2022,10/10/2020,6068
23/03/2022,11/10/2020,3423
23/03/2022,12/10/2020,9593
23/03/2022,13/10/2020,10470
23/03/2022,14/10/2020,11494
23/03/2022,15/10/2020,12222
23/03/2022,16/10/2020,13811
23/03/2022,17/10/2020,11921
23/03/2022,18/10/2020,6421
23/03/2022,19/10/2020,17648
23/03/2022,20/10/2020,19762
23/03/2022,21/10/2020,22830
23/03/2022,22/10/2020,24248
23/03/2022,23/10/2020,26188
23/03/2022,24/10/2020,20278
23/03/2022,25/10/2020,11345
23/03/2022,26/10/2020,28764
23/03/2022,27/10/2020,31804
23/03/2022,28/10/2020,34251
23/03/2022,29/10/2020,33372
23/03/2022,30/10/2020,35581
23/03/2022,31/10/2020,25831
23/03/2022,01/11/2020,13861
23/03/2022,02/11/2020,35408
23/03/2022,03/11/2020,38402
23/03/2022,04/11/2020,41701
23/03/2022,05/11/2020,40666
23/03/2022,06/11/2020,42014
23/03/2022,07/11/2020,30417
23/03/2022,08/11/2020,15651
23/03/2022,09/11/2020,39328
23/03/2022,10/11/2020,40847
23/03/2022,11/11/2020,39747
23/03/2022,12/11/2020,39272
23/03/2022,13/11/2020,40021
