iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
19/04/2022,29/01/2020,<5
19/04/2022,06/02/2020,<5
19/04/2022,20/02/2020,<5
19/04/2022,21/02/2020,36
19/04/2022,22/02/2020,58
19/04/2022,23/02/2020,77
19/04/2022,24/02/2020,86
19/04/2022,25/02/2020,191
19/04/2022,26/02/2020,277
19/04/2022,27/02/2020,287
19/04/2022,28/02/2020,354
19/04/2022,29/02/2020,373
19/04/2022,01/03/2020,410
19/04/2022,02/03/2020,629
19/04/2022,03/03/2020,802
19/04/2022,04/03/2020,1077
19/04/2022,05/03/2020,1302
19/04/2022,06/03/2020,1530
19/04/2022,07/03/2020,1433
19/04/2022,08/03/2020,1450
19/04/2022,09/03/2020,2240
19/04/2022,10/03/2020,2452
19/04/2022,11/03/2020,2776
19/04/2022,12/03/2020,3144
19/04/2022,13/03/2020,4104
19/04/2022,14/03/2020,3534
19/04/2022,15/03/2020,2850
19/04/2022,16/03/2020,4819
19/04/2022,17/03/2020,5347
19/04/2022,18/03/2020,5691
19/04/2022,19/03/2020,5686
19/04/2022,20/03/2020,6257
19/04/2022,21/03/2020,4920
19/04/2022,22/03/2020,3925
19/04/2022,23/03/2020,6101
19/04/2022,24/03/2020,5916
19/04/2022,25/03/2020,5805
19/04/2022,26/03/2020,5703
19/04/2022,27/03/2020,5791
19/04/2022,28/03/2020,4530
19/04/2022,29/03/2020,3012
19/04/2022,30/03/2020,5085
19/04/2022,31/03/2020,5360
19/04/2022,01/04/2020,5025
19/04/2022,02/04/2020,4775
19/04/2022,03/04/2020,4446
19/04/2022,04/04/2020,3663
19/04/2022,05/04/2020,2601
19/04/2022,06/04/2020,4090
19/04/2022,07/04/2020,4141
19/04/2022,08/04/2020,4796
19/04/2022,09/04/2020,4687
19/04/2022,10/04/2020,5131
19/04/2022,11/04/2020,3430
19/04/2022,12/04/2020,1919
19/04/2022,13/04/2020,2268
19/04/2022,14/04/2020,3280
19/04/2022,15/04/2020,3947
19/04/2022,16/04/2020,3705
19/04/2022,17/04/2020,3499
19/04/2022,18/04/2020,2640
19/04/2022,19/04/2020,1387
19/04/2022,20/04/2020,3006
19/04/2022,21/04/2020,3080
19/04/2022,22/04/2020,2605
19/04/2022,23/04/2020,2811
19/04/2022,24/04/2020,2740
19/04/2022,25/04/2020,1666
19/04/2022,26/04/2020,1017
19/04/2022,27/04/2020,1982
19/04/2022,28/04/2020,2240
19/04/2022,29/04/2020,2328
19/04/2022,30/04/2020,2268
19/04/2022,01/05/2020,1084
19/04/2022,02/05/2020,1021
19/04/2022,03/05/2020,506
19/04/2022,04/05/2020,1456
19/04/2022,05/05/2020,1536
19/04/2022,06/05/2020,1442
19/04/2022,07/05/2020,1390
19/04/2022,08/05/2020,1380
19/04/2022,09/05/2020,731
19/04/2022,10/05/2020,336
19/04/2022,11/05/2020,873
19/04/2022,12/05/2020,915
19/04/2022,13/05/2020,890
19/04/2022,14/05/2020,901
19/04/2022,15/05/2020,791
19/04/2022,16/05/2020,606
19/04/2022,17/05/2020,298
19/04/2022,18/05/2020,655
19/04/2022,19/05/2020,720
19/04/2022,20/05/2020,676
19/04/2022,21/05/2020,621
19/04/2022,22/05/2020,685
19/04/2022,23/05/2020,356
19/04/2022,24/05/2020,147
