iss_date,DATA_INIZIO_SINTOMI,CASI
10/06/2021,28/01/2020,16
10/06/2021,29/01/2020,20
10/06/2021,30/01/2020,26
10/06/2021,31/01/2020,31
10/06/2021,01/02/2020,51
10/06/2021,02/02/2020,41
10/06/2021,03/02/2020,26
10/06/2021,04/02/2020,25
10/06/2021,05/02/2020,30
10/06/2021,06/02/2020,26
10/06/2021,07/02/2020,21
10/06/2021,08/02/2020,15
10/06/2021,09/02/2020,17
10/06/2021,10/02/2020,63
10/06/2021,11/02/2020,30
10/06/2021,12/02/2020,53
10/06/2021,13/02/2020,51
10/06/2021,14/02/2020,67
10/06/2021,15/02/2020,151
10/06/2021,16/02/2020,87
10/06/2021,17/02/2020,140
10/06/2021,18/02/2020,166
10/06/2021,19/02/2020,139
10/06/2021,20/02/2020,408
10/06/2021,21/02/2020,322
10/06/2021,22/02/2020,394
10/06/2021,23/02/2020,515
10/06/2021,24/02/2020,684
10/06/2021,25/02/2020,829
10/06/2021,26/02/2020,747
10/06/2021,27/02/2020,899
10/06/2021,28/02/2020,1223
10/06/2021,29/02/2020,1079
10/06/2021,01/03/2020,2486
10/06/2021,02/03/2020,1960
10/06/2021,03/03/2020,2257
10/06/2021,04/03/2020,1941
10/06/2021,05/03/2020,2635
10/06/2021,06/03/2020,2975
10/06/2021,07/03/2020,3129
10/06/2021,08/03/2020,3678
10/06/2021,09/03/2020,4448
10/06/2021,10/03/2020,6148
10/06/2021,11/03/2020,4222
10/06/2021,12/03/2020,4797
10/06/2021,13/03/2020,5353
10/06/2021,14/03/2020,4713
10/06/2021,15/03/2020,5881
10/06/2021,16/03/2020,5339
10/06/2021,17/03/2020,4529
10/06/2021,18/03/2020,4832
10/06/2021,19/03/2020,4273
10/06/2021,20/03/2020,6145
10/06/2021,21/03/2020,3833
10/06/2021,22/03/2020,3766
10/06/2021,23/03/2020,4380
10/06/2021,24/03/2020,3579
10/06/2021,25/03/2020,3834
10/06/2021,26/03/2020,3314
10/06/2021,27/03/2020,3553
10/06/2021,28/03/2020,3156
10/06/2021,29/03/2020,2383
10/06/2021,30/03/2020,3679
10/06/2021,31/03/2020,2604
10/06/2021,01/04/2020,4078
10/06/2021,02/04/2020,2668
10/06/2021,03/04/2020,2715
10/06/2021,04/04/2020,2323
10/06/2021,05/04/2020,2039
10/06/2021,06/04/2020,2482
10/06/2021,07/04/2020,2246
10/06/2021,08/04/2020,2147
10/06/2021,09/04/2020,2021
10/06/2021,10/04/2020,2735
10/06/2021,11/04/2020,1618
10/06/2021,12/04/2020,1639
10/06/2021,13/04/2020,1512
10/06/2021,14/04/2020,1830
10/06/2021,15/04/2020,2143
10/06/2021,16/04/2020,1643
10/06/2021,17/04/2020,1609
10/06/2021,18/04/2020,1272
10/06/2021,19/04/2020,1018
10/06/2021,20/04/2020,1881
10/06/2021,21/04/2020,1190
10/06/2021,22/04/2020,1208
10/06/2021,23/04/2020,1239
10/06/2021,24/04/2020,1117
10/06/2021,25/04/2020,878
10/06/2021,26/04/2020,661
10/06/2021,27/04/2020,1112
10/06/2021,28/04/2020,865
10/06/2021,29/04/2020,916
10/06/2021,30/04/2020,855
10/06/2021,01/05/2020,695
10/06/2021,02/05/2020,504
10/06/2021,03/05/2020,412
10/06/2021,04/05/2020,647
10/06/2021,05/05/2020,618
10/06/2021,06/05/2020,561
10/06/2021,07/05/2020,489
10/06/2021,08/05/2020,512
10/06/2021,09/05/2020,297
10/06/2021,10/05/2020,340
10/06/2021,11/05/2020,436
10/06/2021,12/05/2020,449
10/06/2021,13/05/2020,378
10/06/2021,14/05/2020,329
10/06/2021,15/05/2020,338
10/06/2021,16/05/2020,236
10/06/2021,17/05/2020,181
10/06/2021,18/05/2020,308
10/06/2021,19/05/2020,255
10/06/2021,20/05/2020,294
10/06/2021,21/05/2020,226
10/06/2021,22/05/2020,190
10/06/2021,23/05/2020,133
10/06/2021,24/05/2020,98
10/06/2021,25/05/2020,226
10/06/2021,26/05/2020,181
10/06/2021,27/05/2020,209
10/06/2021,28/05/2020,165
10/06/2021,29/05/2020,138
10/06/2021,30/05/2020,121
10/06/2021,31/05/2020,67
10/06/2021,01/06/2020,173
10/06/2021,02/06/2020,65
10/06/2021,03/06/2020,134
10/06/2021,04/06/2020,123
10/06/2021,05/06/2020,164
10/06/2021,06/06/2020,96
10/06/2021,07/06/2020,73
10/06/2021,08/06/2020,137
10/06/2021,09/06/2020,122
10/06/2021,10/06/2020,116
10/06/2021,11/06/2020,107
10/06/2021,12/06/2020,121
10/06/2021,13/06/2020,75
10/06/2021,14/06/2020,84
10/06/2021,15/06/2020,122
10/06/2021,16/06/2020,104
10/06/2021,17/06/2020,98
10/06/2021,18/06/2020,92
10/06/2021,19/06/2020,90
10/06/2021,20/06/2020,67
10/06/2021,21/06/2020,64
10/06/2021,22/06/2020,90
10/06/2021,23/06/2020,75
10/06/2021,24/06/2020,99
10/06/2021,25/06/2020,93
10/06/2021,26/06/2020,102
10/06/2021,27/06/2020,79
10/06/2021,28/06/2020,59
10/06/2021,29/06/2020,101
10/06/2021,30/06/2020,72
10/06/2021,01/07/2020,118
10/06/2021,02/07/2020,90
10/06/2021,03/07/2020,75
10/06/2021,04/07/2020,81
10/06/2021,05/07/2020,68
10/06/2021,06/07/2020,104
10/06/2021,07/07/2020,106
10/06/2021,08/07/2020,106
10/06/2021,09/07/2020,84
10/06/2021,10/07/2020,116
10/06/2021,11/07/2020,85
10/06/2021,12/07/2020,77
10/06/2021,13/07/2020,106
10/06/2021,14/07/2020,115
10/06/2021,15/07/2020,102
10/06/2021,16/07/2020,93
10/06/2021,17/07/2020,105
10/06/2021,18/07/2020,97
10/06/2021,19/07/2020,93
10/06/2021,20/07/2020,144
