iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
20/03/2022,28/01/2020,14
20/03/2022,29/01/2020,17
20/03/2022,30/01/2020,27
20/03/2022,31/01/2020,29
20/03/2022,01/02/2020,44
20/03/2022,02/02/2020,35
20/03/2022,03/02/2020,23
20/03/2022,04/02/2020,22
20/03/2022,05/02/2020,28
20/03/2022,06/02/2020,23
20/03/2022,07/02/2020,19
20/03/2022,08/02/2020,16
20/03/2022,09/02/2020,17
20/03/2022,10/02/2020,55
20/03/2022,11/02/2020,24
20/03/2022,12/02/2020,50
20/03/2022,13/02/2020,44
20/03/2022,14/02/2020,63
20/03/2022,15/02/2020,140
20/03/2022,16/02/2020,77
20/03/2022,17/02/2020,136
20/03/2022,18/02/2020,151
20/03/2022,19/02/2020,135
20/03/2022,20/02/2020,385
20/03/2022,21/02/2020,299
20/03/2022,22/02/2020,381
20/03/2022,23/02/2020,465
20/03/2022,24/02/2020,614
20/03/2022,25/02/2020,771
20/03/2022,26/02/2020,688
20/03/2022,27/02/2020,811
20/03/2022,28/02/2020,1137
20/03/2022,29/02/2020,1008
20/03/2022,01/03/2020,2267
20/03/2022,02/03/2020,1797
20/03/2022,03/03/2020,2038
20/03/2022,04/03/2020,1768
20/03/2022,05/03/2020,2383
20/03/2022,06/03/2020,2662
20/03/2022,07/03/2020,2857
20/03/2022,08/03/2020,3376
20/03/2022,09/03/2020,3969
20/03/2022,10/03/2020,5478
20/03/2022,11/03/2020,3752
20/03/2022,12/03/2020,4264
20/03/2022,13/03/2020,4752
20/03/2022,14/03/2020,4096
20/03/2022,15/03/2020,5209
20/03/2022,16/03/2020,4730
20/03/2022,17/03/2020,4050
20/03/2022,18/03/2020,4191
20/03/2022,19/03/2020,3746
20/03/2022,20/03/2020,5402
20/03/2022,21/03/2020,3344
20/03/2022,22/03/2020,3366
20/03/2022,23/03/2020,3814
20/03/2022,24/03/2020,3053
20/03/2022,25/03/2020,3243
20/03/2022,26/03/2020,2778
20/03/2022,27/03/2020,2993
20/03/2022,28/03/2020,2668
20/03/2022,29/03/2020,2085
20/03/2022,30/03/2020,3066
20/03/2022,31/03/2020,2163
20/03/2022,01/04/2020,3387
20/03/2022,02/04/2020,2192
20/03/2022,03/04/2020,2244
20/03/2022,04/04/2020,1906
20/03/2022,05/04/2020,1718
20/03/2022,06/04/2020,1941
20/03/2022,07/04/2020,1831
20/03/2022,08/04/2020,1807
20/03/2022,09/04/2020,1662
20/03/2022,10/04/2020,2181
20/03/2022,11/04/2020,1291
20/03/2022,12/04/2020,1442
20/03/2022,13/04/2020,1311
