iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
20/03/2022,29/01/2020,<5
20/03/2022,06/02/2020,<5
20/03/2022,20/02/2020,<5
20/03/2022,21/02/2020,36
20/03/2022,22/02/2020,58
20/03/2022,23/02/2020,77
20/03/2022,24/02/2020,86
20/03/2022,25/02/2020,190
20/03/2022,26/02/2020,278
20/03/2022,27/02/2020,287
20/03/2022,28/02/2020,354
20/03/2022,29/02/2020,373
20/03/2022,01/03/2020,410
20/03/2022,02/03/2020,629
20/03/2022,03/03/2020,803
20/03/2022,04/03/2020,1077
20/03/2022,05/03/2020,1302
20/03/2022,06/03/2020,1530
20/03/2022,07/03/2020,1422
20/03/2022,08/03/2020,1451
20/03/2022,09/03/2020,2240
20/03/2022,10/03/2020,2449
20/03/2022,11/03/2020,2779
20/03/2022,12/03/2020,3144
20/03/2022,13/03/2020,4105
20/03/2022,14/03/2020,3534
20/03/2022,15/03/2020,2850
20/03/2022,16/03/2020,4819
20/03/2022,17/03/2020,5346
20/03/2022,18/03/2020,5692
20/03/2022,19/03/2020,5687
20/03/2022,20/03/2020,6257
20/03/2022,21/03/2020,4922
20/03/2022,22/03/2020,3925
20/03/2022,23/03/2020,6101
20/03/2022,24/03/2020,5916
20/03/2022,25/03/2020,5804
20/03/2022,26/03/2020,5704
20/03/2022,27/03/2020,5795
20/03/2022,28/03/2020,4531
20/03/2022,29/03/2020,3012
20/03/2022,30/03/2020,5085
20/03/2022,31/03/2020,5360
20/03/2022,01/04/2020,5025
20/03/2022,02/04/2020,4775
20/03/2022,03/04/2020,4448
20/03/2022,04/04/2020,3663
20/03/2022,05/04/2020,2601
20/03/2022,06/04/2020,4090
20/03/2022,07/04/2020,4142
20/03/2022,08/04/2020,4795
20/03/2022,09/04/2020,4688
20/03/2022,10/04/2020,5132
20/03/2022,11/04/2020,3430
20/03/2022,12/04/2020,1918
20/03/2022,13/04/2020,2268
20/03/2022,14/04/2020,3279
20/03/2022,15/04/2020,3948
20/03/2022,16/04/2020,3705
20/03/2022,17/04/2020,3499
20/03/2022,18/04/2020,2640
20/03/2022,19/04/2020,1387
20/03/2022,20/04/2020,3005
20/03/2022,21/04/2020,3080
20/03/2022,22/04/2020,2606
20/03/2022,23/04/2020,2812
20/03/2022,24/04/2020,2739
20/03/2022,25/04/2020,1667
20/03/2022,26/04/2020,1017
20/03/2022,27/04/2020,1982
20/03/2022,28/04/2020,2240
20/03/2022,29/04/2020,2329
20/03/2022,30/04/2020,2269
20/03/2022,01/05/2020,1084
20/03/2022,02/05/2020,1021
20/03/2022,03/05/2020,506
20/03/2022,04/05/2020,1456
20/03/2022,05/05/2020,1536
20/03/2022,06/05/2020,1442
20/03/2022,07/05/2020,1390
20/03/2022,08/05/2020,1380
20/03/2022,09/05/2020,731
20/03/2022,10/05/2020,336
20/03/2022,11/05/2020,874
20/03/2022,12/05/2020,915
20/03/2022,13/05/2020,890
20/03/2022,14/05/2020,901
20/03/2022,15/05/2020,791
20/03/2022,16/05/2020,606
20/03/2022,17/05/2020,298
20/03/2022,18/05/2020,655
20/03/2022,19/05/2020,720
20/03/2022,20/05/2020,676
20/03/2022,21/05/2020,621
20/03/2022,22/05/2020,685
20/03/2022,23/05/2020,356
20/03/2022,24/05/2020,147
20/03/2022,25/05/2020,513
20/03/2022,26/05/2020,541
20/03/2022,27/05/2020,523
20/03/2022,28/05/2020,516
20/03/2022,29/05/2020,386
20/03/2022,30/05/2020,286
20/03/2022,31/05/2020,89
20/03/2022,01/06/2020,377
20/03/2022,02/06/2020,87
20/03/2022,03/06/2020,358
20/03/2022,04/06/2020,361
20/03/2022,05/06/2020,385
20/03/2022,06/06/2020,203
20/03/2022,07/06/2020,84
20/03/2022,08/06/2020,300
20/03/2022,09/06/2020,368
20/03/2022,10/06/2020,394
20/03/2022,11/06/2020,449
20/03/2022,12/06/2020,369
20/03/2022,13/06/2020,214
20/03/2022,14/06/2020,68
20/03/2022,15/06/2020,276
20/03/2022,16/06/2020,280
20/03/2022,17/06/2020,302
20/03/2022,18/06/2020,233
20/03/2022,19/06/2020,290
20/03/2022,20/06/2020,165
20/03/2022,21/06/2020,62
20/03/2022,22/06/2020,338
