iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
05/02/2021,29/01/2020,<5
05/02/2021,06/02/2020,<5
05/02/2021,20/02/2020,<5
05/02/2021,21/02/2020,34
05/02/2021,22/02/2020,56
05/02/2021,23/02/2020,74
05/02/2021,24/02/2020,85
05/02/2021,25/02/2020,189
05/02/2021,26/02/2020,277
05/02/2021,27/02/2020,283
05/02/2021,28/02/2020,353
05/02/2021,29/02/2020,374
05/02/2021,01/03/2020,410
05/02/2021,02/03/2020,630
05/02/2021,03/03/2020,803
05/02/2021,04/03/2020,1074
05/02/2021,05/03/2020,1305
05/02/2021,06/03/2020,1525
05/02/2021,07/03/2020,1409
05/02/2021,08/03/2020,1453
05/02/2021,09/03/2020,2242
05/02/2021,10/03/2020,2462
05/02/2021,11/03/2020,2761
05/02/2021,12/03/2020,3140
05/02/2021,13/03/2020,4105
05/02/2021,14/03/2020,3535
05/02/2021,15/03/2020,2849
05/02/2021,16/03/2020,4808
05/02/2021,17/03/2020,5335
05/02/2021,18/03/2020,5691
05/02/2021,19/03/2020,5685
05/02/2021,20/03/2020,6237
05/02/2021,21/03/2020,4909
05/02/2021,22/03/2020,3931
05/02/2021,23/03/2020,6084
05/02/2021,24/03/2020,5915
05/02/2021,25/03/2020,5775
05/02/2021,26/03/2020,5671
05/02/2021,27/03/2020,5761
05/02/2021,28/03/2020,4505
05/02/2021,29/03/2020,2960
05/02/2021,30/03/2020,5065
05/02/2021,31/03/2020,5343
05/02/2021,01/04/2020,4995
05/02/2021,02/04/2020,4720
05/02/2021,03/04/2020,4441
05/02/2021,04/04/2020,3644
05/02/2021,05/04/2020,2593
05/02/2021,06/04/2020,4081
05/02/2021,07/04/2020,4140
05/02/2021,08/04/2020,4790
05/02/2021,09/04/2020,4671
05/02/2021,10/04/2020,5121
05/02/2021,11/04/2020,3410
05/02/2021,12/04/2020,1914
05/02/2021,13/04/2020,2264
05/02/2021,14/04/2020,3274
05/02/2021,15/04/2020,3950
05/02/2021,16/04/2020,3697
05/02/2021,17/04/2020,3496
05/02/2021,18/04/2020,2635
05/02/2021,19/04/2020,1387
05/02/2021,20/04/2020,3001
05/02/2021,21/04/2020,3069
05/02/2021,22/04/2020,2605
05/02/2021,23/04/2020,2801
05/02/2021,24/04/2020,2736
05/02/2021,25/04/2020,1664
05/02/2021,26/04/2020,1018
