iss_date,DATA_INIZIO_SINTOMI,CASI
05/02/2021,28/01/2020,20
05/02/2021,29/01/2020,25
05/02/2021,30/01/2020,32
05/02/2021,31/01/2020,32
05/02/2021,01/02/2020,57
05/02/2021,02/02/2020,38
05/02/2021,03/02/2020,25
05/02/2021,04/02/2020,24
05/02/2021,05/02/2020,30
05/02/2021,06/02/2020,27
05/02/2021,07/02/2020,19
05/02/2021,08/02/2020,14
05/02/2021,09/02/2020,18
05/02/2021,10/02/2020,62
05/02/2021,11/02/2020,27
05/02/2021,12/02/2020,50
05/02/2021,13/02/2020,49
05/02/2021,14/02/2020,65
05/02/2021,15/02/2020,147
05/02/2021,16/02/2020,83
05/02/2021,17/02/2020,139
05/02/2021,18/02/2020,165
05/02/2021,19/02/2020,142
05/02/2021,20/02/2020,403
05/02/2021,21/02/2020,314
05/02/2021,22/02/2020,385
05/02/2021,23/02/2020,508
05/02/2021,24/02/2020,683
05/02/2021,25/02/2020,825
05/02/2021,26/02/2020,742
05/02/2021,27/02/2020,893
05/02/2021,28/02/2020,1213
05/02/2021,29/02/2020,1077
05/02/2021,01/03/2020,2471
05/02/2021,02/03/2020,1951
05/02/2021,03/03/2020,2253
05/02/2021,04/03/2020,1945
05/02/2021,05/03/2020,2635
05/02/2021,06/03/2020,2977
05/02/2021,07/03/2020,3124
05/02/2021,08/03/2020,3670
05/02/2021,09/03/2020,4445
05/02/2021,10/03/2020,6159
05/02/2021,11/03/2020,4236
05/02/2021,12/03/2020,4788
05/02/2021,13/03/2020,5360
05/02/2021,14/03/2020,4719
05/02/2021,15/03/2020,5880
05/02/2021,16/03/2020,5337
05/02/2021,17/03/2020,4531
05/02/2021,18/03/2020,4827
05/02/2021,19/03/2020,4278
05/02/2021,20/03/2020,6149
05/02/2021,21/03/2020,3839
05/02/2021,22/03/2020,3773
05/02/2021,23/03/2020,4403
05/02/2021,24/03/2020,3574
05/02/2021,25/03/2020,3837
05/02/2021,26/03/2020,3321
05/02/2021,27/03/2020,3561
05/02/2021,28/03/2020,3157
05/02/2021,29/03/2020,2385
05/02/2021,30/03/2020,3669
05/02/2021,31/03/2020,2609
05/02/2021,01/04/2020,4087
05/02/2021,02/04/2020,2678
05/02/2021,03/04/2020,2723
05/02/2021,04/04/2020,2329
05/02/2021,05/04/2020,2045
05/02/2021,06/04/2020,2489
05/02/2021,07/04/2020,2259
05/02/2021,08/04/2020,2148
05/02/2021,09/04/2020,2034
05/02/2021,10/04/2020,2748
05/02/2021,11/04/2020,1624
05/02/2021,12/04/2020,1643
05/02/2021,13/04/2020,1512
05/02/2021,14/04/2020,1839
05/02/2021,15/04/2020,2154
05/02/2021,16/04/2020,1645
05/02/2021,17/04/2020,1617
05/02/2021,18/04/2020,1281
05/02/2021,19/04/2020,1015
05/02/2021,20/04/2020,1898
05/02/2021,21/04/2020,1198
05/02/2021,22/04/2020,1213
05/02/2021,23/04/2020,1242
05/02/2021,24/04/2020,1129
05/02/2021,25/04/2020,880
05/02/2021,26/04/2020,664
05/02/2021,27/04/2020,1119
05/02/2021,28/04/2020,879
05/02/2021,29/04/2020,921
05/02/2021,30/04/2020,856
05/02/2021,01/05/2020,692
05/02/2021,02/05/2020,503
05/02/2021,03/05/2020,407
05/02/2021,04/05/2020,650
05/02/2021,05/05/2020,631
05/02/2021,06/05/2020,565
05/02/2021,07/05/2020,490
05/02/2021,08/05/2020,511
05/02/2021,09/05/2020,293
05/02/2021,10/05/2020,337
05/02/2021,11/05/2020,427
05/02/2021,12/05/2020,447
05/02/2021,13/05/2020,380
05/02/2021,14/05/2020,327
05/02/2021,15/05/2020,350
05/02/2021,16/05/2020,234
05/02/2021,17/05/2020,189
05/02/2021,18/05/2020,311
05/02/2021,19/05/2020,250
05/02/2021,20/05/2020,291
05/02/2021,21/05/2020,220
05/02/2021,22/05/2020,190
05/02/2021,23/05/2020,129
05/02/2021,24/05/2020,96
05/02/2021,25/05/2020,226
05/02/2021,26/05/2020,178
05/02/2021,27/05/2020,206
05/02/2021,28/05/2020,158
05/02/2021,29/05/2020,141
05/02/2021,30/05/2020,119
05/02/2021,31/05/2020,64
05/02/2021,01/06/2020,177
05/02/2021,02/06/2020,66
05/02/2021,03/06/2020,136
05/02/2021,04/06/2020,123
05/02/2021,05/06/2020,164
05/02/2021,06/06/2020,93
05/02/2021,07/06/2020,71
05/02/2021,08/06/2020,133
05/02/2021,09/06/2020,124
05/02/2021,10/06/2020,124
05/02/2021,11/06/2020,102
05/02/2021,12/06/2020,125
05/02/2021,13/06/2020,72
05/02/2021,14/06/2020,87
