iss_date,DATARICOVERO1,RICOVERI
12/03/2022,20/02/2020,92
12/03/2022,21/02/2020,124
12/03/2022,22/02/2020,107
12/03/2022,23/02/2020,151
12/03/2022,24/02/2020,191
12/03/2022,25/02/2020,268
12/03/2022,26/02/2020,273
12/03/2022,27/02/2020,317
12/03/2022,28/02/2020,380
12/03/2022,29/02/2020,374
12/03/2022,01/03/2020,441
12/03/2022,02/03/2020,669
12/03/2022,03/03/2020,816
12/03/2022,04/03/2020,915
12/03/2022,05/03/2020,1097
12/03/2022,06/03/2020,1228
12/03/2022,07/03/2020,1203
12/03/2022,08/03/2020,1161
12/03/2022,09/03/2020,1458
12/03/2022,10/03/2020,1586
12/03/2022,11/03/2020,1757
12/03/2022,12/03/2020,1909
12/03/2022,13/03/2020,2332
12/03/2022,14/03/2020,1996
12/03/2022,15/03/2020,1909
12/03/2022,16/03/2020,2489
12/03/2022,17/03/2020,2669
12/03/2022,18/03/2020,2710
12/03/2022,19/03/2020,2787
12/03/2022,20/03/2020,2861
12/03/2022,21/03/2020,2546
12/03/2022,22/03/2020,2197
12/03/2022,23/03/2020,2715
12/03/2022,24/03/2020,2623
12/03/2022,25/03/2020,2318
12/03/2022,26/03/2020,2126
12/03/2022,27/03/2020,2237
12/03/2022,28/03/2020,1751
12/03/2022,29/03/2020,1440
12/03/2022,30/03/2020,1685
12/03/2022,31/03/2020,1589
12/03/2022,01/04/2020,1506
12/03/2022,02/04/2020,1465
12/03/2022,03/04/2020,1267
12/03/2022,04/04/2020,1028
12/03/2022,05/04/2020,841
12/03/2022,06/04/2020,1025
12/03/2022,07/04/2020,1032
12/03/2022,08/04/2020,1046
12/03/2022,09/04/2020,1001
12/03/2022,10/04/2020,924
12/03/2022,11/04/2020,822
12/03/2022,12/04/2020,668
12/03/2022,13/04/2020,625
12/03/2022,14/04/2020,860
12/03/2022,15/04/2020,711
12/03/2022,16/04/2020,710
12/03/2022,17/04/2020,721
12/03/2022,18/04/2020,573
12/03/2022,19/04/2020,469
12/03/2022,20/04/2020,665
12/03/2022,21/04/2020,604
12/03/2022,22/04/2020,606
12/03/2022,23/04/2020,589
12/03/2022,24/04/2020,554
12/03/2022,25/04/2020,430
12/03/2022,26/04/2020,362
12/03/2022,27/04/2020,443
12/03/2022,28/04/2020,439
12/03/2022,29/04/2020,417
12/03/2022,30/04/2020,373
12/03/2022,01/05/2020,277
12/03/2022,02/05/2020,244
12/03/2022,03/05/2020,186
12/03/2022,04/05/2020,298
12/03/2022,05/05/2020,289
12/03/2022,06/05/2020,295
12/03/2022,07/05/2020,286
12/03/2022,08/05/2020,282
12/03/2022,09/05/2020,172
12/03/2022,10/05/2020,164
12/03/2022,11/05/2020,247
12/03/2022,12/05/2020,183
12/03/2022,13/05/2020,196
12/03/2022,14/05/2020,204
12/03/2022,15/05/2020,210
12/03/2022,16/05/2020,138
12/03/2022,17/05/2020,124
12/03/2022,18/05/2020,163
12/03/2022,19/05/2020,151
12/03/2022,20/05/2020,146
12/03/2022,21/05/2020,120
