iss_date,DATA_DECESSO,DECESSI
12/03/2022,20/02/2020,<5
12/03/2022,21/02/2020,<5
12/03/2022,22/02/2020,<5
12/03/2022,23/02/2020,<5
12/03/2022,24/02/2020,5
12/03/2022,25/02/2020,10
12/03/2022,26/02/2020,6
12/03/2022,27/02/2020,9
12/03/2022,28/02/2020,11
12/03/2022,29/02/2020,15
12/03/2022,01/03/2020,26
12/03/2022,02/03/2020,25
12/03/2022,03/03/2020,56
12/03/2022,04/03/2020,56
12/03/2022,05/03/2020,80
12/03/2022,06/03/2020,111
12/03/2022,07/03/2020,170
12/03/2022,08/03/2020,178
12/03/2022,09/03/2020,225
12/03/2022,10/03/2020,284
12/03/2022,11/03/2020,312
12/03/2022,12/03/2020,324
12/03/2022,13/03/2020,379
12/03/2022,14/03/2020,447
12/03/2022,15/03/2020,433
12/03/2022,16/03/2020,511
12/03/2022,17/03/2020,574
12/03/2022,18/03/2020,643
12/03/2022,19/03/2020,656
12/03/2022,20/03/2020,753
12/03/2022,21/03/2020,820
12/03/2022,22/03/2020,814
12/03/2022,23/03/2020,860
12/03/2022,24/03/2020,823
12/03/2022,25/03/2020,871
12/03/2022,26/03/2020,837
12/03/2022,27/03/2020,882
12/03/2022,28/03/2020,926
12/03/2022,29/03/2020,766
12/03/2022,30/03/2020,791
12/03/2022,31/03/2020,710
12/03/2022,01/04/2020,714
12/03/2022,02/04/2020,693
12/03/2022,03/04/2020,677
12/03/2022,04/04/2020,640
12/03/2022,05/04/2020,603
12/03/2022,06/04/2020,594
12/03/2022,07/04/2020,612
12/03/2022,08/04/2020,604
12/03/2022,09/04/2020,547
12/03/2022,10/04/2020,609
12/03/2022,11/04/2020,586
12/03/2022,12/04/2020,580
12/03/2022,13/04/2020,532
12/03/2022,14/04/2020,539
12/03/2022,15/04/2020,511
12/03/2022,16/04/2020,449
12/03/2022,17/04/2020,477
12/03/2022,18/04/2020,463
12/03/2022,19/04/2020,463
12/03/2022,20/04/2020,446
12/03/2022,21/04/2020,366
12/03/2022,22/04/2020,385
12/03/2022,23/04/2020,356
12/03/2022,24/04/2020,386
12/03/2022,25/04/2020,358
12/03/2022,26/04/2020,319
12/03/2022,27/04/2020,330
12/03/2022,28/04/2020,314
12/03/2022,29/04/2020,299
12/03/2022,30/04/2020,261
