iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
12/03/2022,29/01/2020,<5
12/03/2022,06/02/2020,<5
12/03/2022,20/02/2020,<5
12/03/2022,21/02/2020,36
12/03/2022,22/02/2020,58
12/03/2022,23/02/2020,77
12/03/2022,24/02/2020,86
12/03/2022,25/02/2020,190
12/03/2022,26/02/2020,278
12/03/2022,27/02/2020,287
12/03/2022,28/02/2020,354
12/03/2022,29/02/2020,373
12/03/2022,01/03/2020,410
12/03/2022,02/03/2020,629
12/03/2022,03/03/2020,803
12/03/2022,04/03/2020,1077
12/03/2022,05/03/2020,1302
12/03/2022,06/03/2020,1530
12/03/2022,07/03/2020,1419
12/03/2022,08/03/2020,1451
12/03/2022,09/03/2020,2240
12/03/2022,10/03/2020,2449
12/03/2022,11/03/2020,2779
12/03/2022,12/03/2020,3144
12/03/2022,13/03/2020,4105
12/03/2022,14/03/2020,3534
12/03/2022,15/03/2020,2850
12/03/2022,16/03/2020,4820
12/03/2022,17/03/2020,5347
12/03/2022,18/03/2020,5692
12/03/2022,19/03/2020,5688
12/03/2022,20/03/2020,6257
12/03/2022,21/03/2020,4922
12/03/2022,22/03/2020,3925
12/03/2022,23/03/2020,6101
12/03/2022,24/03/2020,5916
12/03/2022,25/03/2020,5804
12/03/2022,26/03/2020,5704
12/03/2022,27/03/2020,5795
12/03/2022,28/03/2020,4531
12/03/2022,29/03/2020,3012
12/03/2022,30/03/2020,5085
12/03/2022,31/03/2020,5360
12/03/2022,01/04/2020,5025
12/03/2022,02/04/2020,4775
12/03/2022,03/04/2020,4448
12/03/2022,04/04/2020,3663
12/03/2022,05/04/2020,2601
12/03/2022,06/04/2020,4090
12/03/2022,07/04/2020,4143
12/03/2022,08/04/2020,4796
12/03/2022,09/04/2020,4688
12/03/2022,10/04/2020,5132
12/03/2022,11/04/2020,3430
12/03/2022,12/04/2020,1918
12/03/2022,13/04/2020,2268
12/03/2022,14/04/2020,3279
12/03/2022,15/04/2020,3948
12/03/2022,16/04/2020,3705
12/03/2022,17/04/2020,3499
12/03/2022,18/04/2020,2640
12/03/2022,19/04/2020,1387
12/03/2022,20/04/2020,3005
12/03/2022,21/04/2020,3079
12/03/2022,22/04/2020,2606
12/03/2022,23/04/2020,2812
12/03/2022,24/04/2020,2739
12/03/2022,25/04/2020,1667
12/03/2022,26/04/2020,1017
12/03/2022,27/04/2020,1982
12/03/2022,28/04/2020,2240
12/03/2022,29/04/2020,2329
12/03/2022,30/04/2020,2269
12/03/2022,01/05/2020,1084
12/03/2022,02/05/2020,1021
