iss_date,DATA_INIZIO_SINTOMI,CASI
06/01/2021,28/01/2020,10
06/01/2021,29/01/2020,21
06/01/2021,30/01/2020,24
06/01/2021,31/01/2020,22
06/01/2021,01/02/2020,52
06/01/2021,02/02/2020,38
06/01/2021,03/02/2020,24
06/01/2021,04/02/2020,24
06/01/2021,05/02/2020,30
06/01/2021,06/02/2020,26
06/01/2021,07/02/2020,19
06/01/2021,08/02/2020,14
06/01/2021,09/02/2020,16
06/01/2021,10/02/2020,62
06/01/2021,11/02/2020,27
06/01/2021,12/02/2020,50
06/01/2021,13/02/2020,48
06/01/2021,14/02/2020,65
06/01/2021,15/02/2020,146
06/01/2021,16/02/2020,85
06/01/2021,17/02/2020,139
06/01/2021,18/02/2020,164
06/01/2021,19/02/2020,140
06/01/2021,20/02/2020,404
06/01/2021,21/02/2020,315
06/01/2021,22/02/2020,389
06/01/2021,23/02/2020,510
06/01/2021,24/02/2020,677
06/01/2021,25/02/2020,822
06/01/2021,26/02/2020,743
06/01/2021,27/02/2020,890
06/01/2021,28/02/2020,1210
06/01/2021,29/02/2020,1081
06/01/2021,01/03/2020,2477
06/01/2021,02/03/2020,1956
06/01/2021,03/03/2020,2254
06/01/2021,04/03/2020,1945
06/01/2021,05/03/2020,2636
06/01/2021,06/03/2020,2975
06/01/2021,07/03/2020,3135
06/01/2021,08/03/2020,3674
06/01/2021,09/03/2020,4438
06/01/2021,10/03/2020,6151
06/01/2021,11/03/2020,4230
06/01/2021,12/03/2020,4783
06/01/2021,13/03/2020,5362
06/01/2021,14/03/2020,4711
06/01/2021,15/03/2020,5881
06/01/2021,16/03/2020,5336
06/01/2021,17/03/2020,4529
06/01/2021,18/03/2020,4823
06/01/2021,19/03/2020,4283
06/01/2021,20/03/2020,6150
06/01/2021,21/03/2020,3843
06/01/2021,22/03/2020,3765
06/01/2021,23/03/2020,4397
06/01/2021,24/03/2020,3571
06/01/2021,25/03/2020,3837
06/01/2021,26/03/2020,3314
06/01/2021,27/03/2020,3559
06/01/2021,28/03/2020,3151
06/01/2021,29/03/2020,2385
06/01/2021,30/03/2020,3664
06/01/2021,31/03/2020,2603
06/01/2021,01/04/2020,4083
06/01/2021,02/04/2020,2671
06/01/2021,03/04/2020,2715
06/01/2021,04/04/2020,2328
06/01/2021,05/04/2020,2039
06/01/2021,06/04/2020,2486
06/01/2021,07/04/2020,2253
06/01/2021,08/04/2020,2142
06/01/2021,09/04/2020,2030
06/01/2021,10/04/2020,2749
06/01/2021,11/04/2020,1618
06/01/2021,12/04/2020,1641
06/01/2021,13/04/2020,1507
06/01/2021,14/04/2020,1839
06/01/2021,15/04/2020,2157
06/01/2021,16/04/2020,1653
06/01/2021,17/04/2020,1617
06/01/2021,18/04/2020,1283
06/01/2021,19/04/2020,1015
06/01/2021,20/04/2020,1898
06/01/2021,21/04/2020,1197
06/01/2021,22/04/2020,1208
06/01/2021,23/04/2020,1240
06/01/2021,24/04/2020,1134
06/01/2021,25/04/2020,886
06/01/2021,26/04/2020,664
06/01/2021,27/04/2020,1116
06/01/2021,28/04/2020,875
06/01/2021,29/04/2020,932
06/01/2021,30/04/2020,856
06/01/2021,01/05/2020,690
06/01/2021,02/05/2020,505
06/01/2021,03/05/2020,408
06/01/2021,04/05/2020,647
06/01/2021,05/05/2020,627
06/01/2021,06/05/2020,562
06/01/2021,07/05/2020,489
06/01/2021,08/05/2020,510
06/01/2021,09/05/2020,293
06/01/2021,10/05/2020,336
06/01/2021,11/05/2020,424
06/01/2021,12/05/2020,446
06/01/2021,13/05/2020,375
06/01/2021,14/05/2020,321
06/01/2021,15/05/2020,350
06/01/2021,16/05/2020,230
06/01/2021,17/05/2020,184
06/01/2021,18/05/2020,307
06/01/2021,19/05/2020,244
06/01/2021,20/05/2020,285
06/01/2021,21/05/2020,213
06/01/2021,22/05/2020,185
06/01/2021,23/05/2020,128
06/01/2021,24/05/2020,89
06/01/2021,25/05/2020,217
06/01/2021,26/05/2020,176
06/01/2021,27/05/2020,203
06/01/2021,28/05/2020,157
06/01/2021,29/05/2020,138
06/01/2021,30/05/2020,116
06/01/2021,31/05/2020,63
06/01/2021,01/06/2020,173
06/01/2021,02/06/2020,64
06/01/2021,03/06/2020,134
06/01/2021,04/06/2020,119
06/01/2021,05/06/2020,160
06/01/2021,06/06/2020,91
06/01/2021,07/06/2020,69
06/01/2021,08/06/2020,131
06/01/2021,09/06/2020,120
06/01/2021,10/06/2020,119
06/01/2021,11/06/2020,98
06/01/2021,12/06/2020,122
06/01/2021,13/06/2020,71
06/01/2021,14/06/2020,83
06/01/2021,15/06/2020,113
06/01/2021,16/06/2020,98
06/01/2021,17/06/2020,93
06/01/2021,18/06/2020,91
06/01/2021,19/06/2020,86
06/01/2021,20/06/2020,63
06/01/2021,21/06/2020,59
06/01/2021,22/06/2020,88
06/01/2021,23/06/2020,72
06/01/2021,24/06/2020,89
06/01/2021,25/06/2020,88
06/01/2021,26/06/2020,94
06/01/2021,27/06/2020,75
06/01/2021,28/06/2020,55
06/01/2021,29/06/2020,100
06/01/2021,30/06/2020,67
06/01/2021,01/07/2020,114
06/01/2021,02/07/2020,92
06/01/2021,03/07/2020,73
06/01/2021,04/07/2020,79
06/01/2021,05/07/2020,66
06/01/2021,06/07/2020,100
06/01/2021,07/07/2020,102
06/01/2021,08/07/2020,106
06/01/2021,09/07/2020,85
06/01/2021,10/07/2020,111
06/01/2021,11/07/2020,82
06/01/2021,12/07/2020,75
06/01/2021,13/07/2020,106
06/01/2021,14/07/2020,116
06/01/2021,15/07/2020,101
06/01/2021,16/07/2020,88
06/01/2021,17/07/2020,104
06/01/2021,18/07/2020,93
06/01/2021,19/07/2020,89
06/01/2021,20/07/2020,139
06/01/2021,21/07/2020,123
06/01/2021,22/07/2020,117
06/01/2021,23/07/2020,133
06/01/2021,24/07/2020,116
06/01/2021,25/07/2020,129
06/01/2021,26/07/2020,93
06/01/2021,27/07/2020,133
06/01/2021,28/07/2020,139
06/01/2021,29/07/2020,134
06/01/2021,30/07/2020,124
06/01/2021,31/07/2020,126
06/01/2021,01/08/2020,159
06/01/2021,02/08/2020,121
06/01/2021,03/08/2020,211
06/01/2021,04/08/2020,193
06/01/2021,05/08/2020,212
06/01/2021,06/08/2020,217
06/01/2021,07/08/2020,217
06/01/2021,08/08/2020,251
06/01/2021,09/08/2020,211
06/01/2021,10/08/2020,295
06/01/2021,11/08/2020,268
06/01/2021,12/08/2020,282
06/01/2021,13/08/2020,306
06/01/2021,14/08/2020,310
06/01/2021,15/08/2020,348
06/01/2021,16/08/2020,366
06/01/2021,17/08/2020,563
06/01/2021,18/08/2020,628
06/01/2021,19/08/2020,567
06/01/2021,20/08/2020,587
06/01/2021,21/08/2020,619
06/01/2021,22/08/2020,581
06/01/2021,23/08/2020,596
06/01/2021,24/08/2020,680
06/01/2021,25/08/2020,634
06/01/2021,26/08/2020,627
06/01/2021,27/08/2020,578
06/01/2021,28/08/2020,591
06/01/2021,29/08/2020,436
06/01/2021,30/08/2020,430
06/01/2021,31/08/2020,563
06/01/2021,01/09/2020,732
06/01/2021,02/09/2020,637
06/01/2021,03/09/2020,587
06/01/2021,04/09/2020,647
06/01/2021,05/09/2020,546
06/01/2021,06/09/2020,519
06/01/2021,07/09/2020,814
06/01/2021,08/09/2020,687
06/01/2021,09/09/2020,680
06/01/2021,10/09/2020,768
06/01/2021,11/09/2020,658
06/01/2021,12/09/2020,641
06/01/2021,13/09/2020,596
06/01/2021,14/09/2020,894
06/01/2021,15/09/2020,874
06/01/2021,16/09/2020,819
06/01/2021,17/09/2020,833
06/01/2021,18/09/2020,849
06/01/2021,19/09/2020,834
06/01/2021,20/09/2020,830
06/01/2021,21/09/2020,967
06/01/2021,22/09/2020,956
06/01/2021,23/09/2020,878
06/01/2021,24/09/2020,860
06/01/2021,25/09/2020,985
06/01/2021,26/09/2020,943
06/01/2021,27/09/2020,973
06/01/2021,28/09/2020,1360
06/01/2021,29/09/2020,1307
06/01/2021,30/09/2020,1736
06/01/2021,01/10/2020,2335
06/01/2021,02/10/2020,2296
06/01/2021,03/10/2020,2388
06/01/2021,04/10/2020,2356
06/01/2021,05/10/2020,3401
06/01/2021,06/10/2020,3203
06/01/2021,07/10/2020,3747
06/01/2021,08/10/2020,4086
06/01/2021,09/10/2020,4608
06/01/2021,10/10/2020,5032
06/01/2021,11/10/2020,4391
06/01/2021,12/10/2020,7085
06/01/2021,13/10/2020,6790
06/01/2021,14/10/2020,7428
06/01/2021,15/10/2020,8270
06/01/2021,16/10/2020,9434
06/01/2021,17/10/2020,9071
06/01/2021,18/10/2020,9125
06/01/2021,19/10/2020,13038
06/01/2021,20/10/2020,13945
06/01/2021,21/10/2020,13350
06/01/2021,22/10/2020,13438
06/01/2021,23/10/2020,15297
06/01/2021,24/10/2020,13947
06/01/2021,25/10/2020,14097
06/01/2021,26/10/2020,19656
06/01/2021,27/10/2020,17414
06/01/2021,28/10/2020,18289
06/01/2021,29/10/2020,18777
06/01/2021,30/10/2020,18494
