iss_date,DATA_DECESSO,DECESSI
06/01/2021,21/02/2020,<5
06/01/2021,22/02/2020,<5
06/01/2021,23/02/2020,<5
06/01/2021,24/02/2020,<5
06/01/2021,25/02/2020,8
06/01/2021,26/02/2020,6
06/01/2021,27/02/2020,8
06/01/2021,28/02/2020,11
06/01/2021,29/02/2020,15
06/01/2021,01/03/2020,26
06/01/2021,02/03/2020,24
06/01/2021,03/03/2020,56
06/01/2021,04/03/2020,56
06/01/2021,05/03/2020,81
06/01/2021,06/03/2020,111
06/01/2021,07/03/2020,168
06/01/2021,08/03/2020,176
06/01/2021,09/03/2020,226
06/01/2021,10/03/2020,280
06/01/2021,11/03/2020,312
06/01/2021,12/03/2020,324
06/01/2021,13/03/2020,378
06/01/2021,14/03/2020,445
06/01/2021,15/03/2020,435
06/01/2021,16/03/2020,512
06/01/2021,17/03/2020,574
06/01/2021,18/03/2020,645
06/01/2021,19/03/2020,654
06/01/2021,20/03/2020,755
06/01/2021,21/03/2020,817
06/01/2021,22/03/2020,817
06/01/2021,23/03/2020,865
06/01/2021,24/03/2020,823
06/01/2021,25/03/2020,872
06/01/2021,26/03/2020,838
06/01/2021,27/03/2020,884
06/01/2021,28/03/2020,928
06/01/2021,29/03/2020,770
06/01/2021,30/03/2020,793
06/01/2021,31/03/2020,707
06/01/2021,01/04/2020,716
06/01/2021,02/04/2020,693
06/01/2021,03/04/2020,679
06/01/2021,04/04/2020,640
06/01/2021,05/04/2020,602
06/01/2021,06/04/2020,594
06/01/2021,07/04/2020,613
06/01/2021,08/04/2020,604
06/01/2021,09/04/2020,546
06/01/2021,10/04/2020,609
06/01/2021,11/04/2020,588
06/01/2021,12/04/2020,580
06/01/2021,13/04/2020,535
06/01/2021,14/04/2020,542
06/01/2021,15/04/2020,510
06/01/2021,16/04/2020,451
06/01/2021,17/04/2020,475
06/01/2021,18/04/2020,464
06/01/2021,19/04/2020,465
06/01/2021,20/04/2020,448
06/01/2021,21/04/2020,368
06/01/2021,22/04/2020,384
06/01/2021,23/04/2020,358
06/01/2021,24/04/2020,385
06/01/2021,25/04/2020,359
06/01/2021,26/04/2020,317
06/01/2021,27/04/2020,331
06/01/2021,28/04/2020,312
06/01/2021,29/04/2020,299
06/01/2021,30/04/2020,263
06/01/2021,01/05/2020,257
06/01/2021,02/05/2020,255
06/01/2021,03/05/2020,243
06/01/2021,04/05/2020,218
06/01/2021,05/05/2020,227
06/01/2021,06/05/2020,218
06/01/2021,07/05/2020,178
06/01/2021,08/05/2020,172
06/01/2021,09/05/2020,200
06/01/2021,10/05/2020,168
06/01/2021,11/05/2020,163
06/01/2021,12/05/2020,160
06/01/2021,13/05/2020,143
06/01/2021,14/05/2020,143
06/01/2021,15/05/2020,154
06/01/2021,16/05/2020,103
06/01/2021,17/05/2020,117
06/01/2021,18/05/2020,102
06/01/2021,19/05/2020,92
06/01/2021,20/05/2020,90
06/01/2021,21/05/2020,78
06/01/2021,22/05/2020,85
06/01/2021,23/05/2020,96
06/01/2021,24/05/2020,86
06/01/2021,25/05/2020,75
06/01/2021,26/05/2020,60
06/01/2021,27/05/2020,50
06/01/2021,28/05/2020,73
06/01/2021,29/05/2020,66
06/01/2021,30/05/2020,50
06/01/2021,31/05/2020,50
06/01/2021,01/06/2020,60
06/01/2021,02/06/2020,57
06/01/2021,03/06/2020,52
06/01/2021,04/06/2020,59
06/01/2021,05/06/2020,51
06/01/2021,06/06/2020,35
06/01/2021,07/06/2020,36
06/01/2021,08/06/2020,38
06/01/2021,09/06/2020,36
06/01/2021,10/06/2020,33
06/01/2021,11/06/2020,35
06/01/2021,12/06/2020,29
06/01/2021,13/06/2020,23
06/01/2021,14/06/2020,23
06/01/2021,15/06/2020,31
06/01/2021,16/06/2020,36
06/01/2021,17/06/2020,32
06/01/2021,18/06/2020,33
06/01/2021,19/06/2020,21
06/01/2021,20/06/2020,19
06/01/2021,21/06/2020,23
06/01/2021,22/06/2020,17
06/01/2021,23/06/2020,30
06/01/2021,24/06/2020,19
06/01/2021,25/06/2020,19
06/01/2021,26/06/2020,18
06/01/2021,27/06/2020,24
06/01/2021,28/06/2020,12
06/01/2021,29/06/2020,13
06/01/2021,30/06/2020,12
06/01/2021,01/07/2020,13
06/01/2021,02/07/2020,13
06/01/2021,03/07/2020,11
06/01/2021,04/07/2020,7
06/01/2021,05/07/2020,10
06/01/2021,06/07/2020,13
06/01/2021,07/07/2020,10
06/01/2021,08/07/2020,6
06/01/2021,09/07/2020,9
06/01/2021,10/07/2020,8
06/01/2021,11/07/2020,7
06/01/2021,12/07/2020,10
06/01/2021,13/07/2020,18
06/01/2021,14/07/2020,6
