iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
28/01/2021,29/01/2020,<5
28/01/2021,06/02/2020,<5
28/01/2021,20/02/2020,<5
28/01/2021,21/02/2020,35
28/01/2021,22/02/2020,56
28/01/2021,23/02/2020,73
28/01/2021,24/02/2020,83
28/01/2021,25/02/2020,190
28/01/2021,26/02/2020,278
28/01/2021,27/02/2020,283
28/01/2021,28/02/2020,355
28/01/2021,29/02/2020,372
28/01/2021,01/03/2020,408
28/01/2021,02/03/2020,632
28/01/2021,03/03/2020,805
28/01/2021,04/03/2020,1075
28/01/2021,05/03/2020,1306
28/01/2021,06/03/2020,1527
28/01/2021,07/03/2020,1460
28/01/2021,08/03/2020,1451
28/01/2021,09/03/2020,2242
28/01/2021,10/03/2020,2458
28/01/2021,11/03/2020,2762
28/01/2021,12/03/2020,3140
28/01/2021,13/03/2020,4108
28/01/2021,14/03/2020,3536
28/01/2021,15/03/2020,2847
28/01/2021,16/03/2020,4809
28/01/2021,17/03/2020,5339
28/01/2021,18/03/2020,5691
28/01/2021,19/03/2020,5685
28/01/2021,20/03/2020,6239
28/01/2021,21/03/2020,4912
28/01/2021,22/03/2020,3931
28/01/2021,23/03/2020,6083
28/01/2021,24/03/2020,5917
28/01/2021,25/03/2020,5775
28/01/2021,26/03/2020,5673
28/01/2021,27/03/2020,5762
28/01/2021,28/03/2020,4504
28/01/2021,29/03/2020,2960
28/01/2021,30/03/2020,5066
28/01/2021,31/03/2020,5338
28/01/2021,01/04/2020,4995
28/01/2021,02/04/2020,4718
28/01/2021,03/04/2020,4440
28/01/2021,04/04/2020,3645
28/01/2021,05/04/2020,2592
28/01/2021,06/04/2020,4080
28/01/2021,07/04/2020,4140
28/01/2021,08/04/2020,4794
28/01/2021,09/04/2020,4670
28/01/2021,10/04/2020,5122
28/01/2021,11/04/2020,3409
28/01/2021,12/04/2020,1915
28/01/2021,13/04/2020,2264
28/01/2021,14/04/2020,3274
28/01/2021,15/04/2020,3948
28/01/2021,16/04/2020,3695
28/01/2021,17/04/2020,3496
28/01/2021,18/04/2020,2637
28/01/2021,19/04/2020,1387
28/01/2021,20/04/2020,3001
28/01/2021,21/04/2020,3067
28/01/2021,22/04/2020,2604
28/01/2021,23/04/2020,2799
28/01/2021,24/04/2020,2735
28/01/2021,25/04/2020,1664
28/01/2021,26/04/2020,1018
28/01/2021,27/04/2020,1973
28/01/2021,28/04/2020,2238
28/01/2021,29/04/2020,2322
28/01/2021,30/04/2020,2265
28/01/2021,01/05/2020,1083
28/01/2021,02/05/2020,1018
28/01/2021,03/05/2020,504
28/01/2021,04/05/2020,1447
28/01/2021,05/05/2020,1543
28/01/2021,06/05/2020,1443
28/01/2021,07/05/2020,1388
28/01/2021,08/05/2020,1384
28/01/2021,09/05/2020,735
28/01/2021,10/05/2020,334
28/01/2021,11/05/2020,884
28/01/2021,12/05/2020,924
28/01/2021,13/05/2020,890
28/01/2021,14/05/2020,900
28/01/2021,15/05/2020,799
28/01/2021,16/05/2020,614
28/01/2021,17/05/2020,301
28/01/2021,18/05/2020,658
28/01/2021,19/05/2020,719
28/01/2021,20/05/2020,675
28/01/2021,21/05/2020,624
28/01/2021,22/05/2020,688
28/01/2021,23/05/2020,357
28/01/2021,24/05/2020,146
28/01/2021,25/05/2020,513
28/01/2021,26/05/2020,541
28/01/2021,27/05/2020,530
28/01/2021,28/05/2020,517
28/01/2021,29/05/2020,391
28/01/2021,30/05/2020,288
28/01/2021,31/05/2020,90
28/01/2021,01/06/2020,386
28/01/2021,02/06/2020,87
28/01/2021,03/06/2020,361
28/01/2021,04/06/2020,369
28/01/2021,05/06/2020,386
28/01/2021,06/06/2020,204
28/01/2021,07/06/2020,82
28/01/2021,08/06/2020,300
28/01/2021,09/06/2020,368
28/01/2021,10/06/2020,392
28/01/2021,11/06/2020,449
28/01/2021,12/06/2020,365
28/01/2021,13/06/2020,215
28/01/2021,14/06/2020,68
28/01/2021,15/06/2020,278
28/01/2021,16/06/2020,278
28/01/2021,17/06/2020,302
28/01/2021,18/06/2020,232
28/01/2021,19/06/2020,290
28/01/2021,20/06/2020,162
28/01/2021,21/06/2020,61
28/01/2021,22/06/2020,331
28/01/2021,23/06/2020,294
28/01/2021,24/06/2020,202
28/01/2021,25/06/2020,203
28/01/2021,26/06/2020,184
28/01/2021,27/06/2020,122
28/01/2021,28/06/2020,64
28/01/2021,29/06/2020,235
28/01/2021,30/06/2020,197
28/01/2021,01/07/2020,238
28/01/2021,02/07/2020,250
28/01/2021,03/07/2020,237
28/01/2021,04/07/2020,218
28/01/2021,05/07/2020,82
28/01/2021,06/07/2020,235
28/01/2021,07/07/2020,222
28/01/2021,08/07/2020,282
28/01/2021,09/07/2020,219
28/01/2021,10/07/2020,248
28/01/2021,11/07/2020,157
28/01/2021,12/07/2020,53
28/01/2021,13/07/2020,185
28/01/2021,14/07/2020,234
28/01/2021,15/07/2020,239
28/01/2021,16/07/2020,254
28/01/2021,17/07/2020,286
28/01/2021,18/07/2020,163
28/01/2021,19/07/2020,109
28/01/2021,20/07/2020,313
28/01/2021,21/07/2020,277
28/01/2021,22/07/2020,276
28/01/2021,23/07/2020,269
28/01/2021,24/07/2020,309
28/01/2021,25/07/2020,191
28/01/2021,26/07/2020,88
28/01/2021,27/07/2020,318
28/01/2021,28/07/2020,325
28/01/2021,29/07/2020,467
28/01/2021,30/07/2020,326
28/01/2021,31/07/2020,319
28/01/2021,01/08/2020,200
28/01/2021,02/08/2020,101
28/01/2021,03/08/2020,420
28/01/2021,04/08/2020,390
28/01/2021,05/08/2020,485
28/01/2021,06/08/2020,389
28/01/2021,07/08/2020,496
28/01/2021,08/08/2020,347
28/01/2021,09/08/2020,192
28/01/2021,10/08/2020,502
28/01/2021,11/08/2020,522
28/01/2021,12/08/2020,628
28/01/2021,13/08/2020,541
28/01/2021,14/08/2020,631
28/01/2021,15/08/2020,319
28/01/2021,16/08/2020,295
