iss_date,DATA_INIZIO_SINTOMI,CASI
28/01/2021,28/01/2020,15
28/01/2021,29/01/2020,22
28/01/2021,30/01/2020,29
28/01/2021,31/01/2020,29
28/01/2021,01/02/2020,53
28/01/2021,02/02/2020,38
28/01/2021,03/02/2020,24
28/01/2021,04/02/2020,24
28/01/2021,05/02/2020,30
28/01/2021,06/02/2020,27
28/01/2021,07/02/2020,19
28/01/2021,08/02/2020,14
28/01/2021,09/02/2020,17
28/01/2021,10/02/2020,62
28/01/2021,11/02/2020,27
28/01/2021,12/02/2020,50
28/01/2021,13/02/2020,49
28/01/2021,14/02/2020,66
28/01/2021,15/02/2020,147
28/01/2021,16/02/2020,84
28/01/2021,17/02/2020,140
28/01/2021,18/02/2020,165
28/01/2021,19/02/2020,142
28/01/2021,20/02/2020,405
28/01/2021,21/02/2020,315
28/01/2021,22/02/2020,388
28/01/2021,23/02/2020,507
28/01/2021,24/02/2020,681
28/01/2021,25/02/2020,822
28/01/2021,26/02/2020,745
28/01/2021,27/02/2020,891
28/01/2021,28/02/2020,1211
28/01/2021,29/02/2020,1077
28/01/2021,01/03/2020,2474
28/01/2021,02/03/2020,1955
28/01/2021,03/03/2020,2256
28/01/2021,04/03/2020,1943
28/01/2021,05/03/2020,2633
28/01/2021,06/03/2020,2977
28/01/2021,07/03/2020,3130
28/01/2021,08/03/2020,3670
28/01/2021,09/03/2020,4440
28/01/2021,10/03/2020,6148
28/01/2021,11/03/2020,4226
28/01/2021,12/03/2020,4786
28/01/2021,13/03/2020,5362
28/01/2021,14/03/2020,4717
28/01/2021,15/03/2020,5885
28/01/2021,16/03/2020,5337
28/01/2021,17/03/2020,4533
28/01/2021,18/03/2020,4825
28/01/2021,19/03/2020,4281
28/01/2021,20/03/2020,6149
28/01/2021,21/03/2020,3842
28/01/2021,22/03/2020,3768
28/01/2021,23/03/2020,4398
28/01/2021,24/03/2020,3574
28/01/2021,25/03/2020,3838
28/01/2021,26/03/2020,3317
28/01/2021,27/03/2020,3561
28/01/2021,28/03/2020,3155
28/01/2021,29/03/2020,2386
28/01/2021,30/03/2020,3666
28/01/2021,31/03/2020,2608
28/01/2021,01/04/2020,4086
28/01/2021,02/04/2020,2675
28/01/2021,03/04/2020,2719
28/01/2021,04/04/2020,2326
28/01/2021,05/04/2020,2043
28/01/2021,06/04/2020,2489
28/01/2021,07/04/2020,2258
28/01/2021,08/04/2020,2143
28/01/2021,09/04/2020,2032
28/01/2021,10/04/2020,2747
28/01/2021,11/04/2020,1623
28/01/2021,12/04/2020,1643
28/01/2021,13/04/2020,1513
28/01/2021,14/04/2020,1837
28/01/2021,15/04/2020,2152
28/01/2021,16/04/2020,1645
28/01/2021,17/04/2020,1619
28/01/2021,18/04/2020,1280
28/01/2021,19/04/2020,1015
28/01/2021,20/04/2020,1895
28/01/2021,21/04/2020,1197
28/01/2021,22/04/2020,1212
28/01/2021,23/04/2020,1242
28/01/2021,24/04/2020,1128
28/01/2021,25/04/2020,880
28/01/2021,26/04/2020,665
28/01/2021,27/04/2020,1118
28/01/2021,28/04/2020,877
28/01/2021,29/04/2020,921
28/01/2021,30/04/2020,856
28/01/2021,01/05/2020,691
28/01/2021,02/05/2020,502
28/01/2021,03/05/2020,407
28/01/2021,04/05/2020,650
28/01/2021,05/05/2020,630
28/01/2021,06/05/2020,563
