iss_date,DATA_DECESSO,DECESSI
10/05/2022,20/02/2020,<5
10/05/2022,21/02/2020,<5
10/05/2022,22/02/2020,<5
10/05/2022,23/02/2020,<5
10/05/2022,24/02/2020,5
10/05/2022,25/02/2020,10
10/05/2022,26/02/2020,6
10/05/2022,27/02/2020,9
10/05/2022,28/02/2020,11
10/05/2022,29/02/2020,15
10/05/2022,01/03/2020,26
10/05/2022,02/03/2020,25
10/05/2022,03/03/2020,56
10/05/2022,04/03/2020,56
10/05/2022,05/03/2020,80
10/05/2022,06/03/2020,111
10/05/2022,07/03/2020,170
10/05/2022,08/03/2020,178
10/05/2022,09/03/2020,225
10/05/2022,10/03/2020,284
10/05/2022,11/03/2020,312
10/05/2022,12/03/2020,324
10/05/2022,13/03/2020,379
10/05/2022,14/03/2020,447
10/05/2022,15/03/2020,433
10/05/2022,16/03/2020,511
10/05/2022,17/03/2020,574
10/05/2022,18/03/2020,642
10/05/2022,19/03/2020,656
10/05/2022,20/03/2020,753
10/05/2022,21/03/2020,820
10/05/2022,22/03/2020,814
10/05/2022,23/03/2020,860
10/05/2022,24/03/2020,821
10/05/2022,25/03/2020,870
10/05/2022,26/03/2020,836
10/05/2022,27/03/2020,882
10/05/2022,28/03/2020,926
10/05/2022,29/03/2020,766
10/05/2022,30/03/2020,789
10/05/2022,31/03/2020,710
10/05/2022,01/04/2020,714
10/05/2022,02/04/2020,691
10/05/2022,03/04/2020,676
10/05/2022,04/04/2020,641
10/05/2022,05/04/2020,603
10/05/2022,06/04/2020,594
10/05/2022,07/04/2020,612
10/05/2022,08/04/2020,604
10/05/2022,09/04/2020,547
10/05/2022,10/04/2020,610
10/05/2022,11/04/2020,586
10/05/2022,12/04/2020,579
10/05/2022,13/04/2020,533
10/05/2022,14/04/2020,539
10/05/2022,15/04/2020,511
10/05/2022,16/04/2020,449
10/05/2022,17/04/2020,477
10/05/2022,18/04/2020,463
10/05/2022,19/04/2020,461
10/05/2022,20/04/2020,445
10/05/2022,21/04/2020,366
10/05/2022,22/04/2020,385
10/05/2022,23/04/2020,356
10/05/2022,24/04/2020,386
10/05/2022,25/04/2020,358
10/05/2022,26/04/2020,319
10/05/2022,27/04/2020,330
10/05/2022,28/04/2020,314
10/05/2022,29/04/2020,299
10/05/2022,30/04/2020,261
10/05/2022,01/05/2020,259
10/05/2022,02/05/2020,253
10/05/2022,03/05/2020,243
10/05/2022,04/05/2020,219
10/05/2022,05/05/2020,225
10/05/2022,06/05/2020,218
10/05/2022,07/05/2020,181
10/05/2022,08/05/2020,171
10/05/2022,09/05/2020,200
10/05/2022,10/05/2020,170
10/05/2022,11/05/2020,163
10/05/2022,12/05/2020,160
10/05/2022,13/05/2020,145
10/05/2022,14/05/2020,141
10/05/2022,15/05/2020,155
10/05/2022,16/05/2020,103
10/05/2022,17/05/2020,119
10/05/2022,18/05/2020,100
10/05/2022,19/05/2020,92
10/05/2022,20/05/2020,88
10/05/2022,21/05/2020,78
10/05/2022,22/05/2020,84
10/05/2022,23/05/2020,95
10/05/2022,24/05/2020,85
10/05/2022,25/05/2020,75
10/05/2022,26/05/2020,60
10/05/2022,27/05/2020,51
10/05/2022,28/05/2020,71
10/05/2022,29/05/2020,61
10/05/2022,30/05/2020,49
10/05/2022,31/05/2020,48
10/05/2022,01/06/2020,62
10/05/2022,02/06/2020,56
10/05/2022,03/06/2020,50
10/05/2022,04/06/2020,60
10/05/2022,05/06/2020,67
10/05/2022,06/06/2020,78
10/05/2022,07/06/2020,36
10/05/2022,08/06/2020,43
10/05/2022,09/06/2020,45
10/05/2022,10/06/2020,38
10/05/2022,11/06/2020,39
10/05/2022,12/06/2020,34
10/05/2022,13/06/2020,24
10/05/2022,14/06/2020,22
10/05/2022,15/06/2020,38
10/05/2022,16/06/2020,44
10/05/2022,17/06/2020,35
10/05/2022,18/06/2020,44
10/05/2022,19/06/2020,34
10/05/2022,20/06/2020,19
10/05/2022,21/06/2020,25
10/05/2022,22/06/2020,31
10/05/2022,23/06/2020,51
10/05/2022,24/06/2020,25
10/05/2022,25/06/2020,26
10/05/2022,26/06/2020,20
10/05/2022,27/06/2020,24
10/05/2022,28/06/2020,13
10/05/2022,29/06/2020,18
10/05/2022,30/06/2020,16
10/05/2022,01/07/2020,15
10/05/2022,02/07/2020,15
10/05/2022,03/07/2020,16
10/05/2022,04/07/2020,7
10/05/2022,05/07/2020,11
10/05/2022,06/07/2020,14
10/05/2022,07/07/2020,11
10/05/2022,08/07/2020,10
10/05/2022,09/07/2020,10
10/05/2022,10/07/2020,11
10/05/2022,11/07/2020,7
10/05/2022,12/07/2020,9
10/05/2022,13/07/2020,22
10/05/2022,14/07/2020,7
10/05/2022,15/07/2020,8
10/05/2022,16/07/2020,17
10/05/2022,17/07/2020,6
10/05/2022,18/07/2020,14
10/05/2022,19/07/2020,10
10/05/2022,20/07/2020,8
10/05/2022,21/07/2020,14
10/05/2022,22/07/2020,16
10/05/2022,23/07/2020,<5
10/05/2022,24/07/2020,8
10/05/2022,25/07/2020,5
10/05/2022,26/07/2020,5
10/05/2022,27/07/2020,16
10/05/2022,28/07/2020,8
10/05/2022,29/07/2020,7
10/05/2022,30/07/2020,7
10/05/2022,31/07/2020,<5
10/05/2022,01/08/2020,<5
10/05/2022,02/08/2020,<5
10/05/2022,03/08/2020,7
10/05/2022,04/08/2020,<5
10/05/2022,05/08/2020,7
10/05/2022,06/08/2020,6
10/05/2022,07/08/2020,8
10/05/2022,08/08/2020,6
10/05/2022,09/08/2020,<5
10/05/2022,10/08/2020,10
10/05/2022,11/08/2020,7
10/05/2022,12/08/2020,5
10/05/2022,13/08/2020,8
10/05/2022,14/08/2020,10
10/05/2022,15/08/2020,<5
10/05/2022,16/08/2020,10
10/05/2022,17/08/2020,<5
10/05/2022,18/08/2020,6
10/05/2022,19/08/2020,7
10/05/2022,20/08/2020,11
10/05/2022,21/08/2020,<5
10/05/2022,22/08/2020,6
10/05/2022,23/08/2020,<5
10/05/2022,24/08/2020,7
10/05/2022,25/08/2020,6
10/05/2022,26/08/2020,10
10/05/2022,27/08/2020,6
10/05/2022,29/08/2020,<5
10/05/2022,30/08/2020,7
10/05/2022,31/08/2020,9
10/05/2022,01/09/2020,9
10/05/2022,02/09/2020,11
10/05/2022,03/09/2020,11
10/05/2022,04/09/2020,11
10/05/2022,05/09/2020,14
10/05/2022,06/09/2020,6
10/05/2022,07/09/2020,19
10/05/2022,08/09/2020,<5
10/05/2022,09/09/2020,7
10/05/2022,10/09/2020,9
10/05/2022,11/09/2020,9
10/05/2022,12/09/2020,14
10/05/2022,13/09/2020,14
10/05/2022,14/09/2020,13
10/05/2022,15/09/2020,21
10/05/2022,16/09/2020,16
10/05/2022,17/09/2020,16
10/05/2022,18/09/2020,24
10/05/2022,19/09/2020,16
10/05/2022,20/09/2020,19
10/05/2022,21/09/2020,17
10/05/2022,22/09/2020,13
10/05/2022,23/09/2020,26
10/05/2022,24/09/2020,21
10/05/2022,25/09/2020,29
10/05/2022,26/09/2020,19
10/05/2022,27/09/2020,25
10/05/2022,28/09/2020,21
10/05/2022,29/09/2020,25
10/05/2022,30/09/2020,19
10/05/2022,01/10/2020,26
10/05/2022,02/10/2020,30
10/05/2022,03/10/2020,17
10/05/2022,04/10/2020,20
10/05/2022,05/10/2020,39
10/05/2022,06/10/2020,25
10/05/2022,07/10/2020,33
10/05/2022,08/10/2020,39
10/05/2022,09/10/2020,44
10/05/2022,10/10/2020,52
10/05/2022,11/10/2020,56
10/05/2022,12/10/2020,77
10/05/2022,13/10/2020,69
10/05/2022,14/10/2020,72
10/05/2022,15/10/2020,68
10/05/2022,16/10/2020,104
10/05/2022,17/10/2020,90
10/05/2022,18/10/2020,105
10/05/2022,19/10/2020,108
10/05/2022,20/10/2020,146
10/05/2022,21/10/2020,147
10/05/2022,22/10/2020,162
10/05/2022,23/10/2020,181
10/05/2022,24/10/2020,212
10/05/2022,25/10/2020,199
10/05/2022,26/10/2020,250
10/05/2022,27/10/2020,238
10/05/2022,28/10/2020,307
10/05/2022,29/10/2020,300
10/05/2022,30/10/2020,355
10/05/2022,31/10/2020,376
10/05/2022,01/11/2020,362
10/05/2022,02/11/2020,451
10/05/2022,03/11/2020,437
10/05/2022,04/11/2020,471
10/05/2022,05/11/2020,552
10/05/2022,06/11/2020,520
10/05/2022,07/11/2020,504
