iss_date,DATARICOVERO1,RICOVERI
10/05/2022,20/02/2020,92
10/05/2022,21/02/2020,123
10/05/2022,22/02/2020,108
10/05/2022,23/02/2020,151
10/05/2022,24/02/2020,191
10/05/2022,25/02/2020,267
10/05/2022,26/02/2020,273
10/05/2022,27/02/2020,317
10/05/2022,28/02/2020,380
10/05/2022,29/02/2020,374
10/05/2022,01/03/2020,441
10/05/2022,02/03/2020,669
10/05/2022,03/03/2020,816
10/05/2022,04/03/2020,914
10/05/2022,05/03/2020,1096
10/05/2022,06/03/2020,1226
10/05/2022,07/03/2020,1203
10/05/2022,08/03/2020,1161
10/05/2022,09/03/2020,1458
10/05/2022,10/03/2020,1586
10/05/2022,11/03/2020,1758
10/05/2022,12/03/2020,1908
10/05/2022,13/03/2020,2338
10/05/2022,14/03/2020,1995
10/05/2022,15/03/2020,1909
10/05/2022,16/03/2020,2492
10/05/2022,17/03/2020,2667
10/05/2022,18/03/2020,2712
10/05/2022,19/03/2020,2786
10/05/2022,20/03/2020,2862
10/05/2022,21/03/2020,2547
10/05/2022,22/03/2020,2197
10/05/2022,23/03/2020,2715
10/05/2022,24/03/2020,2627
10/05/2022,25/03/2020,2319
10/05/2022,26/03/2020,2128
10/05/2022,27/03/2020,2246
10/05/2022,28/03/2020,1751
10/05/2022,29/03/2020,1441
10/05/2022,30/03/2020,1688
10/05/2022,31/03/2020,1594
10/05/2022,01/04/2020,1510
10/05/2022,02/04/2020,1465
10/05/2022,03/04/2020,1271
10/05/2022,04/04/2020,1030
10/05/2022,05/04/2020,845
10/05/2022,06/04/2020,1032
10/05/2022,07/04/2020,1037
10/05/2022,08/04/2020,1054
10/05/2022,09/04/2020,1009
10/05/2022,10/04/2020,933
10/05/2022,11/04/2020,825
10/05/2022,12/04/2020,669
10/05/2022,13/04/2020,627
10/05/2022,14/04/2020,869
10/05/2022,15/04/2020,719
10/05/2022,16/04/2020,718
10/05/2022,17/04/2020,732
10/05/2022,18/04/2020,576
10/05/2022,19/04/2020,468
10/05/2022,20/04/2020,667
10/05/2022,21/04/2020,611
10/05/2022,22/04/2020,611
10/05/2022,23/04/2020,595
10/05/2022,24/04/2020,560
10/05/2022,25/04/2020,431
10/05/2022,26/04/2020,363
10/05/2022,27/04/2020,448
10/05/2022,28/04/2020,442
10/05/2022,29/04/2020,419
10/05/2022,30/04/2020,375
10/05/2022,01/05/2020,282
10/05/2022,02/05/2020,249
10/05/2022,03/05/2020,188
10/05/2022,04/05/2020,304
10/05/2022,05/05/2020,293
10/05/2022,06/05/2020,296
