iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
10/05/2022,29/01/2020,<5
10/05/2022,06/02/2020,<5
10/05/2022,20/02/2020,<5
10/05/2022,21/02/2020,36
10/05/2022,22/02/2020,58
10/05/2022,23/02/2020,77
10/05/2022,24/02/2020,86
10/05/2022,25/02/2020,192
10/05/2022,26/02/2020,276
10/05/2022,27/02/2020,287
10/05/2022,28/02/2020,354
10/05/2022,29/02/2020,373
10/05/2022,01/03/2020,410
10/05/2022,02/03/2020,629
10/05/2022,03/03/2020,802
10/05/2022,04/03/2020,1077
10/05/2022,05/03/2020,1302
10/05/2022,06/03/2020,1530
10/05/2022,07/03/2020,1440
10/05/2022,08/03/2020,1450
10/05/2022,09/03/2020,2239
10/05/2022,10/03/2020,2451
10/05/2022,11/03/2020,2776
10/05/2022,12/03/2020,3144
10/05/2022,13/03/2020,4102
10/05/2022,14/03/2020,3534
10/05/2022,15/03/2020,2849
10/05/2022,16/03/2020,4817
10/05/2022,17/03/2020,5347
10/05/2022,18/03/2020,5690
10/05/2022,19/03/2020,5684
10/05/2022,20/03/2020,6257
10/05/2022,21/03/2020,4922
10/05/2022,22/03/2020,3926
10/05/2022,23/03/2020,6100
10/05/2022,24/03/2020,5916
10/05/2022,25/03/2020,5802
10/05/2022,26/03/2020,5702
10/05/2022,27/03/2020,5789
10/05/2022,28/03/2020,4530
10/05/2022,29/03/2020,3012
10/05/2022,30/03/2020,5086
10/05/2022,31/03/2020,5360
10/05/2022,01/04/2020,5024
10/05/2022,02/04/2020,4776
10/05/2022,03/04/2020,4446
10/05/2022,04/04/2020,3665
10/05/2022,05/04/2020,2600
10/05/2022,06/04/2020,4090
10/05/2022,07/04/2020,4142
10/05/2022,08/04/2020,4794
10/05/2022,09/04/2020,4687
10/05/2022,10/04/2020,5131
10/05/2022,11/04/2020,3430
10/05/2022,12/04/2020,1919
10/05/2022,13/04/2020,2268
10/05/2022,14/04/2020,3280
10/05/2022,15/04/2020,3947
10/05/2022,16/04/2020,3705
10/05/2022,17/04/2020,3499
10/05/2022,18/04/2020,2640
10/05/2022,19/04/2020,1386
10/05/2022,20/04/2020,3006
10/05/2022,21/04/2020,3080
10/05/2022,22/04/2020,2604
10/05/2022,23/04/2020,2810
10/05/2022,24/04/2020,2740
10/05/2022,25/04/2020,1666
10/05/2022,26/04/2020,1017
10/05/2022,27/04/2020,1982
10/05/2022,28/04/2020,2240
10/05/2022,29/04/2020,2327
10/05/2022,30/04/2020,2267
10/05/2022,01/05/2020,1084
10/05/2022,02/05/2020,1021
10/05/2022,03/05/2020,506
10/05/2022,04/05/2020,1456
10/05/2022,05/05/2020,1536
10/05/2022,06/05/2020,1441
10/05/2022,07/05/2020,1390
10/05/2022,08/05/2020,1380
10/05/2022,09/05/2020,731
10/05/2022,10/05/2020,336
10/05/2022,11/05/2020,873
10/05/2022,12/05/2020,915
10/05/2022,13/05/2020,890
10/05/2022,14/05/2020,900
10/05/2022,15/05/2020,790
10/05/2022,16/05/2020,606
10/05/2022,17/05/2020,298
10/05/2022,18/05/2020,655
10/05/2022,19/05/2020,720
10/05/2022,20/05/2020,676
10/05/2022,21/05/2020,621
10/05/2022,22/05/2020,685
10/05/2022,23/05/2020,356
10/05/2022,24/05/2020,147
10/05/2022,25/05/2020,513
10/05/2022,26/05/2020,540
10/05/2022,27/05/2020,523
10/05/2022,28/05/2020,516
10/05/2022,29/05/2020,386
10/05/2022,30/05/2020,286
10/05/2022,31/05/2020,89
10/05/2022,01/06/2020,377
10/05/2022,02/06/2020,87
10/05/2022,03/06/2020,358
10/05/2022,04/06/2020,361
10/05/2022,05/06/2020,385
10/05/2022,06/06/2020,203
10/05/2022,07/06/2020,84
10/05/2022,08/06/2020,300
10/05/2022,09/06/2020,368
10/05/2022,10/06/2020,394
10/05/2022,11/06/2020,449
10/05/2022,12/06/2020,369
10/05/2022,13/06/2020,214
10/05/2022,14/06/2020,68
10/05/2022,15/06/2020,276
10/05/2022,16/06/2020,280
10/05/2022,17/06/2020,302
10/05/2022,18/06/2020,233
10/05/2022,19/06/2020,290
10/05/2022,20/06/2020,165
10/05/2022,21/06/2020,62
10/05/2022,22/06/2020,338
10/05/2022,23/06/2020,288
10/05/2022,24/06/2020,206
10/05/2022,25/06/2020,202
10/05/2022,26/06/2020,184
10/05/2022,27/06/2020,123
10/05/2022,28/06/2020,66
10/05/2022,29/06/2020,230
10/05/2022,30/06/2020,202
10/05/2022,01/07/2020,235
10/05/2022,02/07/2020,247
10/05/2022,03/07/2020,243
10/05/2022,04/07/2020,222
10/05/2022,05/07/2020,77
10/05/2022,06/07/2020,236
10/05/2022,07/07/2020,224
10/05/2022,08/07/2020,286
10/05/2022,09/07/2020,220
10/05/2022,10/07/2020,249
10/05/2022,11/07/2020,163
10/05/2022,12/07/2020,62
10/05/2022,13/07/2020,186
10/05/2022,14/07/2020,241
10/05/2022,15/07/2020,239
10/05/2022,16/07/2020,256
10/05/2022,17/07/2020,283
10/05/2022,18/07/2020,168
10/05/2022,19/07/2020,111
10/05/2022,20/07/2020,317
10/05/2022,21/07/2020,279
10/05/2022,22/07/2020,283
10/05/2022,23/07/2020,270
10/05/2022,24/07/2020,305
10/05/2022,25/07/2020,194
10/05/2022,26/07/2020,91
10/05/2022,27/07/2020,325
10/05/2022,28/07/2020,318
10/05/2022,29/07/2020,471
10/05/2022,30/07/2020,347
10/05/2022,31/07/2020,323
10/05/2022,01/08/2020,202
10/05/2022,02/08/2020,106
10/05/2022,03/08/2020,421
10/05/2022,04/08/2020,393
10/05/2022,05/08/2020,507
10/05/2022,06/08/2020,399
10/05/2022,07/08/2020,497
10/05/2022,08/08/2020,343
10/05/2022,09/08/2020,195
10/05/2022,10/08/2020,500
10/05/2022,11/08/2020,539
10/05/2022,12/08/2020,626
10/05/2022,13/08/2020,549
10/05/2022,14/08/2020,632
10/05/2022,15/08/2020,323
10/05/2022,16/08/2020,299
10/05/2022,17/08/2020,702
10/05/2022,18/08/2020,925
10/05/2022,19/08/2020,1077
10/05/2022,20/08/2020,1167
10/05/2022,21/08/2020,1422
10/05/2022,22/08/2020,1058
10/05/2022,23/08/2020,716
10/05/2022,24/08/2020,1673
10/05/2022,25/08/2020,1593
10/05/2022,26/08/2020,1543
10/05/2022,27/08/2020,1522
10/05/2022,28/08/2020,1463
10/05/2022,29/08/2020,1077
10/05/2022,30/08/2020,575
10/05/2022,31/08/2020,1426
10/05/2022,01/09/2020,1430
10/05/2022,02/09/2020,1628
10/05/2022,03/09/2020,1605
10/05/2022,04/09/2020,1654
10/05/2022,05/09/2020,1151
10/05/2022,06/09/2020,560
10/05/2022,07/09/2020,1550
10/05/2022,08/09/2020,1611
10/05/2022,09/09/2020,1640
10/05/2022,10/09/2020,1667
10/05/2022,11/09/2020,1623
10/05/2022,12/09/2020,1224
10/05/2022,13/09/2020,597
10/05/2022,14/09/2020,1673
10/05/2022,15/09/2020,1829
10/05/2022,16/09/2020,1615
10/05/2022,17/09/2020,1758
10/05/2022,18/09/2020,1923
10/05/2022,19/09/2020,1337
10/05/2022,20/09/2020,656
10/05/2022,21/09/2020,1977
10/05/2022,22/09/2020,1938
10/05/2022,23/09/2020,2054
10/05/2022,24/09/2020,2014
10/05/2022,25/09/2020,2104
10/05/2022,26/09/2020,1504
10/05/2022,27/09/2020,905
10/05/2022,28/09/2020,2281
10/05/2022,29/09/2020,2328
10/05/2022,30/09/2020,2624
10/05/2022,01/10/2020,3054
10/05/2022,02/10/2020,3337
10/05/2022,03/10/2020,2612
10/05/2022,04/10/2020,1765
10/05/2022,05/10/2020,4696
10/05/2022,06/10/2020,4956
10/05/2022,07/10/2020,5483
10/05/2022,08/10/2020,6205
10/05/2022,09/10/2020,6995
10/05/2022,10/10/2020,6064
10/05/2022,11/10/2020,3424
10/05/2022,12/10/2020,9594
10/05/2022,13/10/2020,10474
10/05/2022,14/10/2020,11498
10/05/2022,15/10/2020,12229
10/05/2022,16/10/2020,13814
10/05/2022,17/10/2020,11918
10/05/2022,18/10/2020,6420
10/05/2022,19/10/2020,17658
10/05/2022,20/10/2020,19763
10/05/2022,21/10/2020,22832
10/05/2022,22/10/2020,24266
10/05/2022,23/10/2020,26188
10/05/2022,24/10/2020,20287
10/05/2022,25/10/2020,11338
10/05/2022,26/10/2020,28772
10/05/2022,27/10/2020,31818
10/05/2022,28/10/2020,34283
10/05/2022,29/10/2020,33377
10/05/2022,30/10/2020,35588
10/05/2022,31/10/2020,25829
10/05/2022,01/11/2020,13867
10/05/2022,02/11/2020,35411
10/05/2022,03/11/2020,38403
10/05/2022,04/11/2020,41709
10/05/2022,05/11/2020,40664
10/05/2022,06/11/2020,42018
10/05/2022,07/11/2020,30416
10/05/2022,08/11/2020,15655
10/05/2022,09/11/2020,39332
10/05/2022,10/11/2020,40848
10/05/2022,11/11/2020,39752
10/05/2022,12/11/2020,39277
10/05/2022,13/11/2020,40036
10/05/2022,14/11/2020,29127
10/05/2022,15/11/2020,14575
10/05/2022,16/11/2020,36689
10/05/2022,17/11/2020,38510
10/05/2022,18/11/2020,37046
10/05/2022,19/11/2020,35482
10/05/2022,20/11/2020,32903
10/05/2022,21/11/2020,22860
10/05/2022,22/11/2020,10848
10/05/2022,23/11/2020,28491
10/05/2022,24/11/2020,28871
10/05/2022,25/11/2020,27483
10/05/2022,26/11/2020,26587
10/05/2022,27/11/2020,24480
10/05/2022,28/11/2020,18235
10/05/2022,29/11/2020,8255
10/05/2022,30/11/2020,22575
10/05/2022,01/12/2020,23237
10/05/2022,02/12/2020,21658
10/05/2022,03/12/2020,20251
10/05/2022,04/12/2020,20500
10/05/2022,05/12/2020,15439
10/05/2022,06/12/2020,6348
10/05/2022,07/12/2020,19519
10/05/2022,08/12/2020,7723
10/05/2022,09/12/2020,20165
10/05/2022,10/12/2020,20710
10/05/2022,11/12/2020,19817
10/05/2022,12/12/2020,14329
10/05/2022,13/12/2020,5775
10/05/2022,14/12/2020,18190
10/05/2022,15/12/2020,18616
10/05/2022,16/12/2020,17025
10/05/2022,17/12/2020,16578
10/05/2022,18/12/2020,17036
10/05/2022,19/12/2020,12989
10/05/2022,20/12/2020,6458
10/05/2022,21/12/2020,17350
10/05/2022,22/12/2020,19665
10/05/2022,23/12/2020,19175
10/05/2022,24/12/2020,15964
10/05/2022,25/12/2020,4590
10/05/2022,26/12/2020,7979
10/05/2022,27/12/2020,7726
10/05/2022,28/12/2020,19233
10/05/2022,29/12/2020,24220
10/05/2022,30/12/2020,23981
10/05/2022,31/12/2020,19235
10/05/2022,01/01/2021,5865
10/05/2022,02/01/2021,16276
10/05/2022,03/01/2021,8409
10/05/2022,04/01/2021,23022
10/05/2022,05/01/2021,24925
10/05/2022,06/01/2021,9143
10/05/2022,07/01/2021,21576
10/05/2022,08/01/2021,21205
10/05/2022,09/01/2021,15624
10/05/2022,10/01/2021,7012
10/05/2022,11/01/2021,17106
10/05/2022,12/01/2021,16535
10/05/2022,13/01/2021,15500
10/05/2022,14/01/2021,14701
10/05/2022,15/01/2021,14406
10/05/2022,16/01/2021,10938
10/05/2022,17/01/2021,5022
10/05/2022,18/01/2021,14584
10/05/2022,19/01/2021,14616
10/05/2022,20/01/2021,13807
10/05/2022,21/01/2021,12948
10/05/2022,22/01/2021,13770
10/05/2022,23/01/2021,10548
10/05/2022,24/01/2021,4887
10/05/2022,25/01/2021,14375
10/05/2022,26/01/2021,14667
10/05/2022,27/01/2021,13396
10/05/2022,28/01/2021,12268
10/05/2022,29/01/2021,13026
10/05/2022,30/01/2021,10286
10/05/2022,31/01/2021,4822
10/05/2022,01/02/2021,13466
10/05/2022,02/02/2021,13995
10/05/2022,03/02/2021,13382
10/05/2022,04/02/2021,13336
10/05/2022,05/02/2021,13653
10/05/2022,06/02/2021,10781
10/05/2022,07/02/2021,4832
10/05/2022,08/02/2021,13932
10/05/2022,09/02/2021,14679
10/05/2022,10/02/2021,13927
10/05/2022,11/02/2021,13473
10/05/2022,12/02/2021,13165
10/05/2022,13/02/2021,9856
10/05/2022,14/02/2021,4396
10/05/2022,15/02/2021,13017
10/05/2022,16/02/2021,14131
10/05/2022,17/02/2021,14118
10/05/2022,18/02/2021,14664
10/05/2022,19/02/2021,15487
10/05/2022,20/02/2021,12683
10/05/2022,21/02/2021,5799
10/05/2022,22/02/2021,18026
10/05/2022,23/02/2021,19913
10/05/2022,24/02/2021,19956
10/05/2022,25/02/2021,19576
10/05/2022,26/02/2021,21013
10/05/2022,27/02/2021,16022
10/05/2022,28/02/2021,7094
10/05/2022,01/03/2021,22056
10/05/2022,02/03/2021,23204
10/05/2022,03/03/2021,23995
10/05/2022,04/03/2021,22881
10/05/2022,05/03/2021,24375
10/05/2022,06/03/2021,18196
10/05/2022,07/03/2021,8044
10/05/2022,08/03/2021,24006
10/05/2022,09/03/2021,26053
10/05/2022,10/03/2021,25810
10/05/2022,11/03/2021,25799
10/05/2022,12/03/2021,25405
10/05/2022,13/03/2021,20115
10/05/2022,14/03/2021,8950
10/05/2022,15/03/2021,24473
10/05/2022,16/03/2021,26001
10/05/2022,17/03/2021,24895
10/05/2022,18/03/2021,24104
10/05/2022,19/03/2021,23631
10/05/2022,20/03/2021,17933
10/05/2022,21/03/2021,8441
10/05/2022,22/03/2021,23376
10/05/2022,23/03/2021,24593
10/05/2022,24/03/2021,24283
10/05/2022,25/03/2021,23240
10/05/2022,26/03/2021,23489
10/05/2022,27/03/2021,17360
10/05/2022,28/03/2021,8206
10/05/2022,29/03/2021,22432
10/05/2022,30/03/2021,23465
10/05/2022,31/03/2021,22285
10/05/2022,01/04/2021,21698
10/05/2022,02/04/2021,20545
10/05/2022,03/04/2021,15572
10/05/2022,04/04/2021,5670
10/05/2022,05/04/2021,7254
10/05/2022,06/04/2021,18529
10/05/2022,07/04/2021,19250
10/05/2022,08/04/2021,17714
10/05/2022,09/04/2021,17322
10/05/2022,10/04/2021,14058
10/05/2022,11/04/2021,6742
10/05/2022,12/04/2021,16868
10/05/2022,13/04/2021,17344
10/05/2022,14/04/2021,16350
10/05/2022,15/04/2021,15006
10/05/2022,16/04/2021,15130
10/05/2022,17/04/2021,11454
10/05/2022,18/04/2021,5798
10/05/2022,19/04/2021,14750
10/05/2022,20/04/2021,15690
10/05/2022,21/04/2021,14835
10/05/2022,22/04/2021,14291
10/05/2022,23/04/2021,14519
10/05/2022,24/04/2021,12065
10/05/2022,25/04/2021,5264
10/05/2022,26/04/2021,13703
10/05/2022,27/04/2021,14449
10/05/2022,28/04/2021,13786
10/05/2022,29/04/2021,12450
10/05/2022,30/04/2021,12944
10/05/2022,01/05/2021,6126
10/05/2022,02/05/2021,4627
10/05/2022,03/05/2021,11497
10/05/2022,04/05/2021,11413
10/05/2022,05/05/2021,10810
10/05/2022,06/05/2021,9525
10/05/2022,07/05/2021,9538
10/05/2022,08/05/2021,7419
10/05/2022,09/05/2021,3601
10/05/2022,10/05/2021,8144
10/05/2022,11/05/2021,8286
10/05/2022,12/05/2021,7512
10/05/2022,13/05/2021,6713
10/05/2022,14/05/2021,6569
10/05/2022,15/05/2021,5046
10/05/2022,16/05/2021,2164
10/05/2022,17/05/2021,5502
10/05/2022,18/05/2021,5826
10/05/2022,19/05/2021,5110
10/05/2022,20/05/2021,4417
10/05/2022,21/05/2021,4524
10/05/2022,22/05/2021,3636
10/05/2022,23/05/2021,1478
10/05/2022,24/05/2021,3981
10/05/2022,25/05/2021,4040
10/05/2022,26/05/2021,3691
10/05/2022,27/05/2021,3413
10/05/2022,28/05/2021,3416
10/05/2022,29/05/2021,2703
10/05/2022,30/05/2021,1196
10/05/2022,31/05/2021,2982
