DATA_PRELIEVO_DIAGNOSI,CASI,iss_date
08/06/2022,23593,22/08/2022
08/07/2020,289,22/08/2022
08/07/2021,1401,22/08/2022
08/07/2022,101637,22/08/2022
08/08/2020,346,22/08/2022
08/08/2021,3022,22/08/2022
08/08/2022,44929,22/08/2022
08/09/2020,1615,22/08/2022
08/09/2021,5422,22/08/2022
08/10/2020,6206,22/08/2022
08/10/2021,2699,22/08/2022
08/11/2020,15662,22/08/2022
08/11/2021,8195,22/08/2022
08/12/2020,7718,22/08/2022
08/12/2021,10184,22/08/2022
09/01/2021,15637,22/08/2022
09/01/2022,74999,22/08/2022
09/02/2021,14682,22/08/2022
09/02/2022,73651,22/08/2022
09/03/2020,2239,22/08/2022
09/03/2021,26065,22/08/2022
09/03/2022,56421,22/08/2022
09/04/2020,4687,22/08/2022
09/04/2021,17337,22/08/2022
09/04/2022,54585,22/08/2022
09/05/2020,731,22/08/2022
09/05/2021,3609,22/08/2022
09/05/2022,60429,22/08/2022
09/06/2020,368,22/08/2022
09/06/2021,1852,22/08/2022
09/06/2022,22597,22/08/2022
09/07/2020,220,22/08/2022
09/07/2021,1498,22/08/2022
09/07/2022,81075,22/08/2022
09/08/2020,198,22/08/2022
09/08/2021,7063,22/08/2022
09/08/2022,29502,22/08/2022
09/09/2020,1638,22/08/2022
09/09/2021,4975,22/08/2022
09/10/2020,7003,22/08/2022
09/10/2021,2112,22/08/2022
09/11/2020,39344,22/08/2022
09/11/2021,8838,22/08/2022
09/12/2020,20168,22/08/2022
09/12/2021,21605,22/08/2022
10/01/2021,7014,22/08/2022
10/01/2022,253073,22/08/2022
10/02/2021,13936,22/08/2022
10/02/2022,63923,22/08/2022
10/03/2020,2451,22/08/2022
10/03/2021,25824,22/08/2022
10/03/2022,56010,22/08/2022
10/04/2020,5131,22/08/2022
10/04/2021,14066,22/08/2022
10/04/2022,23963,22/08/2022
10/05/2020,336,22/08/2022
10/05/2021,8155,22/08/2022
10/05/2022,41695,22/08/2022
10/06/2020,394,22/08/2022
10/06/2021,1806,22/08/2022
10/06/2022,22918,22/08/2022
10/07/2020,255,22/08/2022
10/07/2021,1414,22/08/2022
10/07/2022,34996,22/08/2022
10/08/2020,501,22/08/2022
10/08/2021,7514,22/08/2022
10/08/2022,27767,22/08/2022
10/09/2020,1667,22/08/2022
10/09/2021,5107,22/08/2022
10/10/2020,6059,22/08/2022
10/10/2021,1216,22/08/2022
10/11/2020,40856,22/08/2022
10/11/2021,8442,22/08/2022
10/12/2020,20715,22/08/2022
10/12/2021,22980,22/08/2022
11/01/2021,17108,22/08/2022
11/01/2022,205773,22/08/2022
11/02/2021,13481,22/08/2022
11/02/2022,61086,22/08/2022
11/03/2020,2777,22/08/2022
11/03/2021,25816,22/08/2022
11/03/2022,57811,22/08/2022
11/04/2020,3431,22/08/2022
11/04/2021,6746,22/08/2022
11/04/2022,90017,22/08/2022
11/05/2020,873,22/08/2022
11/05/2021,8296,22/08/2022
11/05/2022,42166,22/08/2022
11/06/2020,449,22/08/2022
11/06/2021,1825,22/08/2022
11/06/2022,19289,22/08/2022
11/07/2020,164,22/08/2022
11/07/2021,798,22/08/2022
11/07/2022,153407,22/08/2022
11/08/2020,540,22/08/2022
11/08/2021,7029,22/08/2022
11/08/2022,25024,22/08/2022
11/09/2020,1620,22/08/2022
11/09/2021,3948,22/08/2022
11/10/2020,3421,22/08/2022
11/10/2021,3048,22/08/2022
11/11/2020,39767,22/08/2022
11/11/2021,8174,22/08/2022
11/12/2020,19823,22/08/2022
11/12/2021,19490,22/08/2022
12/01/2021,16542,22/08/2022
12/01/2022,189525,22/08/2022
12/02/2021,13171,22/08/2022
12/02/2022,49982,22/08/2022
12/03/2020,3145,22/08/2022
12/03/2021,25418,22/08/2022
12/03/2022,51049,22/08/2022
12/04/2020,1918,22/08/2022
12/04/2021,16876,22/08/2022
12/04/2022,61941,22/08/2022
12/05/2020,915,22/08/2022
12/05/2021,7518,22/08/2022
12/05/2022,38337,22/08/2022
12/06/2020,369,22/08/2022
12/06/2021,1186,22/08/2022
12/06/2022,10065,22/08/2022
12/07/2020,65,22/08/2022
12/07/2021,2005,22/08/2022
12/07/2022,110085,22/08/2022
12/08/2020,631,22/08/2022
12/08/2021,7156,22/08/2022
12/08/2022,24138,22/08/2022
12/09/2020,1223,22/08/2022
12/09/2021,1835,22/08/2022
12/10/2020,9591,22/08/2022
12/10/2021,2836,22/08/2022
12/11/2020,39286,22/08/2022
12/11/2021,9145,22/08/2022
12/12/2020,14335,22/08/2022
12/12/2021,9330,22/08/2022
13/01/2021,15515,22/08/2022
13/01/2022,176670,22/08/2022
13/02/2021,9858,22/08/2022
13/02/2022,24159,22/08/2022
13/03/2020,4101,22/08/2022
13/03/2021,20125,22/08/2022
13/03/2022,26606,22/08/2022
13/04/2020,2270,22/08/2022
13/04/2021,17356,22/08/2022
13/04/2022,65741,22/08/2022
13/05/2020,890,22/08/2022
13/05/2021,6722,22/08/2022
13/05/2022,36519,22/08/2022
13/06/2020,214,22/08/2022
13/06/2021,567,22/08/2022
13/06/2022,43091,22/08/2022
13/07/2020,192,22/08/2022
13/07/2021,2613,22/08/2022
13/07/2022,107394,22/08/2022
13/08/2020,548,22/08/2022
13/08/2021,7024,22/08/2022
13/08/2022,18932,22/08/2022
13/09/2020,597,22/08/2022
13/09/2021,4937,22/08/2022
13/10/2020,10478,22/08/2022
13/10/2021,2714,22/08/2022
13/11/2020,40085,22/08/2022
13/11/2021,7752,22/08/2022
13/12/2020,5776,22/08/2022
13/12/2021,25930,22/08/2022
14/01/2021,14714,22/08/2022
14/01/2022,181789,22/08/2022
14/02/2021,4405,22/08/2022
14/02/2022,78003,22/08/2022
14/03/2020,3533,22/08/2022
14/03/2021,8953,22/08/2022
14/03/2022,97891,22/08/2022
14/04/2020,3279,22/08/2022
14/04/2021,16362,22/08/2022
14/04/2022,62741,22/08/2022
14/05/2020,900,22/08/2022
14/05/2021,6580,22/08/2022
14/05/2022,27241,22/08/2022
14/06/2020,68,22/08/2022
14/06/2021,1468,22/08/2022
14/06/2022,33986,22/08/2022
14/07/2020,243,22/08/2022
14/07/2021,2637,22/08/2022
14/07/2022,95554,22/08/2022
14/08/2020,634,22/08/2022
14/08/2021,5189,22/08/2022
14/08/2022,9524,22/08/2022
14/09/2020,1669,22/08/2022
14/09/2021,5206,22/08/2022
14/10/2020,11497,22/08/2022
14/10/2021,2787,22/08/2022
14/11/2020,29141,22/08/2022
14/11/2021,3572,22/08/2022
14/12/2020,18197,22/08/2022
14/12/2021,26584,22/08/2022
15/01/2021,14415,22/08/2022
15/01/2022,145640,22/08/2022
15/02/2021,13028,22/08/2022
15/02/2022,56638,22/08/2022
15/03/2020,2848,22/08/2022
15/03/2021,24492,22/08/2022
15/03/2022,75770,22/08/2022
15/04/2020,3947,22/08/2022
15/04/2021,15021,22/08/2022
15/04/2022,64298,22/08/2022
15/05/2020,791,22/08/2022
15/05/2021,5051,22/08/2022
15/05/2022,11700,22/08/2022
15/06/2020,276,22/08/2022
15/06/2021,1333,22/08/2022
15/06/2022,37913,22/08/2022
15/07/2020,240,22/08/2022
15/07/2021,3204,22/08/2022
15/07/2022,91066,22/08/2022
15/08/2020,324,22/08/2022
15/08/2021,2373,22/08/2022
15/08/2022,7804,22/08/2022
15/09/2020,1829,22/08/2022
15/09/2021,4868,22/08/2022
15/10/2020,12232,22/08/2022
15/10/2021,2989,22/08/2022
15/11/2020,14587,22/08/2022
15/11/2021,10319,22/08/2022
15/12/2020,18617,22/08/2022
15/12/2021,26820,22/08/2022
16/01/2021,10942,22/08/2022
16/01/2022,64831,22/08/2022
16/02/2021,14148,22/08/2022
16/02/2022,57584,22/08/2022
16/03/2020,4816,22/08/2022
16/03/2021,26016,22/08/2022
16/03/2022,83662,22/08/2022
16/04/2020,3704,22/08/2022
16/04/2021,15138,22/08/2022
16/04/2022,53479,22/08/2022
16/05/2020,606,22/08/2022
16/05/2021,2171,22/08/2022
16/05/2022,47871,22/08/2022
16/06/2020,280,22/08/2022
16/06/2021,1232,22/08/2022
16/06/2022,37716,22/08/2022
16/07/2020,264,22/08/2022
16/07/2021,3716,22/08/2022
16/07/2022,69092,22/08/2022
16/08/2020,299,22/08/2022
16/08/2021,6758,22/08/2022
16/08/2022,36536,22/08/2022
16/09/2020,1615,22/08/2022
16/09/2021,4296,22/08/2022
16/10/2020,13814,22/08/2022
16/10/2021,2396,22/08/2022
16/11/2020,36691,22/08/2022
16/11/2021,11409,22/08/2022
16/12/2020,17033,22/08/2022
16/12/2021,27470,22/08/2022
17/01/2021,5029,22/08/2022
17/01/2022,240009,22/08/2022
17/02/2021,14123,22/08/2022
17/02/2022,52214,22/08/2022
17/03/2020,5346,22/08/2022
17/03/2021,24914,22/08/2022
17/03/2022,79071,22/08/2022
17/04/2020,3498,22/08/2022
17/04/2021,11467,22/08/2022
17/04/2022,16528,22/08/2022
17/05/2020,298,22/08/2022
17/05/2021,5511,22/08/2022
17/05/2022,30762,22/08/2022
17/06/2020,303,22/08/2022
17/06/2021,1123,22/08/2022
17/06/2022,38644,22/08/2022
17/07/2020,284,22/08/2022
17/07/2021,2992,22/08/2022
17/07/2022,28739,22/08/2022
17/08/2020,702,22/08/2022
17/08/2021,7771,22/08/2022
17/08/2022,24514,22/08/2022
17/09/2020,1759,22/08/2022
17/09/2021,4461,22/08/2022
17/10/2020,11921,22/08/2022
17/10/2021,1218,22/08/2022
17/11/2020,38530,22/08/2022
17/11/2021,10741,22/08/2022
17/12/2020,16586,22/08/2022
17/12/2021,30119,22/08/2022
18/01/2021,14594,22/08/2022
18/01/2022,194907,22/08/2022
18/02/2021,14677,22/08/2022
18/02/2022,50477,22/08/2022
18/03/2020,5690,22/08/2022
18/03/2021,24126,22/08/2022
18/03/2022,75818,22/08/2022
18/04/2020,2640,22/08/2022
18/04/2021,5804,22/08/2022
18/04/2022,25610,22/08/2022
18/05/2020,655,22/08/2022
18/05/2021,5838,22/08/2022
18/05/2022,30645,22/08/2022
18/06/2020,233,22/08/2022
18/06/2021,1088,22/08/2022
18/06/2022,31372,22/08/2022
18/07/2020,172,22/08/2022
18/07/2021,1759,22/08/2022
18/07/2022,126466,22/08/2022
18/08/2020,927,22/08/2022
18/08/2021,7408,22/08/2022
18/08/2022,20983,22/08/2022
18/09/2020,1929,22/08/2022
18/09/2021,3483,22/08/2022
18/10/2020,6425,22/08/2022
18/10/2021,3766,22/08/2022
18/11/2020,37053,22/08/2022
18/11/2021,11136,22/08/2022
18/12/2020,17037,22/08/2022
18/12/2021,24423,22/08/2022
19/01/2021,14622,22/08/2022
19/01/2022,190231,22/08/2022
19/02/2021,15497,22/08/2022
19/02/2022,41996,22/08/2022
19/03/2020,5685,22/08/2022
19/03/2021,23640,22/08/2022
19/03/2022,61951,22/08/2022
19/04/2020,1385,22/08/2022
19/04/2021,14758,22/08/2022
19/04/2022,109944,22/08/2022
19/05/2020,720,22/08/2022
19/05/2021,5121,22/08/2022
19/05/2022,26796,22/08/2022
19/06/2020,290,22/08/2022
19/06/2021,827,22/08/2022
19/06/2022,15648,22/08/2022
19/07/2020,111,22/08/2022
19/07/2021,4251,22/08/2022
19/07/2022,84085,22/08/2022
19/08/2020,1078,22/08/2022
19/08/2021,7197,22/08/2022
19/08/2022,19520,22/08/2022
19/09/2020,1338,22/08/2022
19/09/2021,1707,22/08/2022
19/10/2020,17663,22/08/2022
19/10/2021,3951,22/08/2022
19/11/2020,35487,22/08/2022
19/11/2021,11627,22/08/2022
19/12/2020,12998,22/08/2022
19/12/2021,12619,22/08/2022
20/01/2021,13809,22/08/2022
20/01/2022,174618,22/08/2022
20/02/2020,<5,22/08/2022
20/02/2021,12701,22/08/2022
20/02/2022,20651,22/08/2022
20/03/2020,6259,22/08/2022
20/03/2021,17951,22/08/2022
20/03/2022,29235,22/08/2022
20/04/2020,3007,22/08/2022
20/04/2021,15702,22/08/2022
20/04/2022,76511,22/08/2022
20/05/2020,676,22/08/2022
20/05/2021,4427,22/08/2022
20/05/2022,24502,22/08/2022
20/06/2020,165,22/08/2022
20/06/2021,367,22/08/2022
20/06/2022,68997,22/08/2022
20/07/2020,319,22/08/2022
20/07/2021,5089,22/08/2022
20/07/2022,80505,22/08/2022
20/08/2020,1167,22/08/2022
20/08/2021,7540,22/08/2022
20/08/2022,13954,22/08/2022
20/09/2020,659,22/08/2022
20/09/2021,4267,22/08/2022
20/10/2020,19771,22/08/2022
20/10/2021,3968,22/08/2022
20/11/2020,32901,22/08/2022
20/11/2021,9758,22/08/2022
20/12/2020,6459,22/08/2022
20/12/2021,38812,22/08/2022
21/01/2021,12960,22/08/2022
21/01/2022,174752,22/08/2022
21/02/2020,36,22/08/2022
21/02/2021,5805,22/08/2022
21/02/2022,65728,22/08/2022
21/03/2020,4921,22/08/2022
21/03/2021,8440,22/08/2022
21/03/2022,105141,22/08/2022
21/04/2020,3081,22/08/2022
21/04/2021,14846,22/08/2022
21/04/2022,73161,22/08/2022
21/05/2020,621,22/08/2022
21/05/2021,4535,22/08/2022
21/05/2022,18014,22/08/2022
21/06/2020,62,22/08/2022
21/06/2021,958,22/08/2022
21/06/2022,52889,22/08/2022
21/07/2020,279,22/08/2022
21/07/2021,5147,22/08/2022
21/07/2022,70353,22/08/2022
21/08/2020,1424,22/08/2022
21/08/2021,5769,22/08/2022
21/08/2022,4282,22/08/2022
21/09/2020,1975,22/08/2022
21/09/2021,4153,22/08/2022
21/10/2020,22846,22/08/2022
21/10/2021,4061,22/08/2022
21/11/2020,22861,22/08/2022
21/11/2021,4444,22/08/2022
21/12/2020,17349,22/08/2022
21/12/2021,42741,22/08/2022
22/01/2021,13775,22/08/2022
22/01/2022,136564,22/08/2022
22/02/2020,58,22/08/2022
22/02/2021,18036,22/08/2022
22/02/2022,46153,22/08/2022
22/03/2020,3925,22/08/2022
22/03/2021,23394,22/08/2022
22/03/2022,77860,22/08/2022
22/04/2020,2603,22/08/2022
22/04/2021,14302,22/08/2022
22/04/2022,72434,22/08/2022
22/05/2020,685,22/08/2022
22/05/2021,3648,22/08/2022
22/05/2022,8714,22/08/2022
22/06/2020,338,22/08/2022
22/06/2021,941,22/08/2022
22/06/2022,58237,22/08/2022
22/07/2020,288,22/08/2022
22/07/2021,4975,22/08/2022
22/07/2022,68244,22/08/2022
22/08/2020,1059,22/08/2022
22/08/2021,3130,22/08/2022
22/08/2022,387,22/08/2022
22/09/2020,1935,22/08/2022
22/09/2021,3879,22/08/2022
22/10/2020,24283,22/08/2022
22/10/2021,4540,22/08/2022
22/11/2020,10850,22/08/2022
22/11/2021,13037,22/08/2022
22/12/2020,19670,22/08/2022
22/12/2021,52159,22/08/2022
23/01/2021,10553,22/08/2022
23/01/2022,61786,22/08/2022
23/02/2020,77,22/08/2022
23/02/2021,19935,22/08/2022
23/02/2022,47160,22/08/2022
23/03/2020,6100,22/08/2022
23/03/2021,24607,22/08/2022
23/03/2022,82556,22/08/2022
23/04/2020,2810,22/08/2022
23/04/2021,14532,22/08/2022
23/04/2022,55869,22/08/2022
23/05/2020,356,22/08/2022
23/05/2021,1481,22/08/2022
23/05/2022,33987,22/08/2022
23/06/2020,289,22/08/2022
23/06/2021,809,22/08/2022
23/06/2022,57588,22/08/2022
23/07/2020,270,22/08/2022
23/07/2021,5453,22/08/2022
23/07/2022,51334,22/08/2022
23/08/2020,716,22/08/2022
23/08/2021,7869,22/08/2022
23/09/2020,2058,22/08/2022
23/09/2021,3563,22/08/2022
23/10/2020,26210,22/08/2022
23/10/2021,3647,22/08/2022
23/11/2020,28509,22/08/2022
23/11/2021,13842,22/08/2022
23/12/2020,19181,22/08/2022
23/12/2021,59154,22/08/2022
24/01/2021,4888,22/08/2022
24/01/2022,209530,22/08/2022
24/02/2020,86,22/08/2022
24/02/2021,19982,22/08/2022
24/02/2022,41134,22/08/2022
24/03/2020,5915,22/08/2022
24/03/2021,24300,22/08/2022
24/03/2022,75657,22/08/2022
24/04/2020,2740,22/08/2022
24/04/2021,12080,22/08/2022
24/04/2022,24210,22/08/2022
24/05/2020,147,22/08/2022
24/05/2021,3997,22/08/2022
24/05/2022,22496,22/08/2022
24/06/2020,208,22/08/2022
24/06/2021,800,22/08/2022
24/06/2022,58338,22/08/2022
24/07/2020,312,22/08/2022
24/07/2021,4261,22/08/2022
24/07/2022,21192,22/08/2022
24/08/2020,1672,22/08/2022
24/08/2021,7963,22/08/2022
24/09/2020,2013,22/08/2022
24/09/2021,3627,22/08/2022
24/10/2020,20290,22/08/2022
24/10/2021,1609,22/08/2022
24/11/2020,28885,22/08/2022
24/11/2021,13852,22/08/2022
24/12/2020,15968,22/08/2022
24/12/2021,59233,22/08/2022
25/01/2021,14387,22/08/2022
25/01/2022,159236,22/08/2022
25/02/2020,192,22/08/2022
25/02/2021,19583,22/08/2022
25/02/2022,39012,22/08/2022
25/03/2020,5805,22/08/2022
25/03/2021,23253,22/08/2022
25/03/2022,75515,22/08/2022
25/04/2020,1666,22/08/2022
25/04/2021,5268,22/08/2022
25/04/2022,28856,22/08/2022
25/05/2020,513,22/08/2022
25/05/2021,4045,22/08/2022
25/05/2022,22239,22/08/2022
25/06/2020,203,22/08/2022
25/06/2021,856,22/08/2022
25/06/2022,50029,22/08/2022
25/07/2020,196,22/08/2022
25/07/2021,2213,22/08/2022
25/07/2022,94741,22/08/2022
25/08/2020,1594,22/08/2022
25/08/2021,7767,22/08/2022
25/09/2020,2105,22/08/2022
25/09/2021,2923,22/08/2022
25/10/2020,11337,22/08/2022
25/10/2021,4935,22/08/2022
25/11/2020,27488,22/08/2022
25/11/2021,13606,22/08/2022
25/12/2020,4592,22/08/2022
25/12/2021,15570,22/08/2022
26/01/2021,14676,22/08/2022
26/01/2022,152806,22/08/2022
26/02/2020,276,22/08/2022
26/02/2021,21027,22/08/2022
26/02/2022,31456,22/08/2022
26/03/2020,5702,22/08/2022
26/03/2021,23504,22/08/2022
26/03/2022,61202,22/08/2022
26/04/2020,1017,22/08/2022
26/04/2021,13711,22/08/2022
26/04/2022,100101,22/08/2022
26/05/2020,540,22/08/2022
26/05/2021,3699,22/08/2022
26/05/2022,19631,22/08/2022
26/06/2020,186,22/08/2022
26/06/2021,657,22/08/2022
26/06/2022,23721,22/08/2022
26/07/2020,91,22/08/2022
26/07/2021,6331,22/08/2022
26/07/2022,63065,22/08/2022
26/08/2020,1544,22/08/2022
26/08/2021,7024,22/08/2022
26/09/2020,1499,22/08/2022
26/09/2021,1321,22/08/2022
26/10/2020,28787,22/08/2022
26/10/2021,5150,22/08/2022
26/11/2020,26597,22/08/2022
26/11/2021,14186,22/08/2022
26/12/2020,7981,22/08/2022
26/12/2021,29508,22/08/2022
27/01/2021,13407,22/08/2022
27/01/2022,135180,22/08/2022
27/02/2020,287,22/08/2022
27/02/2021,16037,22/08/2022
27/02/2022,15456,22/08/2022
27/03/2020,5790,22/08/2022
27/03/2021,17368,22/08/2022
27/03/2022,27513,22/08/2022
27/04/2020,1981,22/08/2022
27/04/2021,14463,22/08/2022
27/04/2022,64230,22/08/2022
27/05/2020,523,22/08/2022
27/05/2021,3423,22/08/2022
27/05/2022,18605,22/08/2022
27/06/2020,124,22/08/2022
27/06/2021,278,22/08/2022
27/06/2022,105355,22/08/2022
27/07/2020,326,22/08/2022
27/07/2021,6430,22/08/2022
27/07/2022,59056,22/08/2022
27/08/2020,1523,22/08/2022
27/08/2021,7081,22/08/2022
27/09/2020,906,22/08/2022
27/09/2021,3539,22/08/2022
27/10/2020,31826,22/08/2022
27/10/2021,5242,22/08/2022
27/11/2020,24494,22/08/2022
27/11/2021,12415,22/08/2022
27/12/2020,7736,22/08/2022
27/12/2021,113483,22/08/2022
28/01/2021,12268,22/08/2022
28/01/2022,132505,22/08/2022
28/02/2020,354,22/08/2022
28/02/2021,7103,22/08/2022
28/02/2022,53138,22/08/2022
28/03/2020,4529,22/08/2022
28/03/2021,8209,22/08/2022
28/03/2022,109528,22/08/2022
28/04/2020,2240,22/08/2022
28/04/2021,13796,22/08/2022
28/04/2022,57753,22/08/2022
28/05/2020,516,22/08/2022
28/05/2021,3419,22/08/2022
