DATARICOVERO1,RICOVERI,iss_date
09/04/2020,1017,22/08/2022
09/04/2021,1394,22/08/2022
09/04/2022,708,22/08/2022
09/05/2020,185,22/08/2022
09/05/2021,454,22/08/2022
09/05/2022,532,22/08/2022
09/06/2020,84,22/08/2022
09/06/2021,149,22/08/2022
09/06/2022,310,22/08/2022
09/07/2020,68,22/08/2022
09/07/2021,81,22/08/2022
09/07/2022,838,22/08/2022
09/08/2020,63,22/08/2022
09/08/2021,348,22/08/2022
09/08/2022,578,22/08/2022
09/09/2020,196,22/08/2022
09/09/2021,304,22/08/2022
09/10/2020,571,22/08/2022
09/10/2021,137,22/08/2022
09/11/2020,2505,22/08/2022
09/11/2021,312,22/08/2022
09/12/2020,1434,22/08/2022
09/12/2021,639,22/08/2022
10/01/2021,1153,22/08/2022
10/01/2022,1717,22/08/2022
10/02/2021,1008,22/08/2022
10/02/2022,1014,22/08/2022
10/03/2020,1583,22/08/2022
10/03/2021,1859,22/08/2022
10/03/2022,585,22/08/2022
10/04/2020,943,22/08/2022
10/04/2021,1266,22/08/2022
10/04/2022,542,22/08/2022
10/05/2020,173,22/08/2022
10/05/2021,653,22/08/2022
10/05/2022,575,22/08/2022
10/06/2020,85,22/08/2022
10/06/2021,126,22/08/2022
10/06/2022,332,22/08/2022
10/07/2020,80,22/08/2022
10/07/2021,71,22/08/2022
10/07/2022,716,22/08/2022
10/08/2020,107,22/08/2022
10/08/2021,328,22/08/2022
10/08/2022,518,22/08/2022
10/09/2020,219,22/08/2022
10/09/2021,305,22/08/2022
10/10/2020,580,22/08/2022
10/10/2021,126,22/08/2022
10/11/2020,2535,22/08/2022
10/11/2021,326,22/08/2022
10/12/2020,1401,22/08/2022
10/12/2021,631,22/08/2022
11/01/2021,1344,22/08/2022
11/01/2022,1666,22/08/2022
11/02/2021,982,22/08/2022
11/02/2022,932,22/08/2022
11/03/2020,1758,22/08/2022
11/03/2021,1739,22/08/2022
11/03/2022,641,22/08/2022
11/04/2020,829,22/08/2022
11/04/2021,1114,22/08/2022
11/04/2022,745,22/08/2022
11/05/2020,263,22/08/2022
11/05/2021,533,22/08/2022
11/05/2022,558,22/08/2022
11/06/2020,67,22/08/2022
11/06/2021,127,22/08/2022
11/06/2022,301,22/08/2022
11/07/2020,55,22/08/2022
11/07/2021,71,22/08/2022
11/07/2022,1030,22/08/2022
11/08/2020,62,22/08/2022
11/08/2021,332,22/08/2022
11/08/2022,455,22/08/2022
11/09/2020,211,22/08/2022
11/09/2021,293,22/08/2022
11/10/2020,593,22/08/2022
11/10/2021,146,22/08/2022
11/11/2020,2631,22/08/2022
11/11/2021,300,22/08/2022
11/12/2020,1444,22/08/2022
11/12/2021,624,22/08/2022
12/01/2021,1309,22/08/2022
12/01/2022,1688,22/08/2022
12/02/2021,939,22/08/2022
12/02/2022,876,22/08/2022
12/03/2020,1907,22/08/2022
12/03/2021,1876,22/08/2022
12/03/2022,572,22/08/2022
12/04/2020,671,22/08/2022
12/04/2021,1226,22/08/2022
12/04/2022,781,22/08/2022
12/05/2020,194,22/08/2022
12/05/2021,551,22/08/2022
12/05/2022,552,22/08/2022
12/06/2020,93,22/08/2022
12/06/2021,127,22/08/2022
12/06/2022,314,22/08/2022
12/07/2020,45,22/08/2022
12/07/2021,84,22/08/2022
12/07/2022,1005,22/08/2022
12/08/2020,110,22/08/2022
12/08/2021,324,22/08/2022
12/08/2022,407,22/08/2022
12/09/2020,186,22/08/2022
12/09/2021,244,22/08/2022
12/10/2020,762,22/08/2022
12/10/2021,161,22/08/2022
12/11/2020,2534,22/08/2022
12/11/2021,366,22/08/2022
12/12/2020,1266,22/08/2022
12/12/2021,524,22/08/2022
13/01/2021,1279,22/08/2022
13/01/2022,1629,22/08/2022
13/02/2021,850,22/08/2022
13/02/2022,707,22/08/2022
13/03/2020,2337,22/08/2022
13/03/2021,1848,22/08/2022
13/03/2022,566,22/08/2022
13/04/2020,628,22/08/2022
13/04/2021,1309,22/08/2022
13/04/2022,769,22/08/2022
13/05/2020,210,22/08/2022
13/05/2021,543,22/08/2022
13/05/2022,475,22/08/2022
13/06/2020,71,22/08/2022
13/06/2021,112,22/08/2022
13/06/2022,406,22/08/2022
13/07/2020,91,22/08/2022
13/07/2021,109,22/08/2022
13/07/2022,954,22/08/2022
13/08/2020,87,22/08/2022
13/08/2021,361,22/08/2022
13/08/2022,328,22/08/2022
13/09/2020,175,22/08/2022
13/09/2021,327,22/08/2022
13/10/2020,820,22/08/2022
13/10/2021,159,22/08/2022
13/11/2020,2556,22/08/2022
13/11/2021,356,22/08/2022
13/12/2020,1045,22/08/2022
13/12/2021,706,22/08/2022
14/01/2021,1288,22/08/2022
14/01/2022,1647,22/08/2022
14/02/2021,741,22/08/2022
14/02/2022,975,22/08/2022
14/03/2020,1994,22/08/2022
14/03/2021,1618,22/08/2022
14/03/2022,681,22/08/2022
14/04/2020,877,22/08/2022
14/04/2021,1147,22/08/2022
14/04/2022,772,22/08/2022
14/05/2020,214,22/08/2022
14/05/2021,498,22/08/2022
14/05/2022,446,22/08/2022
14/06/2020,58,22/08/2022
14/06/2021,110,22/08/2022
14/06/2022,464,22/08/2022
14/07/2020,74,22/08/2022
14/07/2021,95,22/08/2022
14/07/2022,999,22/08/2022
14/08/2020,83,22/08/2022
14/08/2021,324,22/08/2022
14/08/2022,287,22/08/2022
14/09/2020,231,22/08/2022
14/09/2021,272,22/08/2022
14/10/2020,847,22/08/2022
14/10/2021,142,22/08/2022
14/11/2020,2326,22/08/2022
14/11/2021,302,22/08/2022
14/12/2020,1355,22/08/2022
14/12/2021,696,22/08/2022
15/01/2021,1249,22/08/2022
15/01/2022,1568,22/08/2022
15/02/2021,977,22/08/2022
15/02/2022,872,22/08/2022
15/03/2020,1909,22/08/2022
15/03/2021,2039,22/08/2022
15/03/2022,769,22/08/2022
15/04/2020,726,22/08/2022
15/04/2021,1127,22/08/2022
15/04/2022,717,22/08/2022
15/05/2020,223,22/08/2022
15/05/2021,417,22/08/2022
15/05/2022,361,22/08/2022
15/06/2020,95,22/08/2022
15/06/2021,125,22/08/2022
15/06/2022,472,22/08/2022
15/07/2020,74,22/08/2022
15/07/2021,105,22/08/2022
15/07/2022,946,22/08/2022
15/08/2020,65,22/08/2022
15/08/2021,302,22/08/2022
15/08/2022,296,22/08/2022
15/09/2020,250,22/08/2022
15/09/2021,249,22/08/2022
15/10/2020,950,22/08/2022
15/10/2021,173,22/08/2022
15/11/2020,2022,22/08/2022
15/11/2021,392,22/08/2022
15/12/2020,1274,22/08/2022
15/12/2021,687,22/08/2022
16/01/2021,1195,22/08/2022
16/01/2022,1263,22/08/2022
16/02/2021,950,22/08/2022
16/02/2022,790,22/08/2022
16/03/2020,2493,22/08/2022
16/03/2021,2058,22/08/2022
16/03/2022,757,22/08/2022
16/04/2020,726,22/08/2022
16/04/2021,1045,22/08/2022
16/04/2022,691,22/08/2022
16/05/2020,140,22/08/2022
16/05/2021,361,22/08/2022
16/05/2022,489,22/08/2022
16/06/2020,66,22/08/2022
16/06/2021,108,22/08/2022
16/06/2022,470,22/08/2022
16/07/2020,61,22/08/2022
16/07/2021,118,22/08/2022
16/07/2022,826,22/08/2022
16/08/2020,69,22/08/2022
16/08/2021,406,22/08/2022
16/08/2022,415,22/08/2022
16/09/2020,239,22/08/2022
16/09/2021,281,22/08/2022
16/10/2020,975,22/08/2022
16/10/2021,158,22/08/2022
16/11/2020,2493,22/08/2022
16/11/2021,421,22/08/2022
16/12/2020,1258,22/08/2022
16/12/2021,706,22/08/2022
17/01/2021,928,22/08/2022
17/01/2022,1778,22/08/2022
17/02/2021,1024,22/08/2022
17/02/2022,794,22/08/2022
17/03/2020,2667,22/08/2022
17/03/2021,1928,22/08/2022
17/03/2022,766,22/08/2022
17/04/2020,739,22/08/2022
17/04/2021,1006,22/08/2022
17/04/2022,534,22/08/2022
17/05/2020,129,22/08/2022
17/05/2021,472,22/08/2022
17/05/2022,488,22/08/2022
17/06/2020,97,22/08/2022
17/06/2021,90,22/08/2022
17/06/2022,466,22/08/2022
17/07/2020,98,22/08/2022
17/07/2021,120,22/08/2022
17/07/2022,694,22/08/2022
17/08/2020,107,22/08/2022
17/08/2021,346,22/08/2022
17/08/2022,379,22/08/2022
17/09/2020,247,22/08/2022
17/09/2021,263,22/08/2022
17/10/2020,1112,22/08/2022
17/10/2021,141,22/08/2022
17/11/2020,2469,22/08/2022
17/11/2021,398,22/08/2022
17/12/2020,1293,22/08/2022
17/12/2021,750,22/08/2022
18/01/2021,1162,22/08/2022
18/01/2022,1818,22/08/2022
18/02/2021,1051,22/08/2022
18/02/2022,777,22/08/2022
18/03/2020,2709,22/08/2022
18/03/2021,1817,22/08/2022
18/03/2022,712,22/08/2022
18/04/2020,580,22/08/2022
18/04/2021,1005,22/08/2022
18/04/2022,596,22/08/2022
18/05/2020,180,22/08/2022
18/05/2021,383,22/08/2022
18/05/2022,482,22/08/2022
18/06/2020,82,22/08/2022
18/06/2021,93,22/08/2022
18/06/2022,458,22/08/2022
18/07/2020,53,22/08/2022
18/07/2021,116,22/08/2022
18/07/2022,1005,22/08/2022
18/08/2020,119,22/08/2022
18/08/2021,393,22/08/2022
18/08/2022,306,22/08/2022
18/09/2020,245,22/08/2022
18/09/2021,232,22/08/2022
18/10/2020,1038,22/08/2022
18/10/2021,194,22/08/2022
18/11/2020,2322,22/08/2022
18/11/2021,390,22/08/2022
18/12/2020,1268,22/08/2022
18/12/2021,671,22/08/2022
19/01/2021,1077,22/08/2022
19/01/2022,1667,22/08/2022
19/02/2021,1041,22/08/2022
19/02/2022,702,22/08/2022
19/03/2020,2786,22/08/2022
19/03/2021,1881,22/08/2022
19/03/2022,667,22/08/2022
19/04/2020,476,22/08/2022
19/04/2021,1102,22/08/2022
19/04/2022,819,22/08/2022
19/05/2020,164,22/08/2022
19/05/2021,375,22/08/2022
19/05/2022,395,22/08/2022
19/06/2020,100,22/08/2022
19/06/2021,71,22/08/2022
19/06/2022,422,22/08/2022
19/07/2020,39,22/08/2022
19/07/2021,167,22/08/2022
19/07/2022,980,22/08/2022
19/08/2020,146,22/08/2022
19/08/2021,361,22/08/2022
19/08/2022,286,22/08/2022
19/09/2020,188,22/08/2022
19/09/2021,208,22/08/2022
19/10/2020,1316,22/08/2022
19/10/2021,216,22/08/2022
19/11/2020,2311,22/08/2022
19/11/2021,417,22/08/2022
19/12/2020,1209,22/08/2022
19/12/2021,648,22/08/2022
20/01/2021,1079,22/08/2022
20/01/2022,1630,22/08/2022
20/02/2020,91,22/08/2022
20/02/2021,996,22/08/2022
20/02/2022,585,22/08/2022
20/03/2020,2860,22/08/2022
20/03/2021,1818,22/08/2022
20/03/2022,590,22/08/2022
20/04/2020,674,22/08/2022
20/04/2021,1112,22/08/2022
20/04/2022,839,22/08/2022
20/05/2020,150,22/08/2022
20/05/2021,370,22/08/2022
20/05/2022,390,22/08/2022
20/06/2020,37,22/08/2022
20/06/2021,67,22/08/2022
20/06/2022,569,22/08/2022
20/07/2020,93,22/08/2022
20/07/2021,159,22/08/2022
20/07/2022,991,22/08/2022
20/08/2020,90,22/08/2022
20/08/2021,347,22/08/2022
20/08/2022,182,22/08/2022
20/09/2020,167,22/08/2022
20/09/2021,231,22/08/2022
20/10/2020,1418,22/08/2022
20/10/2021,196,22/08/2022
20/11/2020,2216,22/08/2022
20/11/2021,379,22/08/2022
20/12/2020,1049,22/08/2022
20/12/2021,800,22/08/2022
21/01/2021,1140,22/08/2022
21/01/2022,1533,22/08/2022
21/02/2020,123,22/08/2022
21/02/2021,931,22/08/2022
21/02/2022,810,22/08/2022
21/03/2020,2548,22/08/2022
21/03/2021,1646,22/08/2022
21/03/2022,825,22/08/2022
21/04/2020,623,22/08/2022
21/04/2021,1087,22/08/2022
21/04/2022,723,22/08/2022
21/05/2020,132,22/08/2022
21/05/2021,335,22/08/2022
21/05/2022,326,22/08/2022
21/06/2020,51,22/08/2022
21/06/2021,79,22/08/2022
21/06/2022,599,22/08/2022
21/07/2020,87,22/08/2022
21/07/2021,176,22/08/2022
21/07/2022,941,22/08/2022
21/08/2020,101,22/08/2022
21/08/2021,371,22/08/2022
21/08/2022,72,22/08/2022
21/09/2020,268,22/08/2022
21/09/2021,234,22/08/2022
21/10/2020,1425,22/08/2022
21/10/2021,195,22/08/2022
21/11/2020,1827,22/08/2022
21/11/2021,360,22/08/2022
21/12/2020,1255,22/08/2022
21/12/2021,848,22/08/2022
22/01/2021,1066,22/08/2022
22/01/2022,1438,22/08/2022
22/02/2020,108,22/08/2022
22/02/2021,1292,22/08/2022
22/02/2022,705,22/08/2022
22/03/2020,2195,22/08/2022
22/03/2021,1924,22/08/2022
22/03/2022,779,22/08/2022
22/04/2020,622,22/08/2022
22/04/2021,992,22/08/2022
22/04/2022,722,22/08/2022
22/05/2020,140,22/08/2022
22/05/2021,270,22/08/2022
22/05/2022,298,22/08/2022
22/06/2020,106,22/08/2022
22/06/2021,103,22/08/2022
22/06/2022,567,22/08/2022
22/07/2020,78,22/08/2022
22/07/2021,197,22/08/2022
22/07/2022,898,22/08/2022
22/08/2020,123,22/08/2022
22/08/2021,289,22/08/2022
22/08/2022,11,22/08/2022
22/09/2020,265,22/08/2022
22/09/2021,208,22/08/2022
22/10/2020,1529,22/08/2022
22/10/2021,240,22/08/2022
22/11/2020,1607,22/08/2022
22/11/2021,457,22/08/2022
22/12/2020,1292,22/08/2022
22/12/2021,857,22/08/2022
23/01/2021,1000,22/08/2022
23/01/2022,1191,22/08/2022
23/02/2020,151,22/08/2022
23/02/2021,1280,22/08/2022
23/02/2022,710,22/08/2022
23/03/2020,2718,22/08/2022
23/03/2021,1851,22/08/2022
23/03/2022,809,22/08/2022
23/04/2020,604,22/08/2022
23/04/2021,1039,22/08/2022
23/04/2022,619,22/08/2022
23/05/2020,101,22/08/2022
23/05/2021,265,22/08/2022
23/05/2022,402,22/08/2022
23/06/2020,74,22/08/2022
23/06/2021,74,22/08/2022
23/06/2022,636,22/08/2022
23/07/2020,72,22/08/2022
23/07/2021,187,22/08/2022
23/07/2022,734,22/08/2022
23/08/2020,96,22/08/2022
23/08/2021,376,22/08/2022
23/09/2020,261,22/08/2022
23/09/2021,243,22/08/2022
23/10/2020,1735,22/08/2022
23/10/2021,185,22/08/2022
23/11/2020,2021,22/08/2022
23/11/2021,462,22/08/2022
23/12/2020,1240,22/08/2022
23/12/2021,845,22/08/2022
24/01/2021,860,22/08/2022
24/01/2022,1610,22/08/2022
24/02/2020,191,22/08/2022
24/02/2021,1205,22/08/2022
24/02/2022,614,22/08/2022
24/03/2020,2624,22/08/2022
24/03/2021,1802,22/08/2022
24/03/2022,736,22/08/2022
24/04/2020,568,22/08/2022
24/04/2021,943,22/08/2022
24/04/2022,554,22/08/2022
24/05/2020,99,22/08/2022
24/05/2021,301,22/08/2022
24/05/2022,377,22/08/2022
24/06/2020,98,22/08/2022
24/06/2021,87,22/08/2022
24/06/2022,598,22/08/2022
24/07/2020,73,22/08/2022
24/07/2021,187,22/08/2022
24/07/2022,628,22/08/2022
24/08/2020,136,22/08/2022
24/08/2021,380,22/08/2022
24/09/2020,257,22/08/2022
24/09/2021,199,22/08/2022
24/10/2020,1578,22/08/2022
24/10/2021,189,22/08/2022
24/11/2020,1955,22/08/2022
24/11/2021,427,22/08/2022
24/12/2020,1261,22/08/2022
24/12/2021,960,22/08/2022
25/01/2021,1173,22/08/2022
25/01/2022,1541,22/08/2022
25/02/2020,267,22/08/2022
25/02/2021,1211,22/08/2022
25/02/2022,604,22/08/2022
25/03/2020,2322,22/08/2022
25/03/2021,1852,22/08/2022
25/03/2022,766,22/08/2022
25/04/2020,432,22/08/2022
25/04/2021,834,22/08/2022
25/04/2022,531,22/08/2022
25/05/2020,163,22/08/2022
25/05/2021,253,22/08/2022
25/05/2022,380,22/08/2022
25/06/2020,76,22/08/2022
25/06/2021,65,22/08/2022
25/06/2022,649,22/08/2022
25/07/2020,64,22/08/2022
25/07/2021,213,22/08/2022
25/07/2022,902,22/08/2022
25/08/2020,153,22/08/2022
25/08/2021,368,22/08/2022
25/09/2020,284,22/08/2022
25/09/2021,183,22/08/2022
25/10/2020,1656,22/08/2022
25/10/2021,230,22/08/2022
25/11/2020,1854,22/08/2022
25/11/2021,468,22/08/2022
25/12/2020,993,22/08/2022
25/12/2021,907,22/08/2022
26/01/2021,976,22/08/2022
26/01/2022,1521,22/08/2022
26/02/2020,271,22/08/2022
26/02/2021,1350,22/08/2022
26/02/2022,517,22/08/2022
26/03/2020,2130,22/08/2022
26/03/2021,1903,22/08/2022
26/03/2022,741,22/08/2022
26/04/2020,365,22/08/2022
26/04/2021,996,22/08/2022
26/04/2022,757,22/08/2022
26/05/2020,127,22/08/2022
26/05/2021,292,22/08/2022
26/05/2022,348,22/08/2022
26/06/2020,96,22/08/2022
26/06/2021,68,22/08/2022
26/06/2022,515,22/08/2022
26/07/2020,47,22/08/2022
26/07/2021,212,22/08/2022
26/07/2022,860,22/08/2022
26/08/2020,154,22/08/2022
26/08/2021,409,22/08/2022
26/09/2020,219,22/08/2022
26/09/2021,157,22/08/2022
26/10/2020,2001,22/08/2022
26/10/2021,222,22/08/2022
26/11/2020,1777,22/08/2022
26/11/2021,492,22/08/2022
26/12/2020,1149,22/08/2022
26/12/2021,924,22/08/2022
27/01/2021,927,22/08/2022
27/01/2022,1456,22/08/2022
27/02/2020,315,22/08/2022
27/02/2021,1332,22/08/2022
27/02/2022,430,22/08/2022
27/03/2020,2246,22/08/2022
27/03/2021,1696,22/08/2022
27/03/2022,636,22/08/2022
27/04/2020,457,22/08/2022
27/04/2021,928,22/08/2022
27/04/2022,745,22/08/2022
27/05/2020,122,22/08/2022
27/05/2021,225,22/08/2022
27/05/2022,319,22/08/2022
27/06/2020,46,22/08/2022
27/06/2021,56,22/08/2022
27/06/2022,776,22/08/2022
27/07/2020,77,22/08/2022
27/07/2021,209,22/08/2022
27/07/2022,796,22/08/2022
27/08/2020,152,22/08/2022
27/08/2021,380,22/08/2022
27/09/2020,195,22/08/2022
27/09/2021,223,22/08/2022
27/10/2020,1964,22/08/2022
27/10/2021,264,22/08/2022
27/11/2020,1782,22/08/2022
27/11/2021,443,22/08/2022
27/12/2020,1202,22/08/2022
27/12/2021,1214,22/08/2022
28/01/2021,981,22/08/2022
28/01/2022,1398,22/08/2022
28/02/2020,379,22/08/2022
28/02/2021,1166,22/08/2022
28/02/2022,618,22/08/2022
28/03/2020,1753,22/08/2022
28/03/2021,1402,22/08/2022
28/03/2022,851,22/08/2022
28/04/2020,453,22/08/2022
28/04/2021,967,22/08/2022
28/04/2022,703,22/08/2022
28/05/2020,87,22/08/2022
28/05/2021,271,22/08/2022
28/05/2022,285,22/08/2022
28/06/2020,36,22/08/2022
28/06/2021,77,22/08/2022
28/06/2022,742,22/08/2022
28/07/2020,69,22/08/2022
28/07/2021,225,22/08/2022
28/07/2022,734,22/08/2022
28/08/2020,150,22/08/2022
28/08/2021,366,22/08/2022
28/09/2020,287,22/08/2022
28/09/2021,188,22/08/2022
28/10/2020,2016,22/08/2022
28/10/2021,239,22/08/2022
28/11/2020,1611,22/08/2022
28/11/2021,386,22/08/2022
28/12/2020,1362,22/08/2022
28/12/2021,1252,22/08/2022
29/01/2021,1027,22/08/2022
29/01/2022,1277,22/08/2022
29/02/2020,374,22/08/2022
29/03/2020,1441,22/08/2022
29/03/2021,1854,22/08/2022
29/03/2022,887,22/08/2022
29/04/2020,422,22/08/2022
29/04/2021,847,22/08/2022
29/04/2022,667,22/08/2022
29/05/2020,124,22/08/2022
29/05/2021,217,22/08/2022
29/05/2022,261,22/08/2022
29/06/2020,105,22/08/2022
29/06/2021,72,22/08/2022
