DATA_INIZIO_SINTOMI,CASI,iss_date
27/09/2021,2153,22/08/2022
27/10/2020,17176,22/08/2022
27/10/2021,3081,22/08/2022
27/11/2020,9363,22/08/2022
27/11/2021,7316,22/08/2022
27/12/2020,9099,22/08/2022
27/12/2021,59209,22/08/2022
28/01/2020,15,22/08/2022
28/01/2021,6025,22/08/2022
28/01/2022,30196,22/08/2022
28/02/2020,1207,22/08/2022
28/02/2021,9517,22/08/2022
28/02/2022,15443,22/08/2022
28/03/2020,3150,22/08/2022
28/03/2021,9462,22/08/2022
28/03/2022,28835,22/08/2022
28/04/2020,872,22/08/2022
28/04/2021,5937,22/08/2022
28/04/2022,16105,22/08/2022
28/05/2020,173,22/08/2022
28/05/2021,1390,22/08/2022
28/05/2022,4699,22/08/2022
28/06/2020,61,22/08/2022
28/06/2021,461,22/08/2022
28/06/2022,23467,22/08/2022
28/07/2020,146,22/08/2022
28/07/2021,3656,22/08/2022
28/07/2022,13886,22/08/2022
28/08/2020,599,22/08/2022
28/08/2021,3010,22/08/2022
28/09/2020,1390,22/08/2022
28/09/2021,1953,22/08/2022
28/10/2020,18218,22/08/2022
28/10/2021,3034,22/08/2022
28/11/2020,8932,22/08/2022
28/11/2021,7339,22/08/2022
28/12/2020,11345,22/08/2022
28/12/2021,57180,22/08/2022
29/01/2020,21,22/08/2022
29/01/2021,5836,22/08/2022
29/01/2022,26043,22/08/2022
29/02/2020,1078,22/08/2022
29/03/2020,2377,22/08/2022
29/03/2021,11878,22/08/2022
29/03/2022,24017,22/08/2022
29/04/2020,925,22/08/2022
29/04/2021,5267,22/08/2022
29/04/2022,14185,22/08/2022
29/05/2020,142,22/08/2022
29/05/2021,1163,22/08/2022
29/05/2022,4198,22/08/2022
29/06/2020,106,22/08/2022
29/06/2021,481,22/08/2022
29/06/2022,22706,22/08/2022
29/07/2020,142,22/08/2022
29/07/2021,3323,22/08/2022
29/07/2022,12622,22/08/2022
29/08/2020,450,22/08/2022
29/08/2021,2899,22/08/2022
29/09/2020,1303,22/08/2022
29/09/2021,1810,22/08/2022
29/10/2020,18436,22/08/2022
29/10/2021,2832,22/08/2022
29/11/2020,6981,22/08/2022
29/11/2021,9130,22/08/2022
29/12/2020,9811,22/08/2022
29/12/2021,51528,22/08/2022
30/01/2020,29,22/08/2022
30/01/2021,5668,22/08/2022
30/01/2022,24211,22/08/2022
30/03/2020,3675,22/08/2022
30/03/2021,10339,22/08/2022
30/03/2022,23156,22/08/2022
30/04/2020,868,22/08/2022
30/04/2021,4895,22/08/2022
30/04/2022,12097,22/08/2022
30/05/2020,122,22/08/2022
30/05/2021,1124,22/08/2022
30/05/2022,6768,22/08/2022
30/06/2020,71,22/08/2022
30/06/2021,552,22/08/2022
30/06/2022,22371,22/08/2022
30/07/2020,124,22/08/2022
30/07/2021,3303,22/08/2022
30/07/2022,10941,22/08/2022
30/08/2020,452,22/08/2022
30/08/2021,3558,22/08/2022
30/09/2020,1720,22/08/2022
30/09/2021,1685,22/08/2022
30/10/2020,17972,22/08/2022
30/10/2021,2967,22/08/2022
30/11/2020,9951,22/08/2022
30/11/2021,8518,22/08/2022
30/12/2020,9657,22/08/2022
30/12/2021,44045,22/08/2022
31/01/2020,34,22/08/2022
31/01/2021,5213,22/08/2022
31/01/2022,33825,22/08/2022
31/03/2020,2597,22/08/2022
31/03/2021,9110,22/08/2022
31/03/2022,20192,22/08/2022
31/05/2020,69,22/08/2022
31/05/2021,1223,22/08/2022
31/05/2022,5447,22/08/2022
31/07/2020,125,22/08/2022
31/07/2021,3054,22/08/2022
31/07/2022,9320,22/08/2022
31/08/2020,584,22/08/2022
31/08/2021,3102,22/08/2022
31/10/2020,14712,22/08/2022
31/10/2021,2673,22/08/2022
31/12/2020,9180,22/08/2022
31/12/2021,37312,22/08/2022
,13772879,22/08/2022
