iss_date,DATA_INIZIO_SINTOMI,CASI
21/04/2022,28/01/2020,16
21/04/2022,29/01/2020,21
21/04/2022,30/01/2020,29
21/04/2022,31/01/2020,34
21/04/2022,01/02/2020,53
21/04/2022,02/02/2020,42
21/04/2022,03/02/2020,25
21/04/2022,04/02/2020,24
21/04/2022,05/02/2020,29
21/04/2022,06/02/2020,26
21/04/2022,07/02/2020,22
21/04/2022,08/02/2020,17
21/04/2022,09/02/2020,17
21/04/2022,10/02/2020,61
21/04/2022,11/02/2020,33
21/04/2022,12/02/2020,54
21/04/2022,13/02/2020,51
21/04/2022,14/02/2020,68
21/04/2022,15/02/2020,151
21/04/2022,16/02/2020,83
21/04/2022,17/02/2020,146
21/04/2022,18/02/2020,164
21/04/2022,19/02/2020,145
21/04/2022,20/02/2020,408
21/04/2022,21/02/2020,317
21/04/2022,22/02/2020,402
21/04/2022,23/02/2020,502
21/04/2022,24/02/2020,676
21/04/2022,25/02/2020,816
21/04/2022,26/02/2020,741
21/04/2022,27/02/2020,899
21/04/2022,28/02/2020,1209
21/04/2022,29/02/2020,1079
21/04/2022,01/03/2020,2481
21/04/2022,02/03/2020,1942
21/04/2022,03/03/2020,2251
21/04/2022,04/03/2020,1957
21/04/2022,05/03/2020,2625
21/04/2022,06/03/2020,2969
21/04/2022,07/03/2020,3129
21/04/2022,08/03/2020,3699
21/04/2022,09/03/2020,4449
21/04/2022,10/03/2020,6141
21/04/2022,11/03/2020,4242
21/04/2022,12/03/2020,4811
21/04/2022,13/03/2020,5374
21/04/2022,14/03/2020,4691
21/04/2022,15/03/2020,5864
21/04/2022,16/03/2020,5344
21/04/2022,17/03/2020,4558
21/04/2022,18/03/2020,4790
21/04/2022,19/03/2020,4270
21/04/2022,20/03/2020,6191
21/04/2022,21/03/2020,3847
21/04/2022,22/03/2020,3802
21/04/2022,23/03/2020,4387
21/04/2022,24/03/2020,3580
21/04/2022,25/03/2020,3827
21/04/2022,26/03/2020,3300
21/04/2022,27/03/2020,3528
21/04/2022,28/03/2020,3152
21/04/2022,29/03/2020,2375
21/04/2022,30/03/2020,3676
21/04/2022,31/03/2020,2599
21/04/2022,01/04/2020,4115
21/04/2022,02/04/2020,2706
21/04/2022,03/04/2020,2719
21/04/2022,04/04/2020,2359
21/04/2022,05/04/2020,2054
21/04/2022,06/04/2020,2457
21/04/2022,07/04/2020,2269
21/04/2022,08/04/2020,2143
21/04/2022,09/04/2020,2063
21/04/2022,10/04/2020,2722
21/04/2022,11/04/2020,1621
21/04/2022,12/04/2020,1644
21/04/2022,13/04/2020,1510
21/04/2022,14/04/2020,1857
21/04/2022,15/04/2020,2173
21/04/2022,16/04/2020,1671
21/04/2022,17/04/2020,1637
21/04/2022,18/04/2020,1299
21/04/2022,19/04/2020,1047
21/04/2022,20/04/2020,1904
21/04/2022,21/04/2020,1198
21/04/2022,22/04/2020,1232
21/04/2022,23/04/2020,1251
21/04/2022,24/04/2020,1120
21/04/2022,25/04/2020,884
21/04/2022,26/04/2020,676
21/04/2022,27/04/2020,1124
21/04/2022,28/04/2020,871
21/04/2022,29/04/2020,927
21/04/2022,30/04/2020,865
21/04/2022,01/05/2020,701
21/04/2022,02/05/2020,510
21/04/2022,03/05/2020,410
21/04/2022,04/05/2020,655
21/04/2022,05/05/2020,631
21/04/2022,06/05/2020,566
21/04/2022,07/05/2020,498
21/04/2022,08/05/2020,524
21/04/2022,09/05/2020,300
21/04/2022,10/05/2020,333
21/04/2022,11/05/2020,440
21/04/2022,12/05/2020,449
21/04/2022,13/05/2020,387
21/04/2022,14/05/2020,338
21/04/2022,15/05/2020,344
21/04/2022,16/05/2020,243
21/04/2022,17/05/2020,188
21/04/2022,18/05/2020,305
21/04/2022,19/05/2020,254
21/04/2022,20/05/2020,293
21/04/2022,21/05/2020,227
21/04/2022,22/05/2020,193
21/04/2022,23/05/2020,141
21/04/2022,24/05/2020,106
21/04/2022,25/05/2020,236
21/04/2022,26/05/2020,184
21/04/2022,27/05/2020,213
21/04/2022,28/05/2020,173
21/04/2022,29/05/2020,142
21/04/2022,30/05/2020,122
21/04/2022,31/05/2020,69
21/04/2022,01/06/2020,173
21/04/2022,02/06/2020,66
21/04/2022,03/06/2020,140
21/04/2022,04/06/2020,128
21/04/2022,05/06/2020,164
21/04/2022,06/06/2020,98
21/04/2022,07/06/2020,74
21/04/2022,08/06/2020,135
21/04/2022,09/06/2020,125
21/04/2022,10/06/2020,116
