iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
21/04/2022,28/01/2020,14
21/04/2022,29/01/2020,17
21/04/2022,30/01/2020,26
21/04/2022,31/01/2020,29
21/04/2022,01/02/2020,44
21/04/2022,02/02/2020,35
21/04/2022,03/02/2020,23
21/04/2022,04/02/2020,22
21/04/2022,05/02/2020,28
21/04/2022,06/02/2020,23
21/04/2022,07/02/2020,19
21/04/2022,08/02/2020,16
21/04/2022,09/02/2020,17
21/04/2022,10/02/2020,55
21/04/2022,11/02/2020,24
21/04/2022,12/02/2020,50
21/04/2022,13/02/2020,44
21/04/2022,14/02/2020,63
21/04/2022,15/02/2020,140
21/04/2022,16/02/2020,77
21/04/2022,17/02/2020,136
21/04/2022,18/02/2020,151
21/04/2022,19/02/2020,135
21/04/2022,20/02/2020,385
21/04/2022,21/02/2020,299
21/04/2022,22/02/2020,381
21/04/2022,23/02/2020,465
21/04/2022,24/02/2020,614
21/04/2022,25/02/2020,771
21/04/2022,26/02/2020,689
21/04/2022,27/02/2020,810
21/04/2022,28/02/2020,1137
21/04/2022,29/02/2020,1008
21/04/2022,01/03/2020,2268
21/04/2022,02/03/2020,1795
21/04/2022,03/03/2020,2037
21/04/2022,04/03/2020,1769
21/04/2022,05/03/2020,2383
21/04/2022,06/03/2020,2662
21/04/2022,07/03/2020,2856
21/04/2022,08/03/2020,3377
21/04/2022,09/03/2020,3965
21/04/2022,10/03/2020,5478
21/04/2022,11/03/2020,3752
21/04/2022,12/03/2020,4263
21/04/2022,13/03/2020,4754
21/04/2022,14/03/2020,4093
21/04/2022,15/03/2020,5208
21/04/2022,16/03/2020,4728
21/04/2022,17/03/2020,4049
21/04/2022,18/03/2020,4190
21/04/2022,19/03/2020,3744
21/04/2022,20/03/2020,5402
21/04/2022,21/03/2020,3345
21/04/2022,22/03/2020,3367
21/04/2022,23/03/2020,3813
21/04/2022,24/03/2020,3052
21/04/2022,25/03/2020,3244
21/04/2022,26/03/2020,2774
