iss_date,DATA_DECESSO,DECESSI
21/04/2022,20/02/2020,<5
21/04/2022,21/02/2020,<5
21/04/2022,22/02/2020,<5
21/04/2022,23/02/2020,<5
21/04/2022,24/02/2020,5
21/04/2022,25/02/2020,10
21/04/2022,26/02/2020,6
21/04/2022,27/02/2020,9
21/04/2022,28/02/2020,11
21/04/2022,29/02/2020,15
21/04/2022,01/03/2020,26
21/04/2022,02/03/2020,25
21/04/2022,03/03/2020,56
21/04/2022,04/03/2020,56
21/04/2022,05/03/2020,80
21/04/2022,06/03/2020,111
21/04/2022,07/03/2020,170
21/04/2022,08/03/2020,178
21/04/2022,09/03/2020,225
21/04/2022,10/03/2020,284
21/04/2022,11/03/2020,312
21/04/2022,12/03/2020,324
21/04/2022,13/03/2020,379
21/04/2022,14/03/2020,447
21/04/2022,15/03/2020,433
21/04/2022,16/03/2020,511
21/04/2022,17/03/2020,574
21/04/2022,18/03/2020,643
21/04/2022,19/03/2020,656
21/04/2022,20/03/2020,753
21/04/2022,21/03/2020,820
21/04/2022,22/03/2020,814
21/04/2022,23/03/2020,860
21/04/2022,24/03/2020,822
21/04/2022,25/03/2020,871
21/04/2022,26/03/2020,837
21/04/2022,27/03/2020,882
21/04/2022,28/03/2020,926
21/04/2022,29/03/2020,766
21/04/2022,30/03/2020,790
21/04/2022,31/03/2020,710
21/04/2022,01/04/2020,714
21/04/2022,02/04/2020,692
21/04/2022,03/04/2020,676
21/04/2022,04/04/2020,641
21/04/2022,05/04/2020,603
21/04/2022,06/04/2020,594
21/04/2022,07/04/2020,612
21/04/2022,08/04/2020,604
21/04/2022,09/04/2020,547
21/04/2022,10/04/2020,609
21/04/2022,11/04/2020,586
21/04/2022,12/04/2020,579
21/04/2022,13/04/2020,533
21/04/2022,14/04/2020,539
21/04/2022,15/04/2020,511
21/04/2022,16/04/2020,449
21/04/2022,17/04/2020,477
21/04/2022,18/04/2020,463
21/04/2022,19/04/2020,461
21/04/2022,20/04/2020,445
21/04/2022,21/04/2020,366
21/04/2022,22/04/2020,385
21/04/2022,23/04/2020,356
21/04/2022,24/04/2020,386
21/04/2022,25/04/2020,358
21/04/2022,26/04/2020,319
21/04/2022,27/04/2020,330
21/04/2022,28/04/2020,314
21/04/2022,29/04/2020,299
21/04/2022,30/04/2020,261
21/04/2022,01/05/2020,259
21/04/2022,02/05/2020,253
21/04/2022,03/05/2020,243
21/04/2022,04/05/2020,219
21/04/2022,05/05/2020,225
21/04/2022,06/05/2020,218
21/04/2022,07/05/2020,181
21/04/2022,08/05/2020,171
21/04/2022,09/05/2020,200
21/04/2022,10/05/2020,170
21/04/2022,11/05/2020,163
21/04/2022,12/05/2020,160
21/04/2022,13/05/2020,145
21/04/2022,14/05/2020,141
21/04/2022,15/05/2020,155
21/04/2022,16/05/2020,103
21/04/2022,17/05/2020,119
21/04/2022,18/05/2020,100
21/04/2022,19/05/2020,92
21/04/2022,20/05/2020,88
21/04/2022,21/05/2020,78
21/04/2022,22/05/2020,84
21/04/2022,23/05/2020,95
21/04/2022,24/05/2020,85
21/04/2022,25/05/2020,75
21/04/2022,26/05/2020,60
21/04/2022,27/05/2020,51
21/04/2022,28/05/2020,71
21/04/2022,29/05/2020,61
21/04/2022,30/05/2020,49
21/04/2022,31/05/2020,48
21/04/2022,01/06/2020,62
21/04/2022,02/06/2020,56
21/04/2022,03/06/2020,50
21/04/2022,04/06/2020,60
21/04/2022,05/06/2020,67
21/04/2022,06/06/2020,78
21/04/2022,07/06/2020,36
21/04/2022,08/06/2020,43
