iss_date,DATARICOVERO1,RICOVERI
21/04/2022,20/02/2020,92
21/04/2022,21/02/2020,123
21/04/2022,22/02/2020,107
21/04/2022,23/02/2020,151
21/04/2022,24/02/2020,191
21/04/2022,25/02/2020,267
21/04/2022,26/02/2020,273
21/04/2022,27/02/2020,317
21/04/2022,28/02/2020,380
21/04/2022,29/02/2020,374
21/04/2022,01/03/2020,441
21/04/2022,02/03/2020,669
21/04/2022,03/03/2020,816
21/04/2022,04/03/2020,915
21/04/2022,05/03/2020,1097
21/04/2022,06/03/2020,1227
21/04/2022,07/03/2020,1203
21/04/2022,08/03/2020,1161
21/04/2022,09/03/2020,1458
21/04/2022,10/03/2020,1586
21/04/2022,11/03/2020,1758
21/04/2022,12/03/2020,1909
21/04/2022,13/03/2020,2336
21/04/2022,14/03/2020,1996
21/04/2022,15/03/2020,1908
21/04/2022,16/03/2020,2491
21/04/2022,17/03/2020,2668
21/04/2022,18/03/2020,2712
21/04/2022,19/03/2020,2787
21/04/2022,20/03/2020,2862
21/04/2022,21/03/2020,2547
21/04/2022,22/03/2020,2196
21/04/2022,23/03/2020,2715
21/04/2022,24/03/2020,2625
21/04/2022,25/03/2020,2318
21/04/2022,26/03/2020,2129
21/04/2022,27/03/2020,2243
21/04/2022,28/03/2020,1750
21/04/2022,29/03/2020,1441
21/04/2022,30/03/2020,1686
21/04/2022,31/03/2020,1594
21/04/2022,01/04/2020,1509
21/04/2022,02/04/2020,1465
21/04/2022,03/04/2020,1271
21/04/2022,04/04/2020,1030
21/04/2022,05/04/2020,843
21/04/2022,06/04/2020,1031
21/04/2022,07/04/2020,1035
21/04/2022,08/04/2020,1052
21/04/2022,09/04/2020,1008
21/04/2022,10/04/2020,929
21/04/2022,11/04/2020,824
21/04/2022,12/04/2020,669
21/04/2022,13/04/2020,625
21/04/2022,14/04/2020,866
21/04/2022,15/04/2020,716
21/04/2022,16/04/2020,717
21/04/2022,17/04/2020,727
21/04/2022,18/04/2020,574
21/04/2022,19/04/2020,469
21/04/2022,20/04/2020,665
21/04/2022,21/04/2020,610
21/04/2022,22/04/2020,611
21/04/2022,23/04/2020,592
21/04/2022,24/04/2020,557
21/04/2022,25/04/2020,431
21/04/2022,26/04/2020,363
21/04/2022,27/04/2020,448
21/04/2022,28/04/2020,441
21/04/2022,29/04/2020,417
21/04/2022,30/04/2020,374
21/04/2022,01/05/2020,280
21/04/2022,02/05/2020,249
21/04/2022,03/05/2020,188
21/04/2022,04/05/2020,302
21/04/2022,05/05/2020,292
21/04/2022,06/05/2020,295
21/04/2022,07/05/2020,293
21/04/2022,08/05/2020,289
21/04/2022,09/05/2020,180
21/04/2022,10/05/2020,164
21/04/2022,11/05/2020,251
21/04/2022,12/05/2020,186
21/04/2022,13/05/2020,201
21/04/2022,14/05/2020,205
21/04/2022,15/05/2020,213
21/04/2022,16/05/2020,139
21/04/2022,17/05/2020,126
21/04/2022,18/05/2020,166
21/04/2022,19/05/2020,155
21/04/2022,20/05/2020,148
21/04/2022,21/05/2020,123
21/04/2022,22/05/2020,127
21/04/2022,23/05/2020,97
21/04/2022,24/05/2020,96
21/04/2022,25/05/2020,152
21/04/2022,26/05/2020,119
21/04/2022,27/05/2020,114
21/04/2022,28/05/2020,83
21/04/2022,29/05/2020,108
21/04/2022,30/05/2020,87
21/04/2022,31/05/2020,56
21/04/2022,01/06/2020,124
21/04/2022,02/06/2020,67
21/04/2022,03/06/2020,96
21/04/2022,04/06/2020,86
21/04/2022,05/06/2020,97
21/04/2022,06/06/2020,54
21/04/2022,07/06/2020,45
21/04/2022,08/06/2020,116
21/04/2022,09/06/2020,80
21/04/2022,10/06/2020,76
21/04/2022,11/06/2020,65
21/04/2022,12/06/2020,82
21/04/2022,13/06/2020,65
21/04/2022,14/06/2020,55
21/04/2022,15/06/2020,82
21/04/2022,16/06/2020,59
21/04/2022,17/06/2020,82
21/04/2022,18/06/2020,80
21/04/2022,19/06/2020,91
21/04/2022,20/06/2020,37
21/04/2022,21/06/2020,50
21/04/2022,22/06/2020,95
21/04/2022,23/06/2020,66
21/04/2022,24/06/2020,87
21/04/2022,25/06/2020,72
21/04/2022,26/06/2020,89
21/04/2022,27/06/2020,42
21/04/2022,28/06/2020,31
21/04/2022,29/06/2020,95
21/04/2022,30/06/2020,68
21/04/2022,01/07/2020,61
21/04/2022,02/07/2020,72
21/04/2022,03/07/2020,82
21/04/2022,04/07/2020,37
21/04/2022,05/07/2020,50
21/04/2022,06/07/2020,78
21/04/2022,07/07/2020,66
21/04/2022,08/07/2020,70
21/04/2022,09/07/2020,63
21/04/2022,10/07/2020,72
21/04/2022,11/07/2020,52
21/04/2022,12/07/2020,44
21/04/2022,13/07/2020,76
21/04/2022,14/07/2020,69
21/04/2022,15/07/2020,68
21/04/2022,16/07/2020,60
21/04/2022,17/07/2020,90
21/04/2022,18/07/2020,50
21/04/2022,19/07/2020,38
21/04/2022,20/07/2020,85
21/04/2022,21/07/2020,81
21/04/2022,22/07/2020,73
21/04/2022,23/07/2020,67
21/04/2022,24/07/2020,68
21/04/2022,25/07/2020,64
21/04/2022,26/07/2020,45
21/04/2022,27/07/2020,68
21/04/2022,28/07/2020,68
21/04/2022,29/07/2020,66
21/04/2022,30/07/2020,65
21/04/2022,31/07/2020,83
21/04/2022,01/08/2020,68
21/04/2022,02/08/2020,54
21/04/2022,03/08/2020,97
21/04/2022,04/08/2020,64
21/04/2022,05/08/2020,87
21/04/2022,06/08/2020,65
21/04/2022,07/08/2020,74
21/04/2022,08/08/2020,58
21/04/2022,09/08/2020,61
21/04/2022,10/08/2020,98
21/04/2022,11/08/2020,60
21/04/2022,12/08/2020,100
21/04/2022,13/08/2020,84
21/04/2022,14/08/2020,83
21/04/2022,15/08/2020,64
21/04/2022,16/08/2020,68
21/04/2022,17/08/2020,103
21/04/2022,18/08/2020,114
21/04/2022,19/08/2020,138
21/04/2022,20/08/2020,88
21/04/2022,21/08/2020,98
21/04/2022,22/08/2020,120
21/04/2022,23/08/2020,92
21/04/2022,24/08/2020,130
21/04/2022,25/08/2020,150
21/04/2022,26/08/2020,149
21/04/2022,27/08/2020,148
21/04/2022,28/08/2020,145
21/04/2022,29/08/2020,112
21/04/2022,30/08/2020,116
21/04/2022,31/08/2020,138
21/04/2022,01/09/2020,157
21/04/2022,02/09/2020,183
21/04/2022,03/09/2020,184
21/04/2022,04/09/2020,175
21/04/2022,05/09/2020,149
21/04/2022,06/09/2020,127
21/04/2022,07/09/2020,213
21/04/2022,08/09/2020,176
21/04/2022,09/09/2020,191
21/04/2022,10/09/2020,210
21/04/2022,11/09/2020,202
21/04/2022,12/09/2020,184
21/04/2022,13/09/2020,174
21/04/2022,14/09/2020,228
21/04/2022,15/09/2020,247
21/04/2022,16/09/2020,234
21/04/2022,17/09/2020,245
21/04/2022,18/09/2020,240
21/04/2022,19/09/2020,188
21/04/2022,20/09/2020,168
21/04/2022,21/09/2020,261
21/04/2022,22/09/2020,258
21/04/2022,23/09/2020,254
21/04/2022,24/09/2020,252
21/04/2022,25/09/2020,277
21/04/2022,26/09/2020,219
21/04/2022,27/09/2020,194
21/04/2022,28/09/2020,280
21/04/2022,29/09/2020,283
21/04/2022,30/09/2020,258
21/04/2022,01/10/2020,341
21/04/2022,02/10/2020,352
21/04/2022,03/10/2020,360
21/04/2022,04/10/2020,325
21/04/2022,05/10/2020,440
21/04/2022,06/10/2020,491
21/04/2022,07/10/2020,477
21/04/2022,08/10/2020,526
21/04/2022,09/10/2020,567
21/04/2022,10/10/2020,577
21/04/2022,11/10/2020,593
21/04/2022,12/10/2020,757
21/04/2022,13/10/2020,815
21/04/2022,14/10/2020,842
21/04/2022,15/10/2020,951
