iss_date,DATA_INIZIO_SINTOMI,CASI
25/02/2022,28/01/2020,16
25/02/2022,29/01/2020,21
25/02/2022,30/01/2020,30
25/02/2022,31/01/2020,34
25/02/2022,01/02/2020,53
25/02/2022,02/02/2020,42
25/02/2022,03/02/2020,25
25/02/2022,04/02/2020,24
25/02/2022,05/02/2020,29
25/02/2022,06/02/2020,26
25/02/2022,07/02/2020,22
25/02/2022,08/02/2020,17
25/02/2022,09/02/2020,17
25/02/2022,10/02/2020,61
25/02/2022,11/02/2020,33
25/02/2022,12/02/2020,54
25/02/2022,13/02/2020,51
25/02/2022,14/02/2020,68
25/02/2022,15/02/2020,151
25/02/2022,16/02/2020,83
25/02/2022,17/02/2020,146
25/02/2022,18/02/2020,164
25/02/2022,19/02/2020,145
25/02/2022,20/02/2020,408
25/02/2022,21/02/2020,317
25/02/2022,22/02/2020,402
25/02/2022,23/02/2020,502
25/02/2022,24/02/2020,677
25/02/2022,25/02/2020,816
25/02/2022,26/02/2020,740
25/02/2022,27/02/2020,899
25/02/2022,28/02/2020,1209
25/02/2022,29/02/2020,1079
25/02/2022,01/03/2020,2480
25/02/2022,02/03/2020,1944
25/02/2022,03/03/2020,2252
25/02/2022,04/03/2020,1955
25/02/2022,05/03/2020,2624
25/02/2022,06/03/2020,2967
25/02/2022,07/03/2020,3129
25/02/2022,08/03/2020,3697
25/02/2022,09/03/2020,4453
25/02/2022,10/03/2020,6141
25/02/2022,11/03/2020,4241
25/02/2022,12/03/2020,4812
25/02/2022,13/03/2020,5372
25/02/2022,14/03/2020,4695
25/02/2022,15/03/2020,5865
25/02/2022,16/03/2020,5343
25/02/2022,17/03/2020,4559
25/02/2022,18/03/2020,4791
25/02/2022,19/03/2020,4273
25/02/2022,20/03/2020,6187
25/02/2022,21/03/2020,3844
25/02/2022,22/03/2020,3802
25/02/2022,23/03/2020,4391
25/02/2022,24/03/2020,3579
25/02/2022,25/03/2020,3825
25/02/2022,26/03/2020,3304
25/02/2022,27/03/2020,3529
25/02/2022,28/03/2020,3152
25/02/2022,29/03/2020,2378
25/02/2022,30/03/2020,3675
25/02/2022,31/03/2020,2599
25/02/2022,01/04/2020,4116
25/02/2022,02/04/2020,2705
25/02/2022,03/04/2020,2717
25/02/2022,04/04/2020,2355
25/02/2022,05/04/2020,2056
25/02/2022,06/04/2020,2456
25/02/2022,07/04/2020,2269
25/02/2022,08/04/2020,2144
25/02/2022,09/04/2020,2065
25/02/2022,10/04/2020,2722
25/02/2022,11/04/2020,1618
25/02/2022,12/04/2020,1645
25/02/2022,13/04/2020,1510
25/02/2022,14/04/2020,1856
25/02/2022,15/04/2020,2170
25/02/2022,16/04/2020,1669
25/02/2022,17/04/2020,1638
25/02/2022,18/04/2020,1299
25/02/2022,19/04/2020,1047
25/02/2022,20/04/2020,1905
25/02/2022,21/04/2020,1198
25/02/2022,22/04/2020,1231
25/02/2022,23/04/2020,1250
25/02/2022,24/04/2020,1119
25/02/2022,25/04/2020,884
25/02/2022,26/04/2020,676
25/02/2022,27/04/2020,1124
25/02/2022,28/04/2020,870
25/02/2022,29/04/2020,926
25/02/2022,30/04/2020,865
25/02/2022,01/05/2020,700
25/02/2022,02/05/2020,510
25/02/2022,03/05/2020,410
25/02/2022,04/05/2020,653
25/02/2022,05/05/2020,631
25/02/2022,06/05/2020,566
25/02/2022,07/05/2020,498
25/02/2022,08/05/2020,524
25/02/2022,09/05/2020,301
25/02/2022,10/05/2020,334
25/02/2022,11/05/2020,440
25/02/2022,12/05/2020,449
25/02/2022,13/05/2020,387
25/02/2022,14/05/2020,336
25/02/2022,15/05/2020,344
25/02/2022,16/05/2020,243
25/02/2022,17/05/2020,188
25/02/2022,18/05/2020,305
25/02/2022,19/05/2020,254
25/02/2022,20/05/2020,292
25/02/2022,21/05/2020,227
25/02/2022,22/05/2020,193
25/02/2022,23/05/2020,141
25/02/2022,24/05/2020,106
25/02/2022,25/05/2020,236
25/02/2022,26/05/2020,184
25/02/2022,27/05/2020,213
25/02/2022,28/05/2020,173
25/02/2022,29/05/2020,142
25/02/2022,30/05/2020,121
25/02/2022,31/05/2020,69
25/02/2022,01/06/2020,173
25/02/2022,02/06/2020,66
25/02/2022,03/06/2020,138
25/02/2022,04/06/2020,128
25/02/2022,05/06/2020,164
25/02/2022,06/06/2020,98
25/02/2022,07/06/2020,74
25/02/2022,08/06/2020,135
25/02/2022,09/06/2020,125
25/02/2022,10/06/2020,116
25/02/2022,11/06/2020,110
25/02/2022,12/06/2020,126
25/02/2022,13/06/2020,75
25/02/2022,14/06/2020,82
25/02/2022,15/06/2020,120
25/02/2022,16/06/2020,107
25/02/2022,17/06/2020,97
25/02/2022,18/06/2020,96
25/02/2022,19/06/2020,89
25/02/2022,20/06/2020,69
25/02/2022,21/06/2020,66
25/02/2022,22/06/2020,90
25/02/2022,23/06/2020,79
25/02/2022,24/06/2020,99
25/02/2022,25/06/2020,91
25/02/2022,26/06/2020,109
25/02/2022,27/06/2020,77
25/02/2022,28/06/2020,61
25/02/2022,29/06/2020,103
25/02/2022,30/06/2020,71
25/02/2022,01/07/2020,118
25/02/2022,02/07/2020,90
25/02/2022,03/07/2020,76
25/02/2022,04/07/2020,84
25/02/2022,05/07/2020,68
25/02/2022,06/07/2020,102
25/02/2022,07/07/2020,107
25/02/2022,08/07/2020,105
25/02/2022,09/07/2020,84
25/02/2022,10/07/2020,117
25/02/2022,11/07/2020,83
25/02/2022,12/07/2020,80
25/02/2022,13/07/2020,108
25/02/2022,14/07/2020,115
25/02/2022,15/07/2020,101
25/02/2022,16/07/2020,96
25/02/2022,17/07/2020,104
25/02/2022,18/07/2020,97
25/02/2022,19/07/2020,91
25/02/2022,20/07/2020,143
25/02/2022,21/07/2020,130
25/02/2022,22/07/2020,122
25/02/2022,23/07/2020,144
25/02/2022,24/07/2020,118
25/02/2022,25/07/2020,133
25/02/2022,26/07/2020,101
25/02/2022,27/07/2020,138
25/02/2022,28/07/2020,144
25/02/2022,29/07/2020,140
25/02/2022,30/07/2020,125
25/02/2022,31/07/2020,127
25/02/2022,01/08/2020,160
25/02/2022,02/08/2020,127
25/02/2022,03/08/2020,224
25/02/2022,04/08/2020,200
25/02/2022,05/08/2020,220
25/02/2022,06/08/2020,209
25/02/2022,07/08/2020,216
25/02/2022,08/08/2020,265
25/02/2022,09/08/2020,210
25/02/2022,10/08/2020,297
25/02/2022,11/08/2020,278
25/02/2022,12/08/2020,283
25/02/2022,13/08/2020,316
25/02/2022,14/08/2020,311
25/02/2022,15/08/2020,358
25/02/2022,16/08/2020,372
25/02/2022,17/08/2020,579
25/02/2022,18/08/2020,635
25/02/2022,19/08/2020,584
25/02/2022,20/08/2020,595
25/02/2022,21/08/2020,639
25/02/2022,22/08/2020,603
25/02/2022,23/08/2020,614
25/02/2022,24/08/2020,700
25/02/2022,25/08/2020,653
25/02/2022,26/08/2020,639
25/02/2022,27/08/2020,588
25/02/2022,28/08/2020,597
25/02/2022,29/08/2020,449
25/02/2022,30/08/2020,448
25/02/2022,31/08/2020,586
25/02/2022,01/09/2020,748
25/02/2022,02/09/2020,650
25/02/2022,03/09/2020,595
25/02/2022,04/09/2020,653
25/02/2022,05/09/2020,557
25/02/2022,06/09/2020,536
25/02/2022,07/09/2020,821
25/02/2022,08/09/2020,696
25/02/2022,09/09/2020,693
25/02/2022,10/09/2020,781
25/02/2022,11/09/2020,672
25/02/2022,12/09/2020,663
25/02/2022,13/09/2020,621
25/02/2022,14/09/2020,908
25/02/2022,15/09/2020,925
25/02/2022,16/09/2020,845
25/02/2022,17/09/2020,864
25/02/2022,18/09/2020,873
25/02/2022,19/09/2020,857
25/02/2022,20/09/2020,837
25/02/2022,21/09/2020,988
25/02/2022,22/09/2020,963
25/02/2022,23/09/2020,908
25/02/2022,24/09/2020,870
25/02/2022,25/09/2020,1007
25/02/2022,26/09/2020,972
25/02/2022,27/09/2020,1021
25/02/2022,28/09/2020,1385
25/02/2022,29/09/2020,1302
25/02/2022,30/09/2020,1716
25/02/2022,01/10/2020,2351
25/02/2022,02/10/2020,2276
25/02/2022,03/10/2020,2384
25/02/2022,04/10/2020,2362
25/02/2022,05/10/2020,3373
25/02/2022,06/10/2020,3198
25/02/2022,07/10/2020,3727
25/02/2022,08/10/2020,4060
25/02/2022,09/10/2020,4552
25/02/2022,10/10/2020,5016
25/02/2022,11/10/2020,4402
25/02/2022,12/10/2020,7055
25/02/2022,13/10/2020,6743
25/02/2022,14/10/2020,7445
25/02/2022,15/10/2020,8325
25/02/2022,16/10/2020,9414
25/02/2022,17/10/2020,9149
25/02/2022,18/10/2020,9247
25/02/2022,19/10/2020,13008
25/02/2022,20/10/2020,14032
25/02/2022,21/10/2020,13360
25/02/2022,22/10/2020,13487
25/02/2022,23/10/2020,15250
25/02/2022,24/10/2020,13914
25/02/2022,25/10/2020,14155
25/02/2022,26/10/2020,19408
25/02/2022,27/10/2020,17170
25/02/2022,28/10/2020,18220
25/02/2022,29/10/2020,18428
25/02/2022,30/10/2020,17948
25/02/2022,31/10/2020,14687
25/02/2022,01/11/2020,17721
25/02/2022,02/11/2020,20908
25/02/2022,03/11/2020,17470
25/02/2022,04/11/2020,19825
25/02/2022,05/11/2020,17928
25/02/2022,06/11/2020,18317
25/02/2022,07/11/2020,16772
25/02/2022,08/11/2020,15634
25/02/2022,09/11/2020,19023
25/02/2022,10/11/2020,18350
25/02/2022,11/11/2020,15997
25/02/2022,12/11/2020,16011
25/02/2022,13/11/2020,16539
25/02/2022,14/11/2020,15702
25/02/2022,15/11/2020,13864
25/02/2022,16/11/2020,16382
25/02/2022,17/11/2020,13148
25/02/2022,18/11/2020,14011
25/02/2022,19/11/2020,12256
25/02/2022,20/11/2020,13017
25/02/2022,21/11/2020,10475
25/02/2022,22/11/2020,8900
25/02/2022,23/11/2020,11476
25/02/2022,24/11/2020,10378
25/02/2022,25/11/2020,10096
25/02/2022,26/11/2020,9559
25/02/2022,27/11/2020,9364
25/02/2022,28/11/2020,8919
25/02/2022,29/11/2020,6978
25/02/2022,30/11/2020,9943
25/02/2022,01/12/2020,10522
25/02/2022,02/12/2020,9146
25/02/2022,03/12/2020,8383
25/02/2022,04/12/2020,8942
25/02/2022,05/12/2020,7638
25/02/2022,06/12/2020,6406
25/02/2022,07/12/2020,8770
25/02/2022,08/12/2020,7132
25/02/2022,09/12/2020,8257
25/02/2022,10/12/2020,8328
25/02/2022,11/12/2020,7540
25/02/2022,12/12/2020,7289
25/02/2022,13/12/2020,6414
25/02/2022,14/12/2020,8890
25/02/2022,15/12/2020,8129
25/02/2022,16/12/2020,7819
25/02/2022,17/12/2020,7391
25/02/2022,18/12/2020,7876
25/02/2022,19/12/2020,7120
25/02/2022,20/12/2020,7621
25/02/2022,21/12/2020,8640
25/02/2022,22/12/2020,8460
25/02/2022,23/12/2020,8702
25/02/2022,24/12/2020,8796
25/02/2022,25/12/2020,7614
25/02/2022,26/12/2020,8401
25/02/2022,27/12/2020,9083
25/02/2022,28/12/2020,11336
25/02/2022,29/12/2020,9799
25/02/2022,30/12/2020,9654
25/02/2022,31/12/2020,9172
25/02/2022,01/01/2021,9581
25/02/2022,02/01/2021,9736
25/02/2022,03/01/2021,8623
25/02/2022,04/01/2021,10986
25/02/2022,05/01/2021,9920
25/02/2022,06/01/2021,7829
25/02/2022,07/01/2021,8090
25/02/2022,08/01/2021,7708
25/02/2022,09/01/2021,6861
25/02/2022,10/01/2021,6555
25/02/2022,11/01/2021,7565
25/02/2022,12/01/2021,6718
25/02/2022,13/01/2021,6329
25/02/2022,14/01/2021,6145
25/02/2022,15/01/2021,6359
25/02/2022,16/01/2021,5762
25/02/2022,17/01/2021,5293
25/02/2022,18/01/2021,6937
25/02/2022,19/01/2021,6320
25/02/2022,20/01/2021,6793
25/02/2022,21/01/2021,5922
25/02/2022,22/01/2021,6310
25/02/2022,23/01/2021,6215
25/02/2022,24/01/2021,5673
25/02/2022,25/01/2021,7068
25/02/2022,26/01/2021,6159
25/02/2022,27/01/2021,6128
25/02/2022,28/01/2021,6018
25/02/2022,29/01/2021,5843
25/02/2022,30/01/2021,5675
25/02/2022,31/01/2021,5215
25/02/2022,01/02/2021,7930
25/02/2022,02/02/2021,6591
25/02/2022,03/02/2021,6557
25/02/2022,04/02/2021,6302
25/02/2022,05/02/2021,6500
25/02/2022,06/02/2021,6429
25/02/2022,07/02/2021,5872
25/02/2022,08/02/2021,7354
25/02/2022,09/02/2021,6500
25/02/2022,10/02/2021,7090
25/02/2022,11/02/2021,6155
25/02/2022,12/02/2021,6367
