iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
25/02/2022,29/01/2020,<5
25/02/2022,06/02/2020,<5
25/02/2022,20/02/2020,<5
25/02/2022,21/02/2020,36
25/02/2022,22/02/2020,58
25/02/2022,23/02/2020,77
25/02/2022,24/02/2020,86
25/02/2022,25/02/2020,190
25/02/2022,26/02/2020,278
25/02/2022,27/02/2020,286
25/02/2022,28/02/2020,354
25/02/2022,29/02/2020,373
25/02/2022,01/03/2020,410
25/02/2022,02/03/2020,629
25/02/2022,03/03/2020,803
25/02/2022,04/03/2020,1077
25/02/2022,05/03/2020,1302
25/02/2022,06/03/2020,1530
25/02/2022,07/03/2020,1413
25/02/2022,08/03/2020,1451
25/02/2022,09/03/2020,2240
25/02/2022,10/03/2020,2449
25/02/2022,11/03/2020,2779
25/02/2022,12/03/2020,3144
25/02/2022,13/03/2020,4105
25/02/2022,14/03/2020,3535
25/02/2022,15/03/2020,2850
25/02/2022,16/03/2020,4820
25/02/2022,17/03/2020,5347
25/02/2022,18/03/2020,5692
25/02/2022,19/03/2020,5689
25/02/2022,20/03/2020,6257
25/02/2022,21/03/2020,4922
25/02/2022,22/03/2020,3926
25/02/2022,23/03/2020,6101
25/02/2022,24/03/2020,5916
25/02/2022,25/03/2020,5804
25/02/2022,26/03/2020,5706
25/02/2022,27/03/2020,5795
25/02/2022,28/03/2020,4531
25/02/2022,29/03/2020,3012
25/02/2022,30/03/2020,5086
25/02/2022,31/03/2020,5361
25/02/2022,01/04/2020,5025
25/02/2022,02/04/2020,4775
25/02/2022,03/04/2020,4448
25/02/2022,04/04/2020,3663
25/02/2022,05/04/2020,2601
25/02/2022,06/04/2020,4090
25/02/2022,07/04/2020,4143
25/02/2022,08/04/2020,4796
25/02/2022,09/04/2020,4687
25/02/2022,10/04/2020,5132
25/02/2022,11/04/2020,3430
25/02/2022,12/04/2020,1918
25/02/2022,13/04/2020,2269
25/02/2022,14/04/2020,3278
25/02/2022,15/04/2020,3948
25/02/2022,16/04/2020,3705
25/02/2022,17/04/2020,3499
25/02/2022,18/04/2020,2640
25/02/2022,19/04/2020,1387
25/02/2022,20/04/2020,3005
25/02/2022,21/04/2020,3079
25/02/2022,22/04/2020,2606
25/02/2022,23/04/2020,2812
25/02/2022,24/04/2020,2739
25/02/2022,25/04/2020,1667
25/02/2022,26/04/2020,1017
25/02/2022,27/04/2020,1982
25/02/2022,28/04/2020,2240
25/02/2022,29/04/2020,2329
25/02/2022,30/04/2020,2269
25/02/2022,01/05/2020,1085
25/02/2022,02/05/2020,1021
25/02/2022,03/05/2020,506
25/02/2022,04/05/2020,1456
25/02/2022,05/05/2020,1536
25/02/2022,06/05/2020,1442
25/02/2022,07/05/2020,1390
25/02/2022,08/05/2020,1380
25/02/2022,09/05/2020,731
25/02/2022,10/05/2020,336
25/02/2022,11/05/2020,873
25/02/2022,12/05/2020,915
25/02/2022,13/05/2020,890
25/02/2022,14/05/2020,901
25/02/2022,15/05/2020,791
25/02/2022,16/05/2020,606
25/02/2022,17/05/2020,298
25/02/2022,18/05/2020,655
25/02/2022,19/05/2020,720
25/02/2022,20/05/2020,676
25/02/2022,21/05/2020,622
25/02/2022,22/05/2020,685
25/02/2022,23/05/2020,356
25/02/2022,24/05/2020,147
25/02/2022,25/05/2020,513
25/02/2022,26/05/2020,541
25/02/2022,27/05/2020,523
25/02/2022,28/05/2020,516
25/02/2022,29/05/2020,386
25/02/2022,30/05/2020,286
25/02/2022,31/05/2020,89
25/02/2022,01/06/2020,377
25/02/2022,02/06/2020,87
25/02/2022,03/06/2020,358
25/02/2022,04/06/2020,361
25/02/2022,05/06/2020,385
25/02/2022,06/06/2020,203
25/02/2022,07/06/2020,84
25/02/2022,08/06/2020,300
25/02/2022,09/06/2020,368
25/02/2022,10/06/2020,394
25/02/2022,11/06/2020,449
25/02/2022,12/06/2020,369
25/02/2022,13/06/2020,214
25/02/2022,14/06/2020,68
25/02/2022,15/06/2020,276
25/02/2022,16/06/2020,280
25/02/2022,17/06/2020,302
25/02/2022,18/06/2020,233
25/02/2022,19/06/2020,290
25/02/2022,20/06/2020,165
25/02/2022,21/06/2020,62
25/02/2022,22/06/2020,338
25/02/2022,23/06/2020,288
25/02/2022,24/06/2020,206
25/02/2022,25/06/2020,202
25/02/2022,26/06/2020,184
25/02/2022,27/06/2020,124
25/02/2022,28/06/2020,66
25/02/2022,29/06/2020,230
25/02/2022,30/06/2020,199
25/02/2022,01/07/2020,235
25/02/2022,02/07/2020,247
25/02/2022,03/07/2020,241
25/02/2022,04/07/2020,222
25/02/2022,05/07/2020,77
25/02/2022,06/07/2020,235
25/02/2022,07/07/2020,223
25/02/2022,08/07/2020,285
25/02/2022,09/07/2020,220
25/02/2022,10/07/2020,249
25/02/2022,11/07/2020,163
25/02/2022,12/07/2020,62
25/02/2022,13/07/2020,186
25/02/2022,14/07/2020,238
