iss_date,DATA_INIZIO_SINTOMI,CASI
01/12/2021,28/01/2020,15
01/12/2021,29/01/2020,20
01/12/2021,30/01/2020,27
01/12/2021,31/01/2020,31
01/12/2021,01/02/2020,51
01/12/2021,02/02/2020,41
01/12/2021,03/02/2020,25
01/12/2021,04/02/2020,24
01/12/2021,05/02/2020,29
01/12/2021,06/02/2020,26
01/12/2021,07/02/2020,22
01/12/2021,08/02/2020,16
01/12/2021,09/02/2020,17
01/12/2021,10/02/2020,61
01/12/2021,11/02/2020,31
01/12/2021,12/02/2020,54
01/12/2021,13/02/2020,51
01/12/2021,14/02/2020,68
01/12/2021,15/02/2020,151
01/12/2021,16/02/2020,83
01/12/2021,17/02/2020,146
01/12/2021,18/02/2020,163
01/12/2021,19/02/2020,145
01/12/2021,20/02/2020,406
01/12/2021,21/02/2020,317
01/12/2021,22/02/2020,401
01/12/2021,23/02/2020,503
01/12/2021,24/02/2020,676
01/12/2021,25/02/2020,815
01/12/2021,26/02/2020,740
01/12/2021,27/02/2020,897
01/12/2021,28/02/2020,1206
01/12/2021,29/02/2020,1078
01/12/2021,01/03/2020,2475
01/12/2021,02/03/2020,1940
01/12/2021,03/03/2020,2245
01/12/2021,04/03/2020,1949
01/12/2021,05/03/2020,2623
01/12/2021,06/03/2020,2966
01/12/2021,07/03/2020,3122
01/12/2021,08/03/2020,3691
01/12/2021,09/03/2020,4447
01/12/2021,10/03/2020,6125
01/12/2021,11/03/2020,4234
01/12/2021,12/03/2020,4800
01/12/2021,13/03/2020,5361
01/12/2021,14/03/2020,4688
01/12/2021,15/03/2020,5856
01/12/2021,16/03/2020,5332
01/12/2021,17/03/2020,4540
01/12/2021,18/03/2020,4783
01/12/2021,19/03/2020,4263
01/12/2021,20/03/2020,6184
01/12/2021,21/03/2020,3839
01/12/2021,22/03/2020,3794
01/12/2021,23/03/2020,4380
01/12/2021,24/03/2020,3573
01/12/2021,25/03/2020,3814
01/12/2021,26/03/2020,3311
01/12/2021,27/03/2020,3528
01/12/2021,28/03/2020,3144
01/12/2021,29/03/2020,2370
01/12/2021,30/03/2020,3672
01/12/2021,31/03/2020,2592
01/12/2021,01/04/2020,4109
01/12/2021,02/04/2020,2695
01/12/2021,03/04/2020,2709
01/12/2021,04/04/2020,2347
01/12/2021,05/04/2020,2058
01/12/2021,06/04/2020,2449
01/12/2021,07/04/2020,2265
01/12/2021,08/04/2020,2140
01/12/2021,09/04/2020,2057
01/12/2021,10/04/2020,2718
01/12/2021,11/04/2020,1612
01/12/2021,12/04/2020,1632
01/12/2021,13/04/2020,1505
01/12/2021,14/04/2020,1848
01/12/2021,15/04/2020,2160
01/12/2021,16/04/2020,1663
01/12/2021,17/04/2020,1637
01/12/2021,18/04/2020,1298
01/12/2021,19/04/2020,1039
01/12/2021,20/04/2020,1897
01/12/2021,21/04/2020,1189
01/12/2021,22/04/2020,1226
01/12/2021,23/04/2020,1247
01/12/2021,24/04/2020,1116
01/12/2021,25/04/2020,884
01/12/2021,26/04/2020,673
01/12/2021,27/04/2020,1122
01/12/2021,28/04/2020,867
01/12/2021,29/04/2020,923
01/12/2021,30/04/2020,865
01/12/2021,01/05/2020,698
01/12/2021,02/05/2020,508
01/12/2021,03/05/2020,410
01/12/2021,04/05/2020,652
01/12/2021,05/05/2020,626
01/12/2021,06/05/2020,565
01/12/2021,07/05/2020,495
01/12/2021,08/05/2020,521
01/12/2021,09/05/2020,300
01/12/2021,10/05/2020,333
01/12/2021,11/05/2020,437
01/12/2021,12/05/2020,445
01/12/2021,13/05/2020,385
01/12/2021,14/05/2020,334
01/12/2021,15/05/2020,342
01/12/2021,16/05/2020,240
01/12/2021,17/05/2020,188
01/12/2021,18/05/2020,305
01/12/2021,19/05/2020,252
01/12/2021,20/05/2020,292
01/12/2021,21/05/2020,226
01/12/2021,22/05/2020,192
01/12/2021,23/05/2020,140
01/12/2021,24/05/2020,103
01/12/2021,25/05/2020,233
01/12/2021,26/05/2020,183
01/12/2021,27/05/2020,212
01/12/2021,28/05/2020,173
01/12/2021,29/05/2020,142
01/12/2021,30/05/2020,121
01/12/2021,31/05/2020,67
01/12/2021,01/06/2020,172
01/12/2021,02/06/2020,66
01/12/2021,03/06/2020,137
01/12/2021,04/06/2020,128
01/12/2021,05/06/2020,165
01/12/2021,06/06/2020,98
01/12/2021,07/06/2020,74
01/12/2021,08/06/2020,135
01/12/2021,09/06/2020,125
01/12/2021,10/06/2020,115
01/12/2021,11/06/2020,109
01/12/2021,12/06/2020,125
01/12/2021,13/06/2020,73
01/12/2021,14/06/2020,82
01/12/2021,15/06/2020,120
01/12/2021,16/06/2020,107
01/12/2021,17/06/2020,97
01/12/2021,18/06/2020,96
01/12/2021,19/06/2020,89
01/12/2021,20/06/2020,69
01/12/2021,21/06/2020,66
01/12/2021,22/06/2020,90
01/12/2021,23/06/2020,78
01/12/2021,24/06/2020,99
01/12/2021,25/06/2020,90
01/12/2021,26/06/2020,108
01/12/2021,27/06/2020,77
01/12/2021,28/06/2020,60
01/12/2021,29/06/2020,101
01/12/2021,30/06/2020,72
01/12/2021,01/07/2020,117
01/12/2021,02/07/2020,89
01/12/2021,03/07/2020,74
01/12/2021,04/07/2020,82
01/12/2021,05/07/2020,67
01/12/2021,06/07/2020,102
01/12/2021,07/07/2020,107
01/12/2021,08/07/2020,104
01/12/2021,09/07/2020,84
01/12/2021,10/07/2020,117
01/12/2021,11/07/2020,83
01/12/2021,12/07/2020,79
01/12/2021,13/07/2020,108
01/12/2021,14/07/2020,116
01/12/2021,15/07/2020,101
01/12/2021,16/07/2020,96
01/12/2021,17/07/2020,104
01/12/2021,18/07/2020,96
01/12/2021,19/07/2020,92
01/12/2021,20/07/2020,143
01/12/2021,21/07/2020,129
01/12/2021,22/07/2020,121
01/12/2021,23/07/2020,141
01/12/2021,24/07/2020,118
01/12/2021,25/07/2020,132
01/12/2021,26/07/2020,101
01/12/2021,27/07/2020,138
01/12/2021,28/07/2020,142
01/12/2021,29/07/2020,138
01/12/2021,30/07/2020,125
01/12/2021,31/07/2020,126
01/12/2021,01/08/2020,160
01/12/2021,02/08/2020,127
01/12/2021,03/08/2020,223
01/12/2021,04/08/2020,198
01/12/2021,05/08/2020,220
01/12/2021,06/08/2020,210
01/12/2021,07/08/2020,215
01/12/2021,08/08/2020,263
01/12/2021,09/08/2020,208
01/12/2021,10/08/2020,296
01/12/2021,11/08/2020,276
01/12/2021,12/08/2020,282
01/12/2021,13/08/2020,314
01/12/2021,14/08/2020,308
01/12/2021,15/08/2020,356
01/12/2021,16/08/2020,372
01/12/2021,17/08/2020,575
01/12/2021,18/08/2020,632
01/12/2021,19/08/2020,584
01/12/2021,20/08/2020,592
01/12/2021,21/08/2020,637
01/12/2021,22/08/2020,598
01/12/2021,23/08/2020,613
01/12/2021,24/08/2020,699
01/12/2021,25/08/2020,648
01/12/2021,26/08/2020,635
01/12/2021,27/08/2020,588
01/12/2021,28/08/2020,594
01/12/2021,29/08/2020,448
01/12/2021,30/08/2020,446
01/12/2021,31/08/2020,588
01/12/2021,01/09/2020,750
01/12/2021,02/09/2020,645
01/12/2021,03/09/2020,593
01/12/2021,04/09/2020,653
01/12/2021,05/09/2020,556
01/12/2021,06/09/2020,536
01/12/2021,07/09/2020,822
01/12/2021,08/09/2020,694
01/12/2021,09/09/2020,690
01/12/2021,10/09/2020,777
01/12/2021,11/09/2020,670
01/12/2021,12/09/2020,661
01/12/2021,13/09/2020,621
01/12/2021,14/09/2020,905
01/12/2021,15/09/2020,921
01/12/2021,16/09/2020,842
01/12/2021,17/09/2020,858
01/12/2021,18/09/2020,873
01/12/2021,19/09/2020,853
01/12/2021,20/09/2020,836
01/12/2021,21/09/2020,988
01/12/2021,22/09/2020,963
01/12/2021,23/09/2020,906
01/12/2021,24/09/2020,867
01/12/2021,25/09/2020,1005
01/12/2021,26/09/2020,969
01/12/2021,27/09/2020,1015
01/12/2021,28/09/2020,1381
01/12/2021,29/09/2020,1295
01/12/2021,30/09/2020,1712
01/12/2021,01/10/2020,2342
01/12/2021,02/10/2020,2265
01/12/2021,03/10/2020,2374
01/12/2021,04/10/2020,2352
01/12/2021,05/10/2020,3363
01/12/2021,06/10/2020,3183
01/12/2021,07/10/2020,3718
01/12/2021,08/10/2020,4044
01/12/2021,09/10/2020,4532
01/12/2021,10/10/2020,5001
01/12/2021,11/10/2020,4378
01/12/2021,12/10/2020,7033
01/12/2021,13/10/2020,6718
01/12/2021,14/10/2020,7428
01/12/2021,15/10/2020,8297
01/12/2021,16/10/2020,9382
01/12/2021,17/10/2020,9125
01/12/2021,18/10/2020,9212
01/12/2021,19/10/2020,12963
01/12/2021,20/10/2020,13982
01/12/2021,21/10/2020,13318
