iss_date,DATARICOVERO1,RICOVERI
01/12/2021,20/02/2020,92
01/12/2021,21/02/2020,123
01/12/2021,22/02/2020,106
01/12/2021,23/02/2020,151
01/12/2021,24/02/2020,191
01/12/2021,25/02/2020,267
01/12/2021,26/02/2020,273
01/12/2021,27/02/2020,318
01/12/2021,28/02/2020,378
01/12/2021,29/02/2020,374
01/12/2021,01/03/2020,441
01/12/2021,02/03/2020,668
01/12/2021,03/03/2020,816
01/12/2021,04/03/2020,914
01/12/2021,05/03/2020,1096
01/12/2021,06/03/2020,1226
01/12/2021,07/03/2020,1201
01/12/2021,08/03/2020,1162
01/12/2021,09/03/2020,1458
01/12/2021,10/03/2020,1585
01/12/2021,11/03/2020,1756
01/12/2021,12/03/2020,1906
01/12/2021,13/03/2020,2329
01/12/2021,14/03/2020,1996
01/12/2021,15/03/2020,1904
01/12/2021,16/03/2020,2488
01/12/2021,17/03/2020,2664
01/12/2021,18/03/2020,2702
01/12/2021,19/03/2020,2784
01/12/2021,20/03/2020,2857
01/12/2021,21/03/2020,2541
01/12/2021,22/03/2020,2195
01/12/2021,23/03/2020,2711
01/12/2021,24/03/2020,2620
01/12/2021,25/03/2020,2309
01/12/2021,26/03/2020,2118
01/12/2021,27/03/2020,2228
01/12/2021,28/03/2020,1745
01/12/2021,29/03/2020,1438
01/12/2021,30/03/2020,1678
01/12/2021,31/03/2020,1584
01/12/2021,01/04/2020,1498
01/12/2021,02/04/2020,1458
01/12/2021,03/04/2020,1259
01/12/2021,04/04/2020,1016
01/12/2021,05/04/2020,837
01/12/2021,06/04/2020,1013
01/12/2021,07/04/2020,1013
01/12/2021,08/04/2020,1032
01/12/2021,09/04/2020,993
01/12/2021,10/04/2020,909
01/12/2021,11/04/2020,812
01/12/2021,12/04/2020,662
01/12/2021,13/04/2020,622
01/12/2021,14/04/2020,835
01/12/2021,15/04/2020,691
01/12/2021,16/04/2020,693
01/12/2021,17/04/2020,704
01/12/2021,18/04/2020,567
01/12/2021,19/04/2020,466
01/12/2021,20/04/2020,647
01/12/2021,21/04/2020,585
01/12/2021,22/04/2020,586
01/12/2021,23/04/2020,574
01/12/2021,24/04/2020,546
01/12/2021,25/04/2020,423
01/12/2021,26/04/2020,355
01/12/2021,27/04/2020,422
01/12/2021,28/04/2020,424
01/12/2021,29/04/2020,403
01/12/2021,30/04/2020,362
01/12/2021,01/05/2020,272
01/12/2021,02/05/2020,235
01/12/2021,03/05/2020,181
01/12/2021,04/05/2020,283
01/12/2021,05/05/2020,279
01/12/2021,06/05/2020,280
01/12/2021,07/05/2020,269
01/12/2021,08/05/2020,274
01/12/2021,09/05/2020,162
01/12/2021,10/05/2020,155
01/12/2021,11/05/2020,226
01/12/2021,12/05/2020,173
01/12/2021,13/05/2020,178
01/12/2021,14/05/2020,190
01/12/2021,15/05/2020,191
01/12/2021,16/05/2020,134
01/12/2021,17/05/2020,117
01/12/2021,18/05/2020,150
01/12/2021,19/05/2020,140
01/12/2021,20/05/2020,138
01/12/2021,21/05/2020,110
01/12/2021,22/05/2020,111
01/12/2021,23/05/2020,88
01/12/2021,24/05/2020,83
01/12/2021,25/05/2020,137
01/12/2021,26/05/2020,105
01/12/2021,27/05/2020,98
