iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
22/01/2022,28/01/2020,13
22/01/2022,29/01/2020,17
22/01/2022,30/01/2020,25
22/01/2022,31/01/2020,28
22/01/2022,01/02/2020,43
22/01/2022,02/02/2020,35
22/01/2022,03/02/2020,23
22/01/2022,04/02/2020,22
22/01/2022,05/02/2020,28
22/01/2022,06/02/2020,23
22/01/2022,07/02/2020,19
22/01/2022,08/02/2020,16
22/01/2022,09/02/2020,17
22/01/2022,10/02/2020,55
22/01/2022,11/02/2020,23
22/01/2022,12/02/2020,50
22/01/2022,13/02/2020,44
22/01/2022,14/02/2020,63
22/01/2022,15/02/2020,140
22/01/2022,16/02/2020,77
22/01/2022,17/02/2020,136
22/01/2022,18/02/2020,151
22/01/2022,19/02/2020,135
22/01/2022,20/02/2020,385
22/01/2022,21/02/2020,299
22/01/2022,22/02/2020,380
22/01/2022,23/02/2020,465
22/01/2022,24/02/2020,615
22/01/2022,25/02/2020,772
22/01/2022,26/02/2020,688
22/01/2022,27/02/2020,810
22/01/2022,28/02/2020,1137
22/01/2022,29/02/2020,1008
22/01/2022,01/03/2020,2266
22/01/2022,02/03/2020,1798
22/01/2022,03/03/2020,2037
22/01/2022,04/03/2020,1765
22/01/2022,05/03/2020,2382
22/01/2022,06/03/2020,2662
22/01/2022,07/03/2020,2853
22/01/2022,08/03/2020,3377
22/01/2022,09/03/2020,3970
22/01/2022,10/03/2020,5476
22/01/2022,11/03/2020,3751
22/01/2022,12/03/2020,4263
22/01/2022,13/03/2020,4752
22/01/2022,14/03/2020,4099
22/01/2022,15/03/2020,5206
22/01/2022,16/03/2020,4725
22/01/2022,17/03/2020,4046
22/01/2022,18/03/2020,4192
22/01/2022,19/03/2020,3745
22/01/2022,20/03/2020,5402
22/01/2022,21/03/2020,3340
22/01/2022,22/03/2020,3366
22/01/2022,23/03/2020,3815
22/01/2022,24/03/2020,3050
22/01/2022,25/03/2020,3238
22/01/2022,26/03/2020,2789
22/01/2022,27/03/2020,2996
22/01/2022,28/03/2020,2665
22/01/2022,29/03/2020,2084
22/01/2022,30/03/2020,3065
22/01/2022,31/03/2020,2160
22/01/2022,01/04/2020,3384
22/01/2022,02/04/2020,2189
22/01/2022,03/04/2020,2243
22/01/2022,04/04/2020,1902
22/01/2022,05/04/2020,1721
22/01/2022,06/04/2020,1938
22/01/2022,07/04/2020,1832
22/01/2022,08/04/2020,1806
22/01/2022,09/04/2020,1659
22/01/2022,10/04/2020,2179
22/01/2022,11/04/2020,1290
22/01/2022,12/04/2020,1438
22/01/2022,13/04/2020,1311
22/01/2022,14/04/2020,1577
22/01/2022,15/04/2020,1752
22/01/2022,16/04/2020,1403
22/01/2022,17/04/2020,1368
22/01/2022,18/04/2020,1151
22/01/2022,19/04/2020,909
22/01/2022,20/04/2020,1624
22/01/2022,21/04/2020,1020
22/01/2022,22/04/2020,1047
22/01/2022,23/04/2020,960
22/01/2022,24/04/2020,842
22/01/2022,25/04/2020,743
22/01/2022,26/04/2020,589
22/01/2022,27/04/2020,919
22/01/2022,28/04/2020,662
22/01/2022,29/04/2020,626
22/01/2022,30/04/2020,570
22/01/2022,01/05/2020,563
22/01/2022,02/05/2020,415
22/01/2022,03/05/2020,329
