iss_date,DATARICOVERO1,RICOVERI
22/01/2022,20/02/2020,92
22/01/2022,21/02/2020,123
22/01/2022,22/02/2020,106
22/01/2022,23/02/2020,151
22/01/2022,24/02/2020,191
22/01/2022,25/02/2020,267
22/01/2022,26/02/2020,273
22/01/2022,27/02/2020,317
22/01/2022,28/02/2020,379
22/01/2022,29/02/2020,374
22/01/2022,01/03/2020,441
22/01/2022,02/03/2020,669
22/01/2022,03/03/2020,816
22/01/2022,04/03/2020,914
22/01/2022,05/03/2020,1096
22/01/2022,06/03/2020,1226
22/01/2022,07/03/2020,1203
22/01/2022,08/03/2020,1162
22/01/2022,09/03/2020,1459
22/01/2022,10/03/2020,1586
22/01/2022,11/03/2020,1756
22/01/2022,12/03/2020,1907
22/01/2022,13/03/2020,2332
22/01/2022,14/03/2020,1997
22/01/2022,15/03/2020,1908
22/01/2022,16/03/2020,2489
22/01/2022,17/03/2020,2668
22/01/2022,18/03/2020,2706
22/01/2022,19/03/2020,2786
22/01/2022,20/03/2020,2861
22/01/2022,21/03/2020,2543
22/01/2022,22/03/2020,2197
22/01/2022,23/03/2020,2714
22/01/2022,24/03/2020,2620
22/01/2022,25/03/2020,2316
22/01/2022,26/03/2020,2124
22/01/2022,27/03/2020,2233
22/01/2022,28/03/2020,1750
22/01/2022,29/03/2020,1438
22/01/2022,30/03/2020,1681
22/01/2022,31/03/2020,1584
22/01/2022,01/04/2020,1502
22/01/2022,02/04/2020,1461
22/01/2022,03/04/2020,1266
22/01/2022,04/04/2020,1025
22/01/2022,05/04/2020,838
22/01/2022,06/04/2020,1019
22/01/2022,07/04/2020,1020
22/01/2022,08/04/2020,1038
22/01/2022,09/04/2020,998
22/01/2022,10/04/2020,914
22/01/2022,11/04/2020,816
22/01/2022,12/04/2020,666
22/01/2022,13/04/2020,624
22/01/2022,14/04/2020,847
22/01/2022,15/04/2020,700
22/01/2022,16/04/2020,700
22/01/2022,17/04/2020,711
22/01/2022,18/04/2020,571
22/01/2022,19/04/2020,466
22/01/2022,20/04/2020,658
22/01/2022,21/04/2020,596
22/01/2022,22/04/2020,595
22/01/2022,23/04/2020,582
22/01/2022,24/04/2020,550
22/01/2022,25/04/2020,427
22/01/2022,26/04/2020,360
22/01/2022,27/04/2020,432
22/01/2022,28/04/2020,434
22/01/2022,29/04/2020,414
22/01/2022,30/04/2020,368
22/01/2022,01/05/2020,274
22/01/2022,02/05/2020,240
22/01/2022,03/05/2020,185
22/01/2022,04/05/2020,293
22/01/2022,05/05/2020,285
22/01/2022,06/05/2020,287
22/01/2022,07/05/2020,275
22/01/2022,08/05/2020,275
22/01/2022,09/05/2020,165
22/01/2022,10/05/2020,161
22/01/2022,11/05/2020,235
22/01/2022,12/05/2020,178
22/01/2022,13/05/2020,189
22/01/2022,14/05/2020,199
22/01/2022,15/05/2020,200
22/01/2022,16/05/2020,136
22/01/2022,17/05/2020,119
22/01/2022,18/05/2020,158
22/01/2022,19/05/2020,144
22/01/2022,20/05/2020,142
22/01/2022,21/05/2020,114
22/01/2022,22/05/2020,120
22/01/2022,23/05/2020,91
22/01/2022,24/05/2020,88
22/01/2022,25/05/2020,144
22/01/2022,26/05/2020,108
22/01/2022,27/05/2020,101
22/01/2022,28/05/2020,77
22/01/2022,29/05/2020,101
22/01/2022,30/05/2020,82
22/01/2022,31/05/2020,51
22/01/2022,01/06/2020,109
22/01/2022,02/06/2020,62
22/01/2022,03/06/2020,87
22/01/2022,04/06/2020,79
22/01/2022,05/06/2020,88
22/01/2022,06/06/2020,49
22/01/2022,07/06/2020,43
22/01/2022,08/06/2020,100
22/01/2022,09/06/2020,72
22/01/2022,10/06/2020,70
22/01/2022,11/06/2020,58
22/01/2022,12/06/2020,74
22/01/2022,13/06/2020,61
22/01/2022,14/06/2020,51
22/01/2022,15/06/2020,70
22/01/2022,16/06/2020,53
22/01/2022,17/06/2020,66
22/01/2022,18/06/2020,69
22/01/2022,19/06/2020,77
22/01/2022,20/06/2020,35
22/01/2022,21/06/2020,43
22/01/2022,22/06/2020,82
22/01/2022,23/06/2020,54
22/01/2022,24/06/2020,73
22/01/2022,25/06/2020,67
22/01/2022,26/06/2020,81
22/01/2022,27/06/2020,39
22/01/2022,28/06/2020,29
22/01/2022,29/06/2020,79
22/01/2022,30/06/2020,61
22/01/2022,01/07/2020,53
22/01/2022,02/07/2020,67
22/01/2022,03/07/2020,72
22/01/2022,04/07/2020,37
22/01/2022,05/07/2020,49
22/01/2022,06/07/2020,62
22/01/2022,07/07/2020,57
22/01/2022,08/07/2020,62
22/01/2022,09/07/2020,54
22/01/2022,10/07/2020,64
22/01/2022,11/07/2020,48
22/01/2022,12/07/2020,37
22/01/2022,13/07/2020,63
22/01/2022,14/07/2020,51
22/01/2022,15/07/2020,61
22/01/2022,16/07/2020,57
22/01/2022,17/07/2020,83
22/01/2022,18/07/2020,48
22/01/2022,19/07/2020,36
22/01/2022,20/07/2020,72
22/01/2022,21/07/2020,69
22/01/2022,22/07/2020,65
22/01/2022,23/07/2020,62
22/01/2022,24/07/2020,61
22/01/2022,25/07/2020,59
22/01/2022,26/07/2020,45
22/01/2022,27/07/2020,58
22/01/2022,28/07/2020,64
22/01/2022,29/07/2020,60
22/01/2022,30/07/2020,63
22/01/2022,31/07/2020,77
22/01/2022,01/08/2020,66
22/01/2022,02/08/2020,49
22/01/2022,03/08/2020,85
22/01/2022,04/08/2020,61
22/01/2022,05/08/2020,79
22/01/2022,06/08/2020,56
22/01/2022,07/08/2020,68
22/01/2022,08/08/2020,58
22/01/2022,09/08/2020,61
22/01/2022,10/08/2020,84
22/01/2022,11/08/2020,60
22/01/2022,12/08/2020,94
22/01/2022,13/08/2020,81
22/01/2022,14/08/2020,82
22/01/2022,15/08/2020,62
22/01/2022,16/08/2020,67
22/01/2022,17/08/2020,93
22/01/2022,18/08/2020,109
22/01/2022,19/08/2020,131
22/01/2022,20/08/2020,83
22/01/2022,21/08/2020,94
22/01/2022,22/08/2020,118
22/01/2022,23/08/2020,90
22/01/2022,24/08/2020,124
22/01/2022,25/08/2020,143
22/01/2022,26/08/2020,145
22/01/2022,27/08/2020,138
22/01/2022,28/08/2020,138
22/01/2022,29/08/2020,108
22/01/2022,30/08/2020,114
22/01/2022,31/08/2020,128
22/01/2022,01/09/2020,152
22/01/2022,02/09/2020,174
22/01/2022,03/09/2020,181
22/01/2022,04/09/2020,168
22/01/2022,05/09/2020,147
22/01/2022,06/09/2020,124
22/01/2022,07/09/2020,205
22/01/2022,08/09/2020,172
22/01/2022,09/09/2020,183
22/01/2022,10/09/2020,205
22/01/2022,11/09/2020,195
22/01/2022,12/09/2020,183
22/01/2022,13/09/2020,173
22/01/2022,14/09/2020,222
22/01/2022,15/09/2020,236
22/01/2022,16/09/2020,227
22/01/2022,17/09/2020,239
22/01/2022,18/09/2020,238
22/01/2022,19/09/2020,188
22/01/2022,20/09/2020,167
22/01/2022,21/09/2020,248
22/01/2022,22/09/2020,252
22/01/2022,23/09/2020,247
22/01/2022,24/09/2020,245
22/01/2022,25/09/2020,267
22/01/2022,26/09/2020,217
22/01/2022,27/09/2020,191
22/01/2022,28/09/2020,263
22/01/2022,29/09/2020,278
22/01/2022,30/09/2020,245
22/01/2022,01/10/2020,326
22/01/2022,02/10/2020,343
22/01/2022,03/10/2020,357
22/01/2022,04/10/2020,323
22/01/2022,05/10/2020,430
22/01/2022,06/10/2020,476
22/01/2022,07/10/2020,469
22/01/2022,08/10/2020,517
22/01/2022,09/10/2020,559
22/01/2022,10/10/2020,570
22/01/2022,11/10/2020,591
22/01/2022,12/10/2020,748
22/01/2022,13/10/2020,809
22/01/2022,14/10/2020,836
22/01/2022,15/10/2020,946
22/01/2022,16/10/2020,954
22/01/2022,17/10/2020,1112
22/01/2022,18/10/2020,1038
22/01/2022,19/10/2020,1292
22/01/2022,20/10/2020,1399
22/01/2022,21/10/2020,1413
22/01/2022,22/10/2020,1514
22/01/2022,23/10/2020,1717
22/01/2022,24/10/2020,1578
22/01/2022,25/10/2020,1659
22/01/2022,26/10/2020,1979
22/01/2022,27/10/2020,1961
22/01/2022,28/10/2020,2008
22/01/2022,29/10/2020,2105
22/01/2022,30/10/2020,2289
22/01/2022,31/10/2020,2071
22/01/2022,01/11/2020,1932
22/01/2022,02/11/2020,2430
22/01/2022,03/11/2020,2487
22/01/2022,04/11/2020,2598
22/01/2022,05/11/2020,2621
22/01/2022,06/11/2020,2565
22/01/2022,07/11/2020,2432
22/01/2022,08/11/2020,2181
22/01/2022,09/11/2020,2500
22/01/2022,10/11/2020,2530
22/01/2022,11/11/2020,2628
22/01/2022,12/11/2020,2533
22/01/2022,13/11/2020,2556
22/01/2022,14/11/2020,2324
22/01/2022,15/11/2020,2016
22/01/2022,16/11/2020,2490
22/01/2022,17/11/2020,2468
22/01/2022,18/11/2020,2319
22/01/2022,19/11/2020,2308
22/01/2022,20/11/2020,2212
22/01/2022,21/11/2020,1820
22/01/2022,22/11/2020,1611
22/01/2022,23/11/2020,2021
22/01/2022,24/11/2020,1959
22/01/2022,25/11/2020,1851
