iss_date,DATARICOVERO1,RICOVERI
30/12/2021,20/02/2020,92
30/12/2021,21/02/2020,123
30/12/2021,22/02/2020,106
30/12/2021,23/02/2020,151
30/12/2021,24/02/2020,191
30/12/2021,25/02/2020,267
30/12/2021,26/02/2020,273
30/12/2021,27/02/2020,318
30/12/2021,28/02/2020,379
30/12/2021,29/02/2020,374
30/12/2021,01/03/2020,441
30/12/2021,02/03/2020,669
30/12/2021,03/03/2020,816
30/12/2021,04/03/2020,914
30/12/2021,05/03/2020,1096
30/12/2021,06/03/2020,1226
30/12/2021,07/03/2020,1202
30/12/2021,08/03/2020,1162
30/12/2021,09/03/2020,1459
30/12/2021,10/03/2020,1586
30/12/2021,11/03/2020,1756
30/12/2021,12/03/2020,1906
30/12/2021,13/03/2020,2329
30/12/2021,14/03/2020,1996
30/12/2021,15/03/2020,1906
30/12/2021,16/03/2020,2489
30/12/2021,17/03/2020,2664
30/12/2021,18/03/2020,2703
30/12/2021,19/03/2020,2785
30/12/2021,20/03/2020,2859
30/12/2021,21/03/2020,2541
30/12/2021,22/03/2020,2197
30/12/2021,23/03/2020,2711
30/12/2021,24/03/2020,2619
30/12/2021,25/03/2020,2312
30/12/2021,26/03/2020,2120
30/12/2021,27/03/2020,2230
30/12/2021,28/03/2020,1748
30/12/2021,29/03/2020,1438
30/12/2021,30/03/2020,1679
30/12/2021,31/03/2020,1585
30/12/2021,01/04/2020,1498
30/12/2021,02/04/2020,1459
30/12/2021,03/04/2020,1260
30/12/2021,04/04/2020,1017
30/12/2021,05/04/2020,837
30/12/2021,06/04/2020,1014
30/12/2021,07/04/2020,1015
30/12/2021,08/04/2020,1033
30/12/2021,09/04/2020,993
30/12/2021,10/04/2020,909
30/12/2021,11/04/2020,815
30/12/2021,12/04/2020,663
30/12/2021,13/04/2020,623
30/12/2021,14/04/2020,837
30/12/2021,15/04/2020,695
30/12/2021,16/04/2020,696
30/12/2021,17/04/2020,705
30/12/2021,18/04/2020,567
30/12/2021,19/04/2020,466
30/12/2021,20/04/2020,650
30/12/2021,21/04/2020,586
30/12/2021,22/04/2020,590
30/12/2021,23/04/2020,575
30/12/2021,24/04/2020,546
30/12/2021,25/04/2020,423
30/12/2021,26/04/2020,356
30/12/2021,27/04/2020,425
30/12/2021,28/04/2020,426
30/12/2021,29/04/2020,404
30/12/2021,30/04/2020,362
30/12/2021,01/05/2020,272
30/12/2021,02/05/2020,235
30/12/2021,03/05/2020,181
30/12/2021,04/05/2020,283
30/12/2021,05/05/2020,280
30/12/2021,06/05/2020,281
30/12/2021,07/05/2020,271
30/12/2021,08/05/2020,274
30/12/2021,09/05/2020,162
30/12/2021,10/05/2020,156
30/12/2021,11/05/2020,230
30/12/2021,12/05/2020,174
30/12/2021,13/05/2020,180
30/12/2021,14/05/2020,190
30/12/2021,15/05/2020,191
30/12/2021,16/05/2020,134
30/12/2021,17/05/2020,117
30/12/2021,18/05/2020,152
30/12/2021,19/05/2020,141
30/12/2021,20/05/2020,138
30/12/2021,21/05/2020,110
30/12/2021,22/05/2020,112
30/12/2021,23/05/2020,89
30/12/2021,24/05/2020,84
30/12/2021,25/05/2020,138
30/12/2021,26/05/2020,105
30/12/2021,27/05/2020,100
30/12/2021,28/05/2020,76
30/12/2021,29/05/2020,96
30/12/2021,30/05/2020,78
30/12/2021,31/05/2020,49
30/12/2021,01/06/2020,101
30/12/2021,02/06/2020,60
30/12/2021,03/06/2020,83
30/12/2021,04/06/2020,74
30/12/2021,05/06/2020,79
30/12/2021,06/06/2020,47
30/12/2021,07/06/2020,42
30/12/2021,08/06/2020,93
30/12/2021,09/06/2020,65
30/12/2021,10/06/2020,69
