iss_date,DATA_INIZIO_SINTOMI,CASI
30/12/2021,28/01/2020,15
30/12/2021,29/01/2020,20
30/12/2021,30/01/2020,27
30/12/2021,31/01/2020,31
30/12/2021,01/02/2020,51
30/12/2021,02/02/2020,41
30/12/2021,03/02/2020,25
30/12/2021,04/02/2020,24
30/12/2021,05/02/2020,29
30/12/2021,06/02/2020,26
30/12/2021,07/02/2020,22
30/12/2021,08/02/2020,16
30/12/2021,09/02/2020,17
30/12/2021,10/02/2020,61
30/12/2021,11/02/2020,32
30/12/2021,12/02/2020,54
30/12/2021,13/02/2020,51
30/12/2021,14/02/2020,68
30/12/2021,15/02/2020,151
30/12/2021,16/02/2020,83
30/12/2021,17/02/2020,146
30/12/2021,18/02/2020,163
30/12/2021,19/02/2020,145
30/12/2021,20/02/2020,407
30/12/2021,21/02/2020,317
30/12/2021,22/02/2020,401
30/12/2021,23/02/2020,502
30/12/2021,24/02/2020,677
30/12/2021,25/02/2020,815
30/12/2021,26/02/2020,740
30/12/2021,27/02/2020,896
30/12/2021,28/02/2020,1207
30/12/2021,29/02/2020,1078
30/12/2021,01/03/2020,2477
30/12/2021,02/03/2020,1941
30/12/2021,03/03/2020,2246
30/12/2021,04/03/2020,1950
30/12/2021,05/03/2020,2623
30/12/2021,06/03/2020,2967
30/12/2021,07/03/2020,3121
30/12/2021,08/03/2020,3690
30/12/2021,09/03/2020,4449
30/12/2021,10/03/2020,6129
30/12/2021,11/03/2020,4235
30/12/2021,12/03/2020,4801
30/12/2021,13/03/2020,5366
30/12/2021,14/03/2020,4688
30/12/2021,15/03/2020,5855
30/12/2021,16/03/2020,5333
30/12/2021,17/03/2020,4540
30/12/2021,18/03/2020,4784
30/12/2021,19/03/2020,4264
30/12/2021,20/03/2020,6184
30/12/2021,21/03/2020,3839
30/12/2021,22/03/2020,3795
30/12/2021,23/03/2020,4380
30/12/2021,24/03/2020,3573
30/12/2021,25/03/2020,3814
30/12/2021,26/03/2020,3312
30/12/2021,27/03/2020,3528
30/12/2021,28/03/2020,3145
30/12/2021,29/03/2020,2370
30/12/2021,30/03/2020,3672
30/12/2021,31/03/2020,2592
30/12/2021,01/04/2020,4109
30/12/2021,02/04/2020,2696
30/12/2021,03/04/2020,2709
30/12/2021,04/04/2020,2347
30/12/2021,05/04/2020,2057
30/12/2021,06/04/2020,2449
30/12/2021,07/04/2020,2265
30/12/2021,08/04/2020,2139
30/12/2021,09/04/2020,2058
30/12/2021,10/04/2020,2718
30/12/2021,11/04/2020,1612
30/12/2021,12/04/2020,1633
30/12/2021,13/04/2020,1505
30/12/2021,14/04/2020,1849
30/12/2021,15/04/2020,2162
30/12/2021,16/04/2020,1663
30/12/2021,17/04/2020,1637
30/12/2021,18/04/2020,1298
30/12/2021,19/04/2020,1039
30/12/2021,20/04/2020,1898
30/12/2021,21/04/2020,1189
30/12/2021,22/04/2020,1226
30/12/2021,23/04/2020,1246
30/12/2021,24/04/2020,1116
30/12/2021,25/04/2020,884
30/12/2021,26/04/2020,673
30/12/2021,27/04/2020,1122
30/12/2021,28/04/2020,867
30/12/2021,29/04/2020,923
30/12/2021,30/04/2020,865
30/12/2021,01/05/2020,699
30/12/2021,02/05/2020,508
30/12/2021,03/05/2020,410
30/12/2021,04/05/2020,652
30/12/2021,05/05/2020,626
30/12/2021,06/05/2020,565
30/12/2021,07/05/2020,495
30/12/2021,08/05/2020,521
30/12/2021,09/05/2020,300
30/12/2021,10/05/2020,335
30/12/2021,11/05/2020,437
30/12/2021,12/05/2020,445
30/12/2021,13/05/2020,386
30/12/2021,14/05/2020,334
30/12/2021,15/05/2020,342
30/12/2021,16/05/2020,241
30/12/2021,17/05/2020,188
30/12/2021,18/05/2020,305
30/12/2021,19/05/2020,252
30/12/2021,20/05/2020,292
30/12/2021,21/05/2020,226
30/12/2021,22/05/2020,192
30/12/2021,23/05/2020,140
30/12/2021,24/05/2020,103
30/12/2021,25/05/2020,233
30/12/2021,26/05/2020,183
30/12/2021,27/05/2020,212
30/12/2021,28/05/2020,173
30/12/2021,29/05/2020,142
30/12/2021,30/05/2020,121
30/12/2021,31/05/2020,67
30/12/2021,01/06/2020,172
30/12/2021,02/06/2020,66
30/12/2021,03/06/2020,137
30/12/2021,04/06/2020,128
30/12/2021,05/06/2020,165
30/12/2021,06/06/2020,98
30/12/2021,07/06/2020,74
30/12/2021,08/06/2020,135
30/12/2021,09/06/2020,125
30/12/2021,10/06/2020,115
30/12/2021,11/06/2020,109
30/12/2021,12/06/2020,125
30/12/2021,13/06/2020,73
30/12/2021,14/06/2020,82
30/12/2021,15/06/2020,120
