iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
30/12/2021,28/01/2020,12
30/12/2021,29/01/2020,17
30/12/2021,30/01/2020,24
30/12/2021,31/01/2020,26
30/12/2021,01/02/2020,42
30/12/2021,02/02/2020,35
30/12/2021,03/02/2020,23
30/12/2021,04/02/2020,22
30/12/2021,05/02/2020,28
30/12/2021,06/02/2020,23
30/12/2021,07/02/2020,19
30/12/2021,08/02/2020,16
30/12/2021,09/02/2020,16
30/12/2021,10/02/2020,55
30/12/2021,11/02/2020,23
30/12/2021,12/02/2020,50
30/12/2021,13/02/2020,44
30/12/2021,14/02/2020,63
30/12/2021,15/02/2020,140
30/12/2021,16/02/2020,77
30/12/2021,17/02/2020,136
30/12/2021,18/02/2020,151
30/12/2021,19/02/2020,135
30/12/2021,20/02/2020,384
30/12/2021,21/02/2020,299
30/12/2021,22/02/2020,380
30/12/2021,23/02/2020,466
30/12/2021,24/02/2020,615
30/12/2021,25/02/2020,771
30/12/2021,26/02/2020,688
30/12/2021,27/02/2020,809
30/12/2021,28/02/2020,1136
30/12/2021,29/02/2020,1007
30/12/2021,01/03/2020,2265
30/12/2021,02/03/2020,1795
30/12/2021,03/03/2020,2039
30/12/2021,04/03/2020,1763
30/12/2021,05/03/2020,2383
30/12/2021,06/03/2020,2664
30/12/2021,07/03/2020,2853
30/12/2021,08/03/2020,3371
30/12/2021,09/03/2020,3968
30/12/2021,10/03/2020,5471
30/12/2021,11/03/2020,3748
30/12/2021,12/03/2020,4256
30/12/2021,13/03/2020,4750
30/12/2021,14/03/2020,4094
30/12/2021,15/03/2020,5204
30/12/2021,16/03/2020,4723
30/12/2021,17/03/2020,4041
30/12/2021,18/03/2020,4188
30/12/2021,19/03/2020,3742
30/12/2021,20/03/2020,5400
30/12/2021,21/03/2020,3339
30/12/2021,22/03/2020,3366
30/12/2021,23/03/2020,3811
30/12/2021,24/03/2020,3050
30/12/2021,25/03/2020,3234
30/12/2021,26/03/2020,2788
30/12/2021,27/03/2020,2996
30/12/2021,28/03/2020,2664
30/12/2021,29/03/2020,2080
30/12/2021,30/03/2020,3067
30/12/2021,31/03/2020,2158
30/12/2021,01/04/2020,3383
30/12/2021,02/04/2020,2188
30/12/2021,03/04/2020,2242
30/12/2021,04/04/2020,1901
30/12/2021,05/04/2020,1722
30/12/2021,06/04/2020,1936
30/12/2021,07/04/2020,1829
30/12/2021,08/04/2020,1805
30/12/2021,09/04/2020,1658
30/12/2021,10/04/2020,2180
30/12/2021,11/04/2020,1286
30/12/2021,12/04/2020,1433
30/12/2021,13/04/2020,1309
30/12/2021,14/04/2020,1574
30/12/2021,15/04/2020,1752
30/12/2021,16/04/2020,1400
30/12/2021,17/04/2020,1367
30/12/2021,18/04/2020,1150
30/12/2021,19/04/2020,909
30/12/2021,20/04/2020,1620
30/12/2021,21/04/2020,1017
30/12/2021,22/04/2020,1047
30/12/2021,23/04/2020,960
30/12/2021,24/04/2020,842
30/12/2021,25/04/2020,743
30/12/2021,26/04/2020,588
30/12/2021,27/04/2020,916
30/12/2021,28/04/2020,661
30/12/2021,29/04/2020,626
30/12/2021,30/04/2020,570
30/12/2021,01/05/2020,562
30/12/2021,02/05/2020,415
30/12/2021,03/05/2020,329
30/12/2021,04/05/2020,453
30/12/2021,05/05/2020,469
30/12/2021,06/05/2020,392
30/12/2021,07/05/2020,368
30/12/2021,08/05/2020,417
30/12/2021,09/05/2020,226
30/12/2021,10/05/2020,271
30/12/2021,11/05/2020,327
30/12/2021,12/05/2020,327
30/12/2021,13/05/2020,291
30/12/2021,14/05/2020,250
30/12/2021,15/05/2020,285
30/12/2021,16/05/2020,194
