DATA_PRELIEVO_DIAGNOSI,CASI,iss_date
27/04/2020,1981,05/10/2022
27/04/2021,14461,05/10/2022
27/04/2022,64243,05/10/2022
27/05/2020,523,05/10/2022
27/05/2021,3422,05/10/2022
27/05/2022,18607,05/10/2022
27/06/2020,124,05/10/2022
27/06/2021,278,05/10/2022
27/06/2022,105663,05/10/2022
27/07/2020,326,05/10/2022
27/07/2021,6429,05/10/2022
27/07/2022,59748,05/10/2022
27/08/2020,1523,05/10/2022
27/08/2021,7068,05/10/2022
27/08/2022,17699,05/10/2022
27/09/2020,907,05/10/2022
27/09/2021,3539,05/10/2022
27/09/2022,36217,05/10/2022
27/10/2020,31833,05/10/2022
27/10/2021,5242,05/10/2022
27/11/2020,24498,05/10/2022
27/11/2021,12416,05/10/2022
27/12/2020,7736,05/10/2022
27/12/2021,113505,05/10/2022
28/01/2021,12270,05/10/2022
28/01/2022,132548,05/10/2022
28/02/2020,353,05/10/2022
28/02/2021,7105,05/10/2022
28/02/2022,53123,05/10/2022
28/03/2020,4529,05/10/2022
28/03/2021,8209,05/10/2022
28/03/2022,109542,05/10/2022
28/04/2020,2240,05/10/2022
28/04/2021,13798,05/10/2022
28/04/2022,57762,05/10/2022
28/05/2020,516,05/10/2022
28/05/2021,3420,05/10/2022
28/05/2022,14898,05/10/2022
28/06/2020,66,05/10/2022
28/06/2021,840,05/10/2022
28/06/2022,80367,05/10/2022
28/07/2020,319,05/10/2022
28/07/2021,6183,05/10/2022
28/07/2022,53119,05/10/2022
28/08/2020,1465,05/10/2022
28/08/2021,5608,05/10/2022
28/08/2022,7627,05/10/2022
28/09/2020,2282,05/10/2022
28/09/2021,3687,05/10/2022
28/09/2022,36517,05/10/2022
28/10/2020,34305,05/10/2022
28/10/2021,5101,05/10/2022
28/11/2020,18243,05/10/2022
28/11/2021,5777,05/10/2022
28/12/2020,19239,05/10/2022
28/12/2021,131845,05/10/2022
29/01/2020,<5,05/10/2022
29/01/2021,13034,05/10/2022
29/01/2022,103432,05/10/2022
29/02/2020,373,05/10/2022
29/03/2020,3011,05/10/2022
29/03/2021,22447,05/10/2022
29/03/2022,79420,05/10/2022
29/04/2020,2328,05/10/2022
29/04/2021,12453,05/10/2022
29/04/2022,53919,05/10/2022
29/05/2020,386,05/10/2022
29/05/2021,2704,05/10/2022
29/05/2022,7068,05/10/2022
29/06/2020,231,05/10/2022
29/06/2021,805,05/10/2022
29/06/2022,85051,05/10/2022
29/07/2020,473,05/10/2022
29/07/2021,5961,05/10/2022
29/07/2022,50254,05/10/2022
29/08/2020,1081,05/10/2022
29/08/2021,2910,05/10/2022
29/08/2022,32958,05/10/2022
29/09/2020,2331,05/10/2022
29/09/2021,3470,05/10/2022
29/09/2022,33808,05/10/2022
29/10/2020,33380,05/10/2022
29/10/2021,5101,05/10/2022
29/11/2020,8258,05/10/2022
29/11/2021,16248,05/10/2022
29/12/2020,24227,05/10/2022
29/12/2021,162434,05/10/2022
30/01/2021,10291,05/10/2022
30/01/2022,46887,05/10/2022
30/03/2020,5086,05/10/2022
30/03/2021,23477,05/10/2022
30/03/2022,77213,05/10/2022
30/04/2020,2267,05/10/2022
30/04/2021,12954,05/10/2022
30/04/2022,40926,05/10/2022
30/05/2020,286,05/10/2022
30/05/2021,1193,05/10/2022
30/05/2022,26063,05/10/2022
30/06/2020,203,05/10/2022
30/06/2021,883,05/10/2022
30/06/2022,86776,05/10/2022
30/07/2020,392,05/10/2022
30/07/2021,6217,05/10/2022
30/07/2022,38717,05/10/2022
30/08/2020,576,05/10/2022
30/08/2021,6877,05/10/2022
30/08/2022,21224,05/10/2022
30/09/2020,2626,05/10/2022
30/09/2021,3319,05/10/2022
30/09/2022,33341,05/10/2022
30/10/2020,35610,05/10/2022
30/10/2021,4589,05/10/2022
30/11/2020,22590,05/10/2022
30/11/2021,16417,05/10/2022
30/12/2020,23978,05/10/2022
30/12/2021,170544,05/10/2022
31/01/2021,4824,05/10/2022
31/01/2022,153213,05/10/2022
31/03/2020,5361,05/10/2022
31/03/2021,22299,05/10/2022
31/03/2022,74146,05/10/2022
31/05/2020,89,05/10/2022
31/05/2021,2978,05/10/2022
31/05/2022,18580,05/10/2022
31/07/2020,324,05/10/2022
31/07/2021,4970,05/10/2022
31/07/2022,16138,05/10/2022
31/08/2020,1426,05/10/2022
31/08/2021,7096,05/10/2022
31/08/2022,20595,05/10/2022
31/10/2020,25832,05/10/2022
31/10/2021,2207,05/10/2022
31/12/2020,19239,05/10/2022
31/12/2021,142756,05/10/2022
