DATARICOVERO1,RICOVERI,iss_date
28/04/2020,453,05/10/2022
28/04/2021,968,05/10/2022
28/04/2022,704,05/10/2022
28/05/2020,87,05/10/2022
28/05/2021,271,05/10/2022
28/05/2022,287,05/10/2022
28/06/2020,37,05/10/2022
28/06/2021,77,05/10/2022
28/06/2022,746,05/10/2022
28/07/2020,69,05/10/2022
28/07/2021,225,05/10/2022
28/07/2022,741,05/10/2022
28/08/2020,151,05/10/2022
28/08/2021,365,05/10/2022
28/08/2022,236,05/10/2022
28/09/2020,290,05/10/2022
28/09/2021,188,05/10/2022
28/09/2022,416,05/10/2022
28/10/2020,2017,05/10/2022
28/10/2021,239,05/10/2022
28/11/2020,1611,05/10/2022
28/11/2021,386,05/10/2022
28/12/2020,1362,05/10/2022
28/12/2021,1252,05/10/2022
29/01/2021,1027,05/10/2022
29/01/2022,1277,05/10/2022
29/02/2020,374,05/10/2022
29/03/2020,1443,05/10/2022
29/03/2021,1854,05/10/2022
29/03/2022,891,05/10/2022
29/04/2020,422,05/10/2022
29/04/2021,847,05/10/2022
29/04/2022,668,05/10/2022
29/05/2020,125,05/10/2022
29/05/2021,218,05/10/2022
29/05/2022,261,05/10/2022
29/06/2020,106,05/10/2022
29/06/2021,72,05/10/2022
29/06/2022,795,05/10/2022
29/07/2020,81,05/10/2022
29/07/2021,212,05/10/2022
29/07/2022,666,05/10/2022
29/08/2020,114,05/10/2022
29/08/2021,322,05/10/2022
29/08/2022,355,05/10/2022
29/09/2020,292,05/10/2022
29/09/2021,169,05/10/2022
29/09/2022,418,05/10/2022
29/10/2020,2115,05/10/2022
29/10/2021,252,05/10/2022
29/11/2020,1373,05/10/2022
29/11/2021,514,05/10/2022
29/12/2020,1409,05/10/2022
29/12/2021,1353,05/10/2022
30/01/2021,904,05/10/2022
30/01/2022,1080,05/10/2022
30/03/2020,1690,05/10/2022
30/03/2021,1759,05/10/2022
30/03/2022,823,05/10/2022
30/04/2020,382,05/10/2022
30/04/2021,890,05/10/2022
30/04/2022,532,05/10/2022
30/05/2020,91,05/10/2022
30/05/2021,184,05/10/2022
30/05/2022,332,05/10/2022
30/06/2020,78,05/10/2022
30/06/2021,66,05/10/2022
30/06/2022,840,05/10/2022
30/07/2020,67,05/10/2022
30/07/2021,256,05/10/2022
30/07/2022,594,05/10/2022
30/08/2020,117,05/10/2022
30/08/2021,326,05/10/2022
30/08/2022,345,05/10/2022
30/09/2020,268,05/10/2022
30/09/2021,179,05/10/2022
30/09/2022,373,05/10/2022
30/10/2020,2299,05/10/2022
30/10/2021,247,05/10/2022
30/11/2020,1602,05/10/2022
30/11/2021,480,05/10/2022
30/12/2020,1343,05/10/2022
30/12/2021,1249,05/10/2022
31/01/2021,828,05/10/2022
31/01/2022,1444,05/10/2022
31/03/2020,1599,05/10/2022
31/03/2021,1718,05/10/2022
31/03/2022,884,05/10/2022
31/05/2020,62,05/10/2022
31/05/2021,220,05/10/2022
31/05/2022,343,05/10/2022
31/07/2020,89,05/10/2022
31/07/2021,231,05/10/2022
31/07/2022,476,05/10/2022
31/08/2020,145,05/10/2022
31/08/2021,347,05/10/2022
31/08/2022,327,05/10/2022
31/10/2020,2070,05/10/2022
31/10/2021,236,05/10/2022
31/12/2020,1372,05/10/2022
31/12/2021,1344,05/10/2022
,22139198,05/10/2022
