DATA_INIZIO_SINTOMI,CASI,iss_date
26/10/2020,19437,05/10/2022
26/10/2021,2878,05/10/2022
26/11/2020,9574,05/10/2022
26/11/2021,7665,05/10/2022
26/12/2020,8414,05/10/2022
26/12/2021,41946,05/10/2022
27/01/2021,6134,05/10/2022
27/01/2022,32467,05/10/2022
27/02/2020,897,05/10/2022
27/02/2021,10156,05/10/2022
27/02/2022,10230,05/10/2022
27/03/2020,3526,05/10/2022
27/03/2021,10109,05/10/2022
27/03/2022,19025,05/10/2022
27/04/2020,1125,05/10/2022
27/04/2021,6216,05/10/2022
27/04/2022,18430,05/10/2022
27/05/2020,213,05/10/2022
27/05/2021,1461,05/10/2022
27/05/2022,5463,05/10/2022
27/06/2020,77,05/10/2022
27/06/2021,380,05/10/2022
27/06/2022,26039,05/10/2022
27/07/2020,138,05/10/2022
27/07/2021,3786,05/10/2022
27/07/2022,15771,05/10/2022
27/08/2020,587,05/10/2022
27/08/2021,3192,05/10/2022
27/08/2022,5791,05/10/2022
27/09/2020,1022,05/10/2022
27/09/2021,2154,05/10/2022
27/09/2022,22292,05/10/2022
27/10/2020,17178,05/10/2022
27/10/2021,3080,05/10/2022
27/11/2020,9361,05/10/2022
27/11/2021,7321,05/10/2022
27/12/2020,9102,05/10/2022
27/12/2021,59229,05/10/2022
28/01/2020,15,05/10/2022
28/01/2021,6023,05/10/2022
28/01/2022,30203,05/10/2022
28/02/2020,1207,05/10/2022
28/02/2021,9516,05/10/2022
28/02/2022,15462,05/10/2022
28/03/2020,3150,05/10/2022
28/03/2021,9464,05/10/2022
28/03/2022,28921,05/10/2022
28/04/2020,872,05/10/2022
28/04/2021,5930,05/10/2022
28/04/2022,16110,05/10/2022
28/05/2020,173,05/10/2022
28/05/2021,1390,05/10/2022
28/05/2022,4698,05/10/2022
28/06/2020,61,05/10/2022
28/06/2021,461,05/10/2022
28/06/2022,23485,05/10/2022
28/07/2020,145,05/10/2022
28/07/2021,3652,05/10/2022
28/07/2022,13948,05/10/2022
28/08/2020,597,05/10/2022
28/08/2021,3009,05/10/2022
28/08/2022,5462,05/10/2022
28/09/2020,1390,05/10/2022
28/09/2021,1954,05/10/2022
28/09/2022,10953,05/10/2022
28/10/2020,18217,05/10/2022
28/10/2021,3035,05/10/2022
28/11/2020,8935,05/10/2022
28/11/2021,7349,05/10/2022
28/12/2020,11345,05/10/2022
28/12/2021,57204,05/10/2022
29/01/2020,21,05/10/2022
29/01/2021,5837,05/10/2022
29/01/2022,26047,05/10/2022
29/02/2020,1077,05/10/2022
29/03/2020,2377,05/10/2022
29/03/2021,11882,05/10/2022
29/03/2022,24062,05/10/2022
29/04/2020,925,05/10/2022
29/04/2021,5270,05/10/2022
29/04/2022,14180,05/10/2022
29/05/2020,142,05/10/2022
29/05/2021,1162,05/10/2022
29/05/2022,4200,05/10/2022
29/06/2020,104,05/10/2022
29/06/2021,482,05/10/2022
29/06/2022,22748,05/10/2022
29/07/2020,143,05/10/2022
29/07/2021,3322,05/10/2022
29/07/2022,12761,05/10/2022
29/08/2020,450,05/10/2022
29/08/2021,2898,05/10/2022
29/08/2022,8737,05/10/2022
29/09/2020,1302,05/10/2022
29/09/2021,1810,05/10/2022
29/09/2022,8993,05/10/2022
29/10/2020,18436,05/10/2022
29/10/2021,2832,05/10/2022
29/11/2020,6980,05/10/2022
29/11/2021,9133,05/10/2022
29/12/2020,9809,05/10/2022
29/12/2021,51539,05/10/2022
30/01/2020,29,05/10/2022
30/01/2021,5668,05/10/2022
30/01/2022,24219,05/10/2022
30/03/2020,3677,05/10/2022
30/03/2021,10340,05/10/2022
30/03/2022,23186,05/10/2022
30/04/2020,868,05/10/2022
30/04/2021,4899,05/10/2022
30/04/2022,12092,05/10/2022
30/05/2020,122,05/10/2022
30/05/2021,1123,05/10/2022
30/05/2022,6767,05/10/2022
30/06/2020,71,05/10/2022
30/06/2021,552,05/10/2022
30/06/2022,22398,05/10/2022
30/07/2020,124,05/10/2022
30/07/2021,3303,05/10/2022
30/07/2022,11025,05/10/2022
30/08/2020,452,05/10/2022
30/08/2021,3558,05/10/2022
30/08/2022,6636,05/10/2022
30/09/2020,1721,05/10/2022
30/09/2021,1687,05/10/2022
30/09/2022,8030,05/10/2022
30/10/2020,17966,05/10/2022
30/10/2021,2967,05/10/2022
30/11/2020,9954,05/10/2022
30/11/2021,8521,05/10/2022
30/12/2020,9658,05/10/2022
30/12/2021,44064,05/10/2022
31/01/2020,34,05/10/2022
31/01/2021,5212,05/10/2022
31/01/2022,33824,05/10/2022
31/03/2020,2597,05/10/2022
31/03/2021,9109,05/10/2022
31/03/2022,20227,05/10/2022
31/05/2020,69,05/10/2022
31/05/2021,1223,05/10/2022
31/05/2022,5452,05/10/2022
31/07/2020,125,05/10/2022
31/07/2021,3052,05/10/2022
31/07/2022,9361,05/10/2022
31/08/2020,585,05/10/2022
31/08/2021,3099,05/10/2022
31/08/2022,6034,05/10/2022
31/10/2020,14712,05/10/2022
31/10/2021,2674,05/10/2022
31/12/2020,9181,05/10/2022
31/12/2021,37326,05/10/2022
,14445553,05/10/2022
