DATA_DECESSO,DECESSI,iss_date
06/06/2022,56,05/10/2022
06/07/2020,14,05/10/2022
06/07/2021,9,05/10/2022
06/07/2022,106,05/10/2022
06/08/2020,6,05/10/2022
06/08/2021,17,05/10/2022
06/08/2022,120,05/10/2022
06/09/2020,6,05/10/2022
06/09/2021,58,05/10/2022
06/09/2022,43,05/10/2022
06/10/2020,25,05/10/2022
06/10/2021,33,05/10/2022
06/11/2020,521,05/10/2022
06/11/2021,42,05/10/2022
06/12/2020,649,05/10/2022
06/12/2021,98,05/10/2022
07/01/2021,464,05/10/2022
07/01/2022,204,05/10/2022
07/02/2021,302,05/10/2022
07/02/2022,305,05/10/2022
07/03/2020,170,05/10/2022
07/03/2021,307,05/10/2022
07/03/2022,133,05/10/2022
07/04/2020,606,05/10/2022
07/04/2021,409,05/10/2022
07/04/2022,121,05/10/2022
07/05/2020,181,05/10/2022
07/05/2021,198,05/10/2022
07/05/2022,113,05/10/2022
07/06/2020,36,05/10/2022
07/06/2021,65,05/10/2022
07/06/2022,53,05/10/2022
07/07/2020,11,05/10/2022
07/07/2021,9,05/10/2022
07/07/2022,102,05/10/2022
07/08/2020,8,05/10/2022
07/08/2021,23,05/10/2022
07/08/2022,104,05/10/2022
07/09/2020,19,05/10/2022
07/09/2021,52,05/10/2022
07/09/2022,46,05/10/2022
07/10/2020,33,05/10/2022
07/10/2021,29,05/10/2022
07/11/2020,508,05/10/2022
07/11/2021,49,05/10/2022
07/12/2020,645,05/10/2022
07/12/2021,95,05/10/2022
08/01/2021,448,05/10/2022
08/01/2022,237,05/10/2022
08/02/2021,329,05/10/2022
08/02/2022,293,05/10/2022
08/03/2020,178,05/10/2022
08/03/2021,309,05/10/2022
08/03/2022,144,05/10/2022
08/04/2020,599,05/10/2022
08/04/2021,430,05/10/2022
08/04/2022,133,05/10/2022
08/05/2020,172,05/10/2022
08/05/2021,175,05/10/2022
08/05/2022,98,05/10/2022
08/06/2020,43,05/10/2022
08/06/2021,40,05/10/2022
08/06/2022,57,05/10/2022
08/07/2020,10,05/10/2022
08/07/2021,13,05/10/2022
08/07/2022,87,05/10/2022
08/08/2020,6,05/10/2022
08/08/2021,16,05/10/2022
08/08/2022,132,05/10/2022
08/09/2020,<5,05/10/2022
08/09/2021,59,05/10/2022
08/09/2022,42,05/10/2022
08/10/2020,39,05/10/2022
08/10/2021,39,05/10/2022
08/11/2020,570,05/10/2022
08/11/2021,43,05/10/2022
08/12/2020,601,05/10/2022
08/12/2021,105,05/10/2022
09/01/2021,441,05/10/2022
09/01/2022,244,05/10/2022
09/02/2021,358,05/10/2022
09/02/2022,275,05/10/2022
09/03/2020,225,05/10/2022
09/03/2021,323,05/10/2022
09/03/2022,118,05/10/2022
09/04/2020,548,05/10/2022
09/04/2021,423,05/10/2022
09/04/2022,115,05/10/2022
09/05/2020,200,05/10/2022
09/05/2021,172,05/10/2022
09/05/2022,109,05/10/2022
09/06/2020,45,05/10/2022
09/06/2021,42,05/10/2022
09/06/2022,49,05/10/2022
09/07/2020,11,05/10/2022
09/07/2021,11,05/10/2022
09/07/2022,124,05/10/2022
09/08/2020,<5,05/10/2022
09/08/2021,24,05/10/2022
09/08/2022,98,05/10/2022
09/09/2020,7,05/10/2022
09/09/2021,58,05/10/2022
09/09/2022,35,05/10/2022
09/10/2020,45,05/10/2022
09/10/2021,33,05/10/2022
09/11/2020,604,05/10/2022
09/11/2021,55,05/10/2022
09/12/2020,689,05/10/2022
09/12/2021,103,05/10/2022
10/01/2021,444,05/10/2022
10/01/2022,250,05/10/2022
10/02/2021,288,05/10/2022
10/02/2022,284,05/10/2022
10/03/2020,283,05/10/2022
10/03/2021,361,05/10/2022
10/03/2022,127,05/10/2022
10/04/2020,611,05/10/2022
10/04/2021,391,05/10/2022
10/04/2022,111,05/10/2022
10/05/2020,170,05/10/2022
10/05/2021,199,05/10/2022
10/05/2022,90,05/10/2022
10/06/2020,38,05/10/2022
10/06/2021,35,05/10/2022
10/06/2022,37,05/10/2022
10/07/2020,11,05/10/2022
10/07/2021,11,05/10/2022
10/07/2022,94,05/10/2022
10/08/2020,10,05/10/2022
10/08/2021,23,05/10/2022
10/08/2022,101,05/10/2022
10/09/2020,9,05/10/2022
10/09/2021,44,05/10/2022
10/09/2022,33,05/10/2022
10/10/2020,52,05/10/2022
10/10/2021,32,05/10/2022
10/11/2020,663,05/10/2022
10/11/2021,58,05/10/2022
10/12/2020,630,05/10/2022
10/12/2021,115,05/10/2022
11/01/2021,473,05/10/2022
11/01/2022,306,05/10/2022
11/02/2021,299,05/10/2022
11/02/2022,283,05/10/2022
11/03/2020,312,05/10/2022
11/03/2021,379,05/10/2022
11/03/2022,126,05/10/2022
11/04/2020,586,05/10/2022
11/04/2021,382,05/10/2022
11/04/2022,142,05/10/2022
11/05/2020,163,05/10/2022
11/05/2021,197,05/10/2022
11/05/2022,95,05/10/2022
11/06/2020,39,05/10/2022
11/06/2021,32,05/10/2022
11/06/2022,40,05/10/2022
11/07/2020,7,05/10/2022
11/07/2021,8,05/10/2022
11/07/2022,94,05/10/2022
11/08/2020,7,05/10/2022
11/08/2021,39,05/10/2022
11/08/2022,110,05/10/2022
11/09/2020,9,05/10/2022
11/09/2021,61,05/10/2022
11/09/2022,20,05/10/2022
11/10/2020,56,05/10/2022
11/10/2021,34,05/10/2022
11/11/2020,678,05/10/2022
11/11/2021,64,05/10/2022
11/12/2020,610,05/10/2022
11/12/2021,103,05/10/2022
12/01/2021,468,05/10/2022
12/01/2022,281,05/10/2022
12/02/2021,287,05/10/2022
12/02/2022,272,05/10/2022
12/03/2020,323,05/10/2022
12/03/2021,399,05/10/2022
12/03/2022,104,05/10/2022
12/04/2020,578,05/10/2022
12/04/2021,409,05/10/2022
12/04/2022,141,05/10/2022
12/05/2020,160,05/10/2022
12/05/2021,158,05/10/2022
12/05/2022,78,05/10/2022
12/06/2020,35,05/10/2022
12/06/2021,36,05/10/2022
12/06/2022,49,05/10/2022
12/07/2020,10,05/10/2022
12/07/2021,12,05/10/2022
12/07/2022,125,05/10/2022
12/08/2020,5,05/10/2022
12/08/2021,33,05/10/2022
12/08/2022,82,05/10/2022
12/09/2020,14,05/10/2022
12/09/2021,59,05/10/2022
12/09/2022,40,05/10/2022
12/10/2020,75,05/10/2022
12/10/2021,34,05/10/2022
12/11/2020,727,05/10/2022
12/11/2021,53,05/10/2022
12/12/2020,596,05/10/2022
12/12/2021,118,05/10/2022
13/01/2021,451,05/10/2022
13/01/2022,296,05/10/2022
13/02/2021,253,05/10/2022
13/02/2022,228,05/10/2022
13/03/2020,379,05/10/2022
13/03/2021,361,05/10/2022
13/03/2022,112,05/10/2022
13/04/2020,533,05/10/2022
13/04/2021,383,05/10/2022
13/04/2022,132,05/10/2022
13/05/2020,145,05/10/2022
13/05/2021,146,05/10/2022
13/05/2022,95,05/10/2022
13/06/2020,24,05/10/2022
13/06/2021,26,05/10/2022
13/06/2022,43,05/10/2022
13/07/2020,22,05/10/2022
13/07/2021,8,05/10/2022
13/07/2022,101,05/10/2022
13/08/2020,8,05/10/2022
13/08/2021,39,05/10/2022
13/08/2022,85,05/10/2022
13/09/2020,14,05/10/2022
13/09/2021,52,05/10/2022
13/09/2022,30,05/10/2022
13/10/2020,69,05/10/2022
13/10/2021,33,05/10/2022
13/11/2020,669,05/10/2022
13/11/2021,50,05/10/2022
13/12/2020,569,05/10/2022
13/12/2021,100,05/10/2022
14/01/2021,428,05/10/2022
14/01/2022,321,05/10/2022
14/02/2021,270,05/10/2022
14/02/2022,307,05/10/2022
14/03/2020,444,05/10/2022
14/03/2021,310,05/10/2022
14/03/2022,143,05/10/2022
14/04/2020,538,05/10/2022
14/04/2021,343,05/10/2022
14/04/2022,139,05/10/2022
14/05/2020,140,05/10/2022
14/05/2021,150,05/10/2022
14/05/2022,105,05/10/2022
14/06/2020,22,05/10/2022
14/06/2021,36,05/10/2022
14/06/2022,35,05/10/2022
14/07/2020,7,05/10/2022
14/07/2021,14,05/10/2022
14/07/2022,118,05/10/2022
14/08/2020,10,05/10/2022
14/08/2021,41,05/10/2022
14/08/2022,83,05/10/2022
14/09/2020,13,05/10/2022
14/09/2021,66,05/10/2022
14/09/2022,39,05/10/2022
14/10/2020,73,05/10/2022
14/10/2021,28,05/10/2022
14/11/2020,695,05/10/2022
14/11/2021,50,05/10/2022
14/12/2020,573,05/10/2022
14/12/2021,121,05/10/2022
15/01/2021,506,05/10/2022
15/01/2022,285,05/10/2022
15/02/2021,282,05/10/2022
15/02/2022,262,05/10/2022
15/03/2020,432,05/10/2022
15/03/2021,374,05/10/2022
15/03/2022,111,05/10/2022
15/04/2020,512,05/10/2022
15/04/2021,328,05/10/2022
15/04/2022,131,05/10/2022
15/05/2020,155,05/10/2022
15/05/2021,139,05/10/2022
15/05/2022,113,05/10/2022
15/06/2020,38,05/10/2022
15/06/2021,31,05/10/2022
15/06/2022,49,05/10/2022
15/07/2020,8,05/10/2022
15/07/2021,9,05/10/2022
15/07/2022,121,05/10/2022
15/08/2020,<5,05/10/2022
15/08/2021,33,05/10/2022
15/08/2022,77,05/10/2022
15/09/2020,21,05/10/2022
15/09/2021,64,05/10/2022
15/09/2022,31,05/10/2022
15/10/2020,70,05/10/2022
15/10/2021,16,05/10/2022
15/11/2020,722,05/10/2022
15/11/2021,52,05/10/2022
15/12/2020,586,05/10/2022
15/12/2021,127,05/10/2022
16/01/2021,446,05/10/2022
16/01/2022,310,05/10/2022
16/02/2021,287,05/10/2022
16/02/2022,259,05/10/2022
16/03/2020,511,05/10/2022
16/03/2021,433,05/10/2022
16/03/2022,134,05/10/2022
16/04/2020,449,05/10/2022
16/04/2021,325,05/10/2022
16/04/2022,115,05/10/2022
16/05/2020,104,05/10/2022
16/05/2021,127,05/10/2022
16/05/2022,83,05/10/2022
16/06/2020,44,05/10/2022
16/06/2021,37,05/10/2022
16/06/2022,35,05/10/2022
16/07/2020,17,05/10/2022
16/07/2021,7,05/10/2022
16/07/2022,121,05/10/2022
16/08/2020,10,05/10/2022
16/08/2021,40,05/10/2022
16/08/2022,101,05/10/2022
16/09/2020,16,05/10/2022
16/09/2021,52,05/10/2022
16/09/2022,35,05/10/2022
16/10/2020,103,05/10/2022
16/10/2021,34,05/10/2022
16/11/2020,765,05/10/2022
16/11/2021,74,05/10/2022
16/12/2020,642,05/10/2022
16/12/2021,125,05/10/2022
17/01/2021,444,05/10/2022
17/01/2022,388,05/10/2022
17/02/2021,338,05/10/2022
17/02/2022,249,05/10/2022
17/03/2020,574,05/10/2022
17/03/2021,403,05/10/2022
17/03/2022,120,05/10/2022
17/04/2020,477,05/10/2022
17/04/2021,337,05/10/2022
17/04/2022,135,05/10/2022
17/05/2020,119,05/10/2022
17/05/2021,143,05/10/2022
17/05/2022,77,05/10/2022
17/06/2020,35,05/10/2022
17/06/2021,31,05/10/2022
17/06/2022,48,05/10/2022
17/07/2020,6,05/10/2022
17/07/2021,7,05/10/2022
17/07/2022,142,05/10/2022
17/08/2020,<5,05/10/2022
17/08/2021,62,05/10/2022
17/08/2022,99,05/10/2022
17/09/2020,16,05/10/2022
17/09/2021,45,05/10/2022
17/09/2022,37,05/10/2022
17/10/2020,88,05/10/2022
17/10/2021,40,05/10/2022
17/11/2020,793,05/10/2022
17/11/2021,63,05/10/2022
17/12/2020,590,05/10/2022
17/12/2021,131,05/10/2022
18/01/2021,477,05/10/2022
18/01/2022,370,05/10/2022
18/02/2021,305,05/10/2022
18/02/2022,236,05/10/2022
18/03/2020,639,05/10/2022
18/03/2021,418,05/10/2022
18/03/2022,92,05/10/2022
18/04/2020,463,05/10/2022
18/04/2021,314,05/10/2022
18/04/2022,114,05/10/2022
18/05/2020,101,05/10/2022
18/05/2021,119,05/10/2022
18/05/2022,87,05/10/2022
18/06/2020,44,05/10/2022
18/06/2021,24,05/10/2022
18/06/2022,40,05/10/2022
18/07/2020,14,05/10/2022
18/07/2021,7,05/10/2022
18/07/2022,140,05/10/2022
18/08/2020,6,05/10/2022
18/08/2021,42,05/10/2022
18/08/2022,101,05/10/2022
18/09/2020,24,05/10/2022
18/09/2021,57,05/10/2022
18/09/2022,23,05/10/2022
18/10/2020,103,05/10/2022
18/10/2021,37,05/10/2022
18/11/2020,802,05/10/2022
18/11/2021,51,05/10/2022
18/12/2020,554,05/10/2022
18/12/2021,129,05/10/2022
19/01/2021,470,05/10/2022
19/01/2022,322,05/10/2022
19/02/2021,292,05/10/2022
19/02/2022,189,05/10/2022
19/03/2020,654,05/10/2022
19/03/2021,399,05/10/2022
19/03/2022,113,05/10/2022
19/04/2020,462,05/10/2022
19/04/2021,322,05/10/2022
19/04/2022,152,05/10/2022
19/05/2020,92,05/10/2022
19/05/2021,108,05/10/2022
19/05/2022,75,05/10/2022
19/06/2020,34,05/10/2022
19/06/2021,17,05/10/2022
19/06/2022,46,05/10/2022
19/07/2020,10,05/10/2022
19/07/2021,13,05/10/2022
19/07/2022,148,05/10/2022
19/08/2020,7,05/10/2022
19/08/2021,46,05/10/2022
19/08/2022,82,05/10/2022
19/09/2020,16,05/10/2022
19/09/2021,40,05/10/2022
19/09/2022,34,05/10/2022
19/10/2020,106,05/10/2022
19/10/2021,25,05/10/2022
19/11/2020,814,05/10/2022
19/11/2021,54,05/10/2022
19/12/2020,512,05/10/2022
19/12/2021,114,05/10/2022
20/01/2021,436,05/10/2022
20/01/2022,368,05/10/2022
20/02/2020,<5,05/10/2022
20/02/2021,253,05/10/2022
20/02/2022,186,05/10/2022
20/03/2020,750,05/10/2022
20/03/2021,381,05/10/2022
20/03/2022,116,05/10/2022
20/04/2020,444,05/10/2022
20/04/2021,333,05/10/2022
20/04/2022,140,05/10/2022
20/05/2020,88,05/10/2022
20/05/2021,129,05/10/2022
20/05/2022,85,05/10/2022
20/06/2020,20,05/10/2022
20/06/2021,24,05/10/2022
20/06/2022,51,05/10/2022
20/07/2020,8,05/10/2022
20/07/2021,10,05/10/2022
20/07/2022,149,05/10/2022
20/08/2020,11,05/10/2022
20/08/2021,43,05/10/2022
20/08/2022,58,05/10/2022
20/09/2020,19,05/10/2022
20/09/2021,56,05/10/2022
20/09/2022,22,05/10/2022
20/10/2020,145,05/10/2022
20/10/2021,29,05/10/2022
20/11/2020,784,05/10/2022
20/11/2021,73,05/10/2022
20/12/2020,501,05/10/2022
20/12/2021,142,05/10/2022
21/01/2021,421,05/10/2022
21/01/2022,358,05/10/2022
21/02/2020,<5,05/10/2022
21/02/2021,267,05/10/2022
21/02/2022,230,05/10/2022
21/03/2020,817,05/10/2022
21/03/2021,410,05/10/2022
21/03/2022,130,05/10/2022
21/04/2020,364,05/10/2022
21/04/2021,344,05/10/2022
21/04/2022,142,05/10/2022
21/05/2020,78,05/10/2022
21/05/2021,90,05/10/2022
21/05/2022,73,05/10/2022
21/06/2020,25,05/10/2022
21/06/2021,18,05/10/2022
21/06/2022,53,05/10/2022
21/07/2020,14,05/10/2022
21/07/2021,12,05/10/2022
21/07/2022,142,05/10/2022
21/08/2020,<5,05/10/2022
21/08/2021,28,05/10/2022
21/08/2022,75,05/10/2022
21/09/2020,16,05/10/2022
21/09/2021,51,05/10/2022
21/09/2022,29,05/10/2022
21/10/2020,145,05/10/2022
21/10/2021,34,05/10/2022
21/11/2020,682,05/10/2022
21/11/2021,66,05/10/2022
21/12/2020,508,05/10/2022
21/12/2021,144,05/10/2022
22/01/2021,426,05/10/2022
22/01/2022,344,05/10/2022
22/02/2020,<5,05/10/2022
22/02/2021,356,05/10/2022
22/02/2022,197,05/10/2022
22/03/2020,812,05/10/2022
22/03/2021,395,05/10/2022
22/03/2022,120,05/10/2022
22/04/2020,385,05/10/2022
22/04/2021,290,05/10/2022
22/04/2022,108,05/10/2022
22/05/2020,84,05/10/2022
22/05/2021,110,05/10/2022
22/05/2022,70,05/10/2022
22/06/2020,31,05/10/2022
22/06/2021,24,05/10/2022
22/06/2022,61,05/10/2022
22/07/2020,17,05/10/2022
22/07/2021,13,05/10/2022
22/07/2022,134,05/10/2022
22/08/2020,6,05/10/2022
22/08/2021,49,05/10/2022
22/08/2022,87,05/10/2022
22/09/2020,13,05/10/2022
22/09/2021,50,05/10/2022
22/09/2022,21,05/10/2022
22/10/2020,160,05/10/2022
22/10/2021,41,05/10/2022
22/11/2020,729,05/10/2022
22/11/2021,66,05/10/2022
22/12/2020,500,05/10/2022
22/12/2021,154,05/10/2022
23/01/2021,409,05/10/2022
23/01/2022,322,05/10/2022
23/02/2020,<5,05/10/2022
23/02/2021,327,05/10/2022
23/02/2022,201,05/10/2022
23/03/2020,855,05/10/2022
23/03/2021,468,05/10/2022
23/03/2022,137,05/10/2022
23/04/2020,356,05/10/2022
23/04/2021,330,05/10/2022
23/04/2022,104,05/10/2022
23/05/2020,95,05/10/2022
23/05/2021,91,05/10/2022
23/05/2022,71,05/10/2022
23/06/2020,50,05/10/2022
23/06/2021,24,05/10/2022
23/06/2022,50,05/10/2022
23/07/2020,<5,05/10/2022
23/07/2021,7,05/10/2022
23/07/2022,169,05/10/2022
23/08/2020,<5,05/10/2022
23/08/2021,43,05/10/2022
23/08/2022,67,05/10/2022
23/09/2020,26,05/10/2022
23/09/2021,55,05/10/2022
23/09/2022,25,05/10/2022
23/10/2020,176,05/10/2022
23/10/2021,19,05/10/2022
23/11/2020,766,05/10/2022
23/11/2021,84,05/10/2022
23/12/2020,503,05/10/2022
23/12/2021,136,05/10/2022
24/01/2021,414,05/10/2022
24/01/2022,423,05/10/2022
24/02/2020,5,05/10/2022
24/02/2021,244,05/10/2022
24/02/2022,201,05/10/2022
24/03/2020,811,05/10/2022
24/03/2021,449,05/10/2022
24/03/2022,122,05/10/2022
24/04/2020,386,05/10/2022
24/04/2021,313,05/10/2022
24/04/2022,119,05/10/2022
24/05/2020,85,05/10/2022
24/05/2021,95,05/10/2022
24/05/2022,87,05/10/2022
24/06/2020,24,05/10/2022
24/06/2021,21,05/10/2022
24/06/2022,51,05/10/2022
24/07/2020,8,05/10/2022
24/07/2021,9,05/10/2022
24/07/2022,142,05/10/2022
24/08/2020,7,05/10/2022
24/08/2021,49,05/10/2022
24/08/2022,65,05/10/2022
24/09/2020,21,05/10/2022
24/09/2021,39,05/10/2022
24/09/2022,24,05/10/2022
24/10/2020,208,05/10/2022
24/10/2021,39,05/10/2022
24/11/2020,770,05/10/2022
24/11/2021,62,05/10/2022
24/12/2020,489,05/10/2022
24/12/2021,149,05/10/2022
25/01/2021,395,05/10/2022
25/01/2022,358,05/10/2022
25/02/2020,10,05/10/2022
25/02/2021,272,05/10/2022
25/02/2022,188,05/10/2022
25/03/2020,865,05/10/2022
25/03/2021,435,05/10/2022
25/03/2022,118,05/10/2022
25/04/2020,357,05/10/2022
25/04/2021,284,05/10/2022
25/04/2022,139,05/10/2022
25/05/2020,75,05/10/2022
25/05/2021,92,05/10/2022
25/05/2022,70,05/10/2022
25/06/2020,26,05/10/2022
25/06/2021,11,05/10/2022
25/06/2022,55,05/10/2022
25/07/2020,5,05/10/2022
25/07/2021,8,05/10/2022
25/07/2022,162,05/10/2022
25/08/2020,6,05/10/2022
25/08/2021,55,05/10/2022
25/08/2022,61,05/10/2022
25/09/2020,29,05/10/2022
25/09/2021,42,05/10/2022
25/09/2022,23,05/10/2022
25/10/2020,197,05/10/2022
25/10/2021,37,05/10/2022
25/11/2020,825,05/10/2022
25/11/2021,65,05/10/2022
25/12/2020,425,05/10/2022
25/12/2021,146,05/10/2022
26/01/2021,442,05/10/2022
26/01/2022,361,05/10/2022
26/02/2020,6,05/10/2022
26/02/2021,288,05/10/2022
26/02/2022,179,05/10/2022
26/03/2020,833,05/10/2022
26/03/2021,442,05/10/2022
26/03/2022,126,05/10/2022
26/04/2020,320,05/10/2022
26/04/2021,316,05/10/2022
26/04/2022,134,05/10/2022
26/05/2020,60,05/10/2022
26/05/2021,87,05/10/2022
26/05/2022,75,05/10/2022
26/06/2020,20,05/10/2022
26/06/2021,21,05/10/2022
26/06/2022,49,05/10/2022
26/07/2020,5,05/10/2022
26/07/2021,13,05/10/2022
26/07/2022,151,05/10/2022
26/08/2020,10,05/10/2022
26/08/2021,39,05/10/2022
26/08/2022,64,05/10/2022
26/09/2020,19,05/10/2022
26/09/2021,38,05/10/2022
26/09/2022,34,05/10/2022
26/10/2020,248,05/10/2022
26/10/2021,44,05/10/2022
26/11/2020,737,05/10/2022
26/11/2021,90,05/10/2022
26/12/2020,434,05/10/2022
26/12/2021,148,05/10/2022
27/01/2021,434,05/10/2022
27/01/2022,368,05/10/2022
27/02/2020,9,05/10/2022
27/02/2021,281,05/10/2022
27/02/2022,150,05/10/2022
27/03/2020,875,05/10/2022
27/03/2021,376,05/10/2022
27/03/2022,135,05/10/2022
27/04/2020,330,05/10/2022
27/04/2021,241,05/10/2022
27/04/2022,130,05/10/2022
27/05/2020,50,05/10/2022
27/05/2021,92,05/10/2022
27/05/2022,45,05/10/2022
27/06/2020,24,05/10/2022
27/06/2021,12,05/10/2022
27/06/2022,57,05/10/2022
27/07/2020,16,05/10/2022
27/07/2021,16,05/10/2022
27/07/2022,183,05/10/2022
27/08/2020,6,05/10/2022
27/08/2021,60,05/10/2022
27/08/2022,39,05/10/2022
27/09/2020,25,05/10/2022
27/09/2021,45,05/10/2022
27/09/2022,21,05/10/2022
27/10/2020,237,05/10/2022
27/10/2021,36,05/10/2022
27/11/2020,775,05/10/2022
27/11/2021,78,05/10/2022
27/12/2020,422,05/10/2022
27/12/2021,173,05/10/2022
28/01/2021,393,05/10/2022
28/01/2022,377,05/10/2022
28/02/2020,11,05/10/2022
28/02/2021,241,05/10/2022
28/02/2022,180,05/10/2022
28/03/2020,920,05/10/2022
28/03/2021,387,05/10/2022
28/03/2022,139,05/10/2022
28/04/2020,315,05/10/2022
28/04/2021,285,05/10/2022
28/04/2022,126,05/10/2022
28/05/2020,70,05/10/2022
28/05/2021,78,05/10/2022
28/05/2022,57,05/10/2022
28/06/2020,13,05/10/2022
28/06/2021,18,05/10/2022
28/06/2022,67,05/10/2022
28/07/2020,8,05/10/2022
28/07/2021,6,05/10/2022
28/07/2022,133,05/10/2022
28/08/2021,50,05/10/2022
28/08/2022,51,05/10/2022
