iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
23/06/2022,28/01/2020,13
23/06/2022,29/01/2020,17
23/06/2022,30/01/2020,26
23/06/2022,31/01/2020,29
23/06/2022,01/02/2020,44
23/06/2022,02/02/2020,35
23/06/2022,03/02/2020,23
23/06/2022,04/02/2020,22
23/06/2022,05/02/2020,28
23/06/2022,06/02/2020,23
23/06/2022,07/02/2020,19
23/06/2022,08/02/2020,16
23/06/2022,09/02/2020,17
23/06/2022,10/02/2020,55
23/06/2022,11/02/2020,24
23/06/2022,12/02/2020,50
23/06/2022,13/02/2020,44
23/06/2022,14/02/2020,63
23/06/2022,15/02/2020,140
23/06/2022,16/02/2020,77
23/06/2022,17/02/2020,136
23/06/2022,18/02/2020,151
23/06/2022,19/02/2020,135
23/06/2022,20/02/2020,385
23/06/2022,21/02/2020,299
23/06/2022,22/02/2020,380
23/06/2022,23/02/2020,465
23/06/2022,24/02/2020,614
23/06/2022,25/02/2020,771
23/06/2022,26/02/2020,689
23/06/2022,27/02/2020,809
23/06/2022,28/02/2020,1139
23/06/2022,29/02/2020,1009
23/06/2022,01/03/2020,2267
23/06/2022,02/03/2020,1796
23/06/2022,03/03/2020,2035
23/06/2022,04/03/2020,1768
23/06/2022,05/03/2020,2382
23/06/2022,06/03/2020,2662
23/06/2022,07/03/2020,2855
23/06/2022,08/03/2020,3377
23/06/2022,09/03/2020,3962
23/06/2022,10/03/2020,5476
23/06/2022,11/03/2020,3748
23/06/2022,12/03/2020,4263
23/06/2022,13/03/2020,4752
23/06/2022,14/03/2020,4092
23/06/2022,15/03/2020,5204
23/06/2022,16/03/2020,4729
23/06/2022,17/03/2020,4047
23/06/2022,18/03/2020,4188
23/06/2022,19/03/2020,3743
23/06/2022,20/03/2020,5401
23/06/2022,21/03/2020,3346
23/06/2022,22/03/2020,3368
23/06/2022,23/03/2020,3810
23/06/2022,24/03/2020,3052
23/06/2022,25/03/2020,3249
23/06/2022,26/03/2020,2768
23/06/2022,27/03/2020,2990
23/06/2022,28/03/2020,2667
23/06/2022,29/03/2020,2083
23/06/2022,30/03/2020,3065
23/06/2022,31/03/2020,2161
23/06/2022,01/04/2020,3389
23/06/2022,02/04/2020,2195
23/06/2022,03/04/2020,2250
23/06/2022,04/04/2020,1907
23/06/2022,05/04/2020,1720
23/06/2022,06/04/2020,1941
23/06/2022,07/04/2020,1830
23/06/2022,08/04/2020,1805
23/06/2022,09/04/2020,1659
23/06/2022,10/04/2020,2182
23/06/2022,11/04/2020,1295
23/06/2022,12/04/2020,1441
23/06/2022,13/04/2020,1311
23/06/2022,14/04/2020,1578
23/06/2022,15/04/2020,1760
23/06/2022,16/04/2020,1407
23/06/2022,17/04/2020,1366
23/06/2022,18/04/2020,1148
23/06/2022,19/04/2020,912
23/06/2022,20/04/2020,1626
23/06/2022,21/04/2020,1025
23/06/2022,22/04/2020,1051
23/06/2022,23/04/2020,962
23/06/2022,24/04/2020,847
23/06/2022,25/04/2020,743
23/06/2022,26/04/2020,589
23/06/2022,27/04/2020,919
23/06/2022,28/04/2020,663
23/06/2022,29/04/2020,625
23/06/2022,30/04/2020,571
23/06/2022,01/05/2020,563
23/06/2022,02/05/2020,417
23/06/2022,03/05/2020,328
23/06/2022,04/05/2020,455
23/06/2022,05/05/2020,473
23/06/2022,06/05/2020,393
23/06/2022,07/05/2020,371
23/06/2022,08/05/2020,420
23/06/2022,09/05/2020,226
23/06/2022,10/05/2020,269
23/06/2022,11/05/2020,331
23/06/2022,12/05/2020,331
23/06/2022,13/05/2020,291
23/06/2022,14/05/2020,252
23/06/2022,15/05/2020,285
23/06/2022,16/05/2020,196
23/06/2022,17/05/2020,160
23/06/2022,18/05/2020,256
23/06/2022,19/05/2020,208
23/06/2022,20/05/2020,232
23/06/2022,21/05/2020,169
23/06/2022,22/05/2020,155
23/06/2022,23/05/2020,125
23/06/2022,24/05/2020,92
23/06/2022,25/05/2020,190
23/06/2022,26/05/2020,153
23/06/2022,27/05/2020,164
23/06/2022,28/05/2020,127
23/06/2022,29/05/2020,117
23/06/2022,30/05/2020,97
23/06/2022,31/05/2020,64
23/06/2022,01/06/2020,137
23/06/2022,02/06/2020,59
23/06/2022,03/06/2020,117
23/06/2022,04/06/2020,94
23/06/2022,05/06/2020,116
23/06/2022,06/06/2020,79
23/06/2022,07/06/2020,65
23/06/2022,08/06/2020,116
23/06/2022,09/06/2020,104
23/06/2022,10/06/2020,100
23/06/2022,11/06/2020,88
23/06/2022,12/06/2020,105
23/06/2022,13/06/2020,68
23/06/2022,14/06/2020,73
23/06/2022,15/06/2020,101
23/06/2022,16/06/2020,93
23/06/2022,17/06/2020,78
23/06/2022,18/06/2020,80
23/06/2022,19/06/2020,76
23/06/2022,20/06/2020,64
23/06/2022,21/06/2020,60
23/06/2022,22/06/2020,80
23/06/2022,23/06/2020,71
23/06/2022,24/06/2020,91
23/06/2022,25/06/2020,76
23/06/2022,26/06/2020,89
23/06/2022,27/06/2020,61
23/06/2022,28/06/2020,55
23/06/2022,29/06/2020,89
23/06/2022,30/06/2020,66
23/06/2022,01/07/2020,106
23/06/2022,02/07/2020,77
23/06/2022,03/07/2020,68
23/06/2022,04/07/2020,70
23/06/2022,05/07/2020,61
23/06/2022,06/07/2020,93
23/06/2022,07/07/2020,97
23/06/2022,08/07/2020,99
23/06/2022,09/07/2020,81
23/06/2022,10/07/2020,107
23/06/2022,11/07/2020,81
23/06/2022,12/07/2020,75
23/06/2022,13/07/2020,98
23/06/2022,14/07/2020,107
23/06/2022,15/07/2020,97
23/06/2022,16/07/2020,87
23/06/2022,17/07/2020,100
23/06/2022,18/07/2020,93
23/06/2022,19/07/2020,88
23/06/2022,20/07/2020,135
23/06/2022,21/07/2020,120
23/06/2022,22/07/2020,116
23/06/2022,23/07/2020,132
23/06/2022,24/07/2020,111
23/06/2022,25/07/2020,125
23/06/2022,26/07/2020,99
23/06/2022,27/07/2020,129
23/06/2022,28/07/2020,137
23/06/2022,29/07/2020,131
23/06/2022,30/07/2020,117
23/06/2022,31/07/2020,116
23/06/2022,01/08/2020,156
23/06/2022,02/08/2020,120
23/06/2022,03/08/2020,207
23/06/2022,04/08/2020,185
23/06/2022,05/08/2020,209
23/06/2022,06/08/2020,201
23/06/2022,07/08/2020,195
23/06/2022,08/08/2020,245
23/06/2022,09/08/2020,204
23/06/2022,10/08/2020,271
23/06/2022,11/08/2020,253
23/06/2022,12/08/2020,265
23/06/2022,13/08/2020,286
23/06/2022,14/08/2020,291
23/06/2022,15/08/2020,339
23/06/2022,16/08/2020,347
23/06/2022,17/08/2020,556
23/06/2022,18/08/2020,594
23/06/2022,19/08/2020,551
23/06/2022,20/08/2020,551
23/06/2022,21/08/2020,598
23/06/2022,22/08/2020,569
23/06/2022,23/08/2020,591
23/06/2022,24/08/2020,662
23/06/2022,25/08/2020,612
23/06/2022,26/08/2020,592
23/06/2022,27/08/2020,547
23/06/2022,28/08/2020,550
23/06/2022,29/08/2020,433
23/06/2022,30/08/2020,420
23/06/2022,31/08/2020,539
23/06/2022,01/09/2020,705
23/06/2022,02/09/2020,605
23/06/2022,03/09/2020,565
23/06/2022,04/09/2020,626
23/06/2022,05/09/2020,533
23/06/2022,06/09/2020,509
23/06/2022,07/09/2020,781
23/06/2022,08/09/2020,641
23/06/2022,09/09/2020,660
23/06/2022,10/09/2020,726
23/06/2022,11/09/2020,623
23/06/2022,12/09/2020,635
23/06/2022,13/09/2020,590
23/06/2022,14/09/2020,847
23/06/2022,15/09/2020,866
23/06/2022,16/09/2020,790
23/06/2022,17/09/2020,810
23/06/2022,18/09/2020,814
23/06/2022,19/09/2020,811
23/06/2022,20/09/2020,792
23/06/2022,21/09/2020,912
23/06/2022,22/09/2020,896
23/06/2022,23/09/2020,846
23/06/2022,24/09/2020,804
23/06/2022,25/09/2020,937
23/06/2022,26/09/2020,896
23/06/2022,27/09/2020,950
23/06/2022,28/09/2020,1291
23/06/2022,29/09/2020,1199
23/06/2022,30/09/2020,1588
23/06/2022,01/10/2020,2119
23/06/2022,02/10/2020,2042
23/06/2022,03/10/2020,2182
23/06/2022,04/10/2020,2178
23/06/2022,05/10/2020,3032
23/06/2022,06/10/2020,2847
23/06/2022,07/10/2020,3318
23/06/2022,08/10/2020,3594
23/06/2022,09/10/2020,3932
23/06/2022,10/10/2020,4425
23/06/2022,11/10/2020,3834
23/06/2022,12/10/2020,5842
23/06/2022,13/10/2020,5554
23/06/2022,14/10/2020,6024
23/06/2022,15/10/2020,6748
23/06/2022,16/10/2020,7445
23/06/2022,17/10/2020,7347
23/06/2022,18/10/2020,7523
23/06/2022,19/10/2020,10012
23/06/2022,20/10/2020,10855
23/06/2022,21/10/2020,10212
23/06/2022,22/10/2020,10392
23/06/2022,23/10/2020,11294
23/06/2022,24/10/2020,10834
23/06/2022,25/10/2020,11183
23/06/2022,26/10/2020,14145
23/06/2022,27/10/2020,12782
23/06/2022,28/10/2020,13706
23/06/2022,29/10/2020,12865
23/06/2022,30/10/2020,13600
23/06/2022,31/10/2020,11396
23/06/2022,01/11/2020,14127
23/06/2022,02/11/2020,16303
23/06/2022,03/11/2020,13992
23/06/2022,04/11/2020,14574
23/06/2022,05/11/2020,14300
23/06/2022,06/11/2020,14802
23/06/2022,07/11/2020,13235
23/06/2022,08/11/2020,12285
23/06/2022,09/11/2020,15616
23/06/2022,10/11/2020,14949
23/06/2022,11/11/2020,13112
23/06/2022,12/11/2020,12928
23/06/2022,13/11/2020,13439
23/06/2022,14/11/2020,12126
23/06/2022,15/11/2020,11394
23/06/2022,16/11/2020,13184
23/06/2022,17/11/2020,10926
23/06/2022,18/11/2020,11289
23/06/2022,19/11/2020,9343
23/06/2022,20/11/2020,10748
23/06/2022,21/11/2020,8221
23/06/2022,22/11/2020,7429
23/06/2022,23/11/2020,9759
23/06/2022,24/11/2020,8385
23/06/2022,25/11/2020,8585
23/06/2022,26/11/2020,7912
23/06/2022,27/11/2020,8167
23/06/2022,28/11/2020,7626
