iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
23/06/2022,29/01/2020,<5
23/06/2022,06/02/2020,<5
23/06/2022,20/02/2020,<5
23/06/2022,21/02/2020,36
23/06/2022,22/02/2020,58
23/06/2022,23/02/2020,77
23/06/2022,24/02/2020,86
23/06/2022,25/02/2020,192
23/06/2022,26/02/2020,276
23/06/2022,27/02/2020,287
23/06/2022,28/02/2020,354
23/06/2022,29/02/2020,373
23/06/2022,01/03/2020,410
23/06/2022,02/03/2020,629
23/06/2022,03/03/2020,802
23/06/2022,04/03/2020,1077
23/06/2022,05/03/2020,1302
23/06/2022,06/03/2020,1530
23/06/2022,07/03/2020,1455
23/06/2022,08/03/2020,1450
23/06/2022,09/03/2020,2239
23/06/2022,10/03/2020,2451
23/06/2022,11/03/2020,2776
23/06/2022,12/03/2020,3144
23/06/2022,13/03/2020,4102
23/06/2022,14/03/2020,3534
23/06/2022,15/03/2020,2849
23/06/2022,16/03/2020,4817
23/06/2022,17/03/2020,5347
23/06/2022,18/03/2020,5690
23/06/2022,19/03/2020,5684
23/06/2022,20/03/2020,6257
23/06/2022,21/03/2020,4923
23/06/2022,22/03/2020,3925
23/06/2022,23/03/2020,6100
23/06/2022,24/03/2020,5916
23/06/2022,25/03/2020,5804
23/06/2022,26/03/2020,5702
23/06/2022,27/03/2020,5789
23/06/2022,28/03/2020,4530
23/06/2022,29/03/2020,3012
23/06/2022,30/03/2020,5086
23/06/2022,31/03/2020,5360
23/06/2022,01/04/2020,5024
23/06/2022,02/04/2020,4777
23/06/2022,03/04/2020,4446
23/06/2022,04/04/2020,3666
23/06/2022,05/04/2020,2600
23/06/2022,06/04/2020,4090
23/06/2022,07/04/2020,4142
23/06/2022,08/04/2020,4794
23/06/2022,09/04/2020,4687
23/06/2022,10/04/2020,5130
23/06/2022,11/04/2020,3430
23/06/2022,12/04/2020,1919
23/06/2022,13/04/2020,2268
23/06/2022,14/04/2020,3280
23/06/2022,15/04/2020,3947
23/06/2022,16/04/2020,3705
23/06/2022,17/04/2020,3499
23/06/2022,18/04/2020,2640
23/06/2022,19/04/2020,1385
23/06/2022,20/04/2020,3006
23/06/2022,21/04/2020,3081
23/06/2022,22/04/2020,2604
23/06/2022,23/04/2020,2810
23/06/2022,24/04/2020,2740
23/06/2022,25/04/2020,1666
23/06/2022,26/04/2020,1017
23/06/2022,27/04/2020,1982
23/06/2022,28/04/2020,2240
23/06/2022,29/04/2020,2328
23/06/2022,30/04/2020,2267
23/06/2022,01/05/2020,1084
23/06/2022,02/05/2020,1021
23/06/2022,03/05/2020,506
23/06/2022,04/05/2020,1456
23/06/2022,05/05/2020,1537
23/06/2022,06/05/2020,1441
23/06/2022,07/05/2020,1390
23/06/2022,08/05/2020,1380
23/06/2022,09/05/2020,731
23/06/2022,10/05/2020,336
23/06/2022,11/05/2020,873
23/06/2022,12/05/2020,915
23/06/2022,13/05/2020,890
23/06/2022,14/05/2020,900
23/06/2022,15/05/2020,791
23/06/2022,16/05/2020,606
23/06/2022,17/05/2020,298
23/06/2022,18/05/2020,655
23/06/2022,19/05/2020,720
23/06/2022,20/05/2020,676
23/06/2022,21/05/2020,621
23/06/2022,22/05/2020,685
23/06/2022,23/05/2020,356
23/06/2022,24/05/2020,147
23/06/2022,25/05/2020,513
23/06/2022,26/05/2020,540
23/06/2022,27/05/2020,523
23/06/2022,28/05/2020,516
23/06/2022,29/05/2020,386
23/06/2022,30/05/2020,286
23/06/2022,31/05/2020,89
23/06/2022,01/06/2020,377
