iss_date,DATA_DECESSO,DECESSI
27/01/2021,21/02/2020,<5
27/01/2021,22/02/2020,<5
27/01/2021,23/02/2020,<5
27/01/2021,24/02/2020,<5
27/01/2021,25/02/2020,8
27/01/2021,26/02/2020,6
27/01/2021,27/02/2020,8
27/01/2021,28/02/2020,11
27/01/2021,29/02/2020,15
27/01/2021,01/03/2020,26
27/01/2021,02/03/2020,24
27/01/2021,03/03/2020,56
27/01/2021,04/03/2020,56
27/01/2021,05/03/2020,81
27/01/2021,06/03/2020,111
27/01/2021,07/03/2020,168
27/01/2021,08/03/2020,176
27/01/2021,09/03/2020,226
27/01/2021,10/03/2020,280
27/01/2021,11/03/2020,312
27/01/2021,12/03/2020,323
27/01/2021,13/03/2020,378
27/01/2021,14/03/2020,444
27/01/2021,15/03/2020,435
27/01/2021,16/03/2020,512
27/01/2021,17/03/2020,574
27/01/2021,18/03/2020,645
27/01/2021,19/03/2020,654
27/01/2021,20/03/2020,755
27/01/2021,21/03/2020,818
27/01/2021,22/03/2020,817
27/01/2021,23/03/2020,865
27/01/2021,24/03/2020,823
27/01/2021,25/03/2020,872
27/01/2021,26/03/2020,838
27/01/2021,27/03/2020,884
27/01/2021,28/03/2020,928
27/01/2021,29/03/2020,769
27/01/2021,30/03/2020,793
27/01/2021,31/03/2020,706
27/01/2021,01/04/2020,715
27/01/2021,02/04/2020,693
27/01/2021,03/04/2020,680
27/01/2021,04/04/2020,640
27/01/2021,05/04/2020,602
27/01/2021,06/04/2020,594
27/01/2021,07/04/2020,613
27/01/2021,08/04/2020,603
27/01/2021,09/04/2020,545
27/01/2021,10/04/2020,609
27/01/2021,11/04/2020,588
27/01/2021,12/04/2020,579
27/01/2021,13/04/2020,534
27/01/2021,14/04/2020,543
27/01/2021,15/04/2020,510
27/01/2021,16/04/2020,451
27/01/2021,17/04/2020,476
27/01/2021,18/04/2020,464
27/01/2021,19/04/2020,464
27/01/2021,20/04/2020,448
27/01/2021,21/04/2020,367
27/01/2021,22/04/2020,384
27/01/2021,23/04/2020,357
27/01/2021,24/04/2020,385
27/01/2021,25/04/2020,359
27/01/2021,26/04/2020,317
27/01/2021,27/04/2020,331
27/01/2021,28/04/2020,312
27/01/2021,29/04/2020,299
27/01/2021,30/04/2020,262
27/01/2021,01/05/2020,257
27/01/2021,02/05/2020,254
27/01/2021,03/05/2020,243
27/01/2021,04/05/2020,218
27/01/2021,05/05/2020,226
27/01/2021,06/05/2020,218
27/01/2021,07/05/2020,178
27/01/2021,08/05/2020,172
27/01/2021,09/05/2020,198
27/01/2021,10/05/2020,169
27/01/2021,11/05/2020,162
27/01/2021,12/05/2020,159
27/01/2021,13/05/2020,144
27/01/2021,14/05/2020,143
27/01/2021,15/05/2020,151
27/01/2021,16/05/2020,102
27/01/2021,17/05/2020,117
27/01/2021,18/05/2020,99
27/01/2021,19/05/2020,92
27/01/2021,20/05/2020,89
27/01/2021,21/05/2020,77
27/01/2021,22/05/2020,84
27/01/2021,23/05/2020,96
27/01/2021,24/05/2020,86
27/01/2021,25/05/2020,75
27/01/2021,26/05/2020,60
27/01/2021,27/05/2020,50
27/01/2021,28/05/2020,71
27/01/2021,29/05/2020,63
27/01/2021,30/05/2020,49
27/01/2021,31/05/2020,49
27/01/2021,01/06/2020,60
27/01/2021,02/06/2020,57
27/01/2021,03/06/2020,52
27/01/2021,04/06/2020,60
27/01/2021,05/06/2020,51
27/01/2021,06/06/2020,36
27/01/2021,07/06/2020,36
27/01/2021,08/06/2020,38
27/01/2021,09/06/2020,35
27/01/2021,10/06/2020,33
27/01/2021,11/06/2020,35
27/01/2021,12/06/2020,29
27/01/2021,13/06/2020,23
27/01/2021,14/06/2020,23
27/01/2021,15/06/2020,31
27/01/2021,16/06/2020,36
27/01/2021,17/06/2020,32
27/01/2021,18/06/2020,33
27/01/2021,19/06/2020,21
27/01/2021,20/06/2020,19
27/01/2021,21/06/2020,22
27/01/2021,22/06/2020,17
27/01/2021,23/06/2020,30
27/01/2021,24/06/2020,19
27/01/2021,25/06/2020,19
27/01/2021,26/06/2020,18
27/01/2021,27/06/2020,24
27/01/2021,28/06/2020,12
27/01/2021,29/06/2020,13
27/01/2021,30/06/2020,12
27/01/2021,01/07/2020,12
27/01/2021,02/07/2020,13
27/01/2021,03/07/2020,11
27/01/2021,04/07/2020,7
27/01/2021,05/07/2020,10
27/01/2021,06/07/2020,13
27/01/2021,07/07/2020,10
27/01/2021,08/07/2020,6
27/01/2021,09/07/2020,9
27/01/2021,10/07/2020,8
27/01/2021,11/07/2020,7
27/01/2021,12/07/2020,10
27/01/2021,13/07/2020,18
27/01/2021,14/07/2020,6
27/01/2021,15/07/2020,<5
27/01/2021,16/07/2020,15
27/01/2021,17/07/2020,5
27/01/2021,18/07/2020,14
27/01/2021,19/07/2020,10
27/01/2021,20/07/2020,7
27/01/2021,21/07/2020,8
27/01/2021,22/07/2020,11
27/01/2021,23/07/2020,<5
27/01/2021,24/07/2020,7
27/01/2021,25/07/2020,5
27/01/2021,26/07/2020,5
27/01/2021,27/07/2020,15
27/01/2021,28/07/2020,<5
27/01/2021,29/07/2020,7
27/01/2021,30/07/2020,7
27/01/2021,31/07/2020,<5
27/01/2021,01/08/2020,<5
27/01/2021,02/08/2020,<5
27/01/2021,03/08/2020,7
27/01/2021,04/08/2020,<5
27/01/2021,05/08/2020,8
27/01/2021,06/08/2020,6
27/01/2021,07/08/2020,9
27/01/2021,08/08/2020,6
27/01/2021,09/08/2020,<5
27/01/2021,10/08/2020,9
27/01/2021,11/08/2020,7
27/01/2021,12/08/2020,<5
27/01/2021,13/08/2020,6
27/01/2021,14/08/2020,10
27/01/2021,16/08/2020,8
27/01/2021,17/08/2020,<5
27/01/2021,18/08/2020,5
27/01/2021,19/08/2020,7
27/01/2021,20/08/2020,11
27/01/2021,21/08/2020,<5
27/01/2021,22/08/2020,5
27/01/2021,23/08/2020,<5
27/01/2021,24/08/2020,7
27/01/2021,25/08/2020,6
27/01/2021,26/08/2020,10
27/01/2021,27/08/2020,6
27/01/2021,29/08/2020,<5
27/01/2021,30/08/2020,7
27/01/2021,31/08/2020,9
27/01/2021,01/09/2020,9
27/01/2021,02/09/2020,11
27/01/2021,03/09/2020,11
27/01/2021,04/09/2020,12
27/01/2021,05/09/2020,12
27/01/2021,06/09/2020,6
27/01/2021,07/09/2020,17
27/01/2021,08/09/2020,5
27/01/2021,09/09/2020,7
27/01/2021,10/09/2020,8
27/01/2021,11/09/2020,6
27/01/2021,12/09/2020,11
27/01/2021,13/09/2020,14
27/01/2021,14/09/2020,13
27/01/2021,15/09/2020,17
27/01/2021,16/09/2020,17
27/01/2021,17/09/2020,16
27/01/2021,18/09/2020,25
27/01/2021,19/09/2020,16
27/01/2021,20/09/2020,19
27/01/2021,21/09/2020,16
27/01/2021,22/09/2020,13
27/01/2021,23/09/2020,25
27/01/2021,24/09/2020,19
27/01/2021,25/09/2020,29
27/01/2021,26/09/2020,19
27/01/2021,27/09/2020,24
27/01/2021,28/09/2020,21
27/01/2021,29/09/2020,26
27/01/2021,30/09/2020,18
27/01/2021,01/10/2020,25
27/01/2021,02/10/2020,30
27/01/2021,03/10/2020,17
27/01/2021,04/10/2020,21
27/01/2021,05/10/2020,39
27/01/2021,06/10/2020,25
27/01/2021,07/10/2020,30
27/01/2021,08/10/2020,37
27/01/2021,09/10/2020,39
27/01/2021,10/10/2020,50
27/01/2021,11/10/2020,51
27/01/2021,12/10/2020,71
27/01/2021,13/10/2020,68
27/01/2021,14/10/2020,69
27/01/2021,15/10/2020,68
27/01/2021,16/10/2020,101
27/01/2021,17/10/2020,88
27/01/2021,18/10/2020,105
27/01/2021,19/10/2020,107
27/01/2021,20/10/2020,144
27/01/2021,21/10/2020,146
27/01/2021,22/10/2020,159
27/01/2021,23/10/2020,179
27/01/2021,24/10/2020,212
27/01/2021,25/10/2020,195
27/01/2021,26/10/2020,248
27/01/2021,27/10/2020,234
27/01/2021,28/10/2020,307
27/01/2021,29/10/2020,297
27/01/2021,30/10/2020,351
27/01/2021,31/10/2020,364
27/01/2021,01/11/2020,355
27/01/2021,02/11/2020,435
27/01/2021,03/11/2020,426
27/01/2021,04/11/2020,466
27/01/2021,05/11/2020,532
27/01/2021,06/11/2020,505
27/01/2021,07/11/2020,494
27/01/2021,08/11/2020,566
27/01/2021,09/11/2020,600
27/01/2021,10/11/2020,656
27/01/2021,11/11/2020,667
27/01/2021,12/11/2020,716
27/01/2021,13/11/2020,655
27/01/2021,14/11/2020,685
27/01/2021,15/11/2020,709
27/01/2021,16/11/2020,746
27/01/2021,17/11/2020,763
27/01/2021,18/11/2020,786
27/01/2021,19/11/2020,786
27/01/2021,20/11/2020,762
27/01/2021,21/11/2020,663
27/01/2021,22/11/2020,705
27/01/2021,23/11/2020,742
27/01/2021,24/11/2020,756
27/01/2021,25/11/2020,804
27/01/2021,26/11/2020,717
27/01/2021,27/11/2020,748
27/01/2021,28/11/2020,707
27/01/2021,29/11/2020,641
27/01/2021,30/11/2020,664
27/01/2021,01/12/2020,620
27/01/2021,02/12/2020,685
27/01/2021,03/12/2020,627
27/01/2021,04/12/2020,655
27/01/2021,05/12/2020,611
27/01/2021,06/12/2020,620
27/01/2021,07/12/2020,613
27/01/2021,08/12/2020,580
27/01/2021,09/12/2020,662
27/01/2021,10/12/2020,599
27/01/2021,11/12/2020,589
27/01/2021,12/12/2020,555
27/01/2021,13/12/2020,547
27/01/2021,14/12/2020,541
27/01/2021,15/12/2020,541
27/01/2021,16/12/2020,608
27/01/2021,17/12/2020,549
27/01/2021,18/12/2020,517
27/01/2021,19/12/2020,466
27/01/2021,20/12/2020,457
27/01/2021,21/12/2020,482
27/01/2021,22/12/2020,472
27/01/2021,23/12/2020,456
27/01/2021,24/12/2020,461
27/01/2021,25/12/2020,396
27/01/2021,26/12/2020,420
27/01/2021,27/12/2020,391
27/01/2021,28/12/2020,448
27/01/2021,29/12/2020,421
27/01/2021,30/12/2020,440
27/01/2021,31/12/2020,400
27/01/2021,01/01/2021,423
27/01/2021,02/01/2021,387
27/01/2021,03/01/2021,392
27/01/2021,04/01/2021,457
27/01/2021,05/01/2021,463
27/01/2021,06/01/2021,425
27/01/2021,07/01/2021,404
27/01/2021,08/01/2021,395
27/01/2021,09/01/2021,401
27/01/2021,10/01/2021,395
27/01/2021,11/01/2021,410
27/01/2021,12/01/2021,396
27/01/2021,13/01/2021,389
27/01/2021,14/01/2021,372
27/01/2021,15/01/2021,424
27/01/2021,16/01/2021,377
27/01/2021,17/01/2021,368
27/01/2021,18/01/2021,380
27/01/2021,19/01/2021,365
27/01/2021,20/01/2021,352
27/01/2021,21/01/2021,287
27/01/2021,22/01/2021,307
27/01/2021,23/01/2021,262
27/01/2021,24/01/2021,296
27/01/2021,25/01/2021,222
27/01/2021,26/01/2021,139
