iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
27/01/2021,28/01/2020,13
27/01/2021,29/01/2020,19
27/01/2021,30/01/2020,24
27/01/2021,31/01/2020,21
27/01/2021,01/02/2020,45
27/01/2021,02/02/2020,31
27/01/2021,03/02/2020,21
27/01/2021,04/02/2020,21
27/01/2021,05/02/2020,29
27/01/2021,06/02/2020,24
27/01/2021,07/02/2020,16
27/01/2021,08/02/2020,14
27/01/2021,09/02/2020,15
27/01/2021,10/02/2020,55
27/01/2021,11/02/2020,19
27/01/2021,12/02/2020,47
27/01/2021,13/02/2020,42
27/01/2021,14/02/2020,61
27/01/2021,15/02/2020,137
27/01/2021,16/02/2020,80
27/01/2021,17/02/2020,128
27/01/2021,18/02/2020,153
27/01/2021,19/02/2020,128
27/01/2021,20/02/2020,380
27/01/2021,21/02/2020,295
27/01/2021,22/02/2020,363
27/01/2021,23/02/2020,469
27/01/2021,24/02/2020,618
27/01/2021,25/02/2020,775
27/01/2021,26/02/2020,696
27/01/2021,27/02/2020,800
27/01/2021,28/02/2020,1135
27/01/2021,29/02/2020,1002
27/01/2021,01/03/2020,2252
27/01/2021,02/03/2020,1801
27/01/2021,03/03/2020,2037
27/01/2021,04/03/2020,1755
27/01/2021,05/03/2020,2384
27/01/2021,06/03/2020,2662
27/01/2021,07/03/2020,2858
27/01/2021,08/03/2020,3342
27/01/2021,09/03/2020,3940
27/01/2021,10/03/2020,5464
27/01/2021,11/03/2020,3731
27/01/2021,12/03/2020,4228
27/01/2021,13/03/2020,4733
27/01/2021,14/03/2020,4107
27/01/2021,15/03/2020,5213
27/01/2021,16/03/2020,4715
27/01/2021,17/03/2020,4027
27/01/2021,18/03/2020,4213
27/01/2021,19/03/2020,3756
27/01/2021,20/03/2020,5344
27/01/2021,21/03/2020,3323
27/01/2021,22/03/2020,3324
27/01/2021,23/03/2020,3801
27/01/2021,24/03/2020,3036
27/01/2021,25/03/2020,3234
27/01/2021,26/03/2020,2775
27/01/2021,27/03/2020,3019
27/01/2021,28/03/2020,2672
27/01/2021,29/03/2020,2085
27/01/2021,30/03/2020,3056
27/01/2021,31/03/2020,2135
27/01/2021,01/04/2020,3339
27/01/2021,02/04/2020,2154
27/01/2021,03/04/2020,2244
27/01/2021,04/04/2020,1865
27/01/2021,05/04/2020,1698
27/01/2021,06/04/2020,1952
27/01/2021,07/04/2020,1807
27/01/2021,08/04/2020,1791
27/01/2021,09/04/2020,1615
27/01/2021,10/04/2020,2189
27/01/2021,11/04/2020,1290
27/01/2021,12/04/2020,1434
27/01/2021,13/04/2020,1306
27/01/2021,14/04/2020,1534
27/01/2021,15/04/2020,1719
27/01/2021,16/04/2020,1364
27/01/2021,17/04/2020,1335
27/01/2021,18/04/2020,1119
27/01/2021,19/04/2020,875
27/01/2021,20/04/2020,1598
27/01/2021,21/04/2020,1008
27/01/2021,22/04/2020,1024
27/01/2021,23/04/2020,940
27/01/2021,24/04/2020,828
27/01/2021,25/04/2020,729
27/01/2021,26/04/2020,571
27/01/2021,27/04/2020,891
27/01/2021,28/04/2020,652
27/01/2021,29/04/2020,608
27/01/2021,30/04/2020,547
27/01/2021,01/05/2020,547
27/01/2021,02/05/2020,408
27/01/2021,03/05/2020,320
27/01/2021,04/05/2020,439
27/01/2021,05/05/2020,456
27/01/2021,06/05/2020,379
27/01/2021,07/05/2020,352
27/01/2021,08/05/2020,401
27/01/2021,09/05/2020,211
27/01/2021,10/05/2020,269
27/01/2021,11/05/2020,311
27/01/2021,12/05/2020,320
27/01/2021,13/05/2020,271
27/01/2021,14/05/2020,232
27/01/2021,15/05/2020,270
27/01/2021,16/05/2020,183
27/01/2021,17/05/2020,148
27/01/2021,18/05/2020,254
27/01/2021,19/05/2020,204
27/01/2021,20/05/2020,226
27/01/2021,21/05/2020,162
27/01/2021,22/05/2020,155
27/01/2021,23/05/2020,112
27/01/2021,24/05/2020,79
27/01/2021,25/05/2020,171
27/01/2021,26/05/2020,143
27/01/2021,27/05/2020,150
27/01/2021,28/05/2020,110
27/01/2021,29/05/2020,111
27/01/2021,30/05/2020,94
27/01/2021,31/05/2020,57
27/01/2021,01/06/2020,136
27/01/2021,02/06/2020,55
27/01/2021,03/06/2020,109
27/01/2021,04/06/2020,83
27/01/2021,05/06/2020,114
27/01/2021,06/06/2020,74
27/01/2021,07/06/2020,62
27/01/2021,08/06/2020,110
27/01/2021,09/06/2020,93
27/01/2021,10/06/2020,101
27/01/2021,11/06/2020,77
27/01/2021,12/06/2020,101
27/01/2021,13/06/2020,64
27/01/2021,14/06/2020,76
27/01/2021,15/06/2020,94
27/01/2021,16/06/2020,80
27/01/2021,17/06/2020,70
27/01/2021,18/06/2020,69
27/01/2021,19/06/2020,72
27/01/2021,20/06/2020,59
27/01/2021,21/06/2020,52
27/01/2021,22/06/2020,78
27/01/2021,23/06/2020,65
27/01/2021,24/06/2020,85
27/01/2021,25/06/2020,77
27/01/2021,26/06/2020,76
27/01/2021,27/06/2020,61
27/01/2021,28/06/2020,52
27/01/2021,29/06/2020,85
27/01/2021,30/06/2020,64
27/01/2021,01/07/2020,98
27/01/2021,02/07/2020,75
27/01/2021,03/07/2020,63
27/01/2021,04/07/2020,66
27/01/2021,05/07/2020,58
27/01/2021,06/07/2020,87
27/01/2021,07/07/2020,87
27/01/2021,08/07/2020,93
27/01/2021,09/07/2020,78
27/01/2021,10/07/2020,100
27/01/2021,11/07/2020,78
27/01/2021,12/07/2020,69
27/01/2021,13/07/2020,98
27/01/2021,14/07/2020,108
27/01/2021,15/07/2020,96
27/01/2021,16/07/2020,80
27/01/2021,17/07/2020,102
27/01/2021,18/07/2020,88
27/01/2021,19/07/2020,85
27/01/2021,20/07/2020,135
27/01/2021,21/07/2020,111
27/01/2021,22/07/2020,107
27/01/2021,23/07/2020,124
27/01/2021,24/07/2020,115
27/01/2021,25/07/2020,123
27/01/2021,26/07/2020,91
27/01/2021,27/07/2020,125
27/01/2021,28/07/2020,129
27/01/2021,29/07/2020,125
27/01/2021,30/07/2020,113
27/01/2021,31/07/2020,114
27/01/2021,01/08/2020,152
27/01/2021,02/08/2020,115
27/01/2021,03/08/2020,192
27/01/2021,04/08/2020,185
27/01/2021,05/08/2020,200
27/01/2021,06/08/2020,202
27/01/2021,07/08/2020,191
27/01/2021,08/08/2020,231
27/01/2021,09/08/2020,203
27/01/2021,10/08/2020,267
27/01/2021,11/08/2020,240
27/01/2021,12/08/2020,255
27/01/2021,13/08/2020,275
27/01/2021,14/08/2020,291
27/01/2021,15/08/2020,337
27/01/2021,16/08/2020,339
27/01/2021,17/08/2020,539
27/01/2021,18/08/2020,580
27/01/2021,19/08/2020,533
27/01/2021,20/08/2020,535
27/01/2021,21/08/2020,576
27/01/2021,22/08/2020,537
27/01/2021,23/08/2020,567
27/01/2021,24/08/2020,630
27/01/2021,25/08/2020,599
27/01/2021,26/08/2020,569
27/01/2021,27/08/2020,522
27/01/2021,28/08/2020,532
27/01/2021,29/08/2020,414
27/01/2021,30/08/2020,394
27/01/2021,31/08/2020,516
27/01/2021,01/09/2020,685
27/01/2021,02/09/2020,586
27/01/2021,03/09/2020,549
27/01/2021,04/09/2020,607
27/01/2021,05/09/2020,513
27/01/2021,06/09/2020,482
27/01/2021,07/09/2020,750
27/01/2021,08/09/2020,615
27/01/2021,09/09/2020,630
27/01/2021,10/09/2020,700
27/01/2021,11/09/2020,596
27/01/2021,12/09/2020,607
27/01/2021,13/09/2020,557
27/01/2021,14/09/2020,815
27/01/2021,15/09/2020,819
27/01/2021,16/09/2020,758
27/01/2021,17/09/2020,771
27/01/2021,18/09/2020,779
27/01/2021,19/09/2020,773
27/01/2021,20/09/2020,776
27/01/2021,21/09/2020,862
27/01/2021,22/09/2020,850
27/01/2021,23/09/2020,786
27/01/2021,24/09/2020,763
27/01/2021,25/09/2020,875
27/01/2021,26/09/2020,840
27/01/2021,27/09/2020,852
27/01/2021,28/09/2020,1196
27/01/2021,29/09/2020,1084
27/01/2021,30/09/2020,1469
27/01/2021,01/10/2020,1944
27/01/2021,02/10/2020,1866
27/01/2021,03/10/2020,2035
27/01/2021,04/10/2020,2001
27/01/2021,05/10/2020,2760
27/01/2021,06/10/2020,2589
27/01/2021,07/10/2020,3013
27/01/2021,08/10/2020,3235
27/01/2021,09/10/2020,3524
27/01/2021,10/10/2020,4050
27/01/2021,11/10/2020,3507
27/01/2021,12/10/2020,5220
27/01/2021,13/10/2020,5000
27/01/2021,14/10/2020,5445
27/01/2021,15/10/2020,6155
27/01/2021,16/10/2020,6838
27/01/2021,17/10/2020,6810
27/01/2021,18/10/2020,6944
27/01/2021,19/10/2020,9224
27/01/2021,20/10/2020,9994
27/01/2021,21/10/2020,9396
27/01/2021,22/10/2020,9583
27/01/2021,23/10/2020,10538
27/01/2021,24/10/2020,10185
27/01/2021,25/10/2020,10468
27/01/2021,26/10/2020,13250
27/01/2021,27/10/2020,12115
27/01/2021,28/10/2020,12952
27/01/2021,29/10/2020,12056
27/01/2021,30/10/2020,12573
27/01/2021,31/10/2020,10655
27/01/2021,01/11/2020,13118
27/01/2021,02/11/2020,15222
27/01/2021,03/11/2020,13092
27/01/2021,04/11/2020,13668
27/01/2021,05/11/2020,13340
27/01/2021,06/11/2020,13770
27/01/2021,07/11/2020,12374
27/01/2021,08/11/2020,11472
27/01/2021,09/11/2020,14406
27/01/2021,10/11/2020,13767
27/01/2021,11/11/2020,12091
27/01/2021,12/11/2020,11943
27/01/2021,13/11/2020,12149
27/01/2021,14/11/2020,11328
27/01/2021,15/11/2020,10360
27/01/2021,16/11/2020,12104
27/01/2021,17/11/2020,10121
27/01/2021,18/11/2020,10380
27/01/2021,19/11/2020,8699
27/01/2021,20/11/2020,9893
27/01/2021,21/11/2020,7616
27/01/2021,22/11/2020,6950
27/01/2021,23/11/2020,8898
27/01/2021,24/11/2020,7725
27/01/2021,25/11/2020,7915
27/01/2021,26/11/2020,7248
27/01/2021,27/11/2020,7447
27/01/2021,28/11/2020,6936
27/01/2021,29/11/2020,5581
27/01/2021,30/11/2020,8228
27/01/2021,01/12/2020,8627
27/01/2021,02/12/2020,7516
27/01/2021,03/12/2020,6972
27/01/2021,04/12/2020,7265
27/01/2021,05/12/2020,6404
27/01/2021,06/12/2020,5464
27/01/2021,07/12/2020,7219
27/01/2021,08/12/2020,6132
27/01/2021,09/12/2020,6746
27/01/2021,10/12/2020,6892
27/01/2021,11/12/2020,6194
27/01/2021,12/12/2020,6178
27/01/2021,13/12/2020,5480
27/01/2021,14/12/2020,7368
27/01/2021,15/12/2020,6609
27/01/2021,16/12/2020,6456
27/01/2021,17/12/2020,6116
27/01/2021,18/12/2020,6502
27/01/2021,19/12/2020,5984
27/01/2021,20/12/2020,6548
27/01/2021,21/12/2020,7076
27/01/2021,22/12/2020,6962
27/01/2021,23/12/2020,7121
27/01/2021,24/12/2020,7230
27/01/2021,25/12/2020,6417
27/01/2021,26/12/2020,7134
27/01/2021,27/12/2020,7504
27/01/2021,28/12/2020,9249
27/01/2021,29/12/2020,7749
27/01/2021,30/12/2020,7550
27/01/2021,31/12/2020,7098
27/01/2021,01/01/2021,7566
27/01/2021,02/01/2021,7219
27/01/2021,03/01/2021,6885
27/01/2021,04/01/2021,8382
27/01/2021,05/01/2021,7291
27/01/2021,06/01/2021,6232
27/01/2021,07/01/2021,6231
27/01/2021,08/01/2021,5958
27/01/2021,09/01/2021,5277
27/01/2021,10/01/2021,5013
27/01/2021,11/01/2021,5699
27/01/2021,12/01/2021,4902
27/01/2021,13/01/2021,4549
27/01/2021,14/01/2021,4483
27/01/2021,15/01/2021,4539
27/01/2021,16/01/2021,4234
27/01/2021,17/01/2021,3792
27/01/2021,18/01/2021,4613
27/01/2021,19/01/2021,3839
27/01/2021,20/01/2021,3823
27/01/2021,21/01/2021,2876
27/01/2021,22/01/2021,2248
27/01/2021,23/01/2021,1625
27/01/2021,24/01/2021,886
27/01/2021,25/01/2021,649
27/01/2021,26/01/2021,256
27/01/2021,27/01/2021,24
27/01/2021,,66603
