iss_date,DATA_INIZIO_SINTOMI,CASI
27/01/2021,28/01/2020,15
27/01/2021,29/01/2020,22
27/01/2021,30/01/2020,29
27/01/2021,31/01/2020,29
27/01/2021,01/02/2020,53
27/01/2021,02/02/2020,38
27/01/2021,03/02/2020,24
27/01/2021,04/02/2020,24
27/01/2021,05/02/2020,30
27/01/2021,06/02/2020,27
27/01/2021,07/02/2020,19
27/01/2021,08/02/2020,14
27/01/2021,09/02/2020,17
27/01/2021,10/02/2020,62
27/01/2021,11/02/2020,27
27/01/2021,12/02/2020,50
27/01/2021,13/02/2020,49
27/01/2021,14/02/2020,66
27/01/2021,15/02/2020,147
27/01/2021,16/02/2020,84
27/01/2021,17/02/2020,140
27/01/2021,18/02/2020,165
27/01/2021,19/02/2020,141
27/01/2021,20/02/2020,404
27/01/2021,21/02/2020,315
27/01/2021,22/02/2020,388
27/01/2021,23/02/2020,507
27/01/2021,24/02/2020,681
27/01/2021,25/02/2020,822
27/01/2021,26/02/2020,745
27/01/2021,27/02/2020,891
27/01/2021,28/02/2020,1211
27/01/2021,29/02/2020,1077
27/01/2021,01/03/2020,2474
27/01/2021,02/03/2020,1955
27/01/2021,03/03/2020,2256
27/01/2021,04/03/2020,1943
27/01/2021,05/03/2020,2633
27/01/2021,06/03/2020,2975
27/01/2021,07/03/2020,3130
27/01/2021,08/03/2020,3670
27/01/2021,09/03/2020,4438
27/01/2021,10/03/2020,6148
27/01/2021,11/03/2020,4226
27/01/2021,12/03/2020,4785
27/01/2021,13/03/2020,5361
27/01/2021,14/03/2020,4717
27/01/2021,15/03/2020,5885
27/01/2021,16/03/2020,5337
27/01/2021,17/03/2020,4533
27/01/2021,18/03/2020,4823
27/01/2021,19/03/2020,4281
27/01/2021,20/03/2020,6148
27/01/2021,21/03/2020,3843
27/01/2021,22/03/2020,3768
27/01/2021,23/03/2020,4398
27/01/2021,24/03/2020,3574
27/01/2021,25/03/2020,3838
27/01/2021,26/03/2020,3317
27/01/2021,27/03/2020,3561
27/01/2021,28/03/2020,3154
27/01/2021,29/03/2020,2386
27/01/2021,30/03/2020,3666
27/01/2021,31/03/2020,2608
27/01/2021,01/04/2020,4085
27/01/2021,02/04/2020,2674
27/01/2021,03/04/2020,2718
27/01/2021,04/04/2020,2326
27/01/2021,05/04/2020,2043
27/01/2021,06/04/2020,2489
27/01/2021,07/04/2020,2258
27/01/2021,08/04/2020,2143
27/01/2021,09/04/2020,2032
27/01/2021,10/04/2020,2746
27/01/2021,11/04/2020,1623
27/01/2021,12/04/2020,1643
27/01/2021,13/04/2020,1513
27/01/2021,14/04/2020,1837
27/01/2021,15/04/2020,2152
27/01/2021,16/04/2020,1645
