iss_date,DATARICOVERO1,RICOVERI
27/01/2021,20/02/2020,92
27/01/2021,21/02/2020,120
27/01/2021,22/02/2020,106
27/01/2021,23/02/2020,150
27/01/2021,24/02/2020,191
27/01/2021,25/02/2020,267
27/01/2021,26/02/2020,273
27/01/2021,27/02/2020,317
27/01/2021,28/02/2020,377
27/01/2021,29/02/2020,371
27/01/2021,01/03/2020,443
27/01/2021,02/03/2020,667
27/01/2021,03/03/2020,814
27/01/2021,04/03/2020,913
27/01/2021,05/03/2020,1090
27/01/2021,06/03/2020,1231
27/01/2021,07/03/2020,1198
27/01/2021,08/03/2020,1159
27/01/2021,09/03/2020,1450
27/01/2021,10/03/2020,1591
27/01/2021,11/03/2020,1748
27/01/2021,12/03/2020,1905
27/01/2021,13/03/2020,2319
27/01/2021,14/03/2020,1991
27/01/2021,15/03/2020,1898
27/01/2021,16/03/2020,2487
27/01/2021,17/03/2020,2665
27/01/2021,18/03/2020,2700
27/01/2021,19/03/2020,2781
27/01/2021,20/03/2020,2854
27/01/2021,21/03/2020,2535
27/01/2021,22/03/2020,2188
27/01/2021,23/03/2020,2700
27/01/2021,24/03/2020,2610
27/01/2021,25/03/2020,2315
27/01/2021,26/03/2020,2111
27/01/2021,27/03/2020,2210
27/01/2021,28/03/2020,1734
27/01/2021,29/03/2020,1421
27/01/2021,30/03/2020,1677
27/01/2021,31/03/2020,1556
27/01/2021,01/04/2020,1477
27/01/2021,02/04/2020,1442
27/01/2021,03/04/2020,1248
27/01/2021,04/04/2020,1009
27/01/2021,05/04/2020,833
27/01/2021,06/04/2020,1007
27/01/2021,07/04/2020,1011
27/01/2021,08/04/2020,1029
27/01/2021,09/04/2020,978
27/01/2021,10/04/2020,888
27/01/2021,11/04/2020,789
27/01/2021,12/04/2020,651
27/01/2021,13/04/2020,617
27/01/2021,14/04/2020,822
27/01/2021,15/04/2020,678
27/01/2021,16/04/2020,685
27/01/2021,17/04/2020,693
27/01/2021,18/04/2020,569
27/01/2021,19/04/2020,457
27/01/2021,20/04/2020,634
27/01/2021,21/04/2020,568
27/01/2021,22/04/2020,581
27/01/2021,23/04/2020,572
27/01/2021,24/04/2020,534
27/01/2021,25/04/2020,422
27/01/2021,26/04/2020,345
27/01/2021,27/04/2020,405
27/01/2021,28/04/2020,409
27/01/2021,29/04/2020,394
27/01/2021,30/04/2020,344
27/01/2021,01/05/2020,264
27/01/2021,02/05/2020,230
27/01/2021,03/05/2020,173
27/01/2021,04/05/2020,277
27/01/2021,05/05/2020,260
27/01/2021,06/05/2020,272
27/01/2021,07/05/2020,254
27/01/2021,08/05/2020,271
27/01/2021,09/05/2020,157
27/01/2021,10/05/2020,151
27/01/2021,11/05/2020,227
27/01/2021,12/05/2020,173
27/01/2021,13/05/2020,177
27/01/2021,14/05/2020,177
27/01/2021,15/05/2020,185
27/01/2021,16/05/2020,129
27/01/2021,17/05/2020,110
27/01/2021,18/05/2020,138
27/01/2021,19/05/2020,137
27/01/2021,20/05/2020,131
27/01/2021,21/05/2020,101
27/01/2021,22/05/2020,109
27/01/2021,23/05/2020,85
27/01/2021,24/05/2020,78
27/01/2021,25/05/2020,124
27/01/2021,26/05/2020,96
27/01/2021,27/05/2020,89
27/01/2021,28/05/2020,71
27/01/2021,29/05/2020,92
27/01/2021,30/05/2020,75
27/01/2021,31/05/2020,45
27/01/2021,01/06/2020,93
27/01/2021,02/06/2020,57
27/01/2021,03/06/2020,74
27/01/2021,04/06/2020,68
27/01/2021,05/06/2020,70
27/01/2021,06/06/2020,45
27/01/2021,07/06/2020,38
27/01/2021,08/06/2020,87
27/01/2021,09/06/2020,56
27/01/2021,10/06/2020,63
27/01/2021,11/06/2020,47
27/01/2021,12/06/2020,59
27/01/2021,13/06/2020,55
27/01/2021,14/06/2020,47
27/01/2021,15/06/2020,61
27/01/2021,16/06/2020,45
27/01/2021,17/06/2020,51
27/01/2021,18/06/2020,57
27/01/2021,19/06/2020,58
27/01/2021,20/06/2020,30
27/01/2021,21/06/2020,38
27/01/2021,22/06/2020,58
27/01/2021,23/06/2020,46
27/01/2021,24/06/2020,60
27/01/2021,25/06/2020,63
27/01/2021,26/06/2020,64
27/01/2021,27/06/2020,36
27/01/2021,28/06/2020,28
27/01/2021,29/06/2020,58
27/01/2021,30/06/2020,54
27/01/2021,01/07/2020,42
27/01/2021,02/07/2020,57
27/01/2021,03/07/2020,65
27/01/2021,04/07/2020,37
27/01/2021,05/07/2020,45
27/01/2021,06/07/2020,53
27/01/2021,07/07/2020,43
27/01/2021,08/07/2020,50
27/01/2021,09/07/2020,41
27/01/2021,10/07/2020,57
27/01/2021,11/07/2020,43
27/01/2021,12/07/2020,33
27/01/2021,13/07/2020,51
27/01/2021,14/07/2020,43
27/01/2021,15/07/2020,48
27/01/2021,16/07/2020,47
27/01/2021,17/07/2020,66
27/01/2021,18/07/2020,37
27/01/2021,19/07/2020,35
27/01/2021,20/07/2020,50
27/01/2021,21/07/2020,59
27/01/2021,22/07/2020,50
27/01/2021,23/07/2020,57
27/01/2021,24/07/2020,53
27/01/2021,25/07/2020,53
27/01/2021,26/07/2020,41
27/01/2021,27/07/2020,47
27/01/2021,28/07/2020,54
27/01/2021,29/07/2020,48
27/01/2021,30/07/2020,50
27/01/2021,31/07/2020,70
27/01/2021,01/08/2020,63
27/01/2021,02/08/2020,48
27/01/2021,03/08/2020,68
27/01/2021,04/08/2020,55
27/01/2021,05/08/2020,70
27/01/2021,06/08/2020,49
27/01/2021,07/08/2020,60
27/01/2021,08/08/2020,55
27/01/2021,09/08/2020,58
27/01/2021,10/08/2020,73
27/01/2021,11/08/2020,56
27/01/2021,12/08/2020,84
27/01/2021,13/08/2020,73
27/01/2021,14/08/2020,77
27/01/2021,15/08/2020,59
27/01/2021,16/08/2020,62
27/01/2021,17/08/2020,78
27/01/2021,18/08/2020,95
27/01/2021,19/08/2020,123
27/01/2021,20/08/2020,76
27/01/2021,21/08/2020,90
27/01/2021,22/08/2020,111
27/01/2021,23/08/2020,90
27/01/2021,24/08/2020,112
27/01/2021,25/08/2020,137
27/01/2021,26/08/2020,135
27/01/2021,27/08/2020,132
27/01/2021,28/08/2020,133
27/01/2021,29/08/2020,103
27/01/2021,30/08/2020,112
27/01/2021,31/08/2020,117
27/01/2021,01/09/2020,148
27/01/2021,02/09/2020,162
27/01/2021,03/09/2020,176
