iss_date,DATA_DECESSO,DECESSI
25/01/2021,21/02/2020,<5
25/01/2021,22/02/2020,<5
25/01/2021,23/02/2020,<5
25/01/2021,24/02/2020,<5
25/01/2021,25/02/2020,8
25/01/2021,26/02/2020,6
25/01/2021,27/02/2020,8
25/01/2021,28/02/2020,11
25/01/2021,29/02/2020,15
25/01/2021,01/03/2020,26
25/01/2021,02/03/2020,24
25/01/2021,03/03/2020,56
25/01/2021,04/03/2020,56
25/01/2021,05/03/2020,81
25/01/2021,06/03/2020,111
25/01/2021,07/03/2020,168
25/01/2021,08/03/2020,176
25/01/2021,09/03/2020,226
25/01/2021,10/03/2020,280
25/01/2021,11/03/2020,312
25/01/2021,12/03/2020,323
25/01/2021,13/03/2020,378
25/01/2021,14/03/2020,444
25/01/2021,15/03/2020,435
25/01/2021,16/03/2020,512
25/01/2021,17/03/2020,574
25/01/2021,18/03/2020,645
25/01/2021,19/03/2020,654
25/01/2021,20/03/2020,755
25/01/2021,21/03/2020,818
25/01/2021,22/03/2020,817
25/01/2021,23/03/2020,865
25/01/2021,24/03/2020,823
25/01/2021,25/03/2020,872
25/01/2021,26/03/2020,838
25/01/2021,27/03/2020,884
25/01/2021,28/03/2020,928
25/01/2021,29/03/2020,769
25/01/2021,30/03/2020,793
25/01/2021,31/03/2020,706
25/01/2021,01/04/2020,715
25/01/2021,02/04/2020,693
25/01/2021,03/04/2020,680
25/01/2021,04/04/2020,640
25/01/2021,05/04/2020,602
25/01/2021,06/04/2020,594
25/01/2021,07/04/2020,613
25/01/2021,08/04/2020,603
25/01/2021,09/04/2020,545
25/01/2021,10/04/2020,609
25/01/2021,11/04/2020,588
25/01/2021,12/04/2020,579
25/01/2021,13/04/2020,534
25/01/2021,14/04/2020,543
25/01/2021,15/04/2020,510
25/01/2021,16/04/2020,451
25/01/2021,17/04/2020,476
25/01/2021,18/04/2020,464
25/01/2021,19/04/2020,464
25/01/2021,20/04/2020,448
25/01/2021,21/04/2020,367
25/01/2021,22/04/2020,384
25/01/2021,23/04/2020,357
25/01/2021,24/04/2020,385
25/01/2021,25/04/2020,359
25/01/2021,26/04/2020,317
25/01/2021,27/04/2020,331
25/01/2021,28/04/2020,312
25/01/2021,29/04/2020,299
25/01/2021,30/04/2020,262
25/01/2021,01/05/2020,257
25/01/2021,02/05/2020,254
25/01/2021,03/05/2020,243
25/01/2021,04/05/2020,218
25/01/2021,05/05/2020,226
25/01/2021,06/05/2020,218
25/01/2021,07/05/2020,178
25/01/2021,08/05/2020,172
25/01/2021,09/05/2020,198
25/01/2021,10/05/2020,169
25/01/2021,11/05/2020,162
25/01/2021,12/05/2020,159
25/01/2021,13/05/2020,143
25/01/2021,14/05/2020,143
25/01/2021,15/05/2020,151
25/01/2021,16/05/2020,102
25/01/2021,17/05/2020,117
25/01/2021,18/05/2020,98
25/01/2021,19/05/2020,92
25/01/2021,20/05/2020,89
25/01/2021,21/05/2020,77
25/01/2021,22/05/2020,84
25/01/2021,23/05/2020,96
25/01/2021,24/05/2020,86
25/01/2021,25/05/2020,75
25/01/2021,26/05/2020,60
25/01/2021,27/05/2020,50
25/01/2021,28/05/2020,71
25/01/2021,29/05/2020,63
25/01/2021,30/05/2020,49
25/01/2021,31/05/2020,49
25/01/2021,01/06/2020,60
25/01/2021,02/06/2020,57
25/01/2021,03/06/2020,52
25/01/2021,04/06/2020,60
25/01/2021,05/06/2020,51
25/01/2021,06/06/2020,36
25/01/2021,07/06/2020,36
25/01/2021,08/06/2020,38
25/01/2021,09/06/2020,35
25/01/2021,10/06/2020,33
25/01/2021,11/06/2020,35
25/01/2021,12/06/2020,29
25/01/2021,13/06/2020,23
25/01/2021,14/06/2020,23
25/01/2021,15/06/2020,31
25/01/2021,16/06/2020,36
25/01/2021,17/06/2020,32
25/01/2021,18/06/2020,33
25/01/2021,19/06/2020,21
25/01/2021,20/06/2020,19
25/01/2021,21/06/2020,22
25/01/2021,22/06/2020,17
25/01/2021,23/06/2020,30
25/01/2021,24/06/2020,19
25/01/2021,25/06/2020,19
25/01/2021,26/06/2020,18
25/01/2021,27/06/2020,24
25/01/2021,28/06/2020,12
25/01/2021,29/06/2020,13
25/01/2021,30/06/2020,12
25/01/2021,01/07/2020,12
