iss_date,DATARICOVERO1,RICOVERI
25/01/2021,20/02/2020,92
25/01/2021,21/02/2020,120
25/01/2021,22/02/2020,106
25/01/2021,23/02/2020,150
25/01/2021,24/02/2020,191
25/01/2021,25/02/2020,267
25/01/2021,26/02/2020,273
25/01/2021,27/02/2020,317
25/01/2021,28/02/2020,376
25/01/2021,29/02/2020,371
25/01/2021,01/03/2020,443
25/01/2021,02/03/2020,667
25/01/2021,03/03/2020,814
25/01/2021,04/03/2020,913
25/01/2021,05/03/2020,1090
25/01/2021,06/03/2020,1231
25/01/2021,07/03/2020,1198
25/01/2021,08/03/2020,1159
25/01/2021,09/03/2020,1450
25/01/2021,10/03/2020,1591
25/01/2021,11/03/2020,1748
25/01/2021,12/03/2020,1904
25/01/2021,13/03/2020,2319
25/01/2021,14/03/2020,1991
25/01/2021,15/03/2020,1898
25/01/2021,16/03/2020,2487
25/01/2021,17/03/2020,2665
25/01/2021,18/03/2020,2699
25/01/2021,19/03/2020,2781
25/01/2021,20/03/2020,2855
25/01/2021,21/03/2020,2535
25/01/2021,22/03/2020,2188
25/01/2021,23/03/2020,2699
25/01/2021,24/03/2020,2610
25/01/2021,25/03/2020,2315
25/01/2021,26/03/2020,2111
25/01/2021,27/03/2020,2210
25/01/2021,28/03/2020,1734
25/01/2021,29/03/2020,1421
25/01/2021,30/03/2020,1677
25/01/2021,31/03/2020,1555
25/01/2021,01/04/2020,1477
25/01/2021,02/04/2020,1442
25/01/2021,03/04/2020,1248
25/01/2021,04/04/2020,1009
25/01/2021,05/04/2020,833
25/01/2021,06/04/2020,1007
25/01/2021,07/04/2020,1011
25/01/2021,08/04/2020,1028
25/01/2021,09/04/2020,978
25/01/2021,10/04/2020,888
25/01/2021,11/04/2020,789
25/01/2021,12/04/2020,651
25/01/2021,13/04/2020,617
25/01/2021,14/04/2020,821
25/01/2021,15/04/2020,678
25/01/2021,16/04/2020,685
25/01/2021,17/04/2020,693
25/01/2021,18/04/2020,568
25/01/2021,19/04/2020,457
25/01/2021,20/04/2020,634
25/01/2021,21/04/2020,568
25/01/2021,22/04/2020,581
25/01/2021,23/04/2020,572
25/01/2021,24/04/2020,533
25/01/2021,25/04/2020,422
25/01/2021,26/04/2020,345
25/01/2021,27/04/2020,404
25/01/2021,28/04/2020,408
25/01/2021,29/04/2020,395
25/01/2021,30/04/2020,343
25/01/2021,01/05/2020,264
25/01/2021,02/05/2020,230
25/01/2021,03/05/2020,173
25/01/2021,04/05/2020,277
25/01/2021,05/05/2020,260
25/01/2021,06/05/2020,272
25/01/2021,07/05/2020,254
25/01/2021,08/05/2020,271
25/01/2021,09/05/2020,157
25/01/2021,10/05/2020,151
25/01/2021,11/05/2020,226
25/01/2021,12/05/2020,173
25/01/2021,13/05/2020,177
25/01/2021,14/05/2020,177
25/01/2021,15/05/2020,185
25/01/2021,16/05/2020,128
25/01/2021,17/05/2020,110
