iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
25/01/2021,28/01/2020,13
25/01/2021,29/01/2020,19
25/01/2021,30/01/2020,25
25/01/2021,31/01/2020,21
25/01/2021,01/02/2020,45
25/01/2021,02/02/2020,31
25/01/2021,03/02/2020,21
25/01/2021,04/02/2020,21
25/01/2021,05/02/2020,29
25/01/2021,06/02/2020,24
25/01/2021,07/02/2020,16
25/01/2021,08/02/2020,14
25/01/2021,09/02/2020,15
25/01/2021,10/02/2020,55
25/01/2021,11/02/2020,19
25/01/2021,12/02/2020,47
25/01/2021,13/02/2020,42
25/01/2021,14/02/2020,60
25/01/2021,15/02/2020,137
25/01/2021,16/02/2020,79
25/01/2021,17/02/2020,127
25/01/2021,18/02/2020,151
25/01/2021,19/02/2020,127
25/01/2021,20/02/2020,378
25/01/2021,21/02/2020,295
25/01/2021,22/02/2020,364
25/01/2021,23/02/2020,469
25/01/2021,24/02/2020,619
25/01/2021,25/02/2020,774
25/01/2021,26/02/2020,693
25/01/2021,27/02/2020,802
25/01/2021,28/02/2020,1136
25/01/2021,29/02/2020,1005
25/01/2021,01/03/2020,2251
25/01/2021,02/03/2020,1797
25/01/2021,03/03/2020,2036
25/01/2021,04/03/2020,1752
25/01/2021,05/03/2020,2386
25/01/2021,06/03/2020,2662
25/01/2021,07/03/2020,2858
25/01/2021,08/03/2020,3336
25/01/2021,09/03/2020,3944
25/01/2021,10/03/2020,5468
25/01/2021,11/03/2020,3735
25/01/2021,12/03/2020,4229
25/01/2021,13/03/2020,4730
25/01/2021,14/03/2020,4108
25/01/2021,15/03/2020,5212
25/01/2021,16/03/2020,4714
25/01/2021,17/03/2020,4024
25/01/2021,18/03/2020,4215
25/01/2021,19/03/2020,3757
25/01/2021,20/03/2020,5344
25/01/2021,21/03/2020,3323
25/01/2021,22/03/2020,3324
25/01/2021,23/03/2020,3799
25/01/2021,24/03/2020,3035
25/01/2021,25/03/2020,3235
25/01/2021,26/03/2020,2777
25/01/2021,27/03/2020,3018
25/01/2021,28/03/2020,2671
25/01/2021,29/03/2020,2086
25/01/2021,30/03/2020,3056
25/01/2021,31/03/2020,2134
25/01/2021,01/04/2020,3341
25/01/2021,02/04/2020,2153
25/01/2021,03/04/2020,2243
25/01/2021,04/04/2020,1867
25/01/2021,05/04/2020,1698
25/01/2021,06/04/2020,1952
25/01/2021,07/04/2020,1805
25/01/2021,08/04/2020,1790
25/01/2021,09/04/2020,1614
25/01/2021,10/04/2020,2188
25/01/2021,11/04/2020,1291
25/01/2021,12/04/2020,1433
25/01/2021,13/04/2020,1303
25/01/2021,14/04/2020,1534
25/01/2021,15/04/2020,1716
25/01/2021,16/04/2020,1366
25/01/2021,17/04/2020,1329
25/01/2021,18/04/2020,1118
25/01/2021,19/04/2020,875
25/01/2021,20/04/2020,1599
25/01/2021,21/04/2020,1009
25/01/2021,22/04/2020,1023
25/01/2021,23/04/2020,939
25/01/2021,24/04/2020,827
25/01/2021,25/04/2020,729
25/01/2021,26/04/2020,571
25/01/2021,27/04/2020,890
25/01/2021,28/04/2020,653
25/01/2021,29/04/2020,609
25/01/2021,30/04/2020,547
25/01/2021,01/05/2020,550
25/01/2021,02/05/2020,407
25/01/2021,03/05/2020,320
25/01/2021,04/05/2020,438
25/01/2021,05/05/2020,455
25/01/2021,06/05/2020,379
25/01/2021,07/05/2020,350
25/01/2021,08/05/2020,401
25/01/2021,09/05/2020,211
25/01/2021,10/05/2020,269
25/01/2021,11/05/2020,313
25/01/2021,12/05/2020,321
25/01/2021,13/05/2020,271
25/01/2021,14/05/2020,231
25/01/2021,15/05/2020,268
25/01/2021,16/05/2020,183
25/01/2021,17/05/2020,148
25/01/2021,18/05/2020,254
25/01/2021,19/05/2020,204
25/01/2021,20/05/2020,227
25/01/2021,21/05/2020,162
25/01/2021,22/05/2020,155
25/01/2021,23/05/2020,112
25/01/2021,24/05/2020,80
25/01/2021,25/05/2020,171
25/01/2021,26/05/2020,144
25/01/2021,27/05/2020,150
25/01/2021,28/05/2020,110
25/01/2021,29/05/2020,109
25/01/2021,30/05/2020,94
25/01/2021,31/05/2020,57
25/01/2021,01/06/2020,136
25/01/2021,02/06/2020,55
25/01/2021,03/06/2020,108
25/01/2021,04/06/2020,83
25/01/2021,05/06/2020,115
25/01/2021,06/06/2020,74
25/01/2021,07/06/2020,62
25/01/2021,08/06/2020,112
25/01/2021,09/06/2020,93
25/01/2021,10/06/2020,100
25/01/2021,11/06/2020,77
25/01/2021,12/06/2020,101
25/01/2021,13/06/2020,63
25/01/2021,14/06/2020,75
25/01/2021,15/06/2020,94
25/01/2021,16/06/2020,80
25/01/2021,17/06/2020,70
25/01/2021,18/06/2020,69
25/01/2021,19/06/2020,71
25/01/2021,20/06/2020,59
25/01/2021,21/06/2020,52
25/01/2021,22/06/2020,77
25/01/2021,23/06/2020,65
25/01/2021,24/06/2020,85
25/01/2021,25/06/2020,77
25/01/2021,26/06/2020,76
25/01/2021,27/06/2020,62
25/01/2021,28/06/2020,52
25/01/2021,29/06/2020,84
25/01/2021,30/06/2020,63
25/01/2021,01/07/2020,98
25/01/2021,02/07/2020,75
25/01/2021,03/07/2020,63
25/01/2021,04/07/2020,65
25/01/2021,05/07/2020,57
25/01/2021,06/07/2020,87
25/01/2021,07/07/2020,87
25/01/2021,08/07/2020,93
25/01/2021,09/07/2020,78
25/01/2021,10/07/2020,100
25/01/2021,11/07/2020,78
25/01/2021,12/07/2020,69
25/01/2021,13/07/2020,97
25/01/2021,14/07/2020,108
25/01/2021,15/07/2020,97
25/01/2021,16/07/2020,78
25/01/2021,17/07/2020,102
25/01/2021,18/07/2020,88
25/01/2021,19/07/2020,85
25/01/2021,20/07/2020,136
25/01/2021,21/07/2020,111
25/01/2021,22/07/2020,107
25/01/2021,23/07/2020,123
25/01/2021,24/07/2020,114
25/01/2021,25/07/2020,122
25/01/2021,26/07/2020,91
25/01/2021,27/07/2020,124
25/01/2021,28/07/2020,129
25/01/2021,29/07/2020,125
25/01/2021,30/07/2020,112
25/01/2021,31/07/2020,114
25/01/2021,01/08/2020,152
25/01/2021,02/08/2020,113
25/01/2021,03/08/2020,191
25/01/2021,04/08/2020,185
25/01/2021,05/08/2020,196
25/01/2021,06/08/2020,201
25/01/2021,07/08/2020,191
25/01/2021,08/08/2020,230
25/01/2021,09/08/2020,202
25/01/2021,10/08/2020,268
25/01/2021,11/08/2020,238
25/01/2021,12/08/2020,253
25/01/2021,13/08/2020,274
25/01/2021,14/08/2020,288
25/01/2021,15/08/2020,331
25/01/2021,16/08/2020,330
25/01/2021,17/08/2020,533
25/01/2021,18/08/2020,573
25/01/2021,19/08/2020,525
25/01/2021,20/08/2020,528
25/01/2021,21/08/2020,572
25/01/2021,22/08/2020,530
25/01/2021,23/08/2020,555
25/01/2021,24/08/2020,627
25/01/2021,25/08/2020,598
25/01/2021,26/08/2020,561
25/01/2021,27/08/2020,520
25/01/2021,28/08/2020,525
25/01/2021,29/08/2020,411
25/01/2021,30/08/2020,388
25/01/2021,31/08/2020,512
25/01/2021,01/09/2020,681
25/01/2021,02/09/2020,577
25/01/2021,03/09/2020,543
25/01/2021,04/09/2020,605
25/01/2021,05/09/2020,510
25/01/2021,06/09/2020,478
25/01/2021,07/09/2020,739
25/01/2021,08/09/2020,602
25/01/2021,09/09/2020,625
25/01/2021,10/09/2020,694
25/01/2021,11/09/2020,594
25/01/2021,12/09/2020,600
25/01/2021,13/09/2020,552
25/01/2021,14/09/2020,798
25/01/2021,15/09/2020,815
25/01/2021,16/09/2020,753
25/01/2021,17/09/2020,767
25/01/2021,18/09/2020,769
25/01/2021,19/09/2020,774
25/01/2021,20/09/2020,765
25/01/2021,21/09/2020,849
25/01/2021,22/09/2020,838
25/01/2021,23/09/2020,769
25/01/2021,24/09/2020,756
25/01/2021,25/09/2020,867
25/01/2021,26/09/2020,831
25/01/2021,27/09/2020,845
25/01/2021,28/09/2020,1188
25/01/2021,29/09/2020,1085
25/01/2021,30/09/2020,1455
25/01/2021,01/10/2020,1925
25/01/2021,02/10/2020,1842
25/01/2021,03/10/2020,2006
25/01/2021,04/10/2020,1973
25/01/2021,05/10/2020,2730
25/01/2021,06/10/2020,2560
25/01/2021,07/10/2020,2963
25/01/2021,08/10/2020,3194
25/01/2021,09/10/2020,3478
25/01/2021,10/10/2020,3996
25/01/2021,11/10/2020,3456
25/01/2021,12/10/2020,5156
25/01/2021,13/10/2020,4930
25/01/2021,14/10/2020,5379
25/01/2021,15/10/2020,6094
25/01/2021,16/10/2020,6718
25/01/2021,17/10/2020,6705
25/01/2021,18/10/2020,6837
25/01/2021,19/10/2020,9104
25/01/2021,20/10/2020,9861
