iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
07/03/2022,28/01/2020,14
07/03/2022,29/01/2020,17
07/03/2022,30/01/2020,27
07/03/2022,31/01/2020,29
07/03/2022,01/02/2020,44
07/03/2022,02/02/2020,35
07/03/2022,03/02/2020,23
07/03/2022,04/02/2020,22
07/03/2022,05/02/2020,28
07/03/2022,06/02/2020,23
07/03/2022,07/02/2020,19
07/03/2022,08/02/2020,16
07/03/2022,09/02/2020,17
07/03/2022,10/02/2020,55
07/03/2022,11/02/2020,24
07/03/2022,12/02/2020,50
07/03/2022,13/02/2020,44
07/03/2022,14/02/2020,63
07/03/2022,15/02/2020,140
07/03/2022,16/02/2020,77
07/03/2022,17/02/2020,136
07/03/2022,18/02/2020,151
07/03/2022,19/02/2020,135
07/03/2022,20/02/2020,385
07/03/2022,21/02/2020,299
07/03/2022,22/02/2020,381
07/03/2022,23/02/2020,466
07/03/2022,24/02/2020,615
07/03/2022,25/02/2020,771
07/03/2022,26/02/2020,688
07/03/2022,27/02/2020,811
07/03/2022,28/02/2020,1137
07/03/2022,29/02/2020,1008
07/03/2022,01/03/2020,2267
07/03/2022,02/03/2020,1797
07/03/2022,03/03/2020,2038
07/03/2022,04/03/2020,1767
07/03/2022,05/03/2020,2382
07/03/2022,06/03/2020,2662
07/03/2022,07/03/2020,2856
07/03/2022,08/03/2020,3376
07/03/2022,09/03/2020,3969
07/03/2022,10/03/2020,5478
07/03/2022,11/03/2020,3752
07/03/2022,12/03/2020,4265
07/03/2022,13/03/2020,4752
07/03/2022,14/03/2020,4096
07/03/2022,15/03/2020,5209
07/03/2022,16/03/2020,4729
07/03/2022,17/03/2020,4051
07/03/2022,18/03/2020,4191
07/03/2022,19/03/2020,3746
07/03/2022,20/03/2020,5401
07/03/2022,21/03/2020,3344
07/03/2022,22/03/2020,3368
07/03/2022,23/03/2020,3817
07/03/2022,24/03/2020,3054
07/03/2022,25/03/2020,3244
07/03/2022,26/03/2020,2777
07/03/2022,27/03/2020,2994
07/03/2022,28/03/2020,2668
07/03/2022,29/03/2020,2086
07/03/2022,30/03/2020,3065
07/03/2022,31/03/2020,2163
07/03/2022,01/04/2020,3387
07/03/2022,02/04/2020,2191
07/03/2022,03/04/2020,2245
07/03/2022,04/04/2020,1905
07/03/2022,05/04/2020,1720
07/03/2022,06/04/2020,1940
07/03/2022,07/04/2020,1831
07/03/2022,08/04/2020,1807
07/03/2022,09/04/2020,1661
07/03/2022,10/04/2020,2181
07/03/2022,11/04/2020,1291
07/03/2022,12/04/2020,1442
07/03/2022,13/04/2020,1312
07/03/2022,14/04/2020,1577
07/03/2022,15/04/2020,1757
07/03/2022,16/04/2020,1404
07/03/2022,17/04/2020,1367
07/03/2022,18/04/2020,1150
07/03/2022,19/04/2020,913
07/03/2022,20/04/2020,1624
07/03/2022,21/04/2020,1024
07/03/2022,22/04/2020,1050
07/03/2022,23/04/2020,962
07/03/2022,24/04/2020,844
07/03/2022,25/04/2020,743
07/03/2022,26/04/2020,589
07/03/2022,27/04/2020,918
07/03/2022,28/04/2020,663
07/03/2022,29/04/2020,628
07/03/2022,30/04/2020,570
07/03/2022,01/05/2020,563
07/03/2022,02/05/2020,417
07/03/2022,03/05/2020,328
07/03/2022,04/05/2020,452
07/03/2022,05/05/2020,472
07/03/2022,06/05/2020,393
07/03/2022,07/05/2020,371
07/03/2022,08/05/2020,420
07/03/2022,09/05/2020,227
07/03/2022,10/05/2020,270
07/03/2022,11/05/2020,331
07/03/2022,12/05/2020,330
07/03/2022,13/05/2020,292
07/03/2022,14/05/2020,251
07/03/2022,15/05/2020,286
07/03/2022,16/05/2020,195
07/03/2022,17/05/2020,160
07/03/2022,18/05/2020,256
07/03/2022,19/05/2020,208
07/03/2022,20/05/2020,231
07/03/2022,21/05/2020,169
07/03/2022,22/05/2020,155
07/03/2022,23/05/2020,124
07/03/2022,24/05/2020,92
07/03/2022,25/05/2020,190
07/03/2022,26/05/2020,151
07/03/2022,27/05/2020,164
07/03/2022,28/05/2020,127
07/03/2022,29/05/2020,117
07/03/2022,30/05/2020,96
07/03/2022,31/05/2020,64
07/03/2022,01/06/2020,137
07/03/2022,02/06/2020,59
07/03/2022,03/06/2020,116
07/03/2022,04/06/2020,94
07/03/2022,05/06/2020,116
07/03/2022,06/06/2020,79
07/03/2022,07/06/2020,65
07/03/2022,08/06/2020,116
07/03/2022,09/06/2020,103
07/03/2022,10/06/2020,100
07/03/2022,11/06/2020,88
07/03/2022,12/06/2020,105
07/03/2022,13/06/2020,67
07/03/2022,14/06/2020,73
07/03/2022,15/06/2020,101
07/03/2022,16/06/2020,92
07/03/2022,17/06/2020,78
07/03/2022,18/06/2020,79
07/03/2022,19/06/2020,74
07/03/2022,20/06/2020,64
07/03/2022,21/06/2020,60
07/03/2022,22/06/2020,80
07/03/2022,23/06/2020,71
07/03/2022,24/06/2020,91
07/03/2022,25/06/2020,76
07/03/2022,26/06/2020,89
07/03/2022,27/06/2020,61
07/03/2022,28/06/2020,55
07/03/2022,29/06/2020,88
07/03/2022,30/06/2020,66
07/03/2022,01/07/2020,106
07/03/2022,02/07/2020,77
07/03/2022,03/07/2020,68
07/03/2022,04/07/2020,70
07/03/2022,05/07/2020,61
07/03/2022,06/07/2020,93
07/03/2022,07/07/2020,97
07/03/2022,08/07/2020,99
07/03/2022,09/07/2020,80
07/03/2022,10/07/2020,107
07/03/2022,11/07/2020,81
07/03/2022,12/07/2020,74
07/03/2022,13/07/2020,98
07/03/2022,14/07/2020,107
07/03/2022,15/07/2020,97
07/03/2022,16/07/2020,87
07/03/2022,17/07/2020,100
07/03/2022,18/07/2020,93
07/03/2022,19/07/2020,87
07/03/2022,20/07/2020,134
07/03/2022,21/07/2020,120
07/03/2022,22/07/2020,116
07/03/2022,23/07/2020,131
07/03/2022,24/07/2020,111
07/03/2022,25/07/2020,127
07/03/2022,26/07/2020,98
07/03/2022,27/07/2020,129
07/03/2022,28/07/2020,136
07/03/2022,29/07/2020,131
07/03/2022,30/07/2020,117
07/03/2022,31/07/2020,116
07/03/2022,01/08/2020,155
07/03/2022,02/08/2020,120
07/03/2022,03/08/2020,206
07/03/2022,04/08/2020,185
07/03/2022,05/08/2020,209
07/03/2022,06/08/2020,201
07/03/2022,07/08/2020,195
07/03/2022,08/08/2020,244
07/03/2022,09/08/2020,204
07/03/2022,10/08/2020,271
07/03/2022,11/08/2020,254
07/03/2022,12/08/2020,264
07/03/2022,13/08/2020,287
07/03/2022,14/08/2020,291
07/03/2022,15/08/2020,338
07/03/2022,16/08/2020,348
07/03/2022,17/08/2020,556
07/03/2022,18/08/2020,594
07/03/2022,19/08/2020,551
07/03/2022,20/08/2020,549
07/03/2022,21/08/2020,597
07/03/2022,22/08/2020,571
07/03/2022,23/08/2020,589
07/03/2022,24/08/2020,658
07/03/2022,25/08/2020,612
07/03/2022,26/08/2020,589
07/03/2022,27/08/2020,547
07/03/2022,28/08/2020,550
07/03/2022,29/08/2020,431
07/03/2022,30/08/2020,418
07/03/2022,31/08/2020,539
07/03/2022,01/09/2020,705
07/03/2022,02/09/2020,605
07/03/2022,03/09/2020,563
07/03/2022,04/09/2020,624
07/03/2022,05/09/2020,533
