iss_date,DATA_INIZIO_SINTOMI,CASI
07/03/2022,28/01/2020,16
07/03/2022,29/01/2020,21
07/03/2022,30/01/2020,30
07/03/2022,31/01/2020,34
07/03/2022,01/02/2020,53
07/03/2022,02/02/2020,42
07/03/2022,03/02/2020,25
07/03/2022,04/02/2020,24
07/03/2022,05/02/2020,29
07/03/2022,06/02/2020,26
07/03/2022,07/02/2020,22
07/03/2022,08/02/2020,17
07/03/2022,09/02/2020,17
07/03/2022,10/02/2020,61
07/03/2022,11/02/2020,33
07/03/2022,12/02/2020,54
07/03/2022,13/02/2020,51
07/03/2022,14/02/2020,68
07/03/2022,15/02/2020,151
07/03/2022,16/02/2020,83
07/03/2022,17/02/2020,146
07/03/2022,18/02/2020,164
07/03/2022,19/02/2020,145
07/03/2022,20/02/2020,408
07/03/2022,21/02/2020,317
07/03/2022,22/02/2020,402
07/03/2022,23/02/2020,503
07/03/2022,24/02/2020,677
07/03/2022,25/02/2020,816
07/03/2022,26/02/2020,740
07/03/2022,27/02/2020,899
07/03/2022,28/02/2020,1209
07/03/2022,29/02/2020,1079
07/03/2022,01/03/2020,2480
07/03/2022,02/03/2020,1944
07/03/2022,03/03/2020,2252
07/03/2022,04/03/2020,1955
07/03/2022,05/03/2020,2624
07/03/2022,06/03/2020,2968
07/03/2022,07/03/2020,3130
07/03/2022,08/03/2020,3698
07/03/2022,09/03/2020,4452
07/03/2022,10/03/2020,6141
07/03/2022,11/03/2020,4241
07/03/2022,12/03/2020,4813
07/03/2022,13/03/2020,5372
07/03/2022,14/03/2020,4694
07/03/2022,15/03/2020,5865
07/03/2022,16/03/2020,5345
07/03/2022,17/03/2020,4560
07/03/2022,18/03/2020,4791
07/03/2022,19/03/2020,4273
07/03/2022,20/03/2020,6188
07/03/2022,21/03/2020,3845
07/03/2022,22/03/2020,3802
07/03/2022,23/03/2020,4391
07/03/2022,24/03/2020,3580
07/03/2022,25/03/2020,3826
07/03/2022,26/03/2020,3303
07/03/2022,27/03/2020,3529
07/03/2022,28/03/2020,3152
07/03/2022,29/03/2020,2378
07/03/2022,30/03/2020,3676
